game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,4,COULD,-Y---,5,5,LLM,ARSON,---Y-,5,5,VOI,TEMPO,Y--YG,4.0,4.0,VOI,PHOTO,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,390,93.0715935334873,390,23,94.1025641025641,23.0,1.0,95.65217391304348,1.0,1.0,0.0,,,,,,,0
2,PARTY,True,4,START,-YYY-,5,3,LLM,TABOR,YG--Y,4,4,VOI,PARTE,GGGG-,1.0,1.0,VOI,PARTY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,50,99.1117427607035,50,12,76.0,12.0,2.0,83.33333333333334,2.0,1.0,50.0,,,,,,,0
3,TRICK,True,5,GUESS,-----,5,5,LLM,PARTY,--YY-,5,5,VOI,NITRO,-YYY-,5.0,5.0,VOI,TRILL,GGG--,2.0,2.0,CSS_TRUE,TRICK,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,1270,77.43826612186889,1270,22,98.26771653543308,22.0,3.0,86.36363636363636,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,0
4,DIRTY,True,4,SINCE,-G---,4,4,LLM,TIMOR,YG--Y,4,4,VOI,GIRTH,-GGG-,2.0,2.0,VOI,DIRTY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,132,97.65500088825723,132,7,94.6969696969697,7.0,1.0,85.71428571428571,1.0,1.0,0.0,,,,,,,0
5,USUAL,True,3,GUESS,-Y-Y-,5,5,LLM,SNOUT,Y--Y-,5,5,VOI,USUAL,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,5629,50,99.1117427607035,50,4,92.0,4.0,1.0,75.0,,,,,,,,,,0
6,TRULY,True,4,GIVEN,-----,5,5,LLM,STRAP,-YY--,5,4,VOI,ORTHO,-GY--,4.0,4.0,VOI,TRULY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,1299,76.92307692307693,1299,20,98.46035411855271,20.0,3.0,85.0,3.0,1.0,66.66666666666666,,,,,,,0
7,SPENT,True,4,COULD,-----,5,5,LLM,GIRTH,---Y-,5,5,VOI,TEENS,Y-GGY,3.0,3.0,VOI,SPENT,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,1556,72.35743471309291,1556,80,94.8586118251928,80.0,2.0,97.5,2.0,1.0,50.0,,,,,,,0
8,PAUSE,True,4,COULD,--G--,4,4,LLM,SPUNK,YYG--,4,4,VOI,USURP,-YG-Y,4.0,4.0,VOI,PAUSE,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,82,98.54325812755374,82,2,97.5609756097561,2.0,1.0,50.0,1.0,1.0,0.0,,,,,,,0
9,CRAZY,True,6,COULD,G----,4,4,LLM,CARTE,GYY--,4,4,VOI,CRAIG,GGG--,2.0,2.0,VOI,CRAPS,GGG--,2.0,2.0,CSS_TRUE,CRACK,GGG--,2.0,2.0,CSS_TRUE,CRAZY,GGGGG,0.0,0.0,CSS_TRUE,5629,137,97.5661751643276,137,16,88.32116788321169,16.0,9.0,43.75,9.0,4.0,55.55555555555556,4.0,2.0,50.0,2.0,1.0,50.0,0
10,BASES,True,5,THERE,--Y--,5,5,LLM,DEMON,-Y---,5,5,VOI,CASES,-GGGG,1.0,1.0,VOI,VASES,-GGGG,1.0,1.0,CSS_TRUE,BASES,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,588,89.55409486587315,588,104,82.31292517006803,104.0,3.0,97.1153846153846,3.0,2.0,33.33333333333333,2.0,1.0,50.0,,,,0
11,YOUNG,True,4,COULD,-GG--,3,3,LLM,SOUTH,-GG--,3,3,VOI,YOURE,GGG--,2.0,2.0,VOI,YOUNG,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,32,99.43151536685023,32,7,78.125,7.0,1.0,85.71428571428571,1.0,1.0,0.0,,,,,,,0
12,MEANS,True,5,GUESS,--Y-G,4,4,LLM,CAPES,-Y-YG,4,4,VOI,TEAMS,-GGYG,2.0,2.0,VOI,MEALS,GGG-G,1.0,1.0,CSS_TRUE,MEANS,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,302,94.63492627464912,302,39,87.08609271523179,39.0,3.0,92.3076923076923,3.0,2.0,33.33333333333333,2.0,1.0,50.0,,,,0
13,TRUTH,True,4,GUESS,-Y---,5,5,LLM,TRULY,GGG--,2,2,VOI,TRUCK,GGG--,2.0,2.0,VOI,TRUTH,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,154,97.26416770296676,154,5,96.75324675324676,5.0,3.0,40.0,3.0,1.0,66.66666666666666,,,,,,,0
14,FIRED,True,5,START,---Y-,5,5,LLM,ROUEN,Y--G-,4,4,VOI,CREEK,-Y-G-,4.0,4.0,VOI,FIVER,GG-GY,2.0,2.0,CSS_TRUE,FIRED,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,469,91.66814709539882,469,64,86.35394456289978,64.0,22.0,65.625,22.0,1.0,95.45454545454544,1.0,1.0,0.0,,,,0
15,FOLKS,True,4,COULD,-G-Y-,4,4,LLM,LOVES,YG--G,3,3,VOI,SOLIS,-GG-G,2.0,2.0,VOI,FOLKS,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,96,98.29454610055072,96,6,93.75,6.0,3.0,50.0,3.0,1.0,66.66666666666666,,,,,,,0
16,CHILE,True,5,COULD,G--G-,3,3,LLM,CELLS,GY-G-,3,3,VOI,CABLE,G--GG,2.0,2.0,VOI,CYCLE,G--GG,2.0,2.0,CSS_TRUE,CHILE,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,12,99.78681826256884,12,3,75.0,3.0,2.0,33.33333333333333,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
17,BLACK,True,4,GUESS,-----,5,5,LLM,PINOT,-----,5,5,VOI,CRAZY,Y-G--,4.0,4.0,VOI,BLACK,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,1270,77.43826612186889,1270,144,88.66141732283465,144.0,4.0,97.2222222222222,4.0,1.0,75.0,,,,,,,0
18,GRANT,True,3,GUESS,G----,4,4,LLM,GATOR,GYY-Y,4,4,VOI,GRANT,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,5629,84,98.50772783798188,84,2,97.61904761904762,2.0,1.0,50.0,,,,,,,,,,0
