game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,4,SHEDS,-G---,4,4,LLM,CHINA,-G---,4,4,VOI,THROB,YG-Y-,4.0,4.0,VOI,PHOTO,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,78,98.61431870669746,78,11,85.8974358974359,11.0,1.0,90.9090909090909,1.0,1.0,0.0,,,,,,,0
2,PARTY,True,5,BREED,-Y---,5,5,LLM,WHORL,---Y-,5,5,VOI,MARIS,-GG--,3.0,3.0,VOI,KARAN,-GG--,3.0,3.0,CSS_TRUE,PARTY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,517,90.81542014567418,517,129,75.04835589941973,129.0,9.0,93.02325581395348,9.0,1.0,88.88888888888889,1.0,1.0,0.0,,,,0
3,TRICK,True,4,SPRIT,--YYY,5,4,LLM,LITRE,-YYY-,5,5,VOI,TRINA,GGG--,2.0,2.0,VOI,TRICK,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,33,99.41375022206432,33,6,81.81818181818183,6.0,1.0,83.33333333333334,1.0,1.0,0.0,,,,,,,0
4,DIRTY,True,4,MARES,--G--,4,4,LLM,THROW,Y-G--,4,4,VOI,KURTZ,--GG-,3.0,3.0,VOI,DIRTY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,64,98.86303073370048,64,3,95.3125,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,,,,0
5,USUAL,True,4,EARNS,-Y--Y,5,5,LLM,SHALT,Y-YY-,5,3,VOI,ALISA,YY-Y-,5.0,5.0,VOI,USUAL,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,96,98.29454610055072,96,5,94.79166666666666,5.0,1.0,80.0,1.0,1.0,0.0,,,,,,,0
6,TRULY,True,3,CARES,--Y--,5,5,LLM,WHORL,---YY,5,5,VOI,TRULY,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,5629,162,97.12204654467934,162,1,99.38271604938272,1.0,1.0,0.0,,,,,,,,,,0
7,SPENT,True,4,GRIDD,-----,5,5,LLM,PSALM,YY---,5,5,VOI,STEPS,GYGY-,3.0,3.0,VOI,SPENT,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,1848,67.17001243560135,1848,46,97.51082251082252,46.0,1.0,97.82608695652172,1.0,1.0,0.0,,,,,,,0
8,PAUSE,True,3,ELIAS,Y--YY,5,5,LLM,SAREE,YG--G,3,3,VOI,PAUSE,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,5629,84,98.50772783798188,84,8,90.47619047619048,8.0,1.0,87.5,,,,,,,,,,0
9,CRAZY,True,5,SPRIG,--Y--,5,5,LLM,ULTRA,---YY,5,5,VOI,RAMAN,YY---,5.0,4.0,VOI,BRACE,-GGY-,3.0,3.0,CSS_TRUE,CRAZY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,539,90.42458696038372,539,103,80.89053803339517,103.0,15.0,85.43689320388349,15.0,1.0,93.33333333333331,1.0,1.0,0.0,,,,0
10,BASES,True,4,HARDY,-G---,4,4,LLM,CAUSE,-G-YY,4,3,VOI,SAGES,YG-GG,2.0,2.0,VOI,BASES,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,426,92.43204832119382,426,48,88.73239436619718,48.0,3.0,93.75,3.0,1.0,66.66666666666666,,,,,,,0
