game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,4,GUESS,-----,5,5,LLM,TALON,Y--Y-,5,5,VOI,ORTHO,Y-YYG,4.0,4.0,VOI,PHOTO,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,1270,77.43826612186889,1270,26,97.9527559055118,26.0,1.0,96.15384615384616,1.0,1.0,0.0,,,,,,,0
2,PARTY,True,5,CHOSE,-----,5,5,LLM,DARIN,-GG--,3,3,VOI,MARLA,-GG--,3.0,3.0,VOI,GARRY,-GG-G,2.0,2.0,CSS_TRUE,PARTY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,760,86.4984899626932,760,22,97.10526315789474,22.0,4.0,81.81818181818183,4.0,1.0,75.0,1.0,1.0,0.0,,,,0
3,TRICK,True,4,BASED,-----,5,5,LLM,FORTY,--YY-,5,5,VOI,PRINT,-GG-Y,3.0,3.0,VOI,TRICK,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,547,90.28246580209628,547,10,98.17184643510056,10.0,2.0,80.0,2.0,1.0,50.0,,,,,,,0
4,DIRTY,True,5,GUESS,-----,5,5,LLM,PLATA,---G-,4,4,VOI,BOOTH,---G-,4.0,4.0,VOI,NITTY,-G-GG,2.0,2.0,CSS_TRUE,DIRTY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,1270,77.43826612186889,1270,41,96.7716535433071,41.0,10.0,75.60975609756098,10.0,2.0,80.0,2.0,1.0,50.0,,,,0
5,USUAL,True,4,THINK,-----,5,5,LLM,PEARS,--Y-Y,5,5,VOI,SAMOA,YY---,5.0,5.0,VOI,USUAL,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,1651,70.66974595842956,1651,37,97.75893397940642,37.0,1.0,97.2972972972973,1.0,1.0,0.0,,,,,,,0
6,TRULY,True,5,GUESS,-Y---,5,5,LLM,TRUNK,GGG--,2,2,VOI,TRUMP,GGG--,2.0,2.0,VOI,TRUDY,GGG-G,1.0,1.0,CSS_TRUE,TRULY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,154,97.26416770296676,154,5,96.75324675324676,5.0,4.0,20.0,4.0,1.0,75.0,1.0,1.0,0.0,,,,0
7,SPENT,True,4,AFTER,--YY-,5,5,LLM,TEENS,Y-GGY,3,3,VOI,SCENT,G-GGG,1.0,1.0,VOI,SPENT,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,143,97.45958429561202,143,3,97.9020979020979,3.0,2.0,33.33333333333333,2.0,1.0,50.0,,,,,,,0
8,PAUSE,True,3,GUESS,-YYG-,4,4,LLM,ROUSE,--GGG,2,2,VOI,PAUSE,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,5629,11,99.80458340735476,11,4,63.63636363636363,4.0,1.0,75.0,,,,,,,,,,0
9,CRAZY,True,5,BASED,-Y---,5,5,LLM,ALAIN,--G--,4,4,VOI,KRAFT,-GG--,3.0,3.0,VOI,GRAPH,-GG--,3.0,3.0,CSS_TRUE,CRAZY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,419,92.55640433469532,419,36,91.40811455847256,36.0,4.0,88.88888888888889,4.0,1.0,75.0,1.0,1.0,0.0,,,,0
10,BASES,True,6,LUCKY,-----,5,5,LLM,PEROT,-Y---,5,5,VOI,ANDES,Y--GG,3.0,3.0,VOI,SAGES,YG-GG,2.0,2.0,CSS_TRUE,EASES,-GGGG,1.0,1.0,CSS_TRUE,BASES,GGGGG,0.0,0.0,CSS_TRUE,5629,2236,60.27713625866051,2236,187,91.63685152057243,187.0,21.0,88.77005347593582,21.0,3.0,85.71428571428571,3.0,2.0,33.33333333333333,2.0,1.0,50.0,0
11,YOUNG,True,3,GUESS,YY---,5,5,LLM,BOUGH,-GGY-,3,3,VOI,YOUNG,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,5629,19,99.66246224906732,19,1,94.73684210526316,1.0,1.0,0.0,,,,,,,,,,0
12,MEANS,True,6,GUESS,--Y-G,4,4,LLM,WAVES,-Y-YG,4,4,VOI,EXAMS,Y-GYG,3.0,3.0,VOI,MEALS,GGG-G,1.0,1.0,CSS_TRUE,MEARS,GGG-G,1.0,1.0,CSS_TRUE,MEANS,GGGGG,0.0,0.0,CSS_TRUE,5629,302,94.63492627464912,302,40,86.75496688741721,40.0,4.0,90.0,4.0,3.0,25.0,3.0,2.0,33.33333333333333,2.0,1.0,50.0,0
