game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,4,DARBY,-----,5,5,LLM,NIELS,-----,5,5,VOI,HUTCH,Y-Y--,5.0,4.0,VOI,PHOTO,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,1202,78.64629596731213,1202,33,97.25457570715474,33.0,1.0,96.96969696969695,1.0,1.0,0.0,,,,,,,0
2,PARTY,True,4,LASER,-G--Y,4,4,LLM,MARIA,-GG--,3,3,VOI,TARDY,YGG-G,2.0,2.0,VOI,PARTY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,113,97.9925386391899,113,23,79.64601769911505,23.0,1.0,95.65217391304348,1.0,1.0,0.0,,,,,,,0
3,TRICK,True,5,EARLS,--Y--,5,5,LLM,ORION,-GG--,3,3,VOI,CRIMP,YGG--,3.0,3.0,VOI,BRICK,-GGGG,1.0,1.0,CSS_TRUE,TRICK,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,174,96.90886480724818,174,15,91.3793103448276,15.0,3.0,80.0,3.0,2.0,33.33333333333333,2.0,1.0,50.0,,,,0
4,DIRTY,True,5,RAISE,Y-Y--,5,5,LLM,INTRO,Y-YY-,5,4,VOI,FRUIT,-Y-YY,5.0,5.0,VOI,BIRTH,-GGG-,2.0,2.0,CSS_TRUE,DIRTY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,45,99.20056848463317,45,7,84.44444444444444,7.0,5.0,28.57142857142857,5.0,1.0,80.0,1.0,1.0,0.0,,,,0
5,USUAL,True,4,EARNS,-Y--Y,5,5,LLM,SHALT,Y-YY-,5,3,VOI,ALISA,YY-Y-,5.0,5.0,VOI,USUAL,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,96,98.29454610055072,96,5,94.79166666666666,5.0,1.0,80.0,1.0,1.0,0.0,,,,,,,0
6,TRULY,True,4,RATES,Y-Y--,5,5,LLM,TRICK,GG---,3,3,VOI,TROTT,GG---,3.0,3.0,VOI,TRULY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,60,98.9340913128442,60,9,85.0,9.0,3.0,66.66666666666666,3.0,1.0,66.66666666666666,,,,,,,0
7,SPENT,True,3,AIRES,---YY,5,5,LLM,STONE,GY-GY,3,3,VOI,SPENT,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,5629,88,98.43666725883816,88,2,97.72727272727272,2.0,1.0,50.0,,,,,,,,,,0
8,PAUSE,True,2,LASER,-GYY-,4,3,LLM,PAUSE,GGGGG,0,0,VOI,,,,,,,,,,,,,,,,,,,,,5629,5,99.91117427607034,5,1,80.0,,,,,,,,,,,,,0
9,CRAZY,True,5,SLATE,--G--,4,4,LLM,DRAIN,-GG--,3,3,VOI,BRAGA,-GG--,3.0,3.0,VOI,CRAMP,GGG--,2.0,2.0,CSS_TRUE,CRAZY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,110,98.0458340735477,110,11,90.0,11.0,3.0,72.72727272727273,3.0,2.0,33.33333333333333,2.0,1.0,50.0,,,,0
10,BASES,True,5,AISLE,Y-G-Y,4,4,LLM,CASES,-GGGG,1,1,VOI,GASES,-GGGG,1.0,1.0,VOI,EASES,-GGGG,1.0,1.0,CSS_TRUE,BASES,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,18,99.68022739385326,18,4,77.77777777777779,4.0,3.0,25.0,3.0,2.0,33.33333333333333,2.0,1.0,50.0,,,,0
