game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,3,THINK,YG---,4,4,CSS_TRUE_FROM_LLM,SHORT,-GG-Y,3,3,CSS_TRUE_FROM_LLM,PHOTO,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,21,99.62693195949548,21,1,95.23809523809524,1.0,1.0,0.0,,,,,,,,,,0
2,PARTY,True,6,ABOUT,Y---Y,5,5,CSS_TRUE_FROM_LLM,LATER,-GY-Y,4,4,CSS_TRUE_FROM_LLM,DARTS,-GGG-,2.0,2.0,CSS_TRUE_FROM_LLM,MARTA,-GGG-,2.0,2.0,CSS_TRUE_FROM_LLM,PARTI,GGGG-,1.0,1.0,CSS_TRUE_FROM_LLM,PARTY,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,5629,299,94.68822170900692,299,20,93.31103678929766,20.0,7.0,65.0,7.0,3.0,57.14285714285714,3.0,1.0,66.66666666666666,1.0,1.0,0.0,0
3,TRICK,True,4,STILL,-YG--,4,4,CSS_TRUE_FROM_LLM,THING,G-G--,3,3,CSS_TRUE_FROM_LLM,TWICE,G-GG-,2.0,2.0,CSS_TRUE_FROM_LLM,TRICK,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,53,99.05844732634571,53,9,83.01886792452831,9.0,1.0,88.88888888888889,1.0,1.0,0.0,,,,,,,0
4,DIRTY,True,2,THEIR,Y--YY,5,5,CSS_TRUE_FROM_LLM,DIRTY,GGGGG,0,0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,,,,,,5629,25,99.55587138035176,25,1,96.0,,,,,,,,,,,,,0
5,USUAL,True,4,THERE,-----,5,5,CSS_TRUE_FROM_LLM,COULD,--GY-,4,4,CSS_TRUE_FROM_LLM,PLUMP,-YG--,4.0,4.0,CSS_TRUE_FROM_LLM,USUAL,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,1280,77.2606146740096,1280,12,99.0625,12.0,1.0,91.66666666666666,1.0,1.0,0.0,,,,,,,0
6,TRULY,True,4,THINK,G----,4,4,CSS_TRUE_FROM_LLM,TRADE,GG---,3,3,CSS_TRUE_FROM_LLM,TRUST,GGG--,2.0,2.0,CSS_TRUE_FROM_LLM,TRULY,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,136,97.58394030911352,136,10,92.64705882352942,10.0,3.0,70.0,3.0,1.0,66.66666666666666,,,,,,,0
7,SPENT,True,3,THEIR,Y-G--,4,4,CSS_TRUE_FROM_LLM,AGENT,--GGG,2,2,CSS_TRUE_FROM_LLM,SPENT,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,42,99.25386391899092,42,4,90.47619047619048,4.0,1.0,75.0,,,,,,,,,,0
8,PAUSE,True,3,THERE,----G,4,4,CSS_TRUE_FROM_LLM,CAUSE,-GGGG,1,1,CSS_TRUE_FROM_LLM,PAUSE,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,269,95.22117605258484,269,1,99.62825278810408,1.0,1.0,0.0,,,,,,,,,,0
9,CRAZY,True,4,WHICH,---Y-,5,5,CSS_TRUE_FROM_LLM,COMES,G----,4,4,CSS_TRUE_FROM_LLM,CANDY,GY--G,3.0,3.0,CSS_TRUE_FROM_LLM,CRAZY,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,408,92.75182092734056,408,31,92.40196078431372,31.0,2.0,93.5483870967742,2.0,1.0,50.0,,,,,,,0
10,BASES,True,6,THERE,--Y--,5,5,CSS_TRUE_FROM_LLM,ENJOY,Y----,5,5,CSS_TRUE_FROM_LLM,MAKES,-G-GG,2.0,2.0,CSS_TRUE_FROM_LLM,SALES,YG-GG,2.0,2.0,CSS_TRUE_FROM_LLM,VASES,-GGGG,1.0,1.0,CSS_TRUE_FROM_LLM,BASES,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,5629,588,89.55409486587315,588,239,59.35374149659864,239.0,29.0,87.86610878661088,29.0,4.0,86.20689655172413,4.0,3.0,25.0,3.0,1.0,66.66666666666666,0
