game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,3,THEIR,YG---,4,4,CSS_TRUE_FROM_LLM,SHOOT,-GGYY,3,3,CSS_TRUE_FROM_LLM,PHOTO,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,14,99.75128797299698,14,1,92.85714285714286,1.0,1.0,0.0,,,,,,,,,,0
2,PARTY,True,4,HOUSE,-----,5,5,CSS_TRUE_FROM_LLM,CLAIM,--Y--,5,5,CSS_TRUE_FROM_LLM,RADAR,YG---,4.0,4.0,CSS_TRUE_FROM_LLM,PARTY,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,694,87.67098951856458,694,103,85.15850144092218,103.0,1.0,99.02912621359224,1.0,1.0,0.0,,,,,,,0
3,TRICK,True,4,FIRST,-YY-Y,5,5,CSS_TRUE_FROM_LLM,TRIED,GGG--,2,2,CSS_TRUE_FROM_LLM,TRIAL,GGG--,2.0,2.0,CSS_TRUE_FROM_LLM,TRICK,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,30,99.4670456564221,30,5,83.33333333333334,5.0,2.0,60.0,2.0,1.0,50.0,,,,,,,0
4,DIRTY,True,5,HOUSE,-----,5,5,CSS_TRUE_FROM_LLM,PLANT,----Y,5,5,CSS_TRUE_FROM_LLM,TIMID,YG--Y,4.0,4.0,CSS_TRUE_FROM_LLM,DITTY,GG-GG,1.0,1.0,CSS_TRUE_FROM_LLM,DIRTY,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,5629,694,87.67098951856458,694,11,98.4149855907781,11.0,2.0,81.81818181818183,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
5,USUAL,True,4,THEIR,-----,5,5,CSS_TRUE_FROM_LLM,WOULD,--GY-,4,4,CSS_TRUE_FROM_LLM,CLUMP,-YG--,4.0,4.0,CSS_TRUE_FROM_LLM,USUAL,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,794,85.89447503997157,794,16,97.98488664987406,16.0,1.0,93.75,1.0,1.0,0.0,,,,,,,0
6,TRULY,True,5,THEIR,G---Y,4,4,CSS_TRUE_FROM_LLM,TRAPS,GG---,3,3,CSS_TRUE_FROM_LLM,TRUNK,GGG--,2.0,2.0,CSS_TRUE_FROM_LLM,TRUDY,GGG-G,1.0,1.0,CSS_TRUE_FROM_LLM,TRULY,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,5629,36,99.36045478770652,36,8,77.77777777777779,8.0,3.0,62.5,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,0
7,SPENT,True,4,FIRST,---YG,4,4,CSS_TRUE_FROM_LLM,SHEET,G-G-G,2,2,CSS_TRUE_FROM_LLM,SLEPT,G-GYG,2.0,2.0,CSS_TRUE_FROM_LLM,SPENT,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,37,99.3426896429206,37,8,78.37837837837837,8.0,1.0,87.5,1.0,1.0,0.0,,,,,,,0
8,PAUSE,True,4,THEIR,--Y--,5,5,CSS_TRUE_FROM_LLM,GAMES,-G-YY,4,4,CSS_TRUE_FROM_LLM,LAPSE,-GYGG,2.0,2.0,CSS_TRUE_FROM_LLM,PAUSE,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,675,88.00852726949725,675,8,98.8148148148148,8.0,1.0,87.5,1.0,1.0,0.0,,,,,,,0
9,CRAZY,True,4,FIRST,--Y--,5,5,CSS_TRUE_FROM_LLM,READY,Y-G-G,3,3,CSS_TRUE_FROM_LLM,OVARY,--GYG,3.0,3.0,CSS_TRUE_FROM_LLM,CRAZY,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,497,91.1707230413928,497,4,99.19517102615694,4.0,1.0,75.0,1.0,1.0,0.0,,,,,,,0
10,BASES,True,4,THEIR,--Y--,5,5,CSS_TRUE_FROM_LLM,MEANS,-YY-G,4,4,CSS_TRUE_FROM_LLM,CASES,-GGGG,1.0,1.0,CSS_TRUE_FROM_LLM,BASES,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,675,88.00852726949725,675,41,93.92592592592592,41.0,4.0,90.2439024390244,4.0,1.0,75.0,,,,,,,0
