game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,3,ARISE,-----,5,5,LLM,LOONY,-YG--,4,4,CSS_TRUE,PHOTO,GGGGG,0,0,CSS_TRUE,,,,,,,,,,,,,,,,5629,265,95.29223663172854,265,4,98.49056603773585,4,1,75.0,,,,,,,,,,0
2,PARTY,True,4,CHOSE,-----,5,5,LLM,NADIA,-G---,4,4,CSS_TRUE,MARTY,-GGGG,1,1,CSS_TRUE,PARTY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,760,86.4984899626932,760,38,95.0,38,1,97.36842105263158,1.0,1.0,0.0,,,,,,,0
3,TRICK,True,4,GUESS,-----,5,5,LLM,AARON,--Y--,5,5,CSS_TRUE,CRYPT,YG--Y,4,4,CSS_TRUE,TRICK,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,1270,77.43826612186889,1270,25,98.03149606299212,25,1,96.0,1.0,1.0,0.0,,,,,,,0
4,DIRTY,True,4,SALET,----Y,5,5,LLM,TUTOR,Y---Y,5,5,CSS_TRUE,WIRTH,-GGG-,2,2,CSS_TRUE,DIRTY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,133,97.63723574347132,133,8,93.98496240601504,8,1,87.5,1.0,1.0,0.0,,,,,,,0
5,USUAL,True,3,WOULD,--GY-,4,4,LLM,BLUES,-YG-Y,4,4,CSS_TRUE,USUAL,GGGGG,0,0,CSS_TRUE,,,,,,,,,,,,,,,,5629,38,99.32492449813466,38,1,97.36842105263158,1,1,0.0,,,,,,,,,,0
6,TRULY,True,4,GUESS,-Y---,5,5,LLM,MOURN,--GY-,4,4,CSS_TRUE,TRUDY,GGG-G,1,1,CSS_TRUE,TRULY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,154,97.26416770296676,154,7,95.45454545454544,7,1,85.71428571428571,1.0,1.0,0.0,,,,,,,0
7,SPENT,True,3,GUESS,--GY-,4,4,LLM,SHEET,G-G-G,2,2,CSS_TRUE,SPENT,GGGGG,0,0,CSS_TRUE,,,,,,,,,,,,,,,,5629,62,98.89856102327234,62,8,87.09677419354838,8,1,87.5,,,,,,,,,,0
8,PAUSE,True,5,GUESS,-YYG-,4,4,LLM,ROUSE,--GGG,2,2,CSS_TRUE,AMUSE,Y-GGG,2,2,CSS_TRUE,CAUSE,-GGGG,1.0,1.0,CSS_TRUE,PAUSE,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,11,99.80458340735476,11,4,63.63636363636363,4,2,50.0,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
9,CRAZY,False,6,CHOSE,G----,4,4,LLM,CAIRN,GY-Y-,4,4,CSS_TRUE,CRABB,GGG--,2,2,CSS_TRUE,CRAWL,GGG--,2.0,2.0,CSS_TRUE,CRAMP,GGG--,2.0,2.0,CSS_TRUE,CRAFT,GGG--,2.0,2.0,CSS_TRUE,5629,76,98.64984899626933,76,6,92.10526315789474,6,5,16.666666666666664,5.0,4.0,20.0,4.0,3.0,25.0,3.0,2.0,33.33333333333333,0
10,BASES,True,3,GUESS,--YYG,4,4,LLM,SEALS,YYY-G,4,4,CSS_TRUE,BASES,GGGGG,0,0,CSS_TRUE,,,,,,,,,,,,,,,,5629,52,99.07621247113164,52,6,88.46153846153845,6,1,83.33333333333334,,,,,,,,,,0
11,YOUNG,True,3,GUESS,YY---,5,5,LLM,LOUGH,-GGY-,3,3,CSS_TRUE,YOUNG,GGGGG,0,0,CSS_TRUE,,,,,,,,,,,,,,,,5629,19,99.66246224906732,19,1,94.73684210526316,1,1,0.0,,,,,,,,,,0
12,MEANS,True,4,GUESS,--Y-G,4,4,LLM,AIRES,Y--YG,4,4,CSS_TRUE,MEALS,GGG-G,1,1,CSS_TRUE,MEANS,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,302,94.63492627464912,302,29,90.39735099337749,29,2,93.10344827586206,2.0,1.0,50.0,,,,,,,0
13,TRUTH,True,5,GIVEN,-----,5,5,LLM,ROAST,Y---Y,5,5,CSS_TRUE,TRULY,GGG--,2,2,CSS_TRUE,TRUMP,GGG--,2.0,2.0,CSS_TRUE,TRUTH,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,1299,76.92307692307693,1299,6,99.53810623556582,6,3,50.0,3.0,2.0,33.33333333333333,2.0,1.0,50.0,,,,0
14,FIRED,True,4,COULD,----G,4,4,LLM,RATED,Y--GG,3,3,CSS_TRUE,FRIED,GYYGG,2,2,CSS_TRUE,FIRED,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,140,97.5128797299698,140,13,90.71428571428572,13,1,92.3076923076923,1.0,1.0,0.0,,,,,,,0
15,FOLKS,True,4,GUESS,----G,4,4,LLM,RIOTS,--Y-G,4,4,CSS_TRUE,MOLDS,-GG-G,2,2,CSS_TRUE,FOLKS,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,393,93.01829809912952,393,43,89.05852417302799,43,3,93.02325581395348,3.0,1.0,66.66666666666666,,,,,,,0
16,CHILE,True,3,BASED,---Y-,5,5,LLM,HENRI,YY--Y,5,5,CSS_TRUE,CHILE,GGGGG,0,0,CSS_TRUE,,,,,,,,,,,,,,,,5629,451,91.98791970154558,451,7,98.4478935698448,7,1,85.71428571428571,,,,,,,,,,0
17,BLACK,True,3,BASED,GY---,4,4,LLM,BRAWN,G-G--,3,3,CSS_TRUE,BLACK,GGGGG,0,0,CSS_TRUE,,,,,,,,,,,,,,,,5629,28,99.50257594599395,28,3,89.28571428571429,3,1,66.66666666666666,,,,,,,,,,0
18,GRANT,True,4,GUESS,G----,4,4,LLM,GROAN,GG-YY,3,2,CSS_TRUE,GRAND,GGGG-,1,1,CSS_TRUE,GRANT,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,84,98.50772783798188,84,2,97.61904761904762,2,1,50.0,1.0,1.0,0.0,,,,,,,0
19,MEALS,True,5,GUESS,--Y-G,4,4,LLM,ALVES,YY-YG,4,4,CSS_TRUE,LEADS,YGG-G,2,2,CSS_TRUE,HEALS,-GGGG,1.0,1.0,CSS_TRUE,MEALS,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,302,94.63492627464912,302,10,96.68874172185431,10,3,70.0,3.0,2.0,33.33333333333333,2.0,1.0,50.0,,,,0
20,CREAM,True,3,GUESS,--G--,4,4,LLM,CREED,GGG--,2,2,CSS_TRUE,CREAM,GGGGG,0,0,CSS_TRUE,,,,,,,,,,,,,,,,5629,151,97.31746313732457,151,2,98.67549668874172,2,1,50.0,,,,,,,,,,0
