game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,3,NIELS,-----,5,5,LLM,RHODA,-GG--,3,3,CSS_TRUE,PHOTO,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,529,90.60223840824302,529,4,99.24385633270322,4.0,1.0,75.0,,,,,,,,,,0
2,PARTY,True,5,BRIAN,-Y-Y-,5,5,LLM,MARES,-GG--,3,3,CSS_TRUE,DARYL,-GGY-,3.0,3.0,CSS_TRUE,CARRY,-GG-G,2.0,2.0,CSS_TRUE,PARTY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,325,94.22632794457274,325,33,89.84615384615384,33.0,6.0,81.81818181818183,6.0,1.0,83.33333333333334,1.0,1.0,0.0,,,,0
3,TRICK,True,4,DATES,--Y--,5,5,LLM,TROUT,GG---,3,3,CSS_TRUE,TRILL,GGG--,2.0,2.0,CSS_TRUE,TRICK,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,158,97.19310712382308,158,4,97.46835443037976,4.0,2.0,50.0,2.0,1.0,50.0,,,,,,,0
4,DIRTY,True,4,NOTES,--Y--,5,5,LLM,TRAIT,YY-Y-,5,5,CSS_TRUE,FIRTH,-GGG-,2.0,2.0,CSS_TRUE,DIRTY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,151,97.31746313732457,151,6,96.02649006622516,6.0,1.0,83.33333333333334,1.0,1.0,0.0,,,,,,,0
5,USUAL,True,3,CRIES,----Y,5,5,LLM,SATAN,Y--G-,4,4,CSS_TRUE,USUAL,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,237,95.7896606857346,237,1,99.57805907172995,1.0,1.0,0.0,,,,,,,,,,0
6,TRULY,True,3,TESLA,G--G-,3,3,LLM,TWILL,G--G-,3,3,CSS_TRUE,TRULY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,6,99.8934091312844,6,1,83.33333333333334,1.0,1.0,0.0,,,,,,,,,,0
7,SPENT,True,3,OAKES,---YY,5,5,LLM,STEIN,GYG-Y,3,3,CSS_TRUE,SPENT,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,106,98.11689465269144,106,2,98.1132075471698,2.0,1.0,50.0,,,,,,,,,,0
8,PAUSE,True,3,SIENA,Y-Y-Y,5,5,LLM,TASER,-GYY-,4,3,CSS_TRUE,PAUSE,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,165,97.06875111032154,165,4,97.57575757575758,4.0,1.0,75.0,,,,,,,,,,0
9,CRAZY,True,4,DANES,-Y---,5,5,LLM,FLORA,---YY,5,5,CSS_TRUE,CIGAR,G--YY,4.0,4.0,CSS_TRUE,CRAZY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,304,94.59939598507728,304,36,88.1578947368421,36.0,4.0,88.88888888888889,4.0,1.0,75.0,,,,,,,0
10,BASES,True,6,SANTO,YG---,4,4,LLM,LACES,-G-GG,2,2,CSS_TRUE,MARES,-G-GG,2.0,2.0,CSS_TRUE,WAVES,-G-GG,2.0,2.0,CSS_TRUE,GASES,-GGGG,1.0,1.0,CSS_TRUE,BASES,GGGGG,0.0,0.0,CSS_TRUE,5629,164,97.08651625510748,164,38,76.82926829268293,38.0,21.0,44.73684210526316,21.0,11.0,47.61904761904761,11.0,2.0,81.81818181818183,2.0,1.0,50.0,0
