game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GRBR,True,3,YBOG,0B2W,VOI,312,BWRY,0B2W,LLM,64,GRBR,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,RGBY,True,3,BOWY,1B1W,VOI,252,BGYR,1B3W,LLM,2,RGBY,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,BYYW,True,5,WBRO,0B2W,VOI,312,RGOR,0B0W,LLM,21,BYWW,3B0W,LLM,5,BYWY,2B2W,LLM,1,BYYW,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
4,BGWY,True,4,BWYR,1B2W,VOI,132,YBGR,0B3W,LLM,23,BGRW,2B1W,LLM,2,BGWY,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,
5,BROG,True,5,GYOR,1B2W,VOI,132,OGWR,0B3W,LLM,23,GRBO,1B3W,LLM,2,GORB,0B4W,LLM,1,BROG,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
6,GGWY,True,6,WRYO,0B2W,VOI,312,BWRB,0B1W,LLM,58,OGGW,1B2W,LLM,9,GOGR,1B1W,LLM,2,OOWG,1B1W,LLM,1,GGWY,4B0W,LLM,1,,,,,,,,,,,,,,,,
7,RWOW,True,5,WGBR,0B2W,VOI,312,BOOG,1B0W,LLM,54,ROYW,2B1W,LLM,2,RROW,3B0W,LLM,1,RWOW,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
8,WGRR,True,6,OYRG,1B1W,VOI,252,OWOR,1B1W,LLM,49,OBWY,0B1W,LLM,5,GWRW,1B2W,LLM,2,RWGG,0B3W,LLM,1,WGRR,4B0W,LLM,1,,,,,,,,,,,,,,,,
9,ROWO,True,5,GOWB,2B0W,VOI,96,GYWR,1B1W,LLM,28,GOYO,2B0W,LLM,4,GBYB,0B0W,LLM,1,ROWO,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
10,WYYY,True,4,WGRO,1B0W,VOI,108,WWWB,1B0W,LLM,19,YGBB,0B1W,LLM,1,WYYY,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,
11,ORRR,True,5,ORBW,2B0W,VOI,96,ORGG,2B0W,LLM,21,OBBG,1B0W,LLM,9,ORYO,2B0W,LLM,1,ORRR,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
12,RGOW,True,6,RWGO,1B3W,VOI,8,GWOR,1B3W,LLM,4,WOGR,0B4W,LLM,3,GRWO,0B4W,LLM,2,OWRG,0B4W,LLM,1,RGOW,4B0W,LLM,1,,,,,,,,,,,,,,,,
13,RGOG,True,5,RGOW,3B0W,VOI,20,RGOO,3B0W,LLM,4,RGOB,3B0W,LLM,3,RGOY,3B0W,LLM,2,RGOG,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
14,RWGW,True,5,GBOY,0B1W,VOI,152,WORW,1B2W,LLM,22,OOWR,0B2W,LLM,3,RWBW,3B0W,LLM,2,RWGW,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
15,BRBY,True,5,WORB,0B2W,VOI,312,GGWR,0B1W,LLM,58,BBOG,1B1W,LLM,6,BYBW,2B1W,LLM,1,BRBY,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
16,BGGB,True,4,YGBW,1B1W,VOI,252,YORG,0B1W,LLM,31,BWBO,1B1W,LLM,4,BGGB,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,
17,OOOB,True,5,GBWY,0B1W,VOI,152,OORW,2B0W,LLM,21,OGRR,1B0W,LLM,5,OOBO,2B2W,LLM,1,OOOB,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
18,WOGB,True,3,OYRG,0B2W,VOI,312,GBWY,0B3W,LLM,32,WOGB,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,RGYR,True,5,YRBG,0B3W,VOI,136,GWRB,0B2W,LLM,29,OGYR,3B0W,LLM,2,OBYR,2B0W,LLM,1,RGYR,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
20,WGWY,True,5,OBYR,0B1W,VOI,152,YGGW,1B2W,LLM,21,GWGO,0B2W,LLM,2,YYWG,1B2W,LLM,1,WGWY,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
21,GWGW,True,5,WORB,0B1W,VOI,152,YRGR,1B0W,LLM,22,YWYY,1B0W,LLM,2,GWGG,3B0W,LLM,1,GWGW,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
22,YWWG,True,5,GROY,0B2W,VOI,312,OGGO,0B1W,LLM,58,ROWW,1B1W,LLM,8,BOBR,0B0W,LLM,2,YWWG,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
23,BRYG,True,4,OBGR,0B3W,VOI,136,RGYO,1B2W,LLM,24,GRYB,2B2W,LLM,1,BRYG,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,
24,OGYG,True,5,BWGY,0B2W,VOI,312,RGRW,1B0W,LLM,50,OGBO,2B0W,LLM,7,GGBG,2B0W,LLM,2,OGYG,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
25,WYYR,True,5,YBWR,1B2W,VOI,132,BRWW,0B2W,LLM,42,RBYO,1B1W,LLM,6,WGYR,3B0W,LLM,1,WYYR,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
26,BYOW,True,5,RGWO,0B2W,VOI,312,OBBW,1B2W,LLM,20,BWOW,3B0W,LLM,2,BOOW,3B0W,LLM,1,BYOW,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
27,RRBG,True,5,BGYR,0B3W,VOI,136,YROB,1B1W,LLM,26,YBBG,2B0W,LLM,5,YWRG,1B1W,LLM,2,RRBG,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
28,GYRB,True,5,BOGY,0B3W,VOI,136,OGOB,1B1W,LLM,35,YGRO,1B2W,LLM,4,YWOG,0B2W,LLM,1,GYRB,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
29,ORRG,True,4,OWRY,2B0W,VOI,96,OBOY,1B0W,LLM,26,WWYY,0B0W,LLM,4,ORRG,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,
30,YGBR,True,5,BOYW,0B2W,VOI,312,OGBB,2B0W,LLM,32,YGBG,3B0W,LLM,3,YGBY,3B0W,LLM,1,YGBR,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
31,GBWR,True,6,GOYR,2B0W,VOI,96,GRGR,2B0W,LLM,12,GOGB,1B1W,LLM,3,GBBR,3B0W,LLM,2,GWBR,2B2W,LLM,1,GBWR,4B0W,LLM,1,,,,,,,,,,,,,,,,
32,BRGB,True,5,OWRG,0B2W,VOI,312,GBGR,1B2W,LLM,20,BGGW,2B0W,LLM,5,BRGY,3B0W,LLM,1,BRGB,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
33,YGRW,True,5,YWOB,1B1W,VOI,252,GWWO,0B2W,LLM,40,OGGB,1B0W,LLM,6,OROW,1B1W,LLM,1,YGRW,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
34,RWGY,True,5,BWYO,1B1W,VOI,252,BGWG,0B2W,LLM,35,GOBO,0B1W,LLM,7,YWGR,2B2W,LLM,1,RWGY,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
35,YYYO,True,4,GBRY,0B1W,VOI,152,OWOR,0B1W,LLM,10,BOBB,0B1W,LLM,1,YYYO,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,
36,RWYR,True,5,GBOW,0B1W,VOI,152,RRGY,1B2W,LLM,21,YGRY,0B2W,LLM,7,ORYR,2B1W,LLM,1,RWYR,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
37,YBBY,True,4,WRGB,0B1W,VOI,152,YOOR,1B0W,LLM,14,YGYY,2B0W,LLM,3,YBBY,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,
38,YGYB,True,5,OWGR,0B1W,VOI,152,GYYB,2B2W,LLM,4,GBYY,1B3W,LLM,2,BYYG,1B3W,LLM,1,YGYB,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
39,WOBR,True,6,OYGW,0B2W,VOI,312,GORR,2B0W,LLM,31,YOYR,2B0W,LLM,7,WOWR,3B0W,LLM,3,WOOR,3B0W,LLM,1,WOBR,4B0W,LLM,1,,,,,,,,,,,,,,,,
40,BYRG,True,5,BGOR,1B2W,VOI,132,OBOG,1B1W,LLM,32,OYBR,1B2W,LLM,4,OGRY,1B2W,LLM,1,BYRG,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
41,RBBO,True,5,BRWG,0B2W,VOI,312,WBYB,1B1W,LLM,68,WORY,0B2W,LLM,12,GGYW,0B0W,LLM,2,RBBO,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
42,OBRO,True,4,BYOW,0B2W,VOI,312,YORO,2B1W,LLM,13,OORB,2B2W,LLM,1,OBRO,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,
43,WRYR,True,3,OWRB,0B2W,VOI,312,RRWR,2B1W,LLM,4,WRYR,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,GGRY,True,4,BYOW,0B1W,VOI,152,GGRB,3B0W,LLM,7,GGRO,3B0W,LLM,1,GGRY,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,
45,YYYG,True,3,OBRW,0B0W,VOI,16,GGGY,0B2W,LLM,1,YYYG,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,ROBW,True,4,OGWB,0B3W,VOI,136,GWOR,0B3W,LLM,19,WRBO,1B3W,LLM,1,ROBW,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,
