game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GRBR,True,4,BBYY,0B1W,LLM,256,OYWW,0B0W,VOI,16,GRGB,2B1W,VOI,1,GRBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
2,RGBY,True,4,GOWB,0B2W,LLM,312,ORRW,0B1W,VOI,54,BYYO,0B2W,VOI,8,RGBY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
3,BYYW,True,5,BBGY,1B1W,LLM,230,BWBR,1B1W,VOI,39,BRYO,2B0W,VOI,3,BRRG,1B0W,VOI,1,BYYW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
4,BGWY,True,5,GOBW,0B3W,LLM,136,OGRB,1B1W,VOI,28,OWGY,1B2W,VOI,4,WGGO,1B1W,VOI,1,BGWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
5,BROG,True,4,WGRY,0B2W,LLM,312,OROW,2B0W,VOI,31,ORBG,2B2W,VOI,2,BROG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
6,GGWY,True,4,GYWO,2B1W,LLM,48,YOWO,1B1W,VOI,15,GRYO,1B1W,VOI,3,GGWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
7,RWOW,True,6,BOBB,0B1W,LLM,308,WROY,1B2W,VOI,53,GRWO,0B3W,VOI,9,OWGY,1B1W,VOI,2,RWOR,3B0W,VOI,1,RWOW,4B0W,CSS,1,,,,,,,,,,,,,,,,
8,WGRR,True,3,YGBO,1B0W,LLM,108,RGRG,2B1W,VOI,4,WGRR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,ROWO,True,6,RWYO,2B1W,LLM,48,WWRO,1B2W,VOI,9,RBWO,3B0W,VOI,3,RRWO,3B0W,VOI,2,RGWO,3B0W,VOI,1,ROWO,4B0W,CSS,1,,,,,,,,,,,,,,,,
10,WYYY,True,4,WRGB,1B0W,LLM,108,ORYY,2B0W,VOI,12,ORRO,0B0W,VOI,2,WYYY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
11,ORRR,True,4,YGGR,1B0W,LLM,182,OGBO,1B0W,VOI,27,YWBB,0B0W,VOI,1,ORRR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
12,RGOW,True,5,GBRR,0B2W,LLM,222,YRBB,0B1W,VOI,38,RGWO,2B2W,VOI,3,RWGO,1B3W,VOI,2,RGOW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
13,RGOG,True,4,RWBO,1B1W,LLM,252,YWWB,0B0W,VOI,20,GGRO,1B3W,VOI,1,RGOG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
14,RWGW,True,5,ORWO,0B2W,LLM,222,WYOW,1B1W,VOI,39,WWRB,1B2W,VOI,3,YBRW,1B1W,VOI,1,RWGW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
15,BRBY,True,5,YYWR,0B2W,LLM,222,RRGY,2B0W,VOI,32,RWGG,0B1W,VOI,4,BROY,3B0W,VOI,2,BRBY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
16,BGGB,True,3,WRGR,1B0W,LLM,182,BOBR,1B1W,VOI,26,BGGB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,OOOB,True,4,YGWW,0B0W,LLM,81,RRRO,0B1W,VOI,8,BBOB,2B0W,VOI,1,OOOB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
18,WOGB,True,4,GGYO,0B2W,LLM,222,OORG,1B1W,VOI,39,OWOY,0B2W,VOI,6,WOGB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
19,RGYR,True,5,BWGO,0B1W,LLM,152,YRBY,0B2W,VOI,21,WYRR,1B2W,VOI,3,ROYR,3B0W,VOI,1,RGYR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
20,WGWY,True,3,BBOO,0B0W,LLM,256,WYGY,2B1W,VOI,20,WGWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,GWGW,True,5,RYWR,0B1W,LLM,276,BBGY,1B0W,VOI,36,WGGO,1B2W,VOI,5,OOGW,2B0W,VOI,2,GWGW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
22,YWWG,True,4,GGRY,0B2W,LLM,222,YYBG,2B0W,VOI,32,RYBB,0B1W,VOI,4,YWWG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
23,BRYG,True,5,GWBW,0B2W,LLM,222,WGOG,1B0W,VOI,34,BGRY,1B3W,VOI,3,RGYB,1B3W,VOI,1,BRYG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
24,OGYG,True,4,OYBR,1B1W,LLM,252,ROWR,0B1W,VOI,50,OGGY,2B2W,VOI,1,OGYG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
25,WYYR,True,4,BGBW,0B1W,LLM,276,YYGR,2B1W,VOI,15,RYGG,1B1W,VOI,3,WYYR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
26,BYOW,True,4,GBYW,1B2W,LLM,132,BGOW,3B0W,VOI,6,BGBW,2B0W,VOI,2,BYOW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
27,RRBG,True,4,WRRO,1B1W,LLM,230,YGRR,0B3W,VOI,12,GRWY,1B1W,VOI,4,RRBG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
28,GYRB,True,4,OGOB,1B1W,LLM,230,WOOY,0B1W,VOI,41,GBYB,2B1W,VOI,3,GYRB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
29,ORRG,True,2,WRGY,1B1W,LLM,252,ORRG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,YGBR,True,5,GWBY,1B2W,LLM,132,WBRY,0B3W,VOI,23,GRYB,0B4W,VOI,2,RYBG,1B3W,VOI,1,YGBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
31,GBWR,True,5,WBRG,1B3W,LLM,8,GWRB,1B3W,VOI,4,WRGB,0B4W,VOI,3,RWBG,0B4W,VOI,2,GBWR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
32,BRGB,True,5,YGRR,0B2W,LLM,222,RBYY,0B2W,VOI,36,BRBG,2B2W,VOI,2,GRBB,2B2W,VOI,1,BRGB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
33,YGRW,True,6,OGBR,1B1W,LLM,252,OBWB,0B1W,VOI,50,YYOR,1B1W,VOI,7,RORR,1B0W,VOI,2,GWYR,0B4W,VOI,1,YGRW,4B0W,CSS,1,,,,,,,,,,,,,,,,
34,RWGY,True,4,WRRY,1B2W,LLM,84,YRWW,0B3W,VOI,11,WGYR,0B4W,VOI,1,RWGY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
35,YYYO,True,5,GYBW,1B0W,LLM,108,GOGO,1B0W,VOI,17,ROBB,0B1W,VOI,2,GRRR,0B0W,VOI,1,YYYO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
36,RWYR,True,4,GWWY,1B1W,LLM,230,RBWW,1B1W,VOI,39,ORWG,0B2W,VOI,6,RWYR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
37,YBBY,True,5,BRGR,0B1W,LLM,276,YOOG,1B0W,VOI,36,YBWY,3B0W,VOI,4,YBWB,2B1W,VOI,1,YBBY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
38,YGYB,True,5,BWGY,0B3W,LLM,136,YGWR,2B0W,VOI,13,OGWB,2B0W,VOI,4,YYWB,2B1W,VOI,1,YGYB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
39,WOBR,True,4,WBRR,2B1W,LLM,40,BBWR,1B2W,VOI,8,WWBR,3B0W,VOI,3,WOBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
40,BYRG,True,4,ROOB,0B2W,LLM,222,ORRG,2B0W,VOI,32,BRBG,2B1W,VOI,4,BYRG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
41,RBBO,True,4,RRGB,1B1W,LLM,230,RWRY,1B0W,VOI,23,OBRB,1B3W,VOI,1,RBBO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
42,OBRO,True,6,WBRO,3B0W,LLM,20,GBRO,3B0W,VOI,4,RBRO,3B0W,VOI,3,YBRO,3B0W,VOI,2,BBRO,3B0W,VOI,1,OBRO,4B0W,CSS,1,,,,,,,,,,,,,,,,
43,WRYR,True,5,RWGY,0B3W,LLM,136,GYRB,0B2W,VOI,28,WGYW,2B0W,VOI,6,WOYR,3B0W,VOI,1,WRYR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
