game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GRBR,True,4,OOGW,0B1W,LLM,276,YBYG,0B2W,CSS,42,RGBR,2B2W,CSS,3,GRBR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
2,RGBY,True,4,BGWW,1B1W,LLM,230,BRGO,0B3W,CSS,26,GGRB,1B2W,CSS,4,RGBY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
3,BYYW,True,4,BBYW,3B0W,LLM,20,BOYW,3B0W,CSS,4,BGYW,3B0W,CSS,3,BYYW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
4,BGWY,True,4,YWBR,0B3W,LLM,136,OBYW,0B3W,CSS,20,WYRO,0B2W,CSS,1,BGWY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
5,BROG,True,5,GYBO,0B3W,LLM,136,ORGY,1B2W,CSS,20,BGRY,1B2W,CSS,4,OBRG,1B3W,CSS,1,BROG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
6,GGWY,True,4,OROY,1B0W,LLM,182,GRWG,2B1W,CSS,11,WRRG,0B2W,CSS,1,GGWY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
7,RWOW,True,4,YWBO,1B1W,LLM,252,RYYO,1B1W,CSS,46,ROBR,1B1W,CSS,4,RWOW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
8,WGRR,True,5,BWGG,0B2W,LLM,222,WBRW,2B0W,CSS,31,WBYO,1B0W,CSS,4,GBRB,1B1W,CSS,1,WGRR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
9,ROWO,True,3,RRYG,1B0W,LLM,182,OWOG,0B3W,CSS,2,ROWO,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WYYY,True,5,BGBR,0B0W,LLM,81,YWYY,2B2W,CSS,3,YYYW,2B2W,CSS,2,YYWY,2B2W,CSS,1,WYYY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
