game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GRBR,True,5,ORYB,1B1W,LLM,252,OWWR,1B0W,CSS,42,OYOG,0B1W,CSS,6,YRRR,2B0W,CSS,2,GRBR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
2,RGBY,True,4,WWYR,0B2W,LLM,222,ROGY,2B1W,CSS,16,RYOY,2B0W,CSS,4,RGBY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
3,BYYW,True,4,GYYG,2B0W,LLM,114,GBOG,0B1W,CSS,14,RYYB,2B1W,CSS,3,BYYW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
4,BGWY,True,5,OBBB,0B1W,LLM,308,GOGW,0B2W,CSS,57,WWYO,0B2W,CSS,8,YGOY,2B0W,CSS,1,BGWY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
5,BROG,True,4,YOBG,1B2W,LLM,132,YWOB,1B1W,CSS,24,GOGB,0B3W,CSS,4,BROG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
6,GGWY,True,6,OGYG,1B2W,LLM,84,YYOG,0B2W,CSS,14,GGBO,2B0W,CSS,3,GGRY,3B0W,CSS,2,GGGY,3B0W,CSS,1,GGWY,4B0W,CSS,1,,,,,,,,,,,,,,,,
7,RWOW,True,4,GGGG,0B0W,LLM,625,BWYB,1B0W,CSS,70,OWWR,1B3W,CSS,2,RWOW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
8,WGRR,True,5,OOOO,0B0W,LLM,625,BWWR,1B1W,CSS,120,BRRY,1B1W,CSS,19,YBWY,0B1W,CSS,3,WGRR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
9,ROWO,True,5,GRGO,1B1W,LLM,230,WBGG,0B1W,CSS,41,ORBR,0B2W,CSS,6,RYWO,3B0W,CSS,2,ROWO,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
10,WYYY,True,5,YRRY,1B1W,LLM,208,WRBR,1B0W,CSS,21,WYGY,3B0W,CSS,3,WYWY,3B0W,CSS,2,WYYY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
11,ORRR,True,4,YBRG,1B0W,LLM,108,YWOW,0B1W,CSS,18,RORO,1B2W,CSS,1,ORRR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
12,RGOW,True,4,GRRR,0B2W,LLM,61,RGBW,3B0W,CSS,8,RGBO,2B1W,CSS,1,RGOW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
13,RGOG,True,4,GWOG,2B1W,LLM,40,OWWG,1B1W,CSS,10,GWGR,0B3W,CSS,1,RGOG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
14,RWGW,True,4,OBRG,0B2W,LLM,312,GRWR,0B3W,CSS,5,RWGY,3B0W,CSS,1,RWGW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
15,BRBY,True,6,GYGR,0B2W,LLM,222,YWRY,1B1W,CSS,47,WGBY,2B0W,CSS,8,ORBY,3B0W,CSS,2,RRBY,3B0W,CSS,1,BRBY,4B0W,CSS,1,,,,,,,,,,,,,,,,
16,BGGB,True,4,GWOR,0B1W,LLM,152,YBBG,0B3W,CSS,8,BOYB,2B0W,CSS,2,BGGB,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
17,OOOB,True,5,OROO,2B1W,LLM,24,OOOW,3B0W,CSS,3,OOOY,3B0W,CSS,2,OOOG,3B0W,CSS,1,OOOB,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
18,WOGB,True,5,GGWY,0B2W,LLM,222,RWYW,0B1W,CSS,30,BYBG,0B2W,CSS,3,WBGO,2B2W,CSS,1,WOGB,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
19,RGYR,True,5,YBRB,0B2W,LLM,222,ORBR,1B1W,CSS,39,RRYG,2B2W,CSS,2,RRGY,1B3W,CSS,1,RGYR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
20,WGWY,True,5,OWOG,0B2W,LLM,222,GGBW,1B1W,CSS,41,WGWR,3B0W,CSS,5,RGWR,2B0W,CSS,1,WGWY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
21,GWGW,True,3,GBWW,2B1W,LLM,40,GGBW,2B1W,CSS,1,GWGW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,YWWG,True,5,WOGO,0B2W,LLM,222,OWBW,1B1W,CSS,39,GWWR,2B1W,CSS,4,GGWW,1B2W,CSS,1,YWWG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
23,BRYG,True,5,YYBY,0B2W,LLM,61,WGYB,1B2W,CSS,16,RBYG,2B2W,CSS,2,GBYR,1B3W,CSS,1,BRYG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
24,OGYG,True,5,OGWG,3B0W,LLM,20,OYWG,2B1W,CSS,6,OGWR,2B0W,CSS,2,YGWG,2B1W,CSS,1,OGYG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
25,WYYR,True,4,GGWW,0B1W,LLM,256,YYBG,1B1W,CSS,42,YWOY,0B3W,CSS,1,WYYR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
26,BYOW,True,5,GWWW,1B0W,LLM,317,BWRB,1B1W,CSS,49,YYRW,2B0W,CSS,5,RORW,1B1W,CSS,1,BYOW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
27,RRBG,True,4,YRBW,2B0W,LLM,96,GRBB,2B1W,CSS,6,ORBG,3B0W,CSS,1,RRBG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
