game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,3,QUEST,----Y,5,5,LLM,TINTO,---GG,3,3,CSS,PHOTO,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
2,PARTY,True,5,LOWER,----Y,5,5,LLM,TRINA,YY--Y,5,5,CSS,DARTS,-GGG-,2,2,VOI,BARTH,-GGG-,2,2,CSS,PARTY,GGGGG,0,0,VOI,,,,,
3,TRICK,True,4,CRUSH,YG---,4,4,LLM,BRICE,-GGG-,2,2,CSS,PRICK,-GGGG,1,1,VOI,TRICK,GGGGG,0,0,CSS,,,,,,,,,,
4,DIRTY,True,4,RINKS,YG---,4,4,LLM,BITER,-GY-Y,4,4,CSS,MIRTH,-GGG-,2,2,VOI,DIRTY,GGGGG,0,0,CSS,,,,,,,,,,
5,USUAL,True,4,RAISE,-Y-Y-,5,5,LLM,SLATS,YYY--,5,4,CSS,ASLAM,-GYG-,3,3,VOI,USUAL,GGGGG,0,0,CSS,,,,,,,,,,
6,TRULY,True,5,BRAVE,-G---,4,4,LLM,TRIPS,GG---,3,3,CSS,TROTT,GG---,3,3,VOI,TRUCK,GGG--,2,2,CSS,TRULY,GGGGG,0,0,VOI,,,,,
7,SPENT,True,5,MONTE,--YYY,5,4,LLM,TRENT,--GGG,2,2,CSS,AGENT,--GGG,2,2,VOI,SCENT,G-GGG,1,1,CSS,SPENT,GGGGG,0,0,VOI,,,,,
8,PAUSE,True,4,ROYCE,----G,4,4,LLM,SLATE,Y-Y-G,4,4,CSS,ABUSE,Y-GGG,2,2,VOI,PAUSE,GGGGG,0,0,CSS,,,,,,,,,,
9,CRAZY,False,6,LEVEL,-----,5,5,LLM,CAIRN,GY-Y-,4,4,CSS,CRAPS,GGG--,2,2,VOI,CRAFT,GGG--,2,2,CSS,CRABB,GGG--,2,2,VOI,CRACK,GGG--,2,2,CSS
10,BASES,True,5,QUERY,--Y--,5,5,LLM,DANES,-G-GG,2,2,CSS,TALES,-G-GG,2,2,VOI,GASES,-GGGG,1,1,CSS,BASES,GGGGG,0,0,VOI,,,,,
11,YOUNG,True,5,BRYAN,--Y-Y,5,5,LLM,LINDY,--Y-Y,5,5,CSS,KYUNG,-YGGG,2,2,VOI,YEUNG,G-GGG,1,1,CSS,YOUNG,GGGGG,0,0,VOI,,,,,
12,MEANS,True,3,BAYOU,-Y---,5,5,LLM,NEARS,YGG-G,2,2,CSS,MEANS,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
13,TRUTH,True,3,SHARE,-Y-Y-,5,5,LLM,FORTH,--YGG,3,3,CSS,TRUTH,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
14,FIRED,True,4,HARAM,--G--,4,4,LLM,CORES,--GG-,3,3,CSS,PUREE,--GG-,3,3,VOI,FIRED,GGGGG,0,0,CSS,,,,,,,,,,
15,FOLKS,True,5,SPACE,Y----,5,5,LLM,TRIMS,----G,4,4,CSS,BLOGS,-YY-G,4,4,VOI,FOLDS,GGG-G,1,1,CSS,FOLKS,GGGGG,0,0,VOI,,,,,
16,CHILE,True,5,BRAKE,----G,4,4,LLM,LOUSE,Y---G,4,4,CSS,EMILE,--GGG,2,2,VOI,WHILE,-GGGG,1,1,CSS,CHILE,GGGGG,0,0,VOI,,,,,
