game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,violated_green_1,violated_yellow_1,violated_gray_1,total_violations_1,violated_green_2,violated_yellow_2,violated_gray_2,total_violations_2,violated_green_3,violated_yellow_3,violated_gray_3,total_violations_3,violated_green_4,violated_yellow_4,violated_gray_4,total_violations_4,violated_green_5,violated_yellow_5,violated_gray_5,total_violations_5,violated_green_6,violated_yellow_6,violated_gray_6,total_violations_6
1,PHOTO,True,4,HOUSE,YY---,5,4,LLM,THROB,YG-Y-,4,4,CSS,CHOPS,-GGY-,3.0,3.0,LLM,PHOTO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2,PARTY,True,5,HOUSE,-----,5,5,LLM,DIZZY,----G,4,4,CSS,MARRY,-GG-G,2.0,2.0,LLM,CARLY,-GG-G,2.0,2.0,CSS,PARTY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TRICK,True,4,HOUSE,-----,5,5,LLM,CAPRI,Y--YY,5,5,CSS,RICKY,YYYY-,5.0,2.0,LLM,TRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,DIRTY,True,6,HOUSE,-----,5,5,LLM,ADMIN,-Y-Y-,5,5,CSS,DILLY,GG--G,2.0,2.0,LLM,DIDDY,GG--G,2.0,2.0,CSS,DIGBY,GG--G,2.0,2.0,LLM,DIRTY,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,USUAL,True,4,HOUSE,--GY-,4,4,LLM,SLUTS,YYG--,4,4,CSS,STUDS,Y-G--,4.0,4.0,LLM,USUAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0
6,TRULY,True,4,HOUSE,--G--,4,4,LLM,LAUDA,Y-G--,4,4,CSS,PLUMB,-YG--,4.0,4.0,LLM,TRULY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,SPENT,True,6,HOUSE,---YY,5,5,LLM,CESAR,-YY--,5,5,CSS,TEAMS,YY--Y,5.0,5.0,LLM,SKEET,G-G-G,2.0,2.0,CSS,STENT,G-GGG,1.0,1.0,LLM,SPENT,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
8,PAUSE,True,3,HOUSE,--GGG,2,2,LLM,CAUSE,-GGGG,1,1,CSS,PAUSE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CRAZY,True,6,HOUSE,-----,5,5,LLM,PLAID,--G--,4,4,CSS,GRAFF,-GG--,3.0,3.0,LLM,CRANK,GGG--,2.0,2.0,CSS,CRABY,GGG-G,1.0,1.0,LLM,CRAZY,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BASES,True,5,HOUSE,---YY,5,4,LLM,BETTS,GY--G,3,3,CSS,BAKES,GG-GG,1.0,1.0,LLM,BABES,GG-GG,1.0,1.0,CSS,BASES,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
