game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,violated_green_1,violated_yellow_1,violated_gray_1,total_violations_1,violated_green_2,violated_yellow_2,violated_gray_2,total_violations_2,violated_green_3,violated_yellow_3,violated_gray_3,total_violations_3,violated_green_4,violated_yellow_4,violated_gray_4,total_violations_4,violated_green_5,violated_yellow_5,violated_gray_5,total_violations_5,violated_green_6,violated_yellow_6,violated_gray_6,total_violations_6
1,PHOTO,True,4,DARES,-----,5,5,LLM,COLIN,-Y---,5,5,CSS,OUGHT,Y--YY,5.0,5.0,LLM,PHOTO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,PARTY,True,4,SIREN,--G--,4,4,LLM,MORAY,--GYG,3,3,CSS,DARCY,-GG-G,2.0,2.0,LLM,PARTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TRICK,True,4,RATES,Y-Y--,5,5,LLM,TROUT,GG---,3,3,CSS,TRIPP,GGG--,2.0,2.0,LLM,TRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,DIRTY,True,3,RAIDS,Y-YY-,5,5,LLM,DIMER,GG--Y,3,3,CSS,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,USUAL,True,4,RAISE,-Y-Y-,5,5,LLM,SLATS,YYY--,5,4,CSS,ASLAM,-GYG-,3.0,3.0,LLM,USUAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TRULY,True,4,YATES,Y-Y--,5,5,LLM,MORTY,--YYG,4,4,CSS,TRUDY,GGG-G,1.0,1.0,LLM,TRULY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,SPENT,True,5,RONDA,--Y--,5,5,LLM,GLENS,--GGY,3,3,CSS,STENT,G-GGG,1.0,1.0,LLM,SCENT,G-GGG,1.0,1.0,CSS,SPENT,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,PAUSE,True,4,CARON,-G---,4,4,LLM,SALEH,YG-Y-,4,4,CSS,WASTE,-GY-G,3.0,3.0,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CRAZY,True,4,HEROS,--Y--,5,5,LLM,DRAIN,-GG--,3,3,CSS,TRACY,-GGYG,2.0,2.0,LLM,CRAZY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BASES,False,6,STORE,Y---Y,5,5,LLM,LANES,-G-GG,2,2,CSS,GAMES,-G-GG,2.0,2.0,LLM,CAVES,-G-GG,2.0,2.0,CSS,DAWES,-G-GG,2.0,2.0,LLM,BAKES,GG-GG,1.0,1.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,YOUNG,True,4,TEAMS,-----,5,5,LLM,COLIN,-G--Y,4,4,CSS,DONOR,-GY--,4.0,4.0,LLM,YOUNG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,MEANS,True,6,ROUSE,---YY,5,5,LLM,TALES,-Y-YG,4,4,CSS,DEANS,-GGGG,1.0,1.0,LLM,JEANS,-GGGG,1.0,1.0,CSS,BEANS,-GGGG,1.0,1.0,LLM,MEANS,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,TRUTH,True,5,OATES,--Y--,5,5,LLM,GRUNT,-GG-Y,3,3,CSS,TRULY,GGG--,2.0,2.0,LLM,TRUCK,GGG--,2.0,2.0,CSS,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,FIRED,False,6,STARE,---YY,5,4,LLM,ELDER,--YGY,4,4,CSS,CRIED,-YYGG,3.0,3.0,LLM,HIRED,-GGGG,1.0,1.0,CSS,MIRED,-GGGG,1.0,1.0,LLM,WIRED,-GGGG,1.0,1.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,FOLKS,True,5,READS,----G,4,4,LLM,BOLTS,-GG-G,2,2,CSS,SOLIS,-GG-G,2.0,2.0,LLM,YOLKS,-GGGG,1.0,1.0,CSS,FOLKS,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,CHILE,True,5,TRANS,-----,5,5,LLM,BOYLE,---GG,3,3,CSS,PELLE,---GG,3.0,3.0,LLM,WHILE,-GGGG,1.0,1.0,CSS,CHILE,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,BLACK,True,3,BALES,GYY--,4,4,LLM,BLANC,GGG-Y,2,2,CSS,BLACK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GRANT,True,4,DALES,-Y---,5,5,LLM,TRINA,YG-GY,3,3,CSS,BRANT,-GGGG,1.0,1.0,LLM,GRANT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,MEALS,True,3,AILES,Y-YYG,4,4,LLM,DEALS,-GGGG,1,1,CSS,MEALS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,CREAM,True,5,SARIN,-YY--,5,5,LLM,TRADE,-GY-Y,4,4,CSS,BREAK,-GGG-,2.0,2.0,LLM,OREAL,-GGG-,2.0,2.0,CSS,CREAM,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,AWAKE,True,4,RAILS,-Y---,5,5,LLM,MEANT,-YG--,4,4,CSS,AGAVE,G-G-G,2.0,2.0,LLM,AWAKE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,OCCUR,True,3,SAREE,--Y--,5,5,LLM,COURT,YYYY-,5,3,CSS,OCCUR,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,YEARS,False,6,STARE,Y-GGY,3,3,LLM,NEARS,-GGGG,1,1,CSS,GEARS,-GGGG,1.0,1.0,LLM,HEARS,-GGGG,1.0,1.0,CSS,PEARS,-GGGG,1.0,1.0,LLM,WEARS,-GGGG,1.0,1.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,GRADE,True,6,OATES,-Y-Y-,5,4,LLM,RENAL,YY-Y-,5,5,CSS,GRACE,GGG-G,1.0,1.0,LLM,GRAPE,GGG-G,1.0,1.0,CSS,GRAZE,GGG-G,1.0,1.0,LLM,GRADE,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,CHILL,True,4,REALS,---G-,4,4,LLM,DOLLY,--YG-,4,4,CSS,TWILL,--GGG,2.0,2.0,LLM,CHILL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,FLOOD,True,4,RAINS,-----,5,5,LLM,COYLE,-Y-Y-,5,5,CSS,BLOOD,-GGGG,1.0,1.0,LLM,FLOOD,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,APPLY,True,3,AILES,G-Y--,4,4,LLM,ALOHA,GY---,4,4,CSS,APPLY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,SMILE,True,3,MARIE,Y--YG,4,4,LLM,SMITE,GGG-G,1,1,CSS,SMILE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,KNOCK,True,3,RESIN,----Y,5,5,LLM,CONGA,YYY--,5,5,CSS,KNOCK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,SLEEP,True,3,SENOR,GY---,4,4,LLM,STALE,G--YY,4,4,CSS,SLEEP,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,BRICK,True,4,ELIAS,--G--,4,4,LLM,CHINO,Y-G--,4,4,CSS,BUICK,G-GGG,1.0,1.0,LLM,BRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,WROTE,True,3,ARISE,-G--G,3,3,LLM,TROPE,YGG-G,2,2,CSS,WROTE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,RATED,True,4,CARTE,-GYYY,4,3,LLM,TAMER,YG-GY,3,3,CSS,RATES,GGGG-,1.0,1.0,LLM,RATED,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,ALERT,True,3,STORE,-Y-GY,4,4,LLM,TETRA,YY-GY,4,4,CSS,ALERT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,CAGES,True,4,TONES,---GG,3,3,LLM,SALES,-G-GG,2,2,CSS,MARES,-G-GG,2.0,2.0,LLM,CAGES,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TEDDY,True,4,SAUER,---Y-,5,5,LLM,LEONE,-G---,4,4,CSS,DEPTH,YG-Y-,4.0,4.0,LLM,TEDDY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
