game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,violated_green_1,violated_yellow_1,violated_gray_1,total_violations_1,violated_green_2,violated_yellow_2,violated_gray_2,total_violations_2,violated_green_3,violated_yellow_3,violated_gray_3,total_violations_3,violated_green_4,violated_yellow_4,violated_gray_4,total_violations_4,violated_green_5,violated_yellow_5,violated_gray_5,total_violations_5,violated_green_6,violated_yellow_6,violated_gray_6,total_violations_6
1,PHOTO,True,5,HOUSE,YY---,5,4,LLM,AHOLD,-GG--,3,3,CSS,CHOIR,-GG--,3.0,3.0,LLM,ZHONG,-GG--,3.0,3.0,CSS,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,PARTY,True,4,HOUSE,-----,5,5,LLM,CAIRN,-G-Y-,4,4,CSS,TARDY,YGG-G,2.0,2.0,LLM,PARTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TRICK,True,6,HOUSE,-----,5,5,LLM,INNIT,Y---Y,5,5,CSS,TRIPP,GGG--,2.0,2.0,LLM,TRIAD,GGG--,2.0,2.0,CSS,TRILL,GGG--,2.0,2.0,LLM,TRICK,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,DIRTY,True,4,HOUSE,-----,5,5,LLM,RABBI,Y---Y,5,5,CSS,DRIFT,GYY-Y,4.0,3.0,LLM,DIRTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,USUAL,True,3,HOUSE,--GY-,4,4,LLM,SLUMP,YYG--,4,4,CSS,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TRULY,True,4,HOUSE,--G--,4,4,LLM,FLUFF,-YG--,4,4,CSS,PAULY,--GGG,2.0,2.0,LLM,TRULY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,SPENT,True,3,HOUSE,---YY,5,5,LLM,EARNS,Y--GY,4,4,CSS,SPENT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,PAUSE,True,3,HOUSE,--GGG,2,2,LLM,CAUSE,-GGGG,1,1,CSS,PAUSE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CRAZY,True,4,HOUSE,-----,5,5,LLM,RIVAL,Y--Y-,5,5,CSS,GRANT,-GG--,3.0,3.0,LLM,CRAZY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BASES,True,6,HOUSE,---YY,5,4,LLM,YIKES,---GG,3,3,CSS,SALES,YG-GG,2.0,2.0,LLM,EASES,-GGGG,1.0,1.0,CSS,CASES,-GGGG,1.0,1.0,LLM,BASES,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,YOUNG,True,4,HOUSE,-GG--,3,3,LLM,COURT,-GG--,3,3,CSS,MOULD,-GG--,3.0,3.0,LLM,YOUNG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,MEANS,False,6,HOUSE,---YY,5,5,LLM,SAFES,-Y-YG,4,4,CSS,TEARS,-GG-G,2.0,2.0,LLM,BEADS,-GG-G,2.0,2.0,CSS,LEANS,-GGGG,1.0,1.0,LLM,JEANS,-GGGG,1.0,1.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,TRUTH,True,3,HOUSE,Y-G--,4,4,LLM,CHUNK,-YG--,4,4,CSS,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,FIRED,True,6,HOUSE,----Y,5,5,LLM,PÉREZ,--GG-,3,3,CSS,WIRED,-GGGG,1.0,1.0,LLM,MIRED,-GGGG,1.0,1.0,CSS,TIRED,-GGGG,1.0,1.0,LLM,FIRED,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,FOLKS,True,6,HOUSE,-G-Y-,4,4,LLM,MOORS,-G--G,3,3,CSS,COINS,-G--G,3.0,3.0,LLM,DODDS,-G--G,3.0,3.0,CSS,GOATS,-G--G,3.0,3.0,LLM,FOLKS,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,CHILE,True,3,HOUSE,Y---G,4,4,LLM,WHALE,-G-GG,2,2,CSS,CHILE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,BLACK,True,5,HOUSE,-----,5,5,LLM,DIGIT,-----,5,5,CSS,SPACE,--GG-,3.0,3.0,LLM,ABACK,-YGGG,2.0,2.0,CSS,BLACK,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
18,GRANT,True,4,HOUSE,-----,5,5,LLM,ATTIC,YY---,5,5,CSS,MANTA,-YYY-,5.0,3.0,LLM,GRANT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,MEALS,True,6,HOUSE,---YY,5,5,LLM,LEEDS,YG--G,3,3,CSS,WELLS,-G-GG,2.0,2.0,LLM,VEILS,-G-GG,2.0,2.0,CSS,SEALS,-GGGG,1.0,1.0,LLM,MEALS,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,CREAM,True,3,HOUSE,----Y,5,5,LLM,ERICA,YG-YY,4,4,CSS,CREAM,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,AWAKE,True,4,HOUSE,----G,4,4,LLM,MADRE,-Y--G,4,4,CSS,ALIVE,G---G,3.0,3.0,LLM,AWAKE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,OCCUR,True,3,HOUSE,-YY--,5,5,LLM,AMOUR,--YGG,3,3,CSS,OCCUR,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,YEARS,False,6,HOUSE,---YY,5,5,LLM,READS,YGG-G,2,2,CSS,SEARS,-GGGG,1.0,1.0,LLM,TEARS,-GGGG,1.0,1.0,CSS,BEARS,-GGGG,1.0,1.0,LLM,GEARS,-GGGG,1.0,1.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,GRADE,True,3,HOUSE,----G,4,4,LLM,FAVRE,-Y-YG,4,4,CSS,GRADE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,CHILL,True,2,HOUSE,Y----,5,5,LLM,CHILL,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,FLOOD,True,4,HOUSE,-Y---,5,5,LLM,AVOID,--G-G,3,3,CSS,BLOOD,-GGGG,1.0,1.0,LLM,FLOOD,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,APPLY,True,5,HOUSE,-----,5,5,LLM,BLACK,-YY--,5,5,CSS,LAITY,YY--G,4.0,4.0,LLM,AMPLY,G-GGG,1.0,1.0,CSS,APPLY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,SMILE,True,4,HOUSE,---YG,4,4,LLM,SALVE,G-Y-G,3,3,CSS,SLIME,GYGYG,2.0,2.0,LLM,SMILE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,KNOCK,False,6,HOUSE,-Y---,5,5,LLM,ODDLY,Y----,5,5,CSS,MOODY,--G--,4.0,4.0,LLM,FIONA,--GY-,4.0,4.0,CSS,BROWN,--G-Y,4.0,4.0,LLM,KNOTT,GGG--,2.0,2.0,CSS,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
30,SLEEP,True,3,HOUSE,---YY,5,5,LLM,SPIED,GY-G-,3,3,CSS,SLEEP,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,BRICK,True,3,HOUSE,-----,5,5,LLM,MINNA,-Y---,5,5,CSS,BRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,WROTE,True,4,HOUSE,-Y--G,4,4,LLM,FROZE,-GG-G,2,2,CSS,TROVE,YGG-G,2.0,2.0,LLM,WROTE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,RATED,True,5,HOUSE,----Y,5,5,LLM,NEGAN,-Y-Y-,5,5,CSS,STAGE,-YY-Y,5.0,4.0,LLM,WATER,-GGGY,2.0,2.0,CSS,RATED,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
34,ALERT,True,4,HOUSE,----Y,5,5,LLM,RENAL,YY-YY,5,5,CSS,ALDER,GG-YY,3.0,2.0,LLM,ALERT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,CAGES,False,6,HOUSE,---YY,5,5,LLM,SEAMS,-YY-G,4,4,CSS,WALES,-G-GG,2.0,2.0,LLM,RATES,-G-GG,2.0,2.0,CSS,PACES,-GYGG,2.0,2.0,LLM,CANES,GG-GG,1.0,1.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
