game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,violated_green_1,violated_yellow_1,violated_gray_1,total_violations_1,violated_green_2,violated_yellow_2,violated_gray_2,total_violations_2,violated_green_3,violated_yellow_3,violated_gray_3,total_violations_3,violated_green_4,violated_yellow_4,violated_gray_4,total_violations_4,violated_green_5,violated_yellow_5,violated_gray_5,total_violations_5,violated_green_6,violated_yellow_6,violated_gray_6,total_violations_6
1,PHOTO,True,4,VASCO,----G,4,4,LLM,NITRO,--Y-G,4,4,CSS,KYOTO,--GGG,2.0,2.0,LLM,PHOTO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,PARTY,True,4,RATES,YGY--,4,4,LLM,MARTI,-GGG-,2,2,CSS,GARTH,-GGG-,2.0,2.0,LLM,PARTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TRICK,True,4,OATES,--Y--,5,5,LLM,GRUNT,-G--Y,4,4,CSS,TRIPP,GGG--,2.0,2.0,LLM,TRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,DIRTY,True,3,AIRES,-GG--,3,3,LLM,BIRTH,-GGG-,2,2,CSS,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,USUAL,True,3,ARISE,Y--Y-,5,5,LLM,SALTS,YYY--,5,4,CSS,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TRULY,True,3,OATES,--Y--,5,5,LLM,DIRTY,--YYG,4,4,CSS,TRULY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,SPENT,True,3,EARLS,Y---Y,5,5,LLM,SEINE,GY-G-,3,3,CSS,SPENT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,PAUSE,True,4,REALS,-YY-Y,5,4,LLM,SAWED,YG-Y-,4,4,CSS,CASTE,-GY-G,3.0,3.0,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CRAZY,True,5,AISLE,Y----,5,5,LLM,HAMAD,-Y---,5,5,CSS,GRANT,-GG--,3.0,3.0,LLM,CRACK,GGG--,2.0,2.0,CSS,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BASES,True,6,RATES,-G-GG,2,2,LLM,MALES,-G-GG,2,2,CSS,CASES,-GGGG,1.0,1.0,LLM,VASES,-GGGG,1.0,1.0,CSS,EASES,-GGGG,1.0,1.0,LLM,BASES,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,YOUNG,True,4,RAISE,-----,5,5,LLM,PHOTO,--Y--,5,5,CSS,MOLDY,-G--Y,4.0,4.0,LLM,YOUNG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,MEANS,True,4,RATES,-Y-YG,4,4,LLM,DEALS,-GG-G,2,2,CSS,BEAMS,-GGYG,2.0,2.0,LLM,MEANS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,TRUTH,True,5,ARISE,-G---,4,4,LLM,TRULY,GGG--,2,2,CSS,TRURO,GGG--,2.0,2.0,LLM,TRUCK,GGG--,2.0,2.0,CSS,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,FIRED,True,5,AROSE,-Y--Y,5,5,LLM,TERRI,-YG-Y,4,4,CSS,HIRED,-GGGG,1.0,1.0,LLM,MIRED,-GGGG,1.0,1.0,CSS,FIRED,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,FOLKS,True,4,TASER,--Y--,5,5,LLM,LIONS,Y-Y-G,4,4,CSS,FOLDS,GGG-G,1.0,1.0,LLM,FOLKS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,CHILE,True,4,AILES,-YYY-,5,3,LLM,PERIL,-Y-YY,5,4,CSS,CLIVE,GYG-G,2.0,2.0,LLM,CHILE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,BLACK,True,5,AIRES,Y----,5,5,LLM,GUPTA,----Y,5,5,CSS,JOANN,--G--,4.0,4.0,LLM,FLACK,-GGGG,1.0,1.0,CSS,BLACK,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GRANT,True,5,RAISE,YY---,5,4,LLM,CRAZY,-GG--,3,3,CSS,BRAVO,-GG--,3.0,3.0,LLM,GRAFT,GGG-G,1.0,1.0,CSS,GRANT,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,MEALS,True,3,AIRES,Y--YG,4,4,LLM,MEANS,GGG-G,1,1,CSS,MEALS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
