game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,3,ARMIN,-----,5,5,LLM_RERANK,BOOTH,-YGGY,3,3,LLM_RERANK,PHOTO,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,748,86.71167170012436,748,1,99.8663101604278,1.0,1.0,0.0,,,,,,,,,,0
2,PARTY,True,3,SPINE,-Y---,5,5,LLM_RERANK,PLATO,G-YG-,3,3,LLM_RERANK,PARTY,GGGGG,0.0,0.0,LLM_RERANK,,,,,,,,,,,,,,,,5629,113,97.9925386391899,113,2,98.23008849557522,2.0,1.0,50.0,,,,,,,,,,0
3,TRICK,True,3,BOYLE,-----,5,5,LLM_RERANK,FRITH,-GGY-,3,3,LLM_RERANK,TRICK,GGGGG,0.0,0.0,LLM_RERANK,,,,,,,,,,,,,,,,5629,1012,82.02167347663884,1012,10,99.01185770750988,10.0,1.0,90.0,,,,,,,,,,0
4,DIRTY,True,4,SERUM,--G--,4,4,LLM_RERANK,BORON,--G--,4,4,LLM_RERANK,ARRAY,--G-G,3.0,3.0,LLM_RERANK,DIRTY,GGGGG,0.0,0.0,LLM_RERANK,,,,,,,,,,,5629,132,97.65500088825723,132,48,63.63636363636363,48.0,2.0,95.83333333333334,2.0,1.0,50.0,,,,,,,0
5,USUAL,True,3,HIKED,-----,5,5,LLM_RERANK,LUMPS,YY--Y,5,5,LLM_RERANK,USUAL,GGGGG,0.0,0.0,LLM_RERANK,,,,,,,,,,,,,,,,5629,1218,78.36205365073725,1218,3,99.75369458128078,3.0,1.0,66.66666666666666,,,,,,,,,,0
6,TRULY,True,3,DEBIT,----Y,5,5,LLM_RERANK,ROOTS,Y--Y-,5,5,LLM_RERANK,TRULY,GGGGG,0.0,0.0,LLM_RERANK,,,,,,,,,,,,,,,,5629,340,93.9598507727838,340,17,95.0,17.0,1.0,94.11764705882352,,,,,,,,,,0
7,SPENT,True,4,MAMMA,-----,5,5,LLM_RERANK,FUSES,--YY-,5,5,LLM_RERANK,SEINE,GY-G-,3.0,3.0,LLM_RERANK,SPENT,GGGGG,0.0,0.0,LLM_RERANK,,,,,,,,,,,5629,2711,51.83869248534375,2711,114,95.79490962744374,114.0,5.0,95.6140350877193,5.0,1.0,80.0,,,,,,,0
8,PAUSE,True,3,LOGIC,-----,5,5,LLM_RERANK,STUMP,Y-G-Y,4,4,LLM_RERANK,PAUSE,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,1344,76.12364540771007,1344,1,99.92559523809524,1.0,1.0,0.0,,,,,,,,,,0
9,CRAZY,True,6,TAHIR,-Y--Y,5,5,LLM_RERANK,SUPRA,---YY,5,5,LLM_RERANK,MORAY,--YYG,4.0,3.0,LLM_RERANK,READY,Y-G-G,3.0,3.0,LLM_RERANK,GRAVY,-GG-G,2.0,2.0,LLM_RERANK,CRAZY,GGGGG,0.0,0.0,CSS_TRUE,5629,242,95.70083496180494,242,85,64.87603305785123,85.0,6.0,92.94117647058825,6.0,2.0,66.66666666666666,2.0,1.0,50.0,1.0,1.0,0.0,0
10,BASES,True,4,ENDER,---G-,4,4,LLM_RERANK,GOMES,---GG,3,3,LLM_RERANK,SITES,Y--GG,3.0,3.0,LLM_RERANK,BASES,GGGGG,0.0,0.0,LLM_RERANK,,,,,,,,,,,5629,236,95.80742583052051,236,85,63.983050847457626,85.0,7.0,91.76470588235294,7.0,1.0,85.71428571428571,,,,,,,0
11,YOUNG,True,3,SABLE,-----,5,5,LLM_RERANK,YOUTH,GGG--,2,2,LLM_RERANK,YOUNG,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,504,91.04636702789128,504,1,99.8015873015873,1.0,1.0,0.0,,,,,,,,,,0
12,MEANS,False,6,AGGIE,Y---Y,5,5,LLM_RERANK,TWEAK,--YY-,5,4,LLM_RERANK,LACES,-Y-YG,4.0,4.0,LLM_RERANK,FEARS,-GG-G,2.0,2.0,LLM_RERANK,HEADS,-GG-G,2.0,2.0,LLM_RERANK,BEAMS,-GGYG,2.0,2.0,LLM_RERANK,5629,457,91.88132883283,457,227,50.32822757111597,227.0,22.0,90.30837004405286,22.0,9.0,59.09090909090909,9.0,5.0,44.44444444444444,5.0,1.0,80.0,0
13,TRUTH,True,4,BEARS,---Y-,5,5,LLM_RERANK,PRINT,-G--Y,4,4,LLM_RERANK,TRUCK,GGG--,2.0,2.0,LLM_RERANK,TRUTH,GGGGG,0.0,0.0,LLM_RERANK,,,,,,,,,,,5629,192,96.58909220110144,192,7,96.35416666666666,7.0,3.0,57.14285714285714,3.0,1.0,66.66666666666666,,,,,,,0
14,FIRED,True,3,FARCE,G-G-Y,3,3,LLM_RERANK,FIRES,GGGG-,1,1,LLM_RERANK,FIRED,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,7,99.87564398649847,7,1,85.71428571428571,1.0,1.0,0.0,,,,,,,,,,0
