game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,5,BROWN,--G--,4,4,LLM_RERANK,QUOTE,--GG-,3,3,LLM_RERANK,SCOTS,--GG-,3.0,3.0,LLM_RERANK,TOOTH,-YGGY,3.0,3.0,LLM_RERANK,PHOTO,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,152,97.29969799253864,152,14,90.78947368421052,14.0,4.0,71.42857142857143,4.0,1.0,75.0,1.0,1.0,0.0,,,,0
2,PARTY,True,3,DYING,-Y---,5,5,LLM_RERANK,LARRY,-GG-G,2,2,LLM_RERANK,PARTY,GGGGG,0.0,0.0,LLM_RERANK,,,,,,,,,,,,,,,,5629,351,93.76443418013857,351,4,98.86039886039886,4.0,1.0,75.0,,,,,,,,,,0
3,TRICK,True,4,DIEGO,-Y---,5,5,LLM_RERANK,IRWIN,YG---,4,4,LLM_RERANK,TRIPS,GGG--,2.0,2.0,LLM_RERANK,TRICK,GGGGG,0.0,0.0,LLM_RERANK,,,,,,,,,,,5629,408,92.75182092734056,408,35,91.42156862745098,35.0,3.0,91.42857142857144,3.0,1.0,66.66666666666666,,,,,,,0
4,DIRTY,True,3,WHEAT,----Y,5,5,LLM_RERANK,FORTY,--GGG,2,2,LLM_RERANK,DIRTY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,221,96.07390300230946,221,1,99.5475113122172,1.0,1.0,0.0,,,,,,,,,,0
5,USUAL,True,4,EAMES,-Y--Y,5,5,LLM_RERANK,ASADA,YG---,4,4,LLM_RERANK,OSCAR,-G-G-,3.0,3.0,LLM_RERANK,USUAL,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,167,97.03322082074968,167,5,97.0059880239521,5.0,1.0,80.0,1.0,1.0,0.0,,,,,,,0
6,TRULY,True,4,CYCLE,-Y-G-,4,4,LLM_RERANK,DOLLY,---GG,3,3,LLM_RERANK,PAULY,--GGG,2.0,2.0,LLM_RERANK,TRULY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,54,99.04068218155976,54,11,79.62962962962963,11.0,1.0,90.9090909090909,1.0,1.0,0.0,,,,,,,0
7,SPENT,True,5,DENIM,-YY--,5,4,LLM_RERANK,HALEN,---YY,5,4,LLM_RERANK,SCENE,G-GG-,2.0,2.0,LLM_RERANK,STENT,G-GGG,1.0,1.0,LLM_RERANK,SPENT,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,161,97.13981168946528,161,39,75.77639751552795,39.0,2.0,94.87179487179486,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
8,PAUSE,True,5,KANAN,-G---,4,4,LLM_RERANK,MARDI,-G---,4,4,LLM_RERANK,HALTS,-G--Y,4.0,4.0,LLM_RERANK,CAUSE,-GGGG,1.0,1.0,LLM_RERANK,PAUSE,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,601,89.32314798365607,601,200,66.72212978369384,200.0,13.0,93.5,13.0,1.0,92.3076923076923,1.0,1.0,0.0,,,,0
9,CRAZY,True,6,GRIST,-G---,4,4,LLM_RERANK,BREAD,-G-Y-,4,4,LLM_RERANK,CRAWL,GGG--,2.0,2.0,LLM_RERANK,CRAMP,GGG--,2.0,2.0,LLM_RERANK,CRACK,GGG--,2.0,2.0,LLM_RERANK,CRAZY,GGGGG,0.0,0.0,CSS_TRUE,5629,137,97.5661751643276,137,15,89.05109489051095,15.0,4.0,73.33333333333333,4.0,3.0,25.0,3.0,1.0,66.66666666666666,1.0,1.0,0.0,0
10,BASES,False,6,ORANG,--Y--,5,5,LLM_RERANK,WALID,-G---,4,4,LLM_RERANK,SATYA,YG---,4.0,4.0,LLM_RERANK,PAUSE,-G-YY,4.0,3.0,LLM_RERANK,FACES,-G-GG,2.0,2.0,LLM_RERANK,HAVES,-G-GG,2.0,2.0,LLM_RERANK,5629,675,88.00852726949725,675,153,77.33333333333333,153.0,33.0,78.43137254901961,33.0,18.0,45.45454545454545,18.0,11.0,38.88888888888889,11.0,8.0,27.27272727272727,0
