game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,4,BRAID,-----,5,5,LLM,STOLE,-YG--,4,4,VOI,KYOTO,--GGG,2,2,VOI,PHOTO,GGGGG,0,0,CSS,,,,,,,,,,
2,PARTY,True,5,TOKEN,Y----,5,5,LLM,CARTS,-GGG-,2,2,VOI,MARTI,-GGG-,2,2,VOI,DARTH,-GGG-,2,2,CSS,PARTY,GGGGG,0,0,CSS,,,,,
3,TRICK,True,4,BLEND,-----,5,5,LLM,CARTS,Y-YY-,5,5,VOI,TRUCK,GG-GG,1,1,VOI,TRICK,GGGGG,0,0,CSS,,,,,,,,,,
4,DIRTY,True,4,OCEAN,-----,5,5,LLM,GIRLS,-GG--,3,3,VOI,FIRTH,-GGG-,2,2,VOI,DIRTY,GGGGG,0,0,CSS,,,,,,,,,,
5,USUAL,True,4,MERCH,-----,5,5,LLM,LOINS,Y---Y,5,5,VOI,SAULT,YYGY-,4,4,VOI,USUAL,GGGGG,0,0,CSS,,,,,,,,,,
6,TRULY,True,3,LOYAL,Y-Y--,5,5,LLM,GIRLY,--YGG,3,3,VOI,TRULY,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
7,SPENT,True,4,GRAPE,---YY,5,5,LLM,POLES,Y--YY,5,5,VOI,SPEND,GGGG-,1,1,VOI,SPENT,GGGGG,0,0,CSS,,,,,,,,,,
8,PAUSE,True,4,PIANO,G-Y--,4,4,LLM,PETRA,GY--Y,4,4,VOI,PLEAS,G-YYY,4,4,VOI,PAUSE,GGGGG,0,0,CSS,,,,,,,,,,
9,CRAZY,True,6,MOTOR,----Y,5,5,LLM,CARES,GYY--,4,4,VOI,CLARK,G-GY-,3,3,VOI,CRAIG,GGG--,2,2,CSS,CRABB,GGG--,2,2,CSS,CRAZY,GGGGG,0,0,CSS
10,BASES,False,6,STEEP,Y--G-,4,4,LLM,AILES,Y--GG,3,3,VOI,MARES,-G-GG,2,2,VOI,CAVES,-G-GG,2,2,CSS,DAWES,-G-GG,2,2,CSS,BAKES,GG-GG,1,1,CSS
11,YOUNG,True,5,ENTER,-Y---,5,5,LLM,MINAS,--Y--,5,5,VOI,FLUNG,--GGG,2,2,VOI,HYUNG,-YGGG,2,2,CSS,YOUNG,GGGGG,0,0,CSS,,,,,
12,MEANS,True,3,SMIRK,YY---,5,5,LLM,MACOS,GY--G,3,3,VOI,MEANS,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
13,TRUTH,True,5,GROPE,-G---,4,4,LLM,BRANT,-G--Y,4,4,VOI,TRULY,GGG--,2,2,VOI,TRUSS,GGG--,2,2,CSS,TRUTH,GGGGG,0,0,CSS,,,,,
14,FIRED,True,4,BEARS,-Y-Y-,5,5,LLM,OLDER,--YGY,4,4,VOI,FRIED,GYYGG,2,2,VOI,FIRED,GGGGG,0,0,CSS,,,,,,,,,,
15,FOLKS,True,5,USERS,----G,4,4,LLM,LIONS,Y-Y-G,4,4,VOI,DOLLS,-GG-G,2,2,VOI,COLTS,-GG-G,2,2,CSS,FOLKS,GGGGG,0,0,CSS,,,,,
16,CHILE,True,4,PLANE,-Y--G,4,4,LLM,LOIRE,Y-G-G,3,3,VOI,EMILE,--GGG,2,2,VOI,CHILE,GGGGG,0,0,CSS,,,,,,,,,,
17,BLACK,True,5,TRAIN,--G--,4,4,LLM,SCALE,-YGY-,4,4,VOI,CLAMP,YGG--,3,3,VOI,FLACK,-GGGG,1,1,CSS,BLACK,GGGGG,0,0,CSS,,,,,
18,GRANT,True,3,CRUEL,-G---,4,4,LLM,TRANS,YGGG-,2,2,VOI,GRANT,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
19,MEALS,True,2,SPARK,Y-G--,4,4,LLM,MEALS,GGGGG,0,0,VOI,,,,,,,,,,,,,,,,,,,,
20,CREAM,True,4,STORM,---YG,4,4,LLM,ABRAM,--YGG,3,3,VOI,DREAM,-GGGG,1,1,VOI,CREAM,GGGGG,0,0,CSS,,,,,,,,,,
21,AWAKE,True,5,FLOAT,---Y-,5,5,LLM,MARES,-Y-Y-,5,4,VOI,DEANE,--G-G,3,3,VOI,AGAPE,G-G-G,2,2,CSS,AWAKE,GGGGG,0,0,CSS,,,,,
22,OCCUR,True,3,REECE,Y--Y-,5,5,LLM,CSIRO,Y--YY,5,4,VOI,OCCUR,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
23,YEARS,False,6,VOICE,----Y,5,5,LLM,READS,YGG-G,2,2,VOI,MEARS,-GGGG,1,1,VOI,PEARS,-GGGG,1,1,CSS,HEARS,-GGGG,1,1,CSS,BEARS,-GGGG,1,1,CSS
24,GRADE,True,6,SOFIA,----Y,5,5,LLM,MARNE,-YY-G,4,4,VOI,GRACE,GGG-G,1,1,VOI,GRAPE,GGG-G,1,1,CSS,GRAVE,GGG-G,1,1,CSS,GRADE,GGGGG,0,0,CSS
25,CHILL,True,5,STEVE,-----,5,5,LLM,RADON,-----,5,5,VOI,BLIMP,-YG--,4,4,VOI,LUIGI,Y-G--,4,4,CSS,CHILL,GGGGG,0,0,CSS,,,,,
26,FLOOD,True,4,STEEP,-----,5,5,LLM,BARON,---G-,4,4,VOI,GLOOM,-GGG-,2,2,VOI,FLOOD,GGGGG,0,0,CSS,,,,,,,,,,
27,APPLY,True,5,NOTES,-----,5,5,LLM,LAIRD,YY---,5,5,VOI,ALKYL,GY-Y-,4,4,VOI,AMPLY,G-GGG,1,1,CSS,APPLY,GGGGG,0,0,CSS,,,,,
28,SMILE,True,4,ARENA,--Y--,5,5,LLM,HOLES,--YYY,5,4,VOI,SLIME,GYGYG,2,2,VOI,SMILE,GGGGG,0,0,CSS,,,,,,,,,,
29,KNOCK,True,5,TRAIN,----Y,5,5,LLM,DONNE,-YY--,5,5,VOI,SNOWS,-GG--,3,3,VOI,KNOPF,GGG--,2,2,CSS,KNOCK,GGGGG,0,0,CSS,,,,,
30,SLEEP,True,2,LEAVE,YY--Y,5,4,LLM,SLEEP,GGGGG,0,0,VOI,,,,,,,,,,,,,,,,,,,,
31,BRICK,True,5,BASED,G----,4,4,LLM,BRUNO,GG---,3,3,VOI,BRITT,GGG--,2,2,VOI,BRILL,GGG--,2,2,CSS,BRICK,GGGGG,0,0,CSS,,,,,
32,WROTE,True,6,GRAVE,-G--G,3,3,LLM,PRICE,-G--G,3,3,VOI,DRUZE,-G--G,3,3,VOI,FROME,-GG-G,2,2,CSS,BROKE,-GG-G,2,2,CSS,WROTE,GGGGG,0,0,CSS
33,RATED,True,5,SHEAF,--YY-,5,5,LLM,GARDE,-GYYY,4,4,VOI,RAKED,GG-GG,1,1,VOI,RACED,GG-GG,1,1,CSS,RATED,GGGGG,0,0,CSS,,,,,
34,ALERT,True,4,MAJOR,-Y--Y,5,4,LLM,NEARS,-YYG-,4,4,VOI,AVERT,G-GGG,1,1,VOI,ALERT,GGGGG,0,0,CSS,,,,,,,,,,
35,CAGES,False,6,LOYAL,---Y-,5,5,LLM,MARNE,-G--Y,4,4,VOI,CADET,GG-G-,2,2,VOI,CAFES,GG-GG,1,1,CSS,CAKES,GG-GG,1,1,CSS,CAPES,GG-GG,1,1,CSS
36,TEDDY,True,4,STAPH,-Y---,5,5,LLM,TRENT,G-Y--,4,4,VOI,TOWED,G--YY,4,4,VOI,TEDDY,GGGGG,0,0,CSS,,,,,,,,,,
37,COLES,True,6,STARE,Y---Y,5,5,LLM,OLSEN,YYYG-,4,3,VOI,LOPES,YG-GG,2,2,VOI,MOLES,-GGGG,1,1,CSS,FOLES,-GGGG,1,1,CSS,COLES,GGGGG,0,0,CSS
38,HWANG,True,4,CRANK,--GG-,3,3,LLM,TSANG,--GGG,2,2,VOI,JIANG,--GGG,2,2,VOI,HWANG,GGGGG,0,0,CSS,,,,,,,,,,
39,WRATH,True,4,FLOAT,---YY,5,4,LLM,RATES,YYY--,5,3,VOI,TRACI,YGG--,3,3,VOI,WRATH,GGGGG,0,0,CSS,,,,,,,,,,
40,MACHO,True,4,ROBOT,-Y---,5,5,LLM,LEONA,--Y-Y,5,5,VOI,CASIO,YG--G,3,3,VOI,MACHO,GGGGG,0,0,CSS,,,,,,,,,,
41,LOPEZ,True,5,TAHOE,---YY,5,5,LLM,DOERS,-GY--,4,4,VOI,NOVEL,-G-GY,3,3,VOI,FOLEY,-GYG-,3,3,CSS,LOPEZ,GGGGG,0,0,CSS,,,,,
42,GOODY,True,4,CRANE,-----,5,5,LLM,LOUIS,-G---,4,4,VOI,GODOT,GGYY-,3,3,VOI,GOODY,GGGGG,0,0,CSS,,,,,,,,,,
43,BROTH,True,2,CRATE,-G-G-,3,3,LLM,BROTH,GGGGG,0,0,VOI,,,,,,,,,,,,,,,,,,,,
44,VERDE,True,6,BLINK,-----,5,5,LLM,ACRES,--GY-,4,4,VOI,PORTE,--G-G,3,3,VOI,VERGE,GGG-G,1,1,CSS,VERVE,GGG-G,1,1,CSS,VERDE,GGGGG,0,0,CSS
45,TAMED,True,4,STORY,-Y---,5,5,LLM,EATIN,YGY--,4,4,VOI,TAPED,GG-GG,1,1,VOI,TAMED,GGGGG,0,0,CSS,,,,,,,,,,
46,LEAFS,True,4,TROLL,---Y-,5,5,LLM,ELISA,YY-YY,5,4,VOI,SALEM,YYYY-,5,5,VOI,LEAFS,GGGGG,0,0,CSS,,,,,,,,,,
47,YACHT,True,3,CLAMS,Y-Y--,5,5,LLM,VANCE,-G-Y-,4,4,VOI,YACHT,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
48,MESSY,True,4,CLONE,----Y,5,5,LLM,SAUER,Y--Y-,5,5,VOI,PESTS,-GG-Y,3,3,VOI,MESSY,GGGGG,0,0,CSS,,,,,,,,,,
49,RYDER,True,4,POWER,---GG,3,3,LLM,EATER,---GG,3,3,VOI,DINER,Y--GG,3,3,VOI,RYDER,GGGGG,0,0,CSS,,,,,,,,,,
50,MOTIF,True,5,PIOUS,-YY--,5,5,LLM,COMIN,-GYG-,3,3,VOI,MOBIL,GG-G-,2,2,VOI,MORIA,GG-G-,2,2,CSS,MOTIF,GGGGG,0,0,CSS,,,,,
51,RAVEN,True,4,VOICE,Y---Y,5,5,LLM,ALVES,Y-GG-,3,3,VOI,WAVED,-GGG-,2,2,VOI,RAVEN,GGGGG,0,0,CSS,,,,,,,,,,
52,REICH,True,2,CRANE,YY--Y,5,5,LLM,REICH,GGGGG,0,0,VOI,,,,,,,,,,,,,,,,,,,,
53,ICONS,True,3,READY,-----,5,5,LLM,LIONS,-YGGG,2,2,VOI,ICONS,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
54,SILKY,True,4,TRITE,--Y--,5,5,LLM,SLAIN,GY-Y-,4,4,VOI,SILOS,GGG--,2,2,VOI,SILKY,GGGGG,0,0,CSS,,,,,,,,,,
55,CARVE,True,3,CHANT,G-Y--,4,4,LLM,CARES,GGGY-,2,2,VOI,CARVE,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
56,LAGER,True,4,CRANE,-YY-Y,5,4,LLM,LATER,GG-GG,1,1,VOI,LASER,GG-GG,1,1,VOI,LAGER,GGGGG,0,0,CSS,,,,,,,,,,
57,JERKS,True,5,STORK,Y--YY,5,4,LLM,RACKS,Y--GG,3,3,VOI,PERKS,-GGGG,1,1,VOI,BERKS,-GGGG,1,1,CSS,JERKS,GGGGG,0,0,CSS,,,,,
58,LOTUS,True,5,TEXAS,Y---G,4,4,LLM,RIOTS,--YYG,4,3,VOI,MOTHS,-GG-G,2,2,VOI,POTUS,-GGGG,1,1,CSS,LOTUS,GGGGG,0,0,CSS,,,,,
59,LACEY,True,4,STORE,----Y,5,5,LLM,ALDEN,YY-G-,4,4,VOI,LABEL,GG-G-,2,2,VOI,LACEY,GGGGG,0,0,CSS,,,,,,,,,,
60,TUDOR,True,5,CLARA,---Y-,5,5,LLM,RIOTS,Y-YY-,5,5,VOI,TUTOR,GG-GG,1,1,VOI,TUMOR,GG-GG,1,1,CSS,TUDOR,GGGGG,0,0,CSS,,,,,
61,QUOTA,True,4,PLAIS,--Y--,5,5,LLM,RAMEN,-Y---,5,5,VOI,BOTHA,-YY-G,4,3,VOI,QUOTA,GGGGG,0,0,CSS,,,,,,,,,,
62,MOURN,True,4,ERICA,-Y---,5,5,LLM,TORSO,-GY--,4,4,VOI,RODDY,YG---,4,4,VOI,MOURN,GGGGG,0,0,CSS,,,,,,,,,,
63,PROMO,True,4,RELAY,Y----,5,5,LLM,KROOS,-GGY-,3,3,VOI,PROVO,GGG-G,1,1,VOI,PROMO,GGGGG,0,0,CSS,,,,,,,,,,
64,CASTE,True,5,USERS,-YY--,5,5,LLM,SNAPE,Y-Y-G,4,4,VOI,TASTE,-GGGG,1,1,VOI,WASTE,-GGGG,1,1,CSS,CASTE,GGGGG,0,0,CSS,,,,,
65,CAPRI,True,4,LENIN,---Y-,5,5,LLM,SITKA,-Y--Y,5,5,VOI,CARDI,GGY-G,2,2,VOI,CAPRI,GGGGG,0,0,CSS,,,,,,,,,,
66,ALIAS,True,2,LARGE,YY---,5,5,LLM,ALIAS,GGGGG,0,0,VOI,,,,,,,,,,,,,,,,,,,,
67,PADDY,True,5,GOOSE,-----,5,5,LLM,HAIRY,-G--G,3,3,VOI,TANDY,-G-GG,2,2,VOI,MADDY,-GGGG,1,1,CSS,PADDY,GGGGG,0,0,CSS,,,,,
68,BLOBS,True,4,SHINE,Y----,5,5,LLM,CROPS,--G-G,3,3,VOI,BLOGS,GGG-G,1,1,VOI,BLOBS,GGGGG,0,0,CSS,,,,,,,,,,
69,DILLY,True,5,WANDS,---Y-,5,5,LLM,DROID,G--Y-,4,4,VOI,DITCH,GG---,3,3,VOI,DIMLY,GG-GG,1,1,CSS,DILLY,GGGGG,0,0,CSS,,,,,
70,GUTSY,True,4,INNER,-----,5,5,LLM,HALOS,----Y,5,5,VOI,BUSTY,-GYYG,3,3,VOI,GUTSY,GGGGG,0,0,CSS,,,,,,,,,,
71,TABOR,True,4,POINT,-Y--Y,5,5,LLM,ETHOS,-Y-G-,4,4,VOI,TUMOR,G--GG,2,2,VOI,TABOR,GGGGG,0,0,CSS,,,,,,,,,,
72,INLAY,True,4,ERASE,--Y--,5,5,LLM,NATAL,Y--GY,4,4,VOI,DOLAN,--GGY,3,3,VOI,INLAY,GGGGG,0,0,CSS,,,,,,,,,,
73,AHHHH,True,4,RAFTS,-Y---,5,5,LLM,LEONA,----Y,5,5,VOI,DHABI,-GY--,4,4,VOI,AHHHH,GGGGG,0,0,CSS,,,,,,,,,,
74,ROUEN,True,3,SHADE,----Y,5,5,LLM,TENOR,-YYYY,5,5,VOI,ROUEN,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
75,BUENA,True,4,STORK,-----,5,5,LLM,LAYNE,-Y-GY,4,4,VOI,JENNA,-Y-GG,3,3,VOI,BUENA,GGGGG,0,0,CSS,,,,,,,,,,
76,MENON,True,3,HORSE,-Y--Y,5,5,LLM,LEMON,-GYGG,2,2,VOI,MENON,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
77,TRASK,True,3,RIGHT,Y---Y,5,5,LLM,TEARS,G-GYY,3,3,VOI,TRASK,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
78,CASIO,True,3,SPEED,Y----,5,5,LLM,ORCAS,Y-YYY,5,4,VOI,CASIO,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
79,VOILA,True,4,WALKS,-YY--,5,5,LLM,ALICE,YYG--,4,4,VOI,TRIAL,--GYY,4,4,VOI,VOILA,GGGGG,0,0,CSS,,,,,,,,,,
80,AURAL,True,4,STALK,--YY-,5,4,LLM,LAVAL,-Y-GG,3,3,VOI,AXIAL,G--GG,2,2,VOI,AURAL,GGGGG,0,0,CSS,,,,,,,,,,
81,LEGER,True,4,LURED,G-YG-,3,3,LLM,LAVER,G--GG,2,2,VOI,LONER,G--GG,2,2,VOI,LEGER,GGGGG,0,0,CSS,,,,,,,,,,
82,DALLY,True,4,PLAIN,-YY--,5,5,LLM,EARLS,-G-G-,3,3,VOI,WALLY,-GGGG,1,1,VOI,DALLY,GGGGG,0,0,CSS,,,,,,,,,,
83,INIGO,True,4,TRACK,-----,5,5,LLM,LOINS,-YGY-,4,4,VOI,UNION,-GGY-,3,3,VOI,INIGO,GGGGG,0,0,CSS,,,,,,,,,,
84,KRILL,True,4,BRAVE,-G---,4,4,LLM,GRIST,-GG--,3,3,VOI,PRICK,-GG-Y,3,3,VOI,KRILL,GGGGG,0,0,CSS,,,,,,,,,,
85,SNIDE,True,4,PLAYS,----Y,5,5,LLM,STONE,G--YG,3,3,VOI,SINCE,GYY-G,3,3,VOI,SNIDE,GGGGG,0,0,CSS,,,,,,,,,,
86,LEWES,True,4,GRIPS,----G,4,4,LLM,TALES,--YGG,3,3,VOI,ELVES,YY-GG,3,3,VOI,LEWES,GGGGG,0,0,CSS,,,,,,,,,,
87,TAMER,True,5,LEMON,-YG--,4,4,LLM,ARMED,YYGG-,3,3,VOI,FAMER,-GGGG,1,1,VOI,GAMER,-GGGG,1,1,CSS,TAMER,GGGGG,0,0,CSS,,,,,
88,COTTA,True,3,BOARD,-GY--,4,4,LLM,TONAL,YG-Y-,4,4,VOI,COTTA,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
