game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,3,BASED,-----,5,5,LLM,CLOTH,--GGY,3,3,CSS,PHOTO,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
2,PARTY,True,5,GUESS,-----,5,5,LLM,LIDAR,---YY,5,5,CSS,CARTA,-GGG-,2,2,CSS,MARTY,-GGGG,1,1,CSS,PARTY,GGGGG,0,0,CSS,,,,,
3,TRICK,True,4,BASED,-----,5,5,LLM,COUNT,Y---Y,5,5,CSS,MITCH,-YYG-,4,4,CSS,TRICK,GGGGG,0,0,CSS,,,,,,,,,,
4,DIRTY,True,4,BASED,----Y,5,5,LLM,DONOR,G---Y,4,4,CSS,DRILL,GYY--,4,4,CSS,DIRTY,GGGGG,0,0,CSS,,,,,,,,,,
5,USUAL,True,4,BASED,-YY--,5,5,LLM,STARS,Y-Y--,5,4,CSS,ASIAN,-G-G-,3,3,CSS,USUAL,GGGGG,0,0,CSS,,,,,,,,,,
6,TRULY,True,5,TRIBE,GG---,3,3,LLM,TRAPS,GG---,3,3,CSS,TROTT,GG---,3,3,CSS,TRUDY,GGG-G,1,1,CSS,TRULY,GGGGG,0,0,CSS,,,,,
7,SPENT,True,3,BASED,--YY-,5,5,LLM,SEEIN,G-G-Y,3,3,CSS,SPENT,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
8,PAUSE,True,4,AFTER,Y--Y-,5,4,LLM,MEALS,-YY-Y,5,4,CSS,SPEAK,YYYY-,5,5,CSS,PAUSE,GGGGG,0,0,CSS,,,,,,,,,,
9,CRAZY,True,5,BASED,-Y---,5,5,LLM,CIARA,G-GY-,3,3,CSS,CRANK,GGG--,2,2,CSS,CRAFT,GGG--,2,2,CSS,CRAZY,GGGGG,0,0,CSS,,,,,
10,BASES,True,2,BASED,GGGG-,1,1,LLM,BASES,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,
11,YOUNG,True,3,GUESS,YY---,5,5,LLM,LOUGH,-GGY-,3,3,CSS,YOUNG,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
12,MEANS,True,4,LORRY,-----,5,5,LLM,STEIN,Y-Y-Y,5,4,CSS,DANES,-YYYG,4,3,CSS,MEANS,GGGGG,0,0,CSS,,,,,,,,,,
13,TRUTH,True,4,BASED,-----,5,5,LLM,GROIN,-G---,4,4,CSS,CRYPT,-G--Y,4,4,CSS,TRUTH,GGGGG,0,0,CSS,,,,,,,,,,
14,FIRED,True,5,BASED,---GG,3,3,LLM,TIRED,-GGGG,1,1,CSS,MIRED,-GGGG,1,1,CSS,HIRED,-GGGG,1,1,CSS,FIRED,GGGGG,0,0,CSS,,,,,
15,FOLKS,True,3,BLOCK,-YY-Y,5,4,LLM,YOLKS,-GGGG,1,1,CSS,FOLKS,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
16,CHILE,True,3,BASED,---Y-,5,5,LLM,HEINE,Y-G-G,3,3,CSS,CHILE,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
17,BLACK,True,4,BASED,GY---,4,4,LLM,BRAIN,G-G--,3,3,CSS,BLATT,GGG--,2,2,CSS,BLACK,GGGGG,0,0,CSS,,,,,,,,,,
18,GRANT,True,3,BASED,-Y---,5,5,LLM,CLARA,--GY-,4,4,CSS,GRANT,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
19,MEALS,True,5,BASED,-YYY-,5,5,LLM,STARE,Y-G-Y,4,4,CSS,LEAPS,YGG-G,2,2,CSS,HEALS,-GGGG,1,1,CSS,MEALS,GGGGG,0,0,CSS,,,,,
20,CREAM,True,4,GUESS,--G--,4,4,LLM,CRETE,GGG--,2,2,CSS,CREDO,GGG--,2,2,CSS,CREAM,GGGGG,0,0,CSS,,,,,,,,,,
21,AWAKE,True,4,CODEX,---Y-,5,5,LLM,GEARS,-YG--,4,4,CSS,BLAKE,--GGG,2,2,CSS,AWAKE,GGGGG,0,0,CSS,,,,,,,,,,
22,OCCUR,True,4,BASED,-----,5,5,LLM,INTRO,---YY,5,5,CSS,CROOK,YYY--,5,5,CSS,OCCUR,GGGGG,0,0,CSS,,,,,,,,,,
23,YEARS,False,6,BASED,-YYY-,5,5,LLM,TEARS,-GGGG,1,1,CSS,GEARS,-GGGG,1,1,CSS,WEARS,-GGGG,1,1,CSS,NEARS,-GGGG,1,1,CSS,REARS,-GGGG,1,1,CSS
24,GRADE,True,3,BASED,-Y-YY,5,4,LLM,READE,Y-GGG,2,2,CSS,GRADE,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
25,CHILL,True,4,GUESS,-----,5,5,LLM,KARIN,---Y-,5,5,CSS,DIMLY,-Y-G-,4,4,CSS,CHILL,GGGGG,0,0,CSS,,,,,,,,,,
26,FLOOD,True,4,GIVEN,-----,5,5,LLM,SAULT,---Y-,5,5,CSS,BLOOD,-GGGG,1,1,CSS,FLOOD,GGGGG,0,0,CSS,,,,,,,,,,
27,APPLY,True,3,SPOOL,-G--Y,4,4,LLM,APTLY,GG-GG,1,1,CSS,APPLY,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
28,SMILE,True,5,BASED,--YY-,5,5,LLM,PRESS,--YY-,5,5,CSS,STONE,G---G,3,3,CSS,SLICE,GYG-G,2,2,CSS,SMILE,GGGGG,0,0,CSS,,,,,
29,KNOCK,True,4,PORTA,-Y---,5,5,LLM,MELON,---YY,5,5,CSS,ICONS,-YGY-,4,4,CSS,KNOCK,GGGGG,0,0,CSS,,,,,,,,,,
30,SLEEP,True,3,BASED,--YG-,4,4,LLM,PILES,Y-YGY,4,4,CSS,SLEEP,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
31,BRICK,True,4,BASED,G----,4,4,LLM,BURNT,G-Y--,4,4,CSS,BROCK,GG-GG,1,1,CSS,BRICK,GGGGG,0,0,CSS,,,,,,,,,,
32,WROTE,True,5,GUESS,--Y--,5,5,LLM,LADEN,---Y-,5,5,CSS,MERIT,-YY-Y,5,4,CSS,TROVE,YGG-G,2,2,CSS,WROTE,GGGGG,0,0,CSS,,,,,
33,RATED,True,2,BASED,-G-GG,2,2,LLM,RATED,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,
34,ALERT,True,3,BASED,-Y-Y-,5,4,LLM,LEARN,YYYG-,4,3,CSS,ALERT,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
35,CAGES,True,3,BASED,-GYG-,3,3,LLM,CARES,GG-GG,1,1,CSS,CAGES,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
36,TEDDY,True,4,BASED,---YY,5,5,LLM,DRONE,Y---Y,5,5,CSS,MEHDI,-G-G-,3,3,CSS,TEDDY,GGGGG,0,0,CSS,,,,,,,,,,
37,COLES,False,6,GUESS,--Y-G,4,4,LLM,MALES,--GGG,2,2,CSS,FOLES,-GGGG,1,1,CSS,ROLES,-GGGG,1,1,CSS,POLES,-GGGG,1,1,CSS,HOLES,-GGGG,1,1,CSS
38,HWANG,True,4,WORDS,Y----,5,5,LLM,TWEEN,-G--Y,4,4,CSS,KWANG,-GGGG,1,1,CSS,HWANG,GGGGG,0,0,CSS,,,,,,,,,,
39,WRATH,True,4,BASED,-Y---,5,5,LLM,ALTAR,Y-Y-Y,5,5,CSS,TRACT,YGG--,3,3,CSS,WRATH,GGGGG,0,0,CSS,,,,,,,,,,
40,MACHO,True,4,BASED,-G---,4,4,LLM,CARTA,YG---,4,4,CSS,NACHO,-GGGG,1,1,CSS,MACHO,GGGGG,0,0,CSS,,,,,,,,,,
41,LOPEZ,True,5,BASED,---G-,4,4,LLM,LINER,G--G-,3,3,CSS,LEVEL,G--G-,3,3,CSS,LÓPEZ,G-GGG,1,1,CSS,LOPEZ,GGGGG,0,0,CSS,,,,,
42,GOODY,True,4,SHOAL,--G--,4,4,LLM,DRONE,Y-G--,4,4,CSS,WOODY,-GGGG,1,1,CSS,GOODY,GGGGG,0,0,CSS,,,,,,,,,,
43,BROTH,True,4,BALLY,G----,4,4,LLM,BONES,GY---,4,4,CSS,BROOK,GGG--,2,2,CSS,BROTH,GGGGG,0,0,CSS,,,,,,,,,,
44,VERDE,True,6,OUTER,---YY,5,5,LLM,NEARS,-G-Y-,4,4,CSS,MERCY,-GG--,3,3,CSS,VERVE,GGG-G,1,1,CSS,VERGE,GGG-G,1,1,CSS,VERDE,GGGGG,0,0,CSS
45,TAMED,True,5,BASED,-G-GG,2,2,LLM,RATED,-GYGG,2,2,CSS,TAXED,GG-GG,1,1,CSS,TAPED,GG-GG,1,1,CSS,TAMED,GGGGG,0,0,CSS,,,,,
46,LEAFS,True,3,AFTER,YY-Y-,5,5,LLM,FALSE,YYYYY,5,4,CSS,LEAFS,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
47,YACHT,True,5,BASED,-G---,4,4,LLM,MARLA,-G---,4,4,CSS,CANTO,YG-Y-,4,4,CSS,HATCH,YGYY-,4,3,CSS,YACHT,GGGGG,0,0,CSS,,,,,
48,MESSY,True,4,BASED,--GY-,4,4,LLM,POSSE,--GGY,3,3,CSS,MESSI,GGGG-,1,1,CSS,MESSY,GGGGG,0,0,CSS,,,,,,,,,,
49,RYDER,True,4,BASED,---GY,4,4,LLM,DINER,Y--GG,3,3,CSS,OLDER,--GGG,2,2,CSS,RYDER,GGGGG,0,0,CSS,,,,,,,,,,
50,MOTIF,True,4,BASED,-----,5,5,LLM,NORTH,-G-Y-,4,4,CSS,TOMMY,YGY--,4,4,CSS,MOTIF,GGGGG,0,0,CSS,,,,,,,,,,
51,RAVEN,True,4,BASED,-G-G-,3,3,LLM,LATER,-G-GY,3,3,CSS,MAREK,-GYG-,3,3,CSS,RAVEN,GGGGG,0,0,CSS,,,,,,,,,,
52,REICH,True,4,BASED,---Y-,5,5,LLM,NOTRE,---YY,5,5,CSS,MERCI,-GYGY,3,3,CSS,REICH,GGGGG,0,0,CSS,,,,,,,,,,
53,ICONS,True,4,BASED,--Y--,5,5,LLM,SPOUT,Y-G--,4,4,CSS,LOONS,--GGG,2,2,CSS,ICONS,GGGGG,0,0,CSS,,,,,,,,,,
54,SILKY,True,4,BASED,--Y--,5,5,LLM,TORUS,----Y,5,5,CSS,SLICK,GYY-Y,4,3,CSS,SILKY,GGGGG,0,0,CSS,,,,,,,,,,
55,CARVE,True,4,GIVEN,--YY-,5,4,LLM,LEAVE,--YGG,3,3,CSS,MAUVE,-G-GG,2,2,CSS,CARVE,GGGGG,0,0,CSS,,,,,,,,,,
56,LAGER,False,6,BASED,-G-G-,3,3,LLM,LATER,GG-GG,1,1,CSS,LAKER,GG-GG,1,1,CSS,LAZER,GG-GG,1,1,CSS,LAYER,GG-GG,1,1,CSS,LAUER,GG-GG,1,1,CSS
57,JERKS,True,5,GIVEN,---Y-,5,5,LLM,BEARS,-G-YG,3,3,CSS,REEKS,YG-GG,2,2,CSS,PERKS,-GGGG,1,1,CSS,JERKS,GGGGG,0,0,CSS,,,,,
58,LOTUS,True,4,PARTS,---YG,4,4,LLM,TONES,YG--G,3,3,CSS,GOTHS,-GG-G,2,2,CSS,LOTUS,GGGGG,0,0,CSS,,,,,,,,,,
59,LACEY,True,4,QUART,--Y--,5,5,LLM,CAINE,YG--Y,4,4,CSS,LACED,GGGG-,1,1,CSS,LACEY,GGGGG,0,0,CSS,,,,,,,,,,
