game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,violated_green_1,violated_yellow_1,violated_gray_1,total_violations_1,violated_green_2,violated_yellow_2,violated_gray_2,total_violations_2,violated_green_3,violated_yellow_3,violated_gray_3,total_violations_3,violated_green_4,violated_yellow_4,violated_gray_4,total_violations_4,violated_green_5,violated_yellow_5,violated_gray_5,total_violations_5,violated_green_6,violated_yellow_6,violated_gray_6,total_violations_6
1,PHOTO,True,3,START,-Y---,5,5,LLM,TONED,YY---,5,5,CSS,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,PARTY,True,4,STATE,--YG-,4,4,LLM,PONTA,G--GY,3,3,CSS,PARTI,GGGG-,1.0,1.0,LLM,PARTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TRICK,True,4,BEING,--G--,4,4,LLM,SAITH,--GY-,4,4,CSS,TRIPP,GGG--,2.0,2.0,LLM,TRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,DIRTY,True,3,NOISE,--Y--,5,5,LLM,TAHIR,Y--YY,5,5,CSS,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,USUAL,True,4,STATE,Y-Y--,5,4,LLM,RAILS,-Y-YY,5,5,CSS,ASLAN,-GYG-,3.0,3.0,LLM,USUAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TRULY,True,3,EVERY,---YG,4,4,LLM,TARDY,G-Y-G,3,3,CSS,TRULY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,SPENT,True,2,THERE,Y-G--,4,4,LLM,SPENT,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,PAUSE,True,4,NOTCH,-----,5,5,LLM,AISLE,Y-Y-G,4,3,CSS,SPARE,YYY-G,4.0,3.0,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CRAZY,True,5,TALES,-Y---,5,5,LLM,ARIAN,YG---,4,4,CSS,BRAVO,-GG--,3.0,3.0,LLM,GRADY,-GG-G,2.0,2.0,CSS,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BASES,False,6,NOTCH,-----,5,5,LLM,ARIES,Y--GG,3,3,CSS,MAKES,-G-GG,2.0,2.0,LLM,SAGES,YG-GG,2.0,2.0,CSS,EASES,-GGGG,1.0,1.0,LLM,VASES,-GGGG,1.0,1.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,YOUNG,True,4,ALERT,-----,5,5,LLM,COINS,-G-G-,3,3,CSS,FOUND,-GGG-,2.0,2.0,LLM,YOUNG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,MEANS,True,4,TRIBE,----Y,5,5,LLM,DALES,-Y-YG,4,4,CSS,EXAMS,Y-GYG,3.0,3.0,LLM,MEANS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,TRUTH,True,3,THINK,GY---,4,4,LLM,TOUCH,G-G-G,2,2,CSS,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,FIRED,True,5,GREAT,-YY--,5,4,LLM,SENOR,-Y--Y,5,5,CSS,RILED,YG-GG,2.0,2.0,LLM,WIRED,-GGGG,1.0,1.0,CSS,FIRED,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,FOLKS,True,4,STILL,Y--Y-,5,5,LLM,LEAPS,Y---G,4,4,CSS,FOLDS,GGG-G,1.0,1.0,LLM,FOLKS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,CHILE,True,3,STILL,--GG-,3,3,LLM,AGILE,--GGG,2,2,CSS,CHILE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,BLACK,True,4,ABOUT,YY---,5,5,LLM,SABRE,-YY--,5,5,CSS,BLAND,GGG--,2.0,2.0,LLM,BLACK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GRANT,True,5,ABOVE,Y----,5,5,LLM,SARIN,-YY-Y,5,4,CSS,FRANK,-GGG-,2.0,2.0,LLM,GRAND,GGGG-,1.0,1.0,CSS,GRANT,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,MEALS,True,4,LATER,YY-Y-,5,5,LLM,SLADE,YYG-Y,4,4,CSS,HEALS,-GGGG,1.0,1.0,LLM,MEALS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,CREAM,True,5,ARRAS,-G-G-,3,3,LLM,BREAD,-GGG-,2,2,CSS,TREAT,-GGG-,2.0,2.0,LLM,FREAK,-GGG-,2.0,2.0,CSS,CREAM,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,AWAKE,True,6,NOISE,----G,4,4,LLM,EARLE,-Y--G,4,4,CSS,ADAGE,G-G-G,2.0,2.0,LLM,ABATE,G-G-G,2.0,2.0,CSS,AMAZE,G-G-G,2.0,2.0,LLM,AWAKE,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,OCCUR,True,3,OTHER,G---G,3,3,LLM,OSCAR,G-G-G,2,2,CSS,OCCUR,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,YEARS,False,6,ALONG,Y----,5,5,LLM,MARES,-YYYG,4,3,CSS,FIRST,--YY-,5.0,4.0,LLM,REARS,-GGGG,1.0,1.0,CSS,PEARS,-GGGG,1.0,1.0,LLM,HEARS,-GGGG,1.0,1.0,CSS,0,0,0,0,0,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
24,GRADE,True,4,START,--GY-,4,4,LLM,GRAND,GGG-Y,2,2,CSS,GRADY,GGGG-,1.0,1.0,LLM,GRADE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,CHILL,True,3,BEING,--G--,4,4,LLM,SAITO,--G--,4,4,CSS,CHILL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,FLOOD,True,5,ARISE,-----,5,5,LLM,HOTLY,-Y-Y-,5,5,CSS,GLOOM,-GGG-,2.0,2.0,LLM,BLOOD,-GGGG,1.0,1.0,CSS,FLOOD,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,APPLY,True,3,STILL,---G-,4,4,LLM,EARLY,-Y-GG,3,3,CSS,APPLY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,SMILE,True,3,STILL,G-GG-,2,2,LLM,SOILS,G-GG-,2,2,CSS,SMILE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,KNOCK,True,5,STEAD,-----,5,5,LLM,COLBY,YY---,5,5,CSS,OFCOM,Y-Y--,5.0,5.0,LLM,UCONN,-YGY-,4.0,4.0,CSS,KNOCK,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,SLEEP,True,3,THOSE,---YY,5,5,LLM,SEALS,GY-Y-,4,4,CSS,SLEEP,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,BRICK,True,6,START,---Y-,5,5,LLM,DRIER,-GG--,3,3,CSS,GRILL,-GG--,3.0,3.0,LLM,CRIMP,YGG--,3.0,3.0,CSS,FRICK,-GGGG,1.0,1.0,LLM,BRICK,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,WROTE,True,4,STILL,-Y---,5,5,LLM,TARTE,--YGG,3,3,CSS,CRETE,-G-GG,2.0,2.0,LLM,WROTE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,RATED,True,3,THINK,Y----,5,5,LLM,RATES,GGGG-,1,1,CSS,RATED,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,ALERT,True,3,STILL,-Y-Y-,5,5,LLM,LATTE,YYY-Y,5,4,CSS,ALERT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,CAGES,False,6,THREE,---G-,4,4,LLM,DANES,-G-GG,2,2,CSS,FACES,-GYGG,2.0,2.0,LLM,CAKES,GG-GG,1.0,1.0,CSS,CASES,GG-GG,1.0,1.0,LLM,CAVES,GG-GG,1.0,1.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TEDDY,True,4,NOBLE,----Y,5,5,LLM,DARES,Y--Y-,5,5,CSS,MEDIC,-GG--,3.0,3.0,LLM,TEDDY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,COLES,True,5,OUGHT,Y----,5,5,LLM,SOREN,YG-G-,3,3,CSS,POSES,-G-GG,2.0,2.0,LLM,MOLES,-GGGG,1.0,1.0,CSS,COLES,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,HWANG,True,4,STILL,-----,5,5,LLM,BARED,-Y---,5,5,CSS,HUANG,G-GGG,1.0,1.0,LLM,HWANG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,WRATH,True,5,ADIEU,Y----,5,5,LLM,SATAN,-YY--,5,4,CSS,TRACK,YGG--,3.0,3.0,LLM,PRATT,-GGG-,2.0,2.0,CSS,WRATH,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,MACHO,True,3,STILL,-----,5,5,LLM,NORMA,-Y-YY,5,5,CSS,MACHO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,LOPEZ,True,5,WHERE,--Y--,5,5,LLM,DALES,--YG-,4,4,CSS,LINEN,G--G-,3.0,3.0,LLM,LÓPEZ,G-GGG,1.0,1.0,CSS,LOPEZ,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,GOODY,True,5,ALERT,-----,5,5,LLM,SINDH,---G-,4,4,CSS,MOODY,-GGGG,1.0,1.0,LLM,WOODY,-GGGG,1.0,1.0,CSS,GOODY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,BROTH,True,4,STARE,-Y-Y-,5,5,LLM,TROUT,YGG--,3,3,CSS,PROTO,-GGG-,2.0,2.0,LLM,BROTH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,VERDE,True,6,STARE,---YG,4,4,LLM,CRONE,-Y--G,4,4,CSS,RIFLE,Y---G,4.0,4.0,LLM,MERGE,-GG-G,2.0,2.0,CSS,VERVE,GGG-G,1.0,1.0,LLM,VERDE,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,TAMED,True,4,NOTCH,--Y--,5,5,LLM,TAILS,GG---,3,3,CSS,TAMER,GGGG-,1.0,1.0,LLM,TAMED,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,LEAFS,True,5,STILL,Y--Y-,5,5,LLM,PALES,-YYYG,4,4,CSS,LEADS,GGG-G,1.0,1.0,LLM,LEANS,GGG-G,1.0,1.0,CSS,LEAFS,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,YACHT,True,4,THERE,YY---,5,5,LLM,SAITH,-G-YY,4,4,CSS,KATHY,-GYGY,3.0,3.0,LLM,YACHT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,MESSY,True,4,START,Y----,5,5,LLM,MOLES,G--YY,4,4,CSS,MESSI,GGGG-,1.0,1.0,LLM,MESSY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,RYDER,True,4,STILL,-----,5,5,LLM,RANCE,G---Y,4,4,CSS,ROVER,G--GG,2.0,2.0,LLM,RYDER,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,MOTIF,True,4,THERE,Y----,5,5,LLM,SATIN,--GG-,3,3,CSS,OPTIC,Y-GG-,3.0,3.0,LLM,MOTIF,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,RAVEN,True,3,BANDY,-GY--,4,4,LLM,SARIN,-GY-G,3,3,CSS,RAVEN,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,REICH,True,5,ABOVE,----Y,5,5,LLM,TEENS,-G---,4,4,CSS,JERRY,-GY--,4.0,4.0,LLM,RELIC,GG-YY,3.0,2.0,CSS,REICH,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,ICONS,True,3,OLDER,Y----,5,5,LLM,SHONA,Y-GG-,3,3,CSS,ICONS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,SILKY,True,4,NOTCH,-----,5,5,LLM,SALEM,G-G--,3,3,CSS,SILLS,GGG--,2.0,2.0,LLM,SILKY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,CARVE,True,6,ENDOW,Y----,5,5,LLM,REALS,YYY--,5,5,CSS,CREAM,GYYY-,4.0,4.0,LLM,CARTE,GGG-G,1.0,1.0,CSS,CARPE,GGG-G,1.0,1.0,LLM,CARVE,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,LAGER,True,3,STATE,--Y-Y,5,4,LLM,LADEN,GG-G-,2,2,CSS,LAGER,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,JERKS,True,6,STILL,Y----,5,5,LLM,MARES,--GYG,3,3,CSS,HERBS,-GG-G,2.0,2.0,LLM,FERNS,-GG-G,2.0,2.0,CSS,PERKS,-GGGG,1.0,1.0,LLM,JERKS,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,LOTUS,True,5,THERE,Y----,5,5,LLM,SANTO,Y--YY,5,5,CSS,MOIST,-G-YY,4.0,4.0,LLM,POTUS,-GGGG,1.0,1.0,CSS,LOTUS,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,LACEY,True,5,WHERE,--Y--,5,5,LLM,TILES,--YG-,4,4,CSS,LOVEL,G--G-,3.0,3.0,LLM,LANEY,GG-GG,1.0,1.0,CSS,LACEY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,TUDOR,True,5,EAURO,--YYY,5,4,LLM,TORUS,GYYY-,4,4,CSS,TUMOR,GG-GG,1.0,1.0,LLM,TUTOR,GG-GG,1.0,1.0,CSS,TUDOR,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,QUOTA,True,5,NOTCH,-YY--,5,4,LLM,SPORT,--G-Y,4,4,CSS,KYOTO,--GG-,3.0,3.0,LLM,QUOTE,GGGG-,1.0,1.0,CSS,QUOTA,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,MOURN,True,4,ALTER,----Y,5,5,LLM,CORDS,-GY--,4,4,CSS,ROBIN,YG--G,3.0,3.0,LLM,MOURN,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
