game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,violated_green_1,violated_yellow_1,violated_gray_1,total_violations_1,violated_green_2,violated_yellow_2,violated_gray_2,total_violations_2,violated_green_3,violated_yellow_3,violated_gray_3,total_violations_3,violated_green_4,violated_yellow_4,violated_gray_4,total_violations_4,violated_green_5,violated_yellow_5,violated_gray_5,total_violations_5,violated_green_6,violated_yellow_6,violated_gray_6,total_violations_6
1,PHOTO,True,4,BEING,-----,5,5,LLM,POOLS,GYG--,3,3,CSS,PROOF,G-GY-,3.0,3.0,LLM,PHOTO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,PARTY,True,5,TRACE,YYY--,5,5,LLM,MURAT,--GYY,4,4,CSS,DARTS,-GGG-,2.0,2.0,LLM,BARTH,-GGG-,2.0,2.0,CSS,PARTY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TRICK,True,4,STILL,-YG--,4,4,LLM,FAINT,--G-Y,4,4,CSS,TRIPE,GGG--,2.0,2.0,LLM,TRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,DIRTY,True,5,TREAT,YY---,5,5,LLM,MOTOR,--Y-Y,5,5,CSS,STRIP,-YGY-,4.0,4.0,LLM,WIRTH,-GGG-,2.0,2.0,CSS,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,USUAL,True,4,STATE,Y-Y--,5,4,LLM,FOSSA,--Y-Y,5,4,CSS,HARPS,-Y--Y,5.0,5.0,LLM,USUAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TRULY,True,2,LATER,Y-Y-Y,5,5,LLM,TRULY,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,SPENT,True,4,EVERY,--G--,4,4,LLM,SWELL,G-G--,3,3,CSS,STEAD,GYG--,3.0,3.0,LLM,SPENT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,PAUSE,True,4,STILL,Y----,5,5,LLM,CHAOS,--Y-Y,5,4,CSS,ASEAN,YYY--,5.0,4.0,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CRAZY,True,5,STILL,-----,5,5,LLM,FARGO,-YY--,5,5,CSS,BRAND,-GG--,3.0,3.0,LLM,CRAMP,GGG--,2.0,2.0,CSS,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BASES,True,4,ARRAS,Y---G,4,4,LLM,WAXES,-G-GG,2,2,CSS,SAGES,YG-GG,2.0,2.0,LLM,BASES,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,YOUNG,True,5,CHASE,-----,5,5,LLM,MINOT,--YY-,5,5,CSS,KNOLL,-YY--,5.0,5.0,LLM,WOUND,-GGG-,2.0,2.0,CSS,YOUNG,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,MEANS,True,6,AVOID,Y----,5,5,LLM,RACKS,-Y--G,4,4,CSS,PLANS,--GGG,2.0,2.0,LLM,JEANS,-GGGG,1.0,1.0,CSS,BEANS,-GGGG,1.0,1.0,LLM,MEANS,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,TRUTH,True,3,NOTCH,--Y-G,4,4,LLM,TEETH,G--GG,2,2,CSS,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,FIRED,True,4,NOTCH,-----,5,5,LLM,SAUDI,---YY,5,5,CSS,DIVER,YG-GY,3.0,3.0,LLM,FIRED,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,FOLKS,True,5,OTHER,Y----,5,5,LLM,SNOBS,--Y-G,4,4,CSS,POLLS,-GG-G,2.0,2.0,LLM,GOLDS,-GG-G,2.0,2.0,CSS,FOLKS,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,CHILE,True,5,DEBIT,-Y-Y-,5,5,LLM,ALIEN,-YGY-,4,4,CSS,EMILE,--GGG,2.0,2.0,LLM,GUILE,--GGG,2.0,2.0,CSS,CHILE,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,BLACK,True,5,STILL,---Y-,5,5,LLM,BELOW,G-Y--,4,4,CSS,BLUFF,GG---,3.0,3.0,LLM,BLAND,GGG--,2.0,2.0,CSS,BLACK,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GRANT,True,4,UNDER,-Y--Y,5,5,LLM,ORRIN,-G--Y,4,4,CSS,FRANC,-GGG-,2.0,2.0,LLM,GRANT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,MEALS,True,5,NOTCH,-----,5,5,LLM,LEDGE,YG---,4,4,CSS,RELAY,-GYY-,4.0,4.0,LLM,SEALS,-GGGG,1.0,1.0,CSS,MEALS,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,CREAM,True,5,STORY,---Y-,5,5,LLM,FRAUD,-GY--,4,4,CSS,BRIAR,-G-G-,3.0,3.0,LLM,WREAK,-GGG-,2.0,2.0,CSS,CREAM,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,AWAKE,True,5,MAKER,-YYY-,5,3,LLM,STAKE,--GGG,2,2,CSS,BLAKE,--GGG,2.0,2.0,LLM,QUAKE,--GGG,2.0,2.0,CSS,AWAKE,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,OCCUR,True,4,SINCE,---Y-,5,5,LLM,MACRO,--GYY,4,4,CSS,WORDS,-YY--,5.0,5.0,LLM,OCCUR,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
23,YEARS,True,3,LEARN,-GGG-,2,2,LLM,TEARY,-GGGY,2,2,CSS,YEARS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,GRADE,True,4,ALLIE,Y---G,4,4,LLM,SHAKE,--G-G,3,3,CSS,TRADE,-GGGG,1.0,1.0,LLM,GRADE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,CHILL,True,3,BEING,--G--,4,4,LLM,CHILD,GGGG-,1,1,CSS,CHILL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,FLOOD,True,4,NOTCH,-Y---,5,5,LLM,VIMEO,----Y,5,5,CSS,BLOOD,-GGGG,1.0,1.0,LLM,FLOOD,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,APPLY,True,5,THING,-----,5,5,LLM,COCOS,-----,5,5,CSS,MAYBE,-YY--,5.0,5.0,LLM,ARRAY,G---G,3.0,3.0,CSS,APPLY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,SMILE,True,5,SHARE,G---G,3,3,LLM,SENSE,G---G,3,3,CSS,SMOKE,GG--G,2.0,2.0,LLM,SMITE,GGG-G,1.0,1.0,CSS,SMILE,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,KNOCK,True,5,STILL,-----,5,5,LLM,PEREZ,-----,5,5,CSS,FOUND,-Y-Y-,5.0,5.0,LLM,MAHON,---YY,5.0,5.0,CSS,KNOCK,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,SLEEP,True,3,EARTH,Y----,5,5,LLM,DEFOE,-Y--Y,5,5,CSS,SLEEP,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,BRICK,True,3,NOTCH,---G-,4,4,LLM,CLACK,---GG,3,3,CSS,BRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,WROTE,True,3,ARRAS,-G---,4,4,LLM,FROWN,-GGY-,3,3,CSS,WROTE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,RATED,True,5,ARRAS,YY---,5,5,LLM,NAZIR,-G--Y,4,4,CSS,RAPED,GG-GG,1.0,1.0,LLM,RAKED,GG-GG,1.0,1.0,CSS,RATED,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
