game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,3,PANES,G----,4,4,CSS,PITCH,G-Y-Y,4,4,LLM,PHOTO,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
2,PARTY,True,5,HARES,-GG--,3,3,CSS,LARRY,-GG-G,2,2,LLM,DARCY,-GG-G,2,2,LLM,MARTY,-GGGG,1,1,LLM,PARTY,GGGGG,0,0,LLM,,,,,
3,TRICK,True,4,RENTS,Y--Y-,5,5,CSS,CRAFT,YG--Y,4,4,LLM,TRUCK,GG-GG,1,1,LLM,TRICK,GGGGG,0,0,LLM,,,,,,,,,,
4,DIRTY,True,4,HADES,--Y--,5,5,CSS,DONOR,G---Y,4,4,LLM,DRILL,GYY--,4,4,LLM,DIRTY,GGGGG,0,0,LLM,,,,,,,,,,
5,USUAL,True,3,REALS,--YYY,5,4,CSS,SALAD,Y-YG-,4,4,LLM,USUAL,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
6,TRULY,True,4,SAMIR,----Y,5,5,CSS,SURES,-YY--,5,5,LLM,GRUNT,-GG-Y,3,3,LLM,TRULY,GGGGG,0,0,LLM,,,,,,,,,,
7,SPENT,True,4,ARIES,---YY,5,5,CSS,SLOPE,G--YY,4,4,LLM,SETUP,GYY-Y,4,4,LLM,SPENT,GGGGG,0,0,LLM,,,,,,,,,,
8,PAUSE,True,5,RATES,-G-YY,4,4,CSS,SALES,YG-Y-,4,4,LLM,DAESH,-GYG-,3,3,LLM,CAUSE,-GGGG,1,1,LLM,PAUSE,GGGGG,0,0,LLM,,,,,
9,CRAZY,True,4,DALES,-Y---,5,5,CSS,ZESTS,Y----,5,5,LLM,FORZA,--YGY,4,4,LLM,CRAZY,GGGGG,0,0,LLM,,,,,,,,,,
10,BASES,True,5,MARIE,-G--Y,4,4,CSS,GUESS,--YYG,4,4,LLM,SAKES,YG-GG,2,2,LLM,BASKS,GGG-G,1,1,LLM,BASES,GGGGG,0,0,LLM,,,,,
11,YOUNG,True,5,RAISE,-----,5,5,CSS,COLON,-G--Y,4,4,LLM,NOUNS,-GGG-,2,2,LLM,MOUND,-GGG-,2,2,LLM,YOUNG,GGGGG,0,0,LLM,,,,,
12,MEANS,True,4,HEARN,-GG-Y,3,3,CSS,LEANS,-GGGG,1,1,LLM,BEANS,-GGGG,1,1,LLM,MEANS,GGGGG,0,0,LLM,,,,,,,,,,
13,TRUTH,True,5,LEANS,-----,5,5,CSS,SPARS,---Y-,5,5,LLM,STARE,-Y-Y-,5,5,LLM,TROUT,GG-YY,3,2,LLM,TRUTH,GGGGG,0,0,LLM,,,,,
14,FIRED,True,6,ANSEL,---G-,4,4,CSS,THREE,--GG-,3,3,LLM,COREY,--GG-,3,3,LLM,MIRED,-GGGG,1,1,LLM,WIRED,-GGGG,1,1,LLM,FIRED,GGGGG,0,0,LLM
15,FOLKS,False,6,ARSED,--Y--,5,5,CSS,GIVEN,-----,5,5,LLM,BRIDE,-----,5,5,LLM,BASED,--Y--,5,5,LLM,BRAID,-----,5,5,LLM,TRIED,-----,5,5,LLM
16,CHILE,True,5,SONAR,-----,5,5,CSS,STONE,----G,4,4,LLM,PLUME,-Y--G,4,4,LLM,CYLUS,G-Y--,4,4,LLM,CHILE,GGGGG,0,0,LLM,,,,,
