game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,total_violations
1,PHOTO,True,4,CUSHY,---Y-,5,5,VOI,THINK,YG---,4,4,LLM,WHEAT,-G--Y,4.0,4.0,VOI,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
2,PARTY,True,5,AROSE,YY---,5,4,VOI,RANCH,YG---,4,4,LLM,MARTA,-GGG-,2.0,2.0,VOI,PARTI,GGGG-,1.0,1.0,LLM,PARTY,GGGGG,0.0,0.0,VOI,,,,,,0
3,TRICK,True,4,AROSE,-G---,4,4,VOI,BRINK,-GG-G,2,2,LLM,FRICK,-GGGG,1.0,1.0,VOI,TRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
4,DIRTY,True,4,STALE,-Y---,5,5,VOI,THINK,Y-Y--,5,5,LLM,FRUIT,-Y-YY,5.0,5.0,VOI,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
5,USUAL,True,4,AROSE,Y--Y-,5,5,VOI,SMALL,Y-Y-G,4,3,LLM,BASIL,-YY-G,4.0,4.0,VOI,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
6,TRULY,True,3,ARISE,-G---,4,4,VOI,TRUNK,GGG--,2,2,LLM,TRULY,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
7,SPENT,True,3,RAISE,---YY,5,5,VOI,SEVEN,GY--Y,4,3,LLM,SPENT,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
8,PAUSE,True,4,STARE,Y-Y-G,4,4,VOI,AMUSE,Y-GGG,2,2,LLM,CAUSE,-GGGG,1.0,1.0,VOI,PAUSE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
9,CRAZY,True,5,EARNS,-YY--,5,5,VOI,BROAD,-G-Y-,4,4,LLM,GRAPH,-GG--,3.0,3.0,VOI,TRACT,-GGY-,3.0,3.0,LLM,CRAZY,GGGGG,0.0,0.0,VOI,,,,,,0
10,BASES,True,6,RAISE,-G-YY,4,3,VOI,SALES,YG-GG,2,2,LLM,EASES,-GGGG,1.0,1.0,VOI,CASES,-GGGG,1.0,1.0,LLM,VASES,-GGGG,1.0,1.0,VOI,BASES,GGGGG,0.0,0.0,LLM,0
11,YOUNG,True,4,EARLS,-----,5,5,VOI,THINK,---G-,4,4,LLM,BOUND,-GGG-,2.0,2.0,VOI,YOUNG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
12,MEANS,True,5,CARES,-Y-YG,4,4,VOI,SEAMS,-GGYG,2,2,LLM,MEATS,GGG-G,1.0,1.0,VOI,MEALS,GGG-G,1.0,1.0,LLM,MEANS,GGGGG,0.0,0.0,VOI,,,,,,0
13,TRUTH,True,3,AILES,-----,5,5,VOI,TRUMP,GGG--,2,2,LLM,TRUTH,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
14,FIRED,True,5,REALS,YY---,5,5,VOI,THERE,--YY-,5,4,LLM,DINER,YG-GY,3.0,3.0,VOI,WIRED,-GGGG,1.0,1.0,LLM,FIRED,GGGGG,0.0,0.0,VOI,,,,,,0
15,FOLKS,True,5,EARNS,----G,4,4,VOI,SHOPS,--Y-G,4,4,LLM,COLTS,-GG-G,2.0,2.0,VOI,YOLKS,-GGGG,1.0,1.0,LLM,FOLKS,GGGGG,0.0,0.0,VOI,,,,,,0
16,CHILE,True,3,AIRES,-Y-Y-,5,4,VOI,WHILE,-GGGG,1,1,LLM,CHILE,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
17,BLACK,True,3,SLATE,-GG--,3,3,VOI,CLARK,YGG-G,2,2,LLM,BLACK,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
18,GRANT,True,4,RAISE,YY---,5,4,VOI,GRAPH,GGG--,2,2,LLM,GRAFT,GGG-G,1.0,1.0,VOI,GRANT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
19,MEALS,True,4,OATES,-Y-YG,4,4,VOI,SEARS,-GG-G,2,2,LLM,MEANS,GGG-G,1.0,1.0,VOI,MEALS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
20,CREAM,True,6,LASER,-Y-YY,5,5,VOI,HEARD,-YYY-,5,4,LLM,ARENT,YGG--,3.0,3.0,VOI,FREAY,-GGG-,2.0,2.0,LLM,BREAM,-GGGG,1.0,1.0,VOI,CREAM,GGGGG,0.0,0.0,LLM,0
21,AWAKE,True,6,LASER,-Y-Y-,5,4,VOI,PEACE,--G-G,3,3,LLM,THANE,--G-G,3.0,3.0,VOI,AMAZE,G-G-G,2.0,2.0,LLM,AGAVE,G-G-G,2.0,2.0,VOI,AWAKE,GGGGG,0.0,0.0,LLM,0
22,OCCUR,True,5,REAMS,Y----,5,5,VOI,WORLD,-YY--,5,5,LLM,VITRO,---YY,5.0,5.0,VOI,BROOK,-YY--,5.0,5.0,LLM,OCCUR,GGGGG,0.0,0.0,VOI,,,,,,0
23,YEARS,False,6,ARIES,YY-YG,4,4,VOI,BEARS,-GGGG,1,1,LLM,TEARS,-GGGG,1.0,1.0,VOI,SINCE,Y---Y,5.0,5.0,LLM,HEARS,-GGGG,1.0,1.0,VOI,WEARS,-GGGG,1.0,1.0,LLM,7
24,GRADE,True,3,ARIES,YG-Y-,4,4,VOI,TRADE,-GGGG,1,1,LLM,GRADE,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
25,CHILL,True,6,RAISE,--G--,4,4,VOI,THINK,-GG--,3,3,LLM,WHIFF,-GG--,3.0,3.0,VOI,CHILI,GGGG-,1.0,1.0,LLM,CHILD,GGGG-,1.0,1.0,VOI,CHILL,GGGGG,0.0,0.0,LLM,0
26,FLOOD,True,4,ARISE,-----,5,5,VOI,HOUSE,-Y---,5,5,LLM,BLOOD,-GGGG,1.0,1.0,VOI,FLOOD,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
27,APPLY,True,5,EARNS,-Y---,5,5,VOI,CLAIM,-YY--,5,5,LLM,HOLLA,---GY,4.0,4.0,VOI,ADULT,G--G-,3.0,3.0,LLM,APPLY,GGGGG,0.0,0.0,VOI,,,,,,0
28,SMILE,True,3,RAISE,--GYG,3,3,VOI,SMITE,GGG-G,1,1,LLM,SMILE,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
29,KNOCK,True,4,EARNS,---Y-,5,5,VOI,KNOWN,GGG--,2,2,LLM,KNOLL,GGG--,2.0,2.0,VOI,KNOCK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
30,SLEEP,True,4,ARIES,---GY,4,4,VOI,SHEET,G-GG-,2,2,LLM,SWEEP,G-GGG,1.0,1.0,VOI,SLEEP,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
31,BRICK,True,2,SIENA,-Y---,5,5,VOI,BRICK,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
