game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,total_violations
1,PHOTO,True,3,WINES,-----,5,5,VOI,MATCH,--Y-Y,5,5,LLM,PHOTO,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
2,PARTY,True,2,DARES,-GG--,3,3,VOI,PARTY,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
3,TRICK,True,4,OATES,--Y--,5,5,VOI,FIFTH,-Y-Y-,5,5,LLM,GUILT,--G-Y,4.0,4.0,VOI,TRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
4,DIRTY,True,3,RAISE,Y-Y--,5,5,VOI,BIRTH,-GGG-,2,2,LLM,DIRTY,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
5,USUAL,True,4,NEARS,--Y-Y,5,5,VOI,BASIC,-YY--,5,5,LLM,TULSA,-YYYY,5.0,4.0,VOI,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
6,TRULY,True,4,TEARS,G--Y-,4,4,VOI,TRUMP,GGG--,2,2,LLM,TRUDY,GGG-G,1.0,1.0,VOI,TRULY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
7,SPENT,True,4,AIRES,---YY,5,5,VOI,SMOKE,G---Y,4,4,LLM,SLEPT,G-GYG,2.0,2.0,VOI,SPENT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
8,PAUSE,True,3,RATES,-G-YY,4,4,VOI,CAUSE,-GGGG,1,1,LLM,PAUSE,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
9,CRAZY,True,4,EARNS,-YY--,5,5,VOI,BOARD,--GY-,4,4,LLM,TRACY,-GGYG,2.0,2.0,VOI,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
10,BASES,False,6,LANES,-G-GG,2,2,VOI,MAKES,-G-GG,2,2,LLM,RATES,-G-GG,2.0,2.0,VOI,CASES,-GGGG,1.0,1.0,LLM,EASES,-GGGG,1.0,1.0,VOI,GASES,-GGGG,1.0,1.0,LLM,0
11,YOUNG,True,3,RAISE,-----,5,5,VOI,AMONG,--YGG,3,3,LLM,YOUNG,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,1
12,MEANS,True,4,TESLA,-GY-Y,4,4,VOI,YEARS,-GG-G,2,2,LLM,BEAMS,-GGYG,2.0,2.0,VOI,MEANS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
13,TRUTH,True,4,OATES,--Y--,5,5,VOI,WORDS,--Y--,5,5,LLM,TRULY,GGG--,2.0,2.0,VOI,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
