game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,total_violations
1,PHOTO,True,4,PALSY,G----,4,4,VOI,POWER,GY---,4,4,LLM,PINTO,G--GG,2.0,2.0,VOI,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
2,PARTY,True,4,EARNS,-GG--,3,3,VOI,MARRY,-GG-G,2,2,LLM,TARDY,YGG-G,2.0,2.0,VOI,PARTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
3,TRICK,True,3,OATES,--Y--,5,5,VOI,THINK,G-G-G,2,2,LLM,TRICK,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
4,DIRTY,True,4,TASER,Y---Y,5,5,VOI,GRUNT,-Y--Y,5,5,LLM,PORTO,--GG-,3.0,3.0,VOI,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
5,USUAL,True,4,AIRES,Y---Y,5,5,VOI,SALLY,YYY--,5,4,LLM,FLASH,-YYY-,5.0,5.0,VOI,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
6,TRULY,True,4,EARNS,--Y--,5,5,VOI,COLOR,--Y-Y,5,5,LLM,FLIRT,-Y-YY,5.0,5.0,VOI,TRULY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
7,SPENT,True,3,LASER,--YY-,5,5,VOI,STEPS,GYGY-,3,3,LLM,SPENT,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
8,PAUSE,True,2,AROSE,Y--GG,3,3,VOI,PAUSE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
9,CRAZY,True,4,AROSE,YG---,4,4,VOI,TRAIN,-GG--,3,3,LLM,GRADY,-GG-G,2.0,2.0,VOI,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
10,BASES,True,6,AROSE,Y--YY,5,4,VOI,SALES,YG-GG,2,2,LLM,GASES,-GGGG,1.0,1.0,VOI,CASES,-GGGG,1.0,1.0,LLM,VASES,-GGGG,1.0,1.0,VOI,BASES,GGGGG,0.0,0.0,LLM,0
11,YOUNG,True,5,LASER,-----,5,5,VOI,KNOWN,-YY--,5,4,LLM,PINTO,--Y-Y,5.0,5.0,VOI,FOUND,-GGG-,2.0,2.0,LLM,YOUNG,GGGGG,0.0,0.0,VOI,,,,,,0
12,MEANS,True,5,REALS,-GG-G,2,2,VOI,SEATS,-GG-G,2,2,LLM,BEADS,-GG-G,2.0,2.0,VOI,PEAKS,-GG-G,2.0,2.0,LLM,MEANS,GGGGG,0.0,0.0,VOI,,,,,,0
13,TRUTH,True,4,AIRES,--Y--,5,5,VOI,ROUND,Y-G--,4,4,LLM,TRULY,GGG--,2.0,2.0,VOI,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
14,FIRED,True,3,AIRES,-GGG-,2,2,VOI,WIRED,-GGGG,1,1,LLM,FIRED,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
15,FOLKS,True,3,RATES,----G,4,4,VOI,LOOKS,YG-GG,2,2,LLM,FOLKS,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
16,CHILE,True,4,OATES,---Y-,5,5,VOI,PRICE,--GYG,3,3,LLM,CLIVE,GYG-G,2.0,2.0,VOI,CHILE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
17,BLACK,True,3,EARLS,-Y-Y-,5,5,VOI,PLAIN,-GG--,3,3,LLM,BLACK,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
18,GRANT,True,2,TEARS,Y-GY-,4,4,VOI,GRANT,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
19,MEALS,True,5,EARNS,YY--G,4,3,VOI,SEATS,-GG-G,2,2,LLM,HEAPS,-GG-G,2.0,2.0,VOI,DEALS,-GGGG,1.0,1.0,LLM,MEALS,GGGGG,0.0,0.0,VOI,,,,,,0
20,CREAM,True,4,AROSE,YG--Y,4,4,VOI,BREAK,-GGG-,2,2,LLM,TREAD,-GGG-,2.0,2.0,VOI,CREAM,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
21,AWAKE,True,4,AIRES,G--Y-,4,4,VOI,ANODE,G---G,3,3,LLM,AGATE,G-G-G,2.0,2.0,VOI,AWAKE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
22,OCCUR,True,3,RACES,Y-G--,4,4,VOI,INCUR,--GGG,2,2,LLM,OCCUR,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
23,YEARS,True,2,ARISE,YY-YY,5,4,VOI,YEARS,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
24,GRADE,True,3,TEARS,-YGY-,4,4,VOI,GRAZE,GGG-G,1,1,LLM,GRADE,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
25,CHILL,True,4,RAISE,--G--,4,4,VOI,QUICK,--GY-,4,4,LLM,CLINT,GYG--,3.0,3.0,VOI,CHILL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
26,FLOOD,True,3,OATES,Y----,5,5,VOI,ROUND,-Y--G,4,4,LLM,FLOOD,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
27,APPLY,True,5,ARIES,G----,4,4,VOI,ABOUT,G----,4,4,LLM,ALLAN,GY---,4.0,4.0,VOI,AMPLY,G-GGG,1.0,1.0,LLM,APPLY,GGGGG,0.0,0.0,VOI,,,,,,0
28,SMILE,True,3,REALS,-Y-GY,4,4,VOI,STYLE,G--GG,2,2,LLM,SMILE,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
29,KNOCK,True,5,LASER,-----,5,5,VOI,HOUSE,-Y---,5,5,LLM,PINOT,--YY-,5.0,4.0,VOI,KNOWN,GGG--,2.0,2.0,LLM,KNOCK,GGGGG,0.0,0.0,VOI,,,,,,2
30,SLEEP,True,4,EARLS,Y--YY,5,5,VOI,CLOSE,-G-YY,4,4,LLM,SLEPT,GGGY-,2.0,2.0,VOI,SLEEP,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
31,BRICK,True,2,ARIES,-GG--,3,3,VOI,BRICK,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
