game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,total_violations
1,PHOTO,True,4,HYDRA,Y----,5,5,VOI,THINK,YG---,4,4,LLM,SHOUT,-GG-Y,3.0,3.0,VOI,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
2,PARTY,True,4,EARNS,-GG--,3,3,VOI,CARRY,-GG-G,2,2,LLM,HARDY,-GG-G,2.0,2.0,VOI,PARTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
3,TRICK,True,4,EARLS,--Y--,5,5,VOI,ROUND,Y----,5,5,LLM,CRYPT,YG--Y,4.0,4.0,VOI,TRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
4,DIRTY,True,4,SNARE,---Y-,5,5,VOI,WORLD,--G-Y,4,4,LLM,BIRDY,-GGYG,2.0,2.0,VOI,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
5,USUAL,True,4,AILES,Y-Y-Y,5,5,VOI,SHALL,Y-Y-G,4,3,LLM,BASAL,--YGG,3.0,3.0,VOI,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
6,TRULY,True,3,EINAR,----Y,5,5,VOI,WORLD,--YG-,4,4,LLM,TRULY,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
7,SPENT,True,4,ARIES,---YY,5,5,VOI,HOUSE,---YY,5,5,LLM,SLEPT,G-GYG,2.0,2.0,VOI,SPENT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
8,PAUSE,True,3,REALS,-YY-Y,5,4,VOI,CAUSE,-GGGG,1,1,LLM,PAUSE,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
9,CRAZY,True,4,AILES,Y----,5,5,VOI,PARTY,-YY-G,4,4,LLM,GRADY,-GG-G,2.0,2.0,VOI,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
10,BASES,True,6,NEARS,-YY-G,4,4,VOI,MAKES,-G-GG,2,2,LLM,CATES,-G-GG,2.0,2.0,VOI,SALES,YG-GG,2.0,2.0,LLM,GASES,-GGGG,1.0,1.0,VOI,BASES,GGGGG,0.0,0.0,LLM,0
11,YOUNG,True,4,AIRES,-----,5,5,VOI,CLOUD,--YY-,5,4,LLM,MOUTH,-GG--,3.0,3.0,VOI,YOUNG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
12,MEANS,True,3,AROSE,Y--YY,5,5,VOI,MAKES,GY-YG,3,3,LLM,MEANS,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
13,TRUTH,True,4,ARIES,-G---,4,4,VOI,FRONT,-G--Y,4,4,LLM,TRULY,GGG--,2.0,2.0,VOI,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
14,FIRED,True,5,REALS,YY---,5,5,VOI,WHERE,--YY-,5,4,LLM,DINER,YG-GY,3.0,3.0,VOI,TIRED,-GGGG,1.0,1.0,LLM,FIRED,GGGGG,0.0,0.0,VOI,,,,,,0
15,FOLKS,True,4,REALS,---YG,4,4,VOI,HOLDS,-GG-G,2,2,LLM,BOLTS,-GG-G,2.0,2.0,VOI,FOLKS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
16,CHILE,True,3,ARISE,--G-G,3,3,VOI,WHILE,-GGGG,1,1,LLM,CHILE,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
17,BLACK,True,4,MARES,-Y---,5,5,VOI,LOCAL,Y-YY-,5,4,LLM,CLANG,YGG--,3.0,3.0,VOI,BLACK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
18,GRANT,True,5,PARSE,-YY--,5,5,VOI,BOARD,--GY-,4,4,LLM,CRAZY,-GG--,3.0,3.0,VOI,TRAIN,YGG-Y,3.0,3.0,LLM,GRANT,GGGGG,0.0,0.0,VOI,,,,,,0
19,MEALS,True,3,TEARS,-GG-G,2,2,VOI,BEANS,-GG-G,2,2,LLM,MEALS,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
20,CREAM,True,4,STARE,--YYY,5,5,VOI,EARLY,YYY--,5,5,LLM,DEMAR,-YYGY,4.0,4.0,VOI,CREAM,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
21,AWAKE,True,5,TEARS,-YG--,4,4,VOI,PLACE,--G-G,3,3,LLM,IMAGE,--G-G,3.0,3.0,VOI,EVADE,--G-G,3.0,3.0,LLM,AWAKE,GGGGG,0.0,0.0,VOI,,,,,,0
22,OCCUR,True,5,ARIES,-Y---,5,5,VOI,NORTH,-YY--,5,5,LLM,FJORD,--YY-,5.0,5.0,VOI,RUMOR,-Y-YG,4.0,4.0,LLM,OCCUR,GGGGG,0.0,0.0,VOI,,,,,,0
23,YEARS,True,4,AIRES,Y-YYG,4,4,VOI,TEARS,-GGGG,1,1,LLM,WEARS,-GGGG,1.0,1.0,VOI,YEARS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
24,GRADE,True,2,TEARS,-YGY-,4,4,VOI,GRADE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
25,CHILL,True,5,AROSE,-----,5,5,VOI,THINK,-GG--,3,3,LLM,CHILI,GGGG-,1.0,1.0,VOI,CHILD,GGGG-,1.0,1.0,LLM,CHILL,GGGGG,0.0,0.0,VOI,,,,,,0
26,FLOOD,True,4,ASTER,-----,5,5,VOI,CLOUD,-GG-G,2,2,LLM,FLOYD,GGG-G,1.0,1.0,VOI,FLOOD,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
27,APPLY,True,4,RATES,-Y---,5,5,VOI,LOCAL,Y--Y-,5,5,LLM,ALAIN,GY---,4.0,4.0,VOI,APPLY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
28,SMILE,True,5,STARE,G---G,3,3,VOI,SENSE,G---G,3,3,LLM,SHOVE,G---G,3.0,3.0,VOI,SLIME,GYGYG,2.0,2.0,LLM,SMILE,GGGGG,0.0,0.0,VOI,,,,,,0
29,KNOCK,True,4,EARNS,---Y-,5,5,VOI,UNION,-G-Y-,4,4,LLM,KNOTT,GGG--,2.0,2.0,VOI,KNOCK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
30,SLEEP,True,2,REALS,-Y-YY,5,5,VOI,SLEEP,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
31,BRICK,True,4,AROSE,-G---,4,4,VOI,TRUCK,-G-GG,2,2,LLM,PRICK,-GGGG,1.0,1.0,VOI,BRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
32,WROTE,True,3,STARE,-Y-YG,4,4,VOI,WRITE,GG-GG,1,1,LLM,WROTE,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
33,RATED,True,4,AILES,Y--G-,4,4,VOI,RAVEN,GG-G-,2,2,LLM,RAZED,GG-GG,1.0,1.0,VOI,RATED,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
34,ALERT,True,3,RAPES,YY-Y-,5,4,VOI,HEART,-YYGG,3,3,LLM,ALERT,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
35,CAGES,True,6,LASER,-GYG-,3,3,VOI,GAMES,YG-GG,2,2,LLM,SAGES,-GGGG,1.0,1.0,VOI,WAGES,-GGGG,1.0,1.0,LLM,PAGES,-GGGG,1.0,1.0,VOI,CAGES,GGGGG,0.0,0.0,LLM,0
36,TEDDY,True,4,ARISE,----Y,5,5,VOI,MONEY,---YG,4,4,LLM,LEFTY,-G-YG,3.0,3.0,VOI,TEDDY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
37,COLES,False,6,AIRES,---GG,3,3,VOI,NOTES,-G-GG,2,2,LLM,MOLES,-GGGG,1.0,1.0,VOI,SOLES,-GGGG,1.0,1.0,LLM,POLES,-GGGG,1.0,1.0,VOI,HOLES,-GGGG,1.0,1.0,LLM,0
38,HWANG,True,5,STARE,--G--,4,4,VOI,CLAIM,--G--,4,4,LLM,AHAHA,-YG--,4.0,4.0,VOI,HUANG,G-GGG,1.0,1.0,LLM,HWANG,GGGGG,0.0,0.0,VOI,,,,,,0
39,WRATH,True,5,REALS,Y-G--,4,4,VOI,BOARD,--GY-,4,4,LLM,GRANT,-GG-Y,3.0,3.0,VOI,TRACY,YGG--,3.0,3.0,LLM,WRATH,GGGGG,0.0,0.0,VOI,,,,,,0
40,MACHO,True,4,ARIES,Y----,5,5,VOI,THANK,-YY--,5,5,LLM,HOLLA,YY--Y,5.0,5.0,VOI,MACHO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
41,LOPEZ,True,4,AROSE,--Y-Y,5,4,VOI,MODEL,-G-GY,3,3,LLM,LOVEY,GG-G-,2.0,2.0,VOI,LOPEZ,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
42,GOODY,True,6,RACES,-----,5,5,VOI,THINK,-----,5,5,LLM,FLOOD,--GYY,4.0,3.0,VOI,WOODY,-GGGG,1.0,1.0,LLM,MOODY,-GGGG,1.0,1.0,VOI,GOODY,GGGGG,0.0,0.0,LLM,0
