game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,total_violations
1,PHOTO,True,4,SHOCK,-GG--,3,3,VOI,GUESS,-----,5,5,LLM,THORN,YGG--,3.0,3.0,VOI,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
2,PARTY,True,2,ARIES,YY---,5,4,VOI,PARTY,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
3,TRICK,True,3,OATES,--Y--,5,5,VOI,RIGHT,YY--Y,5,4,LLM,TRICK,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
4,DIRTY,True,2,ARIES,-YY--,5,5,VOI,DIRTY,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
5,USUAL,True,3,SNARE,Y-Y--,5,4,VOI,GUESS,-Y-Y-,5,5,LLM,USUAL,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,2
6,TRULY,True,5,AROSE,-G---,4,4,VOI,GREEN,-G---,4,4,LLM,TRICK,GG---,3.0,3.0,VOI,TRUTH,GGG--,2.0,2.0,LLM,TRULY,GGGGG,0.0,0.0,VOI,,,,,,1
7,SPENT,True,4,OATES,--YYY,5,5,VOI,STYLE,GY--Y,4,4,LLM,SWEPT,G-GYG,2.0,2.0,VOI,SPENT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
8,PAUSE,True,4,ARIES,Y--YY,5,4,VOI,SPEAK,YYYY-,5,5,LLM,PHASE,G-YGG,2.0,2.0,VOI,PAUSE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
9,CRAZY,True,4,ELISA,----Y,5,5,VOI,BETTY,----G,4,4,LLM,DARCY,-YYYG,4.0,4.0,VOI,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
10,BASES,True,4,RATES,-G-GG,2,2,VOI,MAKES,-G-GG,2,2,LLM,CASES,-GGGG,1.0,1.0,VOI,BASES,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
11,YOUNG,True,4,RAISE,-----,5,5,VOI,GUESS,YY---,5,5,LLM,CLUNG,--GGG,2.0,2.0,VOI,YOUNG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
12,MEANS,True,4,OATES,-Y-YG,4,4,VOI,WRONG,---G-,4,4,LLM,JEANS,-GGGG,1.0,1.0,VOI,MEANS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,4
13,TRUTH,True,3,RAISE,Y----,5,5,VOI,BRIGH,-G--G,3,3,LLM,TRUTH,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,1
14,FIRED,True,4,SIENA,-GY--,4,4,VOI,TITLE,-G--Y,4,4,LLM,DIVER,YG-GY,3.0,3.0,VOI,FIRED,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
15,FOLKS,True,4,RAISE,---Y-,5,5,VOI,STUFF,Y--Y-,5,5,LLM,FOLDS,GGG-G,1.0,1.0,VOI,FOLKS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
16,CHILE,True,3,AIRES,-Y-Y-,5,4,VOI,WHITE,-GG-G,2,2,LLM,CHILE,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
17,BLACK,True,3,AROSE,Y----,5,5,VOI,CATCH,-Y-G-,4,4,LLM,BLACK,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
18,GRANT,True,2,TASER,YY--Y,5,5,VOI,GRANT,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
19,MEALS,True,4,RATES,-Y-YG,4,4,VOI,THEIR,--Y--,5,5,LLM,MEANS,GGG-G,1.0,1.0,VOI,MEALS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,4
20,CREAM,True,5,RAISE,YY--Y,5,5,VOI,EARTH,YYY--,5,5,LLM,DEMAR,-YYGY,4.0,4.0,VOI,BREAM,-GGGG,1.0,1.0,LLM,CREAM,GGGGG,0.0,0.0,VOI,,,,,,1
21,AWAKE,True,4,ELIAS,Y--Y-,5,5,VOI,NEATR,-YG--,4,4,LLM,AGAVE,G-G-G,2.0,2.0,VOI,AWAKE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
22,OCCUR,True,3,ARIES,-Y---,5,5,VOI,COLOR,YY--G,4,4,LLM,OCCUR,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
23,YEARS,True,2,RAISE,YY-YY,5,4,VOI,YEARS,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
24,GRADE,True,3,RAISE,YY--G,4,3,VOI,TRADE,-GGGG,1,1,LLM,GRADE,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
25,CHILL,True,6,SIENA,-Y---,5,5,VOI,SEEDS,-----,5,5,LLM,TRICK,--GY-,4.0,4.0,VOI,GUESS,-----,5.0,5.0,LLM,CHIBI,GGG--,2.0,2.0,VOI,CHILL,GGGGG,0.0,0.0,LLM,8
26,FLOOD,True,4,EARNS,-----,5,5,VOI,LIGHT,Y----,5,5,LLM,COLBY,-YY--,5.0,5.0,VOI,FLOOD,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
27,APPLY,True,4,AROSE,G----,4,4,VOI,ADMIT,G----,4,4,LLM,ALLAH,GY---,4.0,4.0,VOI,APPLY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
28,SMILE,True,5,OATES,---YY,5,5,VOI,SORES,G--Y-,4,4,LLM,SNIPE,G-G-G,2.0,2.0,VOI,SEIZE,G-G-G,2.0,2.0,LLM,SMILE,GGGGG,0.0,0.0,VOI,,,,,,3
29,KNOCK,True,5,ELIAS,-----,5,5,VOI,GROWN,--G-Y,4,4,LLM,PHONY,--GY-,4.0,4.0,VOI,NOOOO,Y-G--,4.0,4.0,LLM,KNOCK,GGGGG,0.0,0.0,VOI,,,,,,0
30,SLEEP,True,5,RATES,---GY,4,4,VOI,SPEED,GYGG-,2,2,LLM,SHEEP,G-GGG,1.0,1.0,VOI,SWEET,G-GG-,2.0,2.0,LLM,SLEEP,GGGGG,0.0,0.0,VOI,,,,,,3
31,BRICK,True,4,SNARE,---Y-,5,5,VOI,TRUTH,-G---,4,4,LLM,CRIMP,YGG--,3.0,3.0,VOI,BRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
32,WROTE,True,4,RAISE,Y---G,4,4,VOI,SWARE,-Y-YG,4,4,LLM,CREWE,-G-YG,3.0,3.0,VOI,WROTE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
33,RATED,True,3,EARLS,YGY--,4,4,VOI,WATER,-GGGY,2,2,LLM,RATED,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
34,ALERT,True,4,NEARS,-YYG-,4,4,VOI,EXTRA,Y-YGY,4,4,LLM,AVERT,G-GGG,1.0,1.0,VOI,ALERT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
35,CAGES,True,3,OATES,-G-GG,2,2,VOI,GASES,YG-GG,2,2,LLM,CAGES,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
36,TEDDY,True,4,RAISE,----Y,5,5,VOI,GUESS,--Y--,5,5,LLM,TONED,G--YY,4.0,4.0,VOI,TEDDY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,1
37,COLES,True,6,AROSE,--YYY,5,4,VOI,SEOSA,YYY--,5,5,LLM,POSED,-GYG-,3.0,3.0,VOI,COMES,GG-GG,1.0,1.0,LLM,CONES,GG-GG,1.0,1.0,VOI,COLES,GGGGG,0.0,0.0,LLM,3
38,HWANG,True,4,AIRES,Y----,5,5,VOI,PLANT,--GG-,3,3,LLM,HUANG,G-GGG,1.0,1.0,VOI,HWANG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
39,WRATH,True,6,LANES,-Y---,5,5,VOI,ANGER,Y---Y,5,5,LLM,CRAZY,-GG--,3.0,3.0,VOI,PRADA,-GG--,3.0,3.0,LLM,KRAFT,-GG-Y,3.0,3.0,VOI,WRATH,GGGGG,0.0,0.0,LLM,2
40,MACHO,True,4,OATES,YG---,4,4,VOI,MAJOR,GG-Y-,3,3,LLM,MACAO,GGG-G,1.0,1.0,VOI,MACHO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
41,LOPEZ,True,4,ARIES,---G-,4,4,VOI,GIVEN,---G-,4,4,LLM,MOPED,-GGG-,2.0,2.0,VOI,LOPEZ,GGGGG,0.0,0.0,LLM,,,,,,,,,,,1
42,GOODY,True,4,SNARE,-----,5,5,VOI,LIGHT,--Y--,5,5,LLM,GOWDY,GG-GG,1.0,1.0,VOI,GOODY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
43,BROTH,True,6,AIRES,--Y--,5,5,VOI,BRIGE,GG---,3,3,LLM,BROOD,GGG--,2.0,2.0,VOI,BROWN,GGG--,2.0,2.0,LLM,BROCK,GGG--,2.0,2.0,VOI,BROTH,GGGGG,0.0,0.0,LLM,2
44,VERDE,True,5,RAISE,Y---G,4,4,VOI,REBRA,YG---,4,4,LLM,NERVE,-GGYG,2.0,2.0,VOI,VERGE,GGG-G,1.0,1.0,LLM,VERDE,GGGGG,0.0,0.0,VOI,,,,,,3
45,TAMED,True,5,ARIES,Y--G-,4,4,VOI,BAKED,-G-GG,2,2,LLM,DATED,-GYGG,2.0,2.0,VOI,THERE,G-Y--,4.0,4.0,LLM,TAMED,GGGGG,0.0,0.0,VOI,,,,,,5
46,LEAFS,False,6,ARIES,Y--YG,4,4,VOI,BEADS,-GG-G,2,2,LLM,MEALS,-GGYG,2.0,2.0,VOI,LEAKS,GGG-G,1.0,1.0,LLM,LEANS,GGG-G,1.0,1.0,VOI,LEAPS,GGG-G,1.0,1.0,LLM,0
47,YACHT,True,4,MEARS,--Y--,5,5,VOI,FINAL,---Y-,5,5,LLM,JACKY,-GG-Y,3.0,3.0,VOI,YACHT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
48,MESSY,True,5,EARLS,Y---Y,5,5,VOI,THOUS,----Y,5,5,LLM,SWEEP,Y-Y--,5.0,5.0,VOI,GIVEN,---Y-,5.0,5.0,LLM,MESSY,GGGGG,0.0,0.0,VOI,,,,,,3
49,RYDER,True,3,AILES,---G-,4,4,VOI,ORDER,-YGGG,2,2,LLM,RYDER,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
50,MOTIF,True,4,DARES,-----,5,5,VOI,THINK,Y-Y--,5,5,LLM,LIMIT,--YGY,4.0,4.0,VOI,MOTIF,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
51,RAVEN,True,4,ARIES,YY-G-,4,4,VOI,GUESS,--Y--,5,5,LLM,RATED,GG-G-,2.0,2.0,VOI,RAVEN,GGGGG,0.0,0.0,LLM,,,,,,,,,,,4
52,REICH,True,3,ANISE,--G-Y,4,4,VOI,CHIEF,YYGY-,4,4,LLM,REICH,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
53,ICONS,True,6,REALS,----G,4,4,VOI,SHOWS,--G-G,3,3,LLM,FOODS,--G-G,3.0,3.0,VOI,GREEN,----Y,5.0,5.0,LLM,KNOBS,-YG-G,3.0,3.0,VOI,ICONS,GGGGG,0.0,0.0,LLM,4
54,SILKY,True,4,ANSEL,--Y-Y,5,5,VOI,LOUIS,Y--YY,5,5,LLM,SLICK,GYY-Y,4.0,3.0,VOI,SILKY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
55,CARVE,True,6,NEARS,-YYY-,5,4,VOI,WATER,-G-YY,4,4,LLM,LARGE,-GG-G,2.0,2.0,VOI,MARIE,-GG-G,2.0,2.0,LLM,CARPE,GGG-G,1.0,1.0,VOI,CARVE,GGGGG,0.0,0.0,LLM,0
