game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,total_violations
1,PHOTO,True,4,JAIME,-----,5,5,VOI,WORDS,-Y---,5,5,LLM,CLOTH,--GGY,3.0,3.0,VOI,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
2,PARTY,True,5,LEANS,--Y--,5,5,VOI,MARCH,-GG--,3,3,LLM,DARIA,-GG--,3.0,3.0,VOI,GARRY,-GG-G,2.0,2.0,LLM,PARTY,GGGGG,0.0,0.0,VOI,,,,,,0
3,TRICK,True,2,EARNS,--Y--,5,5,VOI,TRICK,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
4,DIRTY,True,4,SIENA,-G---,4,4,VOI,MIGHT,-G--Y,4,4,LLM,VITRO,-GYY-,4.0,4.0,VOI,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
5,USUAL,True,4,TESLA,--YYY,5,4,VOI,CLASS,-YYY-,5,5,LLM,ASLAM,-GYG-,3.0,3.0,VOI,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
6,TRULY,True,4,ANSEL,----Y,5,5,VOI,CLOCK,-Y---,5,5,LLM,TILLY,G--GG,2.0,2.0,VOI,TRULY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
7,SPENT,True,3,LASER,--YY-,5,5,VOI,HOUSE,---YY,5,5,LLM,SPENT,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
8,PAUSE,True,2,TEARS,-YY-Y,5,4,VOI,PAUSE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
9,CRAZY,True,4,EARLS,-YY--,5,5,VOI,TRAIN,-GG--,3,3,LLM,GRADY,-GG-G,2.0,2.0,VOI,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
10,BASES,False,6,AROSE,Y--YY,5,4,VOI,MAKES,-G-GG,2,2,LLM,CATES,-G-GG,2.0,2.0,VOI,SALES,YG-GG,2.0,2.0,LLM,GASES,-GGGG,1.0,1.0,VOI,VASES,-GGGG,1.0,1.0,LLM,0
11,YOUNG,True,4,EARLS,-----,5,5,VOI,MOUTH,-GG--,3,3,LLM,WOUND,-GGG-,2.0,2.0,VOI,YOUNG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
12,MEANS,True,2,ARIES,Y--YG,4,4,VOI,MEANS,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
13,TRUTH,True,4,AIRES,--Y--,5,5,VOI,GROUP,-G-Y-,4,4,LLM,TRULY,GGG--,2.0,2.0,VOI,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
14,FIRED,True,3,RAISE,Y-Y-Y,5,4,VOI,TIRED,-GGGG,1,1,LLM,FIRED,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
15,FOLKS,True,3,OATES,Y---G,4,4,VOI,LOOKS,YG-GG,2,2,LLM,FOLKS,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
16,CHILE,True,4,OATES,---Y-,5,5,VOI,PRICE,--GYG,3,3,LLM,CLINE,GYG-G,2.0,2.0,VOI,CHILE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
17,BLACK,True,5,SIENA,----Y,5,5,VOI,PARTY,-Y---,5,5,LLM,AHMAD,Y----,5.0,5.0,VOI,FLACK,-GGGG,1.0,1.0,LLM,BLACK,GGGGG,0.0,0.0,VOI,,,,,,0
18,GRANT,False,6,ACRES,Y-Y--,5,5,VOI,RADIO,YY---,5,4,LLM,BRAGA,-GGY-,3.0,3.0,VOI,GRAPH,GGG--,2.0,2.0,LLM,GRAFF,GGG--,2.0,2.0,VOI,GRAVY,GGG--,2.0,2.0,LLM,0
19,MEALS,True,2,REAMS,-GGYG,2,2,VOI,MEALS,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
20,CREAM,True,4,SHARE,--YYY,5,5,VOI,GREAT,-GGG-,2,2,LLM,DREAM,-GGGG,1.0,1.0,VOI,CREAM,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
21,AWAKE,True,5,LANES,-Y-Y-,5,4,VOI,PEACH,-YG--,4,4,LLM,GRATE,--G-G,3.0,3.0,VOI,QUAKE,--GGG,2.0,2.0,LLM,AWAKE,GGGGG,0.0,0.0,VOI,,,,,,0
22,OCCUR,True,3,RAISE,Y----,5,5,VOI,GROUP,-YYG-,4,4,LLM,OCCUR,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
23,YEARS,True,4,AIRES,Y-YYG,4,4,VOI,TEARS,-GGGG,1,1,LLM,NEARS,-GGGG,1.0,1.0,VOI,YEARS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
24,GRADE,True,2,ARIES,YG-Y-,4,4,VOI,GRADE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
25,CHILL,True,5,EARNS,-----,5,5,VOI,LIGHT,YY-Y-,5,5,LLM,CHILI,GGGG-,1.0,1.0,VOI,CHILD,GGGG-,1.0,1.0,LLM,CHILL,GGGGG,0.0,0.0,VOI,,,,,,0
26,FLOOD,True,5,RAISE,-----,5,5,VOI,MONTH,-Y---,5,5,LLM,BLOCK,-GG--,3.0,3.0,VOI,FLOYD,GGG-G,1.0,1.0,LLM,FLOOD,GGGGG,0.0,0.0,VOI,,,,,,0
27,APPLY,True,4,REALS,--YG-,4,4,VOI,DALLY,-Y-GG,3,3,LLM,AMPLY,G-GGG,1.0,1.0,VOI,APPLY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
28,SMILE,True,2,ELIAS,YYG-Y,4,4,VOI,SMILE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
29,KNOCK,True,3,LEANS,---Y-,5,5,VOI,NIGHT,Y----,5,5,LLM,KNOCK,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
30,SLEEP,True,4,RATES,---GY,4,4,VOI,SEVEN,GY-G-,3,3,LLM,SHEEP,G-GGG,1.0,1.0,VOI,SLEEP,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
31,BRICK,True,5,ARISE,-GG--,3,3,VOI,BRING,GGG--,2,2,LLM,BRITT,GGG--,2.0,2.0,VOI,BRILL,GGG--,2.0,2.0,LLM,BRICK,GGGGG,0.0,0.0,VOI,,,,,,0
32,WROTE,True,4,DEANS,-Y---,5,5,VOI,THERE,Y--YG,4,4,LLM,PORTE,-YYGG,3.0,3.0,VOI,WROTE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
33,RATED,True,2,LASER,-G-GY,3,3,VOI,RATED,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
34,ALERT,True,3,ARIES,GY-Y-,4,4,VOI,AWARE,G--GY,3,3,LLM,ALERT,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
35,CAGES,True,6,AROSE,Y--YY,5,4,VOI,MAKES,-G-GG,2,2,LLM,BASES,-G-GG,2.0,2.0,VOI,PAGES,-GGGG,1.0,1.0,LLM,WAGES,-GGGG,1.0,1.0,VOI,CAGES,GGGGG,0.0,0.0,LLM,0
36,TEDDY,True,4,ARIES,---Y-,5,5,VOI,THEME,G-Y--,4,4,LLM,TETON,GG---,3.0,3.0,VOI,TEDDY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
37,COLES,True,5,REALS,-Y-YG,4,4,VOI,LIVES,Y--GG,3,3,LLM,MULES,--GGG,2.0,2.0,VOI,SOLES,-GGGG,1.0,1.0,LLM,COLES,GGGGG,0.0,0.0,VOI,,,,,,0
38,HWANG,True,4,REALS,--G--,4,4,VOI,CHAIN,-YG-Y,4,4,LLM,HUANG,G-GGG,1.0,1.0,VOI,HWANG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
39,WRATH,True,5,RAISE,YY---,5,4,VOI,CRAZY,-GG--,3,3,LLM,GRANT,-GG-Y,3.0,3.0,VOI,TRAMP,YGG--,3.0,3.0,LLM,WRATH,GGGGG,0.0,0.0,VOI,,,,,,0
40,MACHO,True,3,AIRES,Y----,5,5,VOI,WATCH,-G-YY,4,3,LLM,MACHO,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
41,LOPEZ,True,3,ARIES,---G-,4,4,VOI,LOVED,GG-G-,2,2,LLM,LOPEZ,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
42,GOODY,True,4,NEARS,-----,5,5,VOI,HOUSE,-G---,4,4,LLM,DOLBY,YG--G,3.0,3.0,VOI,GOODY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
43,BROTH,True,5,READS,Y----,5,5,VOI,GROUP,-GG--,3,3,LLM,CROWN,-GG--,3.0,3.0,VOI,BROOK,GGG--,2.0,2.0,LLM,BROTH,GGGGG,0.0,0.0,VOI,,,,,,0
44,VERDE,True,5,ARISE,-Y--G,4,4,VOI,THERE,--YYG,4,3,LLM,NERVE,-GGYG,2.0,2.0,VOI,VERGE,GGG-G,1.0,1.0,LLM,VERDE,GGGGG,0.0,0.0,VOI,,,,,,0
45,TAMED,True,6,EARLS,YG---,4,4,VOI,FACED,-G-GG,2,2,LLM,DATED,-GYGG,2.0,2.0,VOI,TAXED,GG-GG,1.0,1.0,LLM,TAPED,GG-GG,1.0,1.0,VOI,TAMED,GGGGG,0.0,0.0,LLM,0
46,LEAFS,True,5,RAISE,-Y-YY,5,4,VOI,STEAM,Y-YY-,5,4,LLM,ASKED,YY-Y-,5.0,5.0,VOI,LEANS,GGG-G,1.0,1.0,LLM,LEAFS,GGGGG,0.0,0.0,VOI,,,,,,0
47,YACHT,True,3,AIRES,Y----,5,5,VOI,WATCH,-GYYY,4,3,LLM,YACHT,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
48,MESSY,True,4,ARIES,---YY,5,5,VOI,HOUSE,---GY,4,4,LLM,BETSY,-G-GG,2.0,2.0,VOI,MESSY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
49,RYDER,True,5,EARLS,Y-Y--,5,5,VOI,THERE,--YY-,5,4,LLM,DINER,Y--GG,3.0,3.0,VOI,ORDER,-YGGG,2.0,2.0,LLM,RYDER,GGGGG,0.0,0.0,VOI,,,,,,0
50,MOTIF,True,4,EARNS,-----,5,5,VOI,LIGHT,-Y--Y,5,5,LLM,TOXIC,YG-G-,3.0,3.0,VOI,MOTIF,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
51,RAVEN,True,5,ELISA,Y---Y,5,5,VOI,HEART,-YYY-,5,5,LLM,CARED,-GYG-,3.0,3.0,VOI,GAMER,-G-GY,3.0,3.0,LLM,RAVEN,GGGGG,0.0,0.0,VOI,,,,,,0
52,REICH,True,4,AIRES,-YYY-,5,5,VOI,PRIZE,-YG-Y,4,4,LLM,REIGN,GGG--,2.0,2.0,VOI,REICH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
53,ICONS,True,5,TEARS,----G,4,4,VOI,LOOKS,--G-G,3,3,LLM,SHOWS,--G-G,3.0,3.0,VOI,BUOYS,--G-G,3.0,3.0,LLM,ICONS,GGGGG,0.0,0.0,VOI,,,,,,0
54,SILKY,True,4,ELIAS,-YY-Y,5,5,VOI,SOLID,G-GY-,3,3,LLM,SILLY,GGG-G,1.0,1.0,VOI,SILKY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
55,CARVE,True,5,ARISE,YY--G,4,3,VOI,GLARE,--YYG,4,3,LLM,RANCE,YG-YG,3.0,3.0,VOI,CARTE,GGG-G,1.0,1.0,LLM,CARVE,GGGGG,0.0,0.0,VOI,,,,,,0
56,LAGER,True,6,AROSE,YY--Y,5,5,VOI,LAYER,GG-GG,1,1,LLM,LATER,GG-GG,1.0,1.0,VOI,LAKER,GG-GG,1.0,1.0,LLM,LAZER,GG-GG,1.0,1.0,VOI,LAGER,GGGGG,0.0,0.0,LLM,0
57,JERKS,False,6,EARLS,Y-G-G,3,3,VOI,TIRES,--GYG,3,3,LLM,HERBS,-GG-G,2.0,2.0,VOI,GERMS,-GG-G,2.0,2.0,LLM,FERNS,-GG-G,2.0,2.0,VOI,PERKS,-GGGG,1.0,1.0,LLM,0
58,LOTUS,True,4,ARISE,---Y-,5,5,VOI,STOCK,YYY--,5,5,LLM,POTTS,-GG-G,2.0,2.0,VOI,LOTUS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
59,LACEY,True,5,ARIES,Y--G-,4,4,VOI,HATED,-G-G-,3,3,LLM,MAVEN,-G-G-,3.0,3.0,VOI,BAGEL,-G-GY,3.0,3.0,LLM,LACEY,GGGGG,0.0,0.0,VOI,,,,,,0
60,TUDOR,True,3,AROSE,-YY--,5,5,VOI,ROUND,YYY-Y,5,5,LLM,TUDOR,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
61,QUOTA,True,3,ASTER,Y-Y--,5,5,VOI,TODAY,YY-Y-,5,4,LLM,QUOTA,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
62,MOURN,True,4,RATES,Y----,5,5,VOI,WORLD,-GY--,4,4,LLM,CONOR,-GY-Y,4.0,4.0,VOI,MOURN,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
63,PROMO,True,4,ARIES,-G---,4,4,VOI,GROUP,-GG-Y,3,3,LLM,PROTO,GGG-G,1.0,1.0,VOI,PROMO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
64,CASTE,True,6,AROSE,Y--YG,4,4,VOI,STATE,Y-YGG,3,3,LLM,PASTE,-GGGG,1.0,1.0,VOI,HASTE,-GGGG,1.0,1.0,LLM,WASTE,-GGGG,1.0,1.0,VOI,CASTE,GGGGG,0.0,0.0,LLM,0
65,CAPRI,True,4,AIRES,YYY--,5,4,VOI,TRAIN,-YYY-,5,5,LLM,MOIRA,--YGY,4.0,4.0,VOI,CAPRI,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
66,ALIAS,True,3,DARES,-Y--G,4,4,VOI,GLASS,-GY-G,3,3,LLM,ALIAS,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
67,PADDY,True,4,RATES,-G---,4,4,VOI,CANAL,-G---,4,4,LLM,HAMID,-G--Y,4.0,4.0,VOI,PADDY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
68,BLOBS,True,6,SNARE,Y----,5,5,VOI,LOOKS,Y-G-G,3,3,LLM,GLOSS,-GG-G,2.0,2.0,VOI,FLOWS,-GG-G,2.0,2.0,LLM,BLOCS,GGG-G,1.0,1.0,VOI,BLOBS,GGGGG,0.0,0.0,LLM,0
69,DILLY,True,4,AROSE,-----,5,5,VOI,THINK,--Y--,5,5,LLM,DIMLY,GG-GG,1.0,1.0,VOI,DILLY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
70,GUTSY,True,3,AIRES,----Y,5,5,VOI,STUDY,YYY-G,4,4,LLM,GUTSY,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
71,TABOR,True,4,EARLS,-GY--,4,4,VOI,MAYOR,-G-GG,2,2,LLM,GATOR,-GYGG,2.0,2.0,VOI,TABOR,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
72,INLAY,True,3,NEARS,Y-Y--,5,4,VOI,CANAL,--YGY,4,4,LLM,INLAY,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
73,AHHHH,True,5,TASER,-Y---,5,5,VOI,AGAIN,G----,4,4,LLM,APPLY,G----,4.0,4.0,VOI,AWWWW,G----,4.0,4.0,LLM,AHHHH,GGGGG,0.0,0.0,VOI,,,,,,0
74,ROUEN,True,3,LANES,--YG-,4,4,VOI,GREEN,-Y-GG,3,3,LLM,ROUEN,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
75,BUENA,True,4,AROSE,Y---Y,5,5,VOI,MEANT,-YYG-,4,4,LLM,ELENA,--GGG,2.0,2.0,VOI,BUENA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
76,MENON,True,4,EARNS,Y--Y-,5,4,VOI,MONEY,GYGY-,3,3,LLM,MENLO,GGG-Y,2.0,2.0,VOI,MENON,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
