game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,3,THREE,YG---,4,4,LLM,SHOTS,-GGG-,2,2,LLM,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,16,99.71575768342512,16,1,93.75,1.0,1.0,0.0,,,,,,,,,,0
2,PARTY,True,3,START,-YYY-,5,3,LLM,LATER,-GY-Y,4,4,LLM,PARTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,50,99.1117427607035,50,12,76.0,12.0,1.0,91.66666666666666,,,,,,,,,,0
3,TRICK,True,5,SINCE,-Y-G-,4,4,LLM,QUICK,--GGG,2,2,LLM,CLICK,--GGG,2.0,2.0,LLM,THICK,G-GGG,1.0,1.0,CSS_TRUE_REPAIR,TRICK,GGGGG,0.0,0.0,LLM,,,,,,5629,20,99.6446971042814,20,10,50.0,10.0,5.0,50.0,5.0,1.0,80.0,1.0,1.0,0.0,,,,0
4,DIRTY,True,4,GREEN,-Y---,5,5,LLM,WORDS,--GY-,4,4,LLM,DARTH,G-GG-,2.0,2.0,LLM,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,523,90.7088292769586,523,12,97.7055449330784,12.0,1.0,91.66666666666666,1.0,1.0,0.0,,,,,,,0
5,USUAL,True,4,WORDS,----Y,5,5,LLM,LEAST,Y-YY-,5,5,LLM,SALLY,YYY--,5.0,4.0,LLM,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,431,92.34322259726416,431,14,96.75174013921114,14.0,1.0,92.85714285714286,1.0,1.0,0.0,,,,,,,0
6,TRULY,True,2,YEARS,Y--Y-,5,5,LLM,TRULY,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,5629,49,99.12950790548943,49,1,97.95918367346938,,,,,,,,,,,,,0
7,SPENT,True,5,START,G---G,3,3,LLM,SWEET,G-G-G,2,2,LLM,SMELT,G-G-G,2.0,2.0,LLM,SCENT,G-GGG,1.0,1.0,LLM,SPENT,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,5629,22,99.60916681470954,22,5,77.27272727272727,5.0,2.0,60.0,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
8,PAUSE,True,4,THREE,----G,4,4,LLM,SINCE,Y---G,4,4,LLM,ABUSE,Y-GGG,2.0,2.0,LLM,PAUSE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,269,95.22117605258484,269,16,94.05204460966544,16.0,1.0,93.75,1.0,1.0,0.0,,,,,,,0
9,CRAZY,True,3,MATCH,-Y-Y-,5,5,LLM,CLASS,G-G--,3,3,LLM,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,98,98.25901581097884,98,8,91.83673469387756,8.0,1.0,87.5,,,,,,,,,,0
10,BASES,True,5,THEIR,--Y--,5,5,LLM,LANES,-G-GG,2,2,CSS_TRUE_REPAIR,CASES,-GGGG,1.0,1.0,CSS_TRUE_REPAIR,VASES,-GGGG,1.0,1.0,LLM,BASES,GGGGG,0.0,0.0,LLM,,,,,,5629,675,88.00852726949725,675,38,94.37037037037037,38.0,4.0,89.47368421052632,4.0,3.0,25.0,3.0,1.0,66.66666666666666,,,,0
11,YOUNG,True,3,STATE,-----,5,5,LLM,CORNY,-G-GY,3,3,CSS_TRUE_REPAIR,YOUNG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,598,89.37644341801386,598,1,99.83277591973244,1.0,1.0,0.0,,,,,,,,,,0
12,MEANS,True,4,WORDS,----G,4,4,LLM,GUESS,--Y-G,4,4,LLM,LAKES,-Y-YG,4.0,4.0,CSS_TRUE_REPAIR,MEANS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,518,90.79765500088826,518,144,72.2007722007722,144.0,14.0,90.2777777777778,14.0,1.0,92.85714285714286,,,,,,,0
13,TRUTH,True,3,WORDS,--Y--,5,5,LLM,THEIR,GY--Y,4,4,LLM,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,506,91.01083673831944,506,1,99.80237154150198,1.0,1.0,0.0,,,,,,,,,,0
14,FIRED,True,4,START,---Y-,5,5,LLM,REIKI,YYY--,5,5,LLM,FIBER,GG-GY,2.0,2.0,LLM,FIRED,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,469,91.66814709539882,469,32,93.17697228144988,32.0,1.0,96.875,1.0,1.0,0.0,,,,,,,0
15,FOLKS,True,3,WORDS,-G--G,3,3,LLM,COLES,-GG-G,2,2,CSS_TRUE_REPAIR,FOLKS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,137,97.5661751643276,137,10,92.7007299270073,10.0,1.0,90.0,,,,,,,,,,0
