game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,3,THINK,YG---,4,4,LLM,CHEST,-G--Y,4,4,LLM,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,21,99.62693195949548,21,1,95.23809523809524,1.0,1.0,0.0,,,,,,,,,,0
2,PARTY,True,4,HOUSE,-----,5,5,LLM,TRAIN,YYY--,5,5,LLM,CARAT,-GG-Y,3.0,3.0,CSS_TRUE_REPAIR,PARTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,694,87.67098951856458,694,9,98.70317002881843,9.0,2.0,77.77777777777779,2.0,1.0,50.0,,,,,,,0
3,TRICK,True,6,HOUSE,-----,5,5,LLM,AGAIN,---Y-,5,5,LLM,BILLY,-Y---,5.0,5.0,LLM,CRIMP,YGG--,3.0,3.0,LLM,FRICK,-GGGG,1.0,1.0,LLM,TRICK,GGGGG,0.0,0.0,LLM,5629,694,87.67098951856458,694,64,90.77809798270894,64.0,8.0,87.5,8.0,2.0,75.0,2.0,1.0,50.0,1.0,1.0,0.0,0
4,DIRTY,True,5,ZENIT,---YY,5,5,LLM,THICK,Y-Y--,5,5,LLM,LIFTS,-G-G-,3.0,3.0,LLM,DITTY,GG-GG,1.0,1.0,LLM,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,5629,113,97.9925386391899,113,33,70.79646017699115,33.0,5.0,84.84848484848484,5.0,1.0,80.0,1.0,1.0,0.0,,,,0
5,USUAL,True,4,THINK,-----,5,5,LLM,POWER,-----,5,5,LLM,CALMS,-YY-Y,5.0,5.0,CSS_TRUE_REPAIR,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,1651,70.66974595842956,1651,155,90.61175045427014,155.0,1.0,99.35483870967742,1.0,1.0,0.0,,,,,,,0
6,TRULY,True,3,HOUSE,--G--,4,4,LLM,TRUNK,GGG--,2,2,LLM,TRULY,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,,,,,,,,,,,5629,50,99.1117427607035,50,3,94.0,3.0,1.0,66.66666666666666,,,,,,,,,,0
7,SPENT,True,4,HOUSE,---YY,5,5,LLM,MEANS,-Y-GY,4,4,LLM,STENT,G-GGG,1.0,1.0,LLM,SPENT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,463,91.7747379641144,463,4,99.13606911447084,4.0,2.0,50.0,2.0,1.0,50.0,,,,,,,0
8,PAUSE,True,3,THINK,-----,5,5,LLM,GUESS,-YYG-,4,4,LLM,PAUSE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,1651,70.66974595842956,1651,9,99.4548758328286,9.0,1.0,88.88888888888889,,,,,,,,,,0
9,CRAZY,True,6,THINK,-----,5,5,LLM,PORES,--Y--,5,5,CSS_TRUE_REPAIR,DRAMA,-GG--,3.0,3.0,LLM,BRAWL,-GG--,3.0,3.0,LLM,GRAVY,-GG-G,2.0,2.0,LLM,CRAZY,GGGGG,0.0,0.0,LLM,5629,1651,70.66974595842956,1651,45,97.27437916414294,45.0,7.0,84.44444444444444,7.0,3.0,57.14285714285714,3.0,1.0,66.66666666666666,1.0,1.0,0.0,0
10,BASES,True,4,HOUSE,---YY,5,4,LLM,MEANS,-YY-G,4,4,LLM,SALES,YG-GG,2.0,2.0,LLM,BASES,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,463,91.7747379641144,463,73,84.23326133909286,73.0,5.0,93.15068493150685,5.0,1.0,80.0,,,,,,,0
11,YOUNG,True,4,THINK,---G-,4,4,LLM,MEANS,---G-,4,4,LLM,FOUND,-GGG-,2.0,2.0,LLM,YOUNG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,176,96.87333451767633,176,33,81.25,33.0,1.0,96.96969696969695,1.0,1.0,0.0,,,,,,,0
12,MEANS,True,5,THINK,---G-,4,4,LLM,FOUND,---G-,4,4,LLM,EARNS,YY-GG,3.0,2.0,CSS_TRUE_REPAIR,LEANS,-GGGG,1.0,1.0,LLM,MEANS,GGGGG,0.0,0.0,LLM,,,,,,5629,176,96.87333451767633,176,61,65.3409090909091,61.0,4.0,93.44262295081968,4.0,3.0,25.0,3.0,1.0,66.66666666666666,,,,0
13,TRUTH,True,3,HOUSE,Y-G--,4,4,LLM,THUNK,GYG--,3,3,LLM,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,14,99.75128797299698,14,1,92.85714285714286,1.0,1.0,0.0,,,,,,,,,,0
14,FIRED,True,4,ABOUT,-----,5,5,LLM,FIELD,GGY-G,2,2,LLM,FIXED,GG-GG,1.0,1.0,LLM,FIRED,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,875,84.45549831231125,875,3,99.65714285714286,3.0,2.0,33.33333333333333,2.0,1.0,50.0,,,,,,,0
15,FOLKS,True,4,HOUSE,-G-Y-,4,4,LLM,LOOKS,YG-GG,2,2,LLM,YOLKS,-GGGG,1.0,1.0,LLM,FOLKS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,160,97.1575768342512,160,2,98.75,2.0,1.0,50.0,1.0,1.0,0.0,,,,,,,0
16,CHILE,True,3,THINK,-GG--,3,3,LLM,WHILE,-GGGG,1,1,LLM,CHILE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,27,99.52034109077988,27,1,96.29629629629628,1.0,1.0,0.0,,,,,,,,,,0
17,BLACK,True,4,HOUSE,-----,5,5,LLM,BRING,G----,4,4,LLM,BALMY,GYY--,4.0,4.0,LLM,BLACK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,694,87.67098951856458,694,11,98.4149855907781,11.0,2.0,81.81818181818183,2.0,1.0,50.0,,,,,,,0
18,GRANT,True,3,HOUSE,-----,5,5,LLM,BRING,-G-GY,3,3,LLM,GRANT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,694,87.67098951856458,694,2,99.71181556195964,2.0,1.0,50.0,,,,,,,,,,0
19,MEALS,True,5,HOUSE,---YY,5,5,LLM,SEEMS,-G-YG,3,3,LLM,MEATS,GGG-G,1.0,1.0,LLM,MEANS,GGG-G,1.0,1.0,LLM,MEALS,GGGGG,0.0,0.0,LLM,,,,,,5629,463,91.7747379641144,463,6,98.70410367170626,6.0,3.0,50.0,3.0,2.0,33.33333333333333,2.0,1.0,50.0,,,,0
20,CREAM,True,4,THINK,-----,5,5,LLM,LEAVE,-YY--,5,4,LLM,BREAD,-GGG-,2.0,2.0,LLM,CREAM,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,1651,70.66974595842956,1651,116,92.9739551786796,116.0,2.0,98.27586206896552,2.0,1.0,50.0,,,,,,,0
21,AWAKE,True,4,HOUSE,----G,4,4,LLM,GLEBE,----G,4,4,LLM,PRIZE,----G,4.0,4.0,LLM,AWAKE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,286,94.91916859122402,286,95,66.78321678321679,95.0,15.0,84.21052631578947,15.0,1.0,93.33333333333331,,,,,,,0
22,OCCUR,True,5,THERE,---Y-,5,5,LLM,ROYAL,YY---,5,5,LLM,BROOK,-YY--,5.0,5.0,LLM,VIRGO,--Y-Y,5.0,5.0,LLM,OCCUR,GGGGG,0.0,0.0,LLM,,,,,,5629,539,90.42458696038372,539,59,89.05380333951763,59.0,2.0,96.61016949152544,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
23,YEARS,True,3,THINK,-----,5,5,LLM,CESAR,-GYYY,4,3,CSS_TRUE_REPAIR,YEARS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,1651,70.66974595842956,1651,14,99.15202907328892,14.0,1.0,92.85714285714286,,,,,,,,,,0
24,GRADE,True,3,THINK,-----,5,5,LLM,WORDS,--YG-,4,4,LLM,GRADE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,1651,70.66974595842956,1651,13,99.21259842519686,13.0,1.0,92.3076923076923,,,,,,,,,,0
25,CHILL,True,3,ABOUT,-----,5,5,LLM,LEVEL,Y---G,4,4,LLM,CHILL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,875,84.45549831231125,875,7,99.2,7.0,1.0,85.71428571428571,,,,,,,,,,0
26,FLOOD,True,3,THINK,-----,5,5,LLM,WORLD,-Y-YG,4,4,LLM,FLOOD,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,1651,70.66974595842956,1651,6,99.6365838885524,6.0,1.0,83.33333333333334,,,,,,,,,,0
27,APPLY,True,4,THINK,-----,5,5,LLM,YEARS,Y-Y--,5,5,LLM,ALLOY,GY--G,3.0,3.0,LLM,APPLY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,1651,70.66974595842956,1651,34,97.94064203513022,34.0,2.0,94.11764705882352,2.0,1.0,50.0,,,,,,,0
28,SMILE,True,5,THINK,--G--,4,4,LLM,PRIDE,--G-G,3,3,LLM,SEIZE,G-G-G,2.0,2.0,LLM,SLICE,GYG-G,2.0,2.0,LLM,SMILE,GGGGG,0.0,0.0,LLM,,,,,,5629,192,96.58909220110144,192,22,88.54166666666666,22.0,3.0,86.36363636363636,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,0
29,KNOCK,True,3,SINCE,--YG-,4,4,LLM,NOTCH,YY-G-,4,3,LLM,KNOCK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,6,99.8934091312844,6,1,83.33333333333334,1.0,1.0,0.0,,,,,,,,,,0
30,SLEEP,True,5,THINK,-----,5,5,LLM,SPACE,GY--Y,4,4,LLM,SUPER,G-YG-,3.0,3.0,LLM,SWEEP,G-GGG,1.0,1.0,LLM,SLEEP,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,5629,1651,70.66974595842956,1651,4,99.75772259236824,4.0,2.0,50.0,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
31,BRICK,True,4,HOUSE,-----,5,5,LLM,PARTY,--Y--,5,5,LLM,DRINK,-GG-G,2.0,2.0,CSS_TRUE_REPAIR,BRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,694,87.67098951856458,694,20,97.11815561959656,20.0,3.0,85.0,3.0,1.0,66.66666666666666,,,,,,,0
32,WROTE,True,4,ABOUT,--G-Y,4,4,LLM,STONE,-YG-G,3,3,LLM,TROPE,YGG-G,2.0,2.0,LLM,WROTE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,47,99.1650381950613,47,4,91.48936170212764,4.0,1.0,75.0,1.0,1.0,0.0,,,,,,,0
33,RATED,True,5,THINK,Y----,5,5,LLM,ABOUT,Y---Y,5,5,LLM,STAYS,-YY--,5.0,5.0,LLM,LATER,-GGGY,2.0,2.0,CSS_TRUE_REPAIR,RATED,GGGGG,0.0,0.0,LLM,,,,,,5629,451,91.98791970154558,451,107,76.27494456762749,107.0,34.0,68.22429906542055,34.0,1.0,97.05882352941175,1.0,1.0,0.0,,,,0
34,ALERT,True,3,THINK,Y----,5,5,LLM,START,--YGG,3,3,LLM,ALERT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,451,91.98791970154558,451,3,99.33481152993348,3.0,1.0,66.66666666666666,,,,,,,,,,0
35,CAGES,True,3,THINK,-----,5,5,LLM,SPACE,Y-YYY,5,4,LLM,CAGES,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,1651,70.66974595842956,1651,12,99.2731677771048,12.0,1.0,91.66666666666666,,,,,,,,,,0
36,TEDDY,True,4,HOUSE,----Y,5,5,LLM,NEVER,-G---,4,4,LLM,MEDAL,-GG--,3.0,3.0,LLM,TEDDY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,654,88.38159531000179,654,64,90.21406727828746,64.0,1.0,98.4375,1.0,1.0,0.0,,,,,,,0
37,COLES,True,6,THINK,-----,5,5,LLM,SPACE,Y--YY,5,5,LLM,COMES,GG-GG,1.0,1.0,LLM,CORES,GG-GG,1.0,1.0,LLM,CODES,GG-GG,1.0,1.0,LLM,COLES,GGGGG,0.0,0.0,LLM,5629,1651,70.66974595842956,1651,12,99.2731677771048,12.0,3.0,75.0,3.0,2.0,33.33333333333333,2.0,1.0,50.0,1.0,1.0,0.0,0
38,HWANG,True,4,THINK,-Y-G-,4,4,LLM,HANNA,GY-G-,3,3,LLM,HUANG,G-GGG,1.0,1.0,LLM,HWANG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,15,99.73352282821104,15,2,86.66666666666667,2.0,1.0,50.0,1.0,1.0,0.0,,,,,,,0
39,WRATH,True,3,THINK,YY---,5,5,LLM,HEATH,--GGG,2,2,LLM,WRATH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,89,98.41890211405224,89,3,96.62921348314607,3.0,1.0,66.66666666666666,,,,,,,,,,0
40,MACHO,True,4,THINK,-Y---,5,5,LLM,HOUSE,YY---,5,5,LLM,OMAHA,YYYG-,4.0,3.0,LLM,MACHO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,237,95.7896606857346,237,10,95.78059071729956,10.0,1.0,90.0,1.0,1.0,0.0,,,,,,,0
41,LOPEZ,True,4,THINK,-----,5,5,LLM,GROUP,--Y-Y,5,5,LLM,POLES,YGYG-,3.0,3.0,LLM,LOPEZ,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,1651,70.66974595842956,1651,29,98.2434887946699,29.0,1.0,96.55172413793105,1.0,1.0,0.0,,,,,,,0
42,GOODY,True,5,THINK,-----,5,5,LLM,WORLD,-G--Y,4,4,LLM,MODES,-GY--,4.0,4.0,CSS_TRUE_REPAIR,DOGGY,YGY-G,3.0,3.0,LLM,GOODY,GGGGG,0.0,0.0,LLM,,,,,,5629,1651,70.66974595842956,1651,28,98.30405814657784,28.0,4.0,85.71428571428571,4.0,1.0,75.0,1.0,1.0,0.0,,,,0
43,BROTH,True,5,THINK,YY---,5,5,LLM,OTHER,YYY-Y,5,4,LLM,WORTH,-YYGG,3.0,3.0,LLM,FROTH,-GGGG,1.0,1.0,LLM,BROTH,GGGGG,0.0,0.0,LLM,,,,,,5629,89,98.41890211405224,89,5,94.3820224719101,5.0,2.0,60.0,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
44,VERDE,True,4,THINK,-----,5,5,LLM,ORCAS,-Y---,5,5,CSS_TRUE_REPAIR,RULER,Y--Y-,5.0,5.0,LLM,VERDE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,1651,70.66974595842956,1651,72,95.63900666262872,72.0,9.0,87.5,9.0,1.0,88.88888888888889,,,,,,,0
45,TAMED,True,6,HOUSE,----Y,5,5,LLM,LEVEL,---G-,4,4,LLM,TAKER,GG-G-,2.0,2.0,LLM,TAPED,GG-GG,1.0,1.0,LLM,TAXED,GG-GG,1.0,1.0,LLM,TAMED,GGGGG,0.0,0.0,LLM,5629,654,88.38159531000179,654,169,74.15902140672783,169.0,3.0,98.22485207100593,3.0,2.0,33.33333333333333,2.0,1.0,50.0,1.0,1.0,0.0,0
46,LEAFS,True,5,THINK,-----,5,5,LLM,LEVER,GG---,3,3,LLM,LEADS,GGG-G,1.0,1.0,LLM,LEAPS,GGG-G,1.0,1.0,LLM,LEAFS,GGGGG,0.0,0.0,LLM,,,,,,5629,1651,70.66974595842956,1651,8,99.51544518473654,8.0,2.0,75.0,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
47,YACHT,True,4,THINK,YY---,5,5,LLM,HEATH,Y-YY-,5,4,LLM,MATHS,-GYG-,3.0,3.0,LLM,YACHT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,89,98.41890211405224,89,9,89.8876404494382,9.0,1.0,88.88888888888889,1.0,1.0,0.0,,,,,,,0
48,MESSY,True,4,HOUSE,---GY,4,4,LLM,BEAST,-G-G-,3,3,LLM,MESSI,GGGG-,1.0,1.0,LLM,MESSY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,26,99.53810623556582,26,7,73.07692307692307,7.0,1.0,85.71428571428571,1.0,1.0,0.0,,,,,,,0
49,RYDER,True,4,THINK,-----,5,5,LLM,WORDS,--YY-,5,5,LLM,RADAR,G-G-G,2.0,2.0,LLM,RYDER,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,1651,70.66974595842956,1651,44,97.33494851605089,44.0,1.0,97.72727272727272,1.0,1.0,0.0,,,,,,,0
50,MOTIF,True,3,THINK,Y-Y--,5,5,LLM,MITTS,GYG--,3,3,LLM,MOTIF,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,98,98.25901581097884,98,2,97.95918367346938,2.0,1.0,50.0,,,,,,,,,,0
51,RAVEN,True,4,HOUSE,----Y,5,5,LLM,LEARN,-YYYG,4,4,LLM,ARDEN,YY-GG,3.0,3.0,LLM,RAVEN,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,654,88.38159531000179,654,4,99.38837920489296,4.0,3.0,25.0,3.0,1.0,66.66666666666666,,,,,,,0
52,REICH,True,3,THINK,-YG--,4,4,LLM,HEIRS,YGGY-,3,3,LLM,REICH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,16,99.71575768342512,16,1,93.75,1.0,1.0,0.0,,,,,,,,,,0
53,ICONS,True,4,THREE,-----,5,5,LLM,SAJID,Y--Y-,5,5,LLM,LIONS,-YGGG,2.0,2.0,LLM,ICONS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,1280,77.2606146740096,1280,55,95.703125,55.0,1.0,98.1818181818182,1.0,1.0,0.0,,,,,,,0
54,SILKY,True,3,THINK,--Y-Y,5,4,LLM,KILLS,YGG-Y,3,3,LLM,SILKY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,50,99.1117427607035,50,1,98.0,1.0,1.0,0.0,,,,,,,,,,0
55,CARVE,True,3,THREE,--G-G,3,3,LLM,CURSE,G-G-G,2,2,LLM,CARVE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,38,99.32492449813466,38,3,92.10526315789474,3.0,1.0,66.66666666666666,,,,,,,,,,0
56,LAGER,True,6,HOUSE,----Y,5,5,LLM,LEVEL,G--G-,3,3,LLM,LATER,GG-GG,1.0,1.0,LLM,LAYER,GG-GG,1.0,1.0,LLM,LAKER,GG-GG,1.0,1.0,LLM,LAGER,GGGGG,0.0,0.0,LLM,5629,654,88.38159531000179,654,18,97.24770642201835,18.0,4.0,77.77777777777779,4.0,3.0,25.0,3.0,2.0,33.33333333333333,2.0,1.0,50.0,0
57,JERKS,True,5,HOUSE,---YY,5,5,LLM,SEVEN,YG---,4,4,LLM,PEARS,-G-YG,3.0,3.0,LLM,TERMS,-GG-G,2.0,2.0,LLM,JERKS,GGGGG,0.0,0.0,LLM,,,,,,5629,463,91.7747379641144,463,64,86.17710583153347,64.0,6.0,90.625,6.0,2.0,66.66666666666666,2.0,1.0,50.0,,,,0
