game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,3,STATE,---G-,4,4,LLM,FROTH,--GGY,3,3,CSS,PHOTO,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
2,PARTY,True,3,PLANE,G-Y--,4,4,LLM,PARTS,GGGG-,1,1,CSS,PARTY,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
3,TRICK,True,3,SHOVE,-----,5,5,LLM,DARLA,--Y--,5,5,CSS,TRICK,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
4,DIRTY,True,4,HARSH,--G--,4,4,LLM,LORNE,--G--,4,4,CSS,CURRY,--G-G,3,3,CSS,DIRTY,GGGGG,0,0,VOI,,,,,,,,,,
5,USUAL,True,4,MONTH,-----,5,5,LLM,GILES,--Y-Y,5,5,CSS,SCALA,Y-YY-,5,3,CSS,USUAL,GGGGG,0,0,VOI,,,,,,,,,,
6,TRULY,True,4,SALAM,--Y--,5,5,LLM,LODGE,Y----,5,5,CSS,FLIRT,-Y-YY,5,5,CSS,TRULY,GGGGG,0,0,VOI,,,,,,,,,,
7,SPENT,True,5,CANTO,--YY-,5,4,LLM,TRENT,--GGG,2,2,CSS,GWENT,--GGG,2,2,CSS,EVENT,--GGG,2,2,VOI,SPENT,GGGGG,0,0,VOI,,,,,
8,PAUSE,True,5,CLICK,-----,5,5,LLM,TONER,---Y-,5,5,CSS,SUEDE,YY--G,4,4,CSS,ABUSE,Y-GGG,2,2,VOI,PAUSE,GGGGG,0,0,VOI,,,,,
9,CRAZY,True,4,STONE,-----,5,5,LLM,MAURA,-Y-Y-,5,5,CSS,BLAIR,--G-Y,4,4,CSS,CRAZY,GGGGG,0,0,VOI,,,,,,,,,,
10,BASES,False,6,SHARE,Y-Y-Y,5,4,LLM,TALES,-G-GG,2,2,CSS,MAGES,-G-GG,2,2,CSS,CAKES,-G-GG,2,2,VOI,WAVES,-G-GG,2,2,VOI,DANES,-G-GG,2,2,VOI
11,YOUNG,True,4,WIDTH,-----,5,5,LLM,LASER,-----,5,5,CSS,GUMBO,YY--Y,5,5,CSS,YOUNG,GGGGG,0,0,VOI,,,,,,,,,,
12,MEANS,True,4,SALIM,YY--Y,5,5,LLM,TEAMS,-GGYG,2,2,CSS,MEARS,GGG-G,1,1,CSS,MEANS,GGGGG,0,0,VOI,,,,,,,,,,
13,TRUTH,True,3,CHEAT,-Y--Y,5,5,LLM,FROTH,-G-GG,2,2,CSS,TRUTH,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
14,FIRED,False,6,RADAR,Y-Y--,5,5,LLM,DRIES,YYYG-,4,4,CSS,WIRED,-GGGG,1,1,CSS,MIRED,-GGGG,1,1,VOI,HIRED,-GGGG,1,1,VOI,TIRED,-GGGG,1,1,VOI
15,FOLKS,True,4,REACH,-----,5,5,LLM,LIONS,Y-Y-G,4,4,CSS,FOLDS,GGG-G,1,1,CSS,FOLKS,GGGGG,0,0,VOI,,,,,,,,,,
16,CHILE,True,3,CRANE,G---G,3,3,LLM,CLOVE,GY--G,3,3,CSS,CHILE,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
17,BLACK,True,3,BRAVE,G-G--,3,3,LLM,BLATT,GGG--,2,2,CSS,BLACK,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
18,GRANT,True,4,SALVE,-Y---,5,5,LLM,TRINA,YG-GY,3,3,CSS,BRANT,-GGGG,1,1,CSS,GRANT,GGGGG,0,0,VOI,,,,,,,,,,
19,MEALS,True,4,HOUSE,---YY,5,5,LLM,RATES,-Y-YG,4,4,CSS,DEALS,-GGGG,1,1,CSS,MEALS,GGGGG,0,0,VOI,,,,,,,,,,
20,CREAM,True,3,PLACE,--YYY,5,5,LLM,CESAR,GY-GY,3,3,CSS,CREAM,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
21,AWAKE,True,4,SHARE,--G-G,3,3,LLM,GLADE,--G-G,3,3,CSS,KEANE,Y-G-G,3,3,CSS,AWAKE,GGGGG,0,0,VOI,,,,,,,,,,
22,OCCUR,True,4,SOARS,-Y-Y-,5,5,LLM,ORTON,GY---,4,4,CSS,OFFER,G---G,3,3,CSS,OCCUR,GGGGG,0,0,VOI,,,,,,,,,,
23,YEARS,True,3,BOARD,--GG-,3,3,LLM,STARE,Y-GGY,3,3,CSS,YEARS,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
24,GRADE,True,5,LATER,-Y-YY,5,4,LLM,NEARS,-YGY-,4,4,CSS,GRACE,GGG-G,1,1,CSS,GRAVE,GGG-G,1,1,VOI,GRADE,GGGGG,0,0,VOI,,,,,
25,CHILL,True,4,TABLE,---G-,4,4,LLM,SILLY,-YYG-,4,3,CSS,KRILL,--GGG,2,2,CSS,CHILL,GGGGG,0,0,VOI,,,,,,,,,,
26,FLOOD,True,3,AGENT,-----,5,5,LLM,COILS,-Y-Y-,5,5,CSS,FLOOD,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
27,APPLY,True,4,BIRDS,-----,5,5,LLM,MONEY,----G,4,4,CSS,APTLY,GG-GG,1,1,CSS,APPLY,GGGGG,0,0,VOI,,,,,,,,,,
28,SMILE,True,3,FLAGS,-Y--Y,5,5,LLM,STOLE,G--GG,2,2,CSS,SMILE,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
29,KNOCK,True,4,PEDRO,----Y,5,5,LLM,COLTS,YY---,5,5,CSS,MACON,--YYY,5,5,CSS,KNOCK,GGGGG,0,0,VOI,,,,,,,,,,
