game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,4,SPEED,-Y---,5,5,LLM,PIANO,G---G,3,3,CSS,POTRO,GYY-G,3,2,CSS,PHOTO,GGGGG,0,0,VOI,,,,,,,,,,
2,PARTY,True,4,MERRY,--G-G,3,3,LLM,DARBY,-GG-G,2,2,CSS,CARLY,-GG-G,2,2,CSS,PARTY,GGGGG,0,0,VOI,,,,,,,,,,
3,TRICK,True,3,STACK,-Y-GG,3,3,LLM,TRUCK,GG-GG,1,1,CSS,TRICK,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
4,DIRTY,True,4,LIVIN,-G---,4,4,LLM,RITES,YGY--,4,4,CSS,MIRTH,-GGG-,2,2,CSS,DIRTY,GGGGG,0,0,VOI,,,,,,,,,,
5,USUAL,True,4,SNOWS,Y----,5,5,LLM,RAISE,-Y-Y-,5,5,CSS,ASUKA,YGG--,3,3,CSS,USUAL,GGGGG,0,0,VOI,,,,,,,,,,
6,TRULY,True,4,BASED,-----,5,5,LLM,PRINT,-G--Y,4,4,CSS,ORTHO,-GY--,4,4,CSS,TRULY,GGGGG,0,0,VOI,,,,,,,,,,
7,SPENT,True,4,MARTY,---Y-,5,5,LLM,TUNES,Y-YYY,5,5,CSS,STENT,G-GGG,1,1,CSS,SPENT,GGGGG,0,0,VOI,,,,,,,,,,
8,PAUSE,True,3,DRURY,--G--,4,4,LLM,PLUSH,G-GG-,2,2,CSS,PAUSE,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
9,CRAZY,True,4,BRENT,-G---,4,4,LLM,GRASP,-GG--,3,3,CSS,DRACO,-GGY-,3,3,CSS,CRAZY,GGGGG,0,0,VOI,,,,,,,,,,
10,BASES,True,5,EQUIP,Y----,5,5,LLM,DARES,-G-GG,2,2,CSS,TALES,-G-GG,2,2,CSS,CASES,-GGGG,1,1,VOI,BASES,GGGGG,0,0,VOI,,,,,
11,YOUNG,True,3,THULE,--G--,4,4,LLM,SOUND,-GGG-,2,2,CSS,YOUNG,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
12,MEANS,True,4,PALES,-Y-YG,4,4,LLM,TEARS,-GG-G,2,2,CSS,BEAMS,-GGYG,2,2,CSS,MEANS,GGGGG,0,0,VOI,,,,,,,,,,
