game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,3,SIXTY,---G-,4,4,CSS_TRUE,LOATH,-Y-GY,4,4,LLM_RERANK,PHOTO,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,116,97.93924320483212,116,1,99.13793103448276,1.0,1.0,0.0,,,,,,,,,,0
2,PARTY,True,6,BEAKS,--Y--,5,5,CSS_TRUE,NORMA,--G-Y,4,4,LLM_RERANK,AURAL,Y-G--,4.0,4.0,LLM_RERANK,HARDY,-GG-G,2.0,2.0,LLM_RERANK,PARRY,GGG-G,1.0,1.0,LLM_RERANK,PARTY,GGGGG,0.0,0.0,CSS_TRUE,5629,666,88.16841357257061,666,28,95.7957957957958,28.0,15.0,46.42857142857143,15.0,4.0,73.33333333333333,4.0,1.0,75.0,1.0,1.0,0.0,0
3,TRICK,True,5,QUITS,--GY-,4,4,LLM_RERANK,JOINT,--G-Y,4,4,LLM_RERANK,TRIED,GGG--,2.0,2.0,LLM_RERANK,TRIAL,GGG--,2.0,2.0,LLM_RERANK,TRICK,GGGGG,0.0,0.0,LLM_RERANK,,,,,,5629,42,99.25386391899092,42,20,52.38095238095239,20.0,4.0,80.0,4.0,2.0,50.0,2.0,1.0,50.0,,,,0
4,DIRTY,True,5,SNACK,-----,5,5,LLM_RERANK,EQUIP,---Y-,5,5,LLM_RERANK,LILLY,-G--G,3.0,3.0,LLM_RERANK,BIRDY,-GGYG,2.0,2.0,LLM_RERANK,DIRTY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,941,83.28299875643987,941,94,90.0106269925611,94.0,18.0,80.85106382978722,18.0,1.0,94.44444444444444,1.0,1.0,0.0,,,,0
5,USUAL,True,4,WILDS,--Y-Y,5,5,CSS_TRUE,STALL,Y-Y-G,4,3,LLM_RERANK,BASAL,--YGG,3.0,3.0,LLM_RERANK,USUAL,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,90,98.4011369692663,90,7,92.22222222222224,7.0,1.0,85.71428571428571,1.0,1.0,0.0,,,,,,,0
6,TRULY,True,3,CLEAN,-Y---,5,5,LLM_RERANK,TULSI,GYY--,4,3,LLM_RERANK,TRULY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,205,96.35814531888435,205,1,99.51219512195122,1.0,1.0,0.0,,,,,,,,,,0
7,SPENT,True,5,TODOS,Y---Y,5,5,CSS_TRUE,STINT,G--GG,2,2,LLM_RERANK,SHUNT,G--GG,2.0,2.0,LLM_RERANK,SCENT,G-GGG,1.0,1.0,LLM_RERANK,SPENT,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,178,96.83780422810446,178,5,97.19101123595506,5.0,4.0,20.0,4.0,1.0,75.0,1.0,1.0,0.0,,,,0
8,PAUSE,True,3,DALEK,-G-Y-,4,4,CSS_TRUE,CARPE,-G-YG,3,3,LLM_RERANK,PAUSE,GGGGG,0.0,0.0,LLM_RERANK,,,,,,,,,,,,,,,,5629,75,98.66761414105524,75,5,93.33333333333331,5.0,1.0,80.0,,,,,,,,,,0
9,CRAZY,True,5,SCALP,-YG--,4,4,CSS_TRUE,CHANT,G-G--,3,3,LLM_RERANK,CRACK,GGG--,2.0,2.0,LLM_RERANK,CRAZE,GGGG-,1.0,1.0,LLM_RERANK,CRAZY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,44,99.21833362941908,44,7,84.0909090909091,7.0,5.0,28.57142857142857,5.0,1.0,80.0,1.0,1.0,0.0,,,,0
10,BASES,True,5,SKUNK,Y----,5,5,CSS_TRUE,ROXAS,---YG,4,4,CSS_TRUE,HAWES,-G-GG,2.0,2.0,LLM_RERANK,CASES,-GGGG,1.0,1.0,LLM_RERANK,BASES,GGGGG,0.0,0.0,LLM_RERANK,,,,,,5629,912,83.79818795523184,912,140,84.64912280701753,140.0,39.0,72.14285714285714,39.0,4.0,89.74358974358975,4.0,1.0,75.0,,,,0
11,YOUNG,True,4,SOARS,-G---,4,4,CSS_TRUE,MOGUL,-GYY-,4,4,LLM_RERANK,COUGH,-GGY-,3.0,3.0,LLM_RERANK,YOUNG,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,273,95.1501154734411,273,8,97.06959706959708,8.0,1.0,87.5,1.0,1.0,0.0,,,,,,,0
12,MEANS,True,3,FLOWS,----G,4,4,CSS_TRUE,GAINS,-Y-GG,3,3,LLM_RERANK,MEANS,GGGGG,0.0,0.0,LLM_RERANK,,,,,,,,,,,,,,,,5629,567,89.92716290637769,567,10,98.2363315696649,10.0,1.0,90.0,,,,,,,,,,0
13,TRUTH,True,4,UNIFY,Y----,5,5,LLM_RERANK,ABOUT,---YY,5,4,LLM_RERANK,HURTS,YYYG-,4.0,4.0,LLM_RERANK,TRUTH,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,430,92.3609877420501,430,32,92.55813953488372,32.0,1.0,96.875,1.0,1.0,0.0,,,,,,,0
14,FIRED,True,5,UNSEE,---G-,4,4,CSS_TRUE,POWER,---GY,4,4,LLM_RERANK,RATED,Y--GG,3.0,3.0,LLM_RERANK,FRIED,GYYGG,2.0,2.0,LLM_RERANK,FIRED,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,328,94.17303251021497,328,34,89.63414634146342,34.0,7.0,79.41176470588235,7.0,1.0,85.71428571428571,1.0,1.0,0.0,,,,0
15,FOLKS,True,5,COMEY,-G---,4,4,CSS_TRUE,SONAR,YG---,4,4,LLM_RERANK,FOODS,GG--G,2.0,2.0,LLM_RERANK,FOILS,GG-YG,2.0,2.0,LLM_RERANK,FOLKS,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,297,94.7237519985788,297,57,80.8080808080808,57.0,3.0,94.73684210526316,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,0
16,CHILE,True,5,MAXED,---Y-,5,5,CSS_TRUE,CHECK,GGY--,3,3,LLM_RERANK,CHUTE,GG--G,2.0,2.0,LLM_RERANK,CHOSE,GG--G,2.0,2.0,LLM_RERANK,CHILE,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,717,87.26239118848818,717,5,99.302649930265,5.0,4.0,20.0,4.0,1.0,75.0,1.0,1.0,0.0,,,,0
17,BLACK,True,5,SLEEK,-G--G,3,3,CSS_TRUE,CLICK,-G-GG,2,2,LLM_RERANK,FLOCK,-G-GG,2.0,2.0,LLM_RERANK,PLUCK,-G-GG,2.0,2.0,LLM_RERANK,BLACK,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,19,99.66246224906732,19,6,68.42105263157895,6.0,2.0,66.66666666666666,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
18,GRANT,True,4,SEMEN,----Y,5,5,CSS_TRUE,BLIND,---G-,4,4,LLM_RERANK,TRUNK,YG-G-,3.0,3.0,LLM_RERANK,GRANT,GGGGG,0.0,0.0,LLM_RERANK,,,,,,,,,,,5629,378,93.28477527091846,378,64,83.06878306878306,64.0,2.0,96.875,2.0,1.0,50.0,,,,,,,0
19,MEALS,True,6,NORSE,---YY,5,5,CSS_TRUE,BELTS,-GY-G,3,3,LLM_RERANK,LEADS,YGG-G,2.0,2.0,LLM_RERANK,HEALS,-GGGG,1.0,1.0,LLM_RERANK,SEALS,-GGGG,1.0,1.0,LLM_RERANK,MEALS,GGGGG,0.0,0.0,CSS_TRUE,5629,341,93.94208562799788,341,18,94.72140762463344,18.0,3.0,83.33333333333334,3.0,2.0,33.33333333333333,2.0,1.0,50.0,1.0,1.0,0.0,0
20,CREAM,True,4,FLAKE,--Y-Y,5,5,CSS_TRUE,CAVED,GY-Y-,4,4,LLM_RERANK,CHEAT,G-GG-,2.0,2.0,LLM_RERANK,CREAM,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,319,94.33291881328832,319,4,98.7460815047022,4.0,1.0,75.0,1.0,1.0,0.0,,,,,,,0
21,AWAKE,True,3,LIDAR,---Y-,5,5,CSS_TRUE,HAWKE,-YYGG,3,2,CSS_TRUE,AWAKE,GGGGG,0.0,0.0,LLM_RERANK,,,,,,,,,,,,,,,,5629,622,88.95007994315154,622,2,99.67845659163989,2.0,1.0,50.0,,,,,,,,,,0
22,OCCUR,True,4,PATNA,-----,5,5,CSS_TRUE,DORIS,-YY--,5,5,CSS_TRUE,CHORE,Y-YY-,5.0,4.0,LLM_RERANK,OCCUR,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,1415,74.86232012790904,1415,35,97.52650176678446,35.0,1.0,97.14285714285714,1.0,1.0,0.0,,,,,,,0
23,YEARS,False,6,LIGHT,-----,5,5,CSS_TRUE,CORSA,--YYY,5,4,CSS_TRUE,RANKS,YY--G,4.0,4.0,LLM_RERANK,BEARS,-GGGG,1.0,1.0,LLM_RERANK,FEARS,-GGGG,1.0,1.0,LLM_RERANK,WEARS,-GGGG,1.0,1.0,LLM_RERANK,5629,1552,72.42849529223663,1552,41,97.3582474226804,41.0,13.0,68.29268292682927,13.0,6.0,53.84615384615385,6.0,5.0,16.666666666666664,5.0,4.0,20.0,0
24,GRADE,True,4,OUTDO,---G-,4,4,CSS_TRUE,SHADY,--GG-,3,3,LLM_RERANK,BLADE,--GGG,2.0,2.0,LLM_RERANK,GRADE,GGGGG,0.0,0.0,LLM_RERANK,,,,,,,,,,,5629,137,97.5661751643276,137,7,94.8905109489051,7.0,4.0,42.857142857142854,4.0,1.0,75.0,,,,,,,0
25,CHILL,True,5,SEPTA,-----,5,5,CSS_TRUE,CHIBI,GGG--,2,2,CSS_TRUE,CHICK,GGG--,2.0,2.0,LLM_RERANK,CHILD,GGGG-,1.0,1.0,LLM_RERANK,CHILL,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,519,90.77988985610232,519,7,98.65125240847784,7.0,4.0,42.857142857142854,4.0,1.0,75.0,1.0,1.0,0.0,,,,0
26,FLOOD,True,4,ARGUE,-----,5,5,CSS_TRUE,SOLON,-YYG-,4,4,CSS_TRUE,BLOOD,-GGGG,1.0,1.0,LLM_RERANK,FLOOD,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,606,89.23432225972641,606,3,99.5049504950495,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,,,,0
27,APPLY,True,3,WOLFE,--Y--,5,5,CSS_TRUE,SAILS,-Y-G-,4,4,LLM_RERANK,APPLY,GGGGG,0.0,0.0,LLM_RERANK,,,,,,,,,,,,,,,,5629,331,94.11973707585716,331,9,97.2809667673716,9.0,1.0,88.88888888888889,,,,,,,,,,0
28,SMILE,True,5,ASIDE,-YG-G,3,3,CSS_TRUE,SPIKE,G-G-G,2,2,LLM_RERANK,SHINE,G-G-G,2.0,2.0,LLM_RERANK,SLIME,GYGYG,2.0,2.0,LLM_RERANK,SMILE,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,24,99.57363652513769,24,11,54.166666666666664,11.0,6.0,45.45454545454545,6.0,1.0,83.33333333333334,1.0,1.0,0.0,,,,0
29,KNOCK,True,5,EATER,-----,5,5,CSS_TRUE,WILLI,-----,5,5,CSS_TRUE,MUNOZ,--YY-,5.0,4.0,CSS_TRUE,NOOKS,Y-GY-,4.0,3.0,LLM_RERANK,KNOCK,GGGGG,0.0,0.0,LLM_RERANK,,,,,,5629,756,86.56955054183692,756,243,67.85714285714286,243.0,10.0,95.88477366255144,10.0,2.0,80.0,2.0,1.0,50.0,,,,0
30,SLEEP,True,3,EARLE,Y--YY,5,5,CSS_TRUE,SLEET,GGGG-,1,1,LLM_RERANK,SLEEP,GGGGG,0.0,0.0,LLM_RERANK,,,,,,,,,,,,,,,,5629,22,99.60916681470954,22,2,90.9090909090909,2.0,1.0,50.0,,,,,,,,,,0
31,BRICK,True,5,OSAMA,-----,5,5,CSS_TRUE,LILLY,-Y---,5,5,CSS_TRUE,THEIR,---YY,5.0,5.0,LLM_RERANK,BRING,GGG--,2.0,2.0,LLM_RERANK,BRICK,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,912,83.79818795523184,912,170,81.35964912280701,170.0,12.0,92.94117647058825,12.0,1.0,91.66666666666666,1.0,1.0,0.0,,,,0
32,WROTE,True,3,WIDTH,G--G-,3,3,LLM_RERANK,WANTS,G--G-,3,3,LLM_RERANK,WROTE,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,9,99.84011369692662,9,1,88.88888888888889,1.0,1.0,0.0,,,,,,,,,,0
33,RATED,True,6,RIDIN,G-Y--,4,4,CSS_TRUE,READY,GYYY-,4,4,LLM_RERANK,RAZED,GG-GG,1.0,1.0,LLM_RERANK,RAGED,GG-GG,1.0,1.0,LLM_RERANK,RACED,GG-GG,1.0,1.0,LLM_RERANK,RATED,GGGGG,0.0,0.0,LLM_RERANK,5629,19,99.66246224906732,19,6,68.42105263157895,6.0,5.0,16.666666666666664,5.0,4.0,20.0,4.0,3.0,25.0,3.0,1.0,66.66666666666666,0
34,ALERT,True,3,GUCCI,-----,5,5,CSS_TRUE,MERYL,-YY-Y,5,4,CSS_TRUE,ALERT,GGGGG,0.0,0.0,LLM_RERANK,,,,,,,,,,,,,,,,5629,2363,58.02096287084739,2363,21,99.11129919593736,21.0,1.0,95.23809523809524,,,,,,,,,,0
