game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,5,KAWHI,---Y-,5,5,LLM_RERANK,HOBBY,YY---,5,4,LLM_RERANK,CHORD,-GG--,3.0,3.0,LLM_RERANK,SHOUT,-GG-Y,3.0,3.0,LLM_RERANK,PHOTO,GGGGG,0.0,0.0,LLM_RERANK,,,,,,5629,253,95.50541836915971,253,40,84.18972332015811,40.0,15.0,62.5,15.0,2.0,86.66666666666667,2.0,1.0,50.0,,,,0
2,PARTY,True,4,MOUSE,-----,5,5,LLM_RERANK,RALPH,YG-Y-,4,4,LLM_RERANK,PARRY,GGG-G,1.0,1.0,LLM_RERANK,PARTY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,711,87.36898205720377,711,7,99.01547116736992,7.0,1.0,85.71428571428571,1.0,1.0,0.0,,,,,,,0
3,TRICK,True,4,HOWIE,---Y-,5,5,LLM_RERANK,TIDAL,GY---,4,4,LLM_RERANK,TRIPS,GGG--,2.0,2.0,LLM_RERANK,TRICK,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,483,91.4194350683958,483,7,98.55072463768116,7.0,1.0,85.71428571428571,1.0,1.0,0.0,,,,,,,0
4,DIRTY,True,4,TIMER,YG--Y,4,4,LLM_RERANK,FIRST,-GG-Y,3,3,LLM_RERANK,BIRTH,-GGG-,2.0,2.0,LLM_RERANK,DIRTY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,13,99.76905311778292,13,4,69.23076923076923,4.0,1.0,75.0,1.0,1.0,0.0,,,,,,,0
5,USUAL,True,2,CURLS,-Y-YY,5,4,LLM_RERANK,USUAL,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,,,,,,,5629,11,99.80458340735476,11,1,90.9090909090909,,,,,,,,,,,,,0
6,TRULY,True,2,TERRY,G-Y-G,3,3,LLM_RERANK,TRULY,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,,,,,,,5629,3,99.9467045656422,3,1,66.66666666666666,,,,,,,,,,,,,0
7,SPENT,True,3,QUANT,---GG,3,3,LLM_RERANK,PRINT,Y--GG,3,3,LLM_RERANK,SPENT,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,17,99.69799253863918,17,1,94.11764705882352,1.0,1.0,0.0,,,,,,,,,,0
8,PAUSE,True,3,STOMP,Y---Y,5,5,LLM_RERANK,PIERS,G-Y-Y,4,4,LLM_RERANK,PAUSE,GGGGG,0.0,0.0,LLM_RERANK,,,,,,,,,,,,,,,,5629,100,98.223485521407,100,6,94.0,6.0,1.0,83.33333333333334,,,,,,,,,,0
9,CRAZY,True,6,POKES,-----,5,5,LLM_RERANK,WINDY,----G,4,4,LLM_RERANK,TABBY,-Y--G,4.0,4.0,LLM_RERANK,ARRAY,YG--G,3.0,3.0,LLM_RERANK,GRAVY,-GG-G,2.0,2.0,LLM_RERANK,CRAZY,GGGGG,0.0,0.0,CSS_TRUE,5629,875,84.45549831231125,875,61,93.02857142857142,61.0,5.0,91.8032786885246,5.0,2.0,60.0,2.0,1.0,50.0,1.0,1.0,0.0,0
10,BASES,False,6,CRIME,----Y,5,5,LLM_RERANK,SEOUL,YY---,5,5,LLM_RERANK,WAVES,-G-GG,2.0,2.0,LLM_RERANK,DATES,-G-GG,2.0,2.0,LLM_RERANK,GAZES,-G-GG,2.0,2.0,LLM_RERANK,HAYES,-G-GG,2.0,2.0,LLM_RERANK,5629,671,88.07958784864095,671,59,91.20715350223549,59.0,23.0,61.016949152542374,23.0,11.0,52.17391304347826,11.0,8.0,27.27272727272727,8.0,6.0,25.0,0
11,YOUNG,True,3,ANGIE,-YY--,5,5,LLM_RERANK,SONGS,-GYY-,4,3,LLM_RERANK,YOUNG,GGGGG,0.0,0.0,LLM_RERANK,,,,,,,,,,,,,,,,5629,33,99.41375022206432,33,2,93.93939393939394,2.0,1.0,50.0,,,,,,,,,,0
12,MEANS,True,5,BROKE,----Y,5,5,LLM_RERANK,EASES,YY--G,4,3,LLM_RERANK,HEADS,-GG-G,2.0,2.0,LLM_RERANK,TEAMS,-GGYG,2.0,2.0,LLM_RERANK,MEANS,GGGGG,0.0,0.0,LLM_RERANK,,,,,,5629,736,86.92485343755551,736,25,96.60326086956522,25.0,10.0,60.0,10.0,2.0,80.0,2.0,1.0,50.0,,,,0
13,TRUTH,True,4,STEAK,-Y---,5,5,LLM_RERANK,DRIFT,-G--Y,4,4,LLM_RERANK,TROLL,GG---,3.0,3.0,LLM_RERANK,TRUTH,GGGGG,0.0,0.0,LLM_RERANK,,,,,,,,,,,5629,205,96.35814531888435,205,10,95.1219512195122,10.0,2.0,80.0,2.0,1.0,50.0,,,,,,,0
14,FIRED,True,4,GREAT,-YY--,5,4,LLM_RERANK,FORCE,G-G-Y,3,3,LLM_RERANK,FIRES,GGGG-,1.0,1.0,LLM_RERANK,FIRED,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,314,94.42174453721798,314,5,98.40764331210192,5.0,1.0,80.0,1.0,1.0,0.0,,,,,,,0
15,FOLKS,True,4,PRICE,-----,5,5,LLM_RERANK,LOADS,YG--G,3,3,LLM_RERANK,BOWLS,-G-YG,3.0,3.0,LLM_RERANK,FOLKS,GGGGG,0.0,0.0,LLM_RERANK,,,,,,,,,,,5629,905,83.92254396873334,905,13,98.5635359116022,13.0,4.0,69.23076923076923,4.0,1.0,75.0,,,,,,,0
16,CHILE,True,5,GRIPS,--G--,4,4,LLM_RERANK,KEIKO,-YG--,4,4,LLM_RERANK,NAIVE,--G-G,3.0,3.0,LLM_RERANK,CHIME,GGG-G,1.0,1.0,LLM_RERANK,CHILE,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,147,97.38852371646828,147,42,71.42857142857143,42.0,10.0,76.19047619047619,10.0,1.0,90.0,1.0,1.0,0.0,,,,0
17,BLACK,True,5,TRUDY,-----,5,5,LLM_RERANK,HAILS,-Y-Y-,5,5,LLM_RERANK,ALLOW,YG---,4.0,4.0,LLM_RERANK,PLANE,-GG--,3.0,3.0,LLM_RERANK,BLACK,GGGGG,0.0,0.0,LLM_RERANK,,,,,,5629,1567,72.16201812044768,1567,64,95.91576260370134,64.0,25.0,60.9375,25.0,4.0,84.0,4.0,1.0,75.0,,,,0
18,GRANT,True,5,STASH,-YG--,4,4,LLM_RERANK,EXACT,--G-G,3,3,LLM_RERANK,ADAPT,--G-G,3.0,3.0,LLM_RERANK,TRAIT,-GG-G,2.0,2.0,LLM_RERANK,GRANT,GGGGG,0.0,0.0,LLM_RERANK,,,,,,5629,55,99.02291703677383,55,19,65.45454545454545,19.0,11.0,42.10526315789473,11.0,4.0,63.63636363636363,4.0,1.0,75.0,,,,0
19,MEALS,False,6,TOBIN,-----,5,5,LLM_RERANK,CHECK,--Y--,5,5,LLM_RERANK,WAVES,-Y-YG,4.0,4.0,LLM_RERANK,LEAFS,YGG-G,2.0,2.0,LLM_RERANK,SEALS,-GGGG,1.0,1.0,LLM_RERANK,DEALS,-GGGG,1.0,1.0,LLM_RERANK,5629,1217,78.37981879552318,1217,381,68.69350862777321,381.0,19.0,95.01312335958004,19.0,4.0,78.94736842105263,4.0,3.0,25.0,3.0,2.0,33.33333333333333,0
