game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,4,HALOS,Y--Y-,5,4,LLM,TORCH,YY--Y,5,5,CSS,ETHNO,-YY-G,4,4,CSS,PHOTO,GGGGG,0,0,CSS,,,,,,,,,,
2,PARTY,True,4,ERROR,--G--,4,4,LLM,DARTS,-GGG-,2,2,CSS,MARTY,-GGGG,1,1,CSS,PARTY,GGGGG,0,0,CSS,,,,,,,,,,
3,TRICK,True,4,STEPS,-Y---,5,5,LLM,TRINA,GGG--,2,2,CSS,TRILL,GGG--,2,2,CSS,TRICK,GGGGG,0,0,CSS,,,,,,,,,,
4,DIRTY,True,4,ERROR,--G--,4,4,LLM,MARIS,--GY-,4,4,CSS,BIRTH,-GGG-,2,2,CSS,DIRTY,GGGGG,0,0,CSS,,,,,,,,,,
5,USUAL,True,4,PLATE,-YY--,5,5,LLM,DALAI,--YG-,4,4,CSS,CORAL,---GG,3,3,CSS,USUAL,GGGGG,0,0,CSS,,,,,,,,,,
6,TRULY,True,4,FLORA,-Y-Y-,5,5,LLM,LIBER,Y---Y,5,5,CSS,CURLS,-YYG-,4,4,CSS,TRULY,GGGGG,0,0,CSS,,,,,,,,,,
7,SPENT,True,4,QUEER,--G--,4,4,LLM,STEAL,GYG--,3,3,CSS,SWEPT,G-GYG,2,2,CSS,SPENT,GGGGG,0,0,CSS,,,,,,,,,,
8,PAUSE,True,4,LOFTY,-----,5,5,LLM,DARES,-G-YY,4,4,CSS,CAUSE,-GGGG,1,1,CSS,PAUSE,GGGGG,0,0,CSS,,,,,,,,,,
9,CRAZY,True,4,THEME,-----,5,5,LLM,NAILS,-Y---,5,5,CSS,BOARD,--GY-,4,4,CSS,CRAZY,GGGGG,0,0,CSS,,,,,,,,,,
10,BASES,True,5,PAIRS,-G--G,3,3,LLM,SALES,YG-GG,2,2,CSS,VASES,-GGGG,1,1,CSS,GASES,-GGGG,1,1,CSS,BASES,GGGGG,0,0,CSS,,,,,
