game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GPBR,True,3,RGBY,1B2W,LLM,204,GRBP,2B2W,CSS,2,GPBR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,RYGO,True,5,RGBY,1B2W,LLM,204,RPYG,1B2W,CSS,21,RYGR,3B0W,CSS,3,RYGK,3B0W,CSS,2,RYGO,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
3,OYGW,True,5,RGBY,0B2W,LLM,936,YOYB,0B2W,CSS,112,PBRO,0B1W,CSS,15,WYOG,1B3W,CSS,1,OYGW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
4,YKBP,True,7,RGBY,1B1W,LLM,660,YGKO,1B1W,CSS,108,GGOR,0B0W,CSS,16,BKKY,1B2W,CSS,3,YKBB,3B0W,CSS,2,YKBW,3B0W,CSS,1,YKBP,4B0W,CSS,1,,,,,,,,,,,,
5,YOOO,True,5,RGBY,0B1W,LLM,976,WKGO,1B0W,CSS,112,WPRP,0B0W,CSS,16,OOYO,2B2W,CSS,2,YOOO,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
6,BGPK,True,5,RGBY,1B1W,LLM,660,PGWB,1B2W,CSS,29,BGGP,2B1W,CSS,2,BGPO,3B0W,CSS,1,BGPK,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
7,GWRK,True,6,RGBY,0B2W,LLM,936,OKRB,1B1W,CSS,165,KPRG,1B2W,CSS,9,GORP,2B0W,CSS,2,GRRK,3B0W,CSS,1,GWRK,4B0W,CSS,1,,,,,,,,,,,,,,,,
8,GYGR,True,5,RGBY,0B3W,LLM,224,YOGB,1B1W,CSS,50,PYGR,3B0W,CSS,4,KYGR,3B0W,CSS,2,GYGR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
9,PPRR,True,6,RGBY,0B1W,LLM,976,GKPO,0B1W,CSS,174,OWYW,0B0W,CSS,12,KRRK,1B1W,CSS,3,BBKK,0B0W,CSS,1,PPRR,4B0W,CSS,1,,,,,,,,,,,,,,,,
10,RORO,True,6,RGBY,1B0W,LLM,500,RKWP,1B0W,CSS,62,OGPP,0B1W,CSS,13,ROOR,2B2W,CSS,2,RROO,2B2W,CSS,1,RORO,4B0W,CSS,1,,,,,,,,,,,,,,,,
11,RYPO,True,6,RGBY,1B1W,LLM,660,YYBO,2B0W,CSS,54,YKBW,0B1W,CSS,3,RYOO,3B0W,CSS,2,RYRO,3B0W,CSS,1,RYPO,4B0W,CSS,1,,,,,,,,,,,,,,,,
12,GYKK,True,5,RGBY,0B2W,LLM,936,OWGR,0B1W,CSS,180,PYKG,2B1W,CSS,8,KYYG,1B2W,CSS,2,GYKK,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
13,YYKK,True,4,RGBY,0B1W,LLM,976,PWGP,0B0W,CSS,114,KBOO,0B1W,CSS,5,YYKK,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
14,YWPG,True,7,RGBY,0B2W,LLM,936,YBOB,1B0W,CSS,198,YWKR,2B0W,CSS,22,YWYG,3B0W,CSS,3,YWWG,3B0W,CSS,2,YWGG,3B0W,CSS,1,YWPG,4B0W,CSS,1,,,,,,,,,,,,
15,RYYG,True,5,RGBY,1B2W,LLM,204,YGWB,0B2W,CSS,70,GRKY,0B3W,CSS,13,RPYG,3B0W,CSS,2,RYYG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
16,YGYO,True,6,RGBY,1B1W,LLM,660,BYBO,1B1W,CSS,96,WBBR,0B0W,CSS,11,PGYO,3B0W,CSS,4,GGYO,3B0W,CSS,3,YGYO,4B0W,CSS,1,,,,,,,,,,,,,,,,
17,PWWO,True,5,RGBY,0B0W,LLM,256,KKWP,1B1W,CSS,46,OKOK,0B1W,CSS,6,WPWO,2B2W,CSS,1,PWWO,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
18,YOGW,True,6,RGBY,0B2W,LLM,936,GKPB,0B1W,CSS,180,BROW,1B1W,CSS,35,KRYO,0B2W,CSS,6,YWOG,1B3W,CSS,1,YOGW,4B0W,CSS,1,,,,,,,,,,,,,,,,
19,KGYK,True,6,RGBY,1B1W,LLM,660,PRRY,0B1W,CSS,174,YWBK,1B1W,CSS,32,KOBR,1B0W,CSS,4,WPBG,0B1W,CSS,1,KGYK,4B0W,CSS,1,,,,,,,,,,,,,,,,
20,OYOP,True,5,RGBY,0B1W,LLM,976,KBPP,1B0W,CSS,166,YWPO,0B3W,CSS,12,WORP,1B1W,CSS,3,OYOP,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
21,RRPW,True,5,RGBY,1B0W,LLM,500,OGOW,1B0W,CSS,95,KPBW,1B1W,CSS,18,RKKW,2B0W,CSS,2,RRPW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
22,BOYY,True,5,RGBY,1B1W,LLM,660,YGPK,0B1W,CSS,147,RWYO,1B1W,CSS,27,RBOP,0B2W,CSS,5,BOYY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
23,PPRP,True,5,RGBY,0B1W,LLM,976,KRWW,0B1W,CSS,245,PPKG,2B0W,CSS,26,OPKB,1B0W,CSS,5,PPRP,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
24,WYOY,True,5,RGBY,1B0W,LLM,500,KOKY,1B1W,CSS,78,KWBK,0B1W,CSS,15,RPKO,0B1W,CSS,3,WYOY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
25,OYOO,True,4,RGBY,0B1W,LLM,976,PWRP,0B0W,CSS,114,BKKO,1B0W,CSS,11,OYOO,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
26,BYKG,True,3,RGBY,0B3W,LLM,224,YBKG,2B2W,CSS,3,BYKG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,YYOY,True,4,RGBY,1B0W,LLM,500,KGPK,0B0W,CSS,81,WOBW,0B1W,CSS,10,YYOY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
28,WYRW,True,6,RGBY,0B2W,LLM,936,KRYO,0B2W,CSS,196,YOGP,0B1W,CSS,32,OBRW,2B0W,CSS,3,PBRK,1B0W,CSS,1,WYRW,4B0W,CSS,1,,,,,,,,,,,,,,,,
29,GWRW,True,6,RGBY,0B2W,LLM,936,PRGO,0B2W,CSS,200,BPWR,0B2W,CSS,35,OKRB,1B0W,CSS,5,WWRG,2B2W,CSS,1,GWRW,4B0W,CSS,1,,,,,,,,,,,,,,,,
30,GYPK,True,7,RGBY,0B2W,LLM,936,KWGB,0B2W,CSS,200,GPRW,1B1W,CSS,33,GOKR,1B1W,CSS,7,GBOP,1B1W,CSS,2,GYWO,2B0W,CSS,1,GYPK,4B0W,CSS,1,,,,,,,,,,,,
31,PRWR,True,6,RGBY,0B1W,LLM,976,PYWW,2B0W,CSS,70,PBOW,1B1W,CSS,16,OYKW,0B1W,CSS,4,PPWG,2B0W,CSS,1,PRWR,4B0W,CSS,1,,,,,,,,,,,,,,,,
32,GOYR,True,5,RGBY,0B3W,LLM,224,PRYG,1B2W,CSS,28,GYRG,1B2W,CSS,3,GWYR,3B0W,CSS,2,GOYR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
33,WWKO,True,3,RGBY,0B0W,LLM,256,PPKK,1B0W,CSS,32,WWKO,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,WORG,True,5,RGBY,0B2W,LLM,936,OYPB,0B1W,CSS,188,KPGR,0B2W,CSS,47,BKRW,1B1W,CSS,7,WORG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
35,OGPP,True,6,RGBY,1B0W,LLM,500,KWBP,1B0W,CSS,62,RROP,1B1W,CSS,6,RWRR,0B0W,CSS,2,OGGP,3B0W,CSS,1,OGPP,4B0W,CSS,1,,,,,,,,,,,,,,,,
36,RWOY,True,5,RGBY,2B0W,LLM,216,KOBY,1B1W,CSS,52,RWKY,3B0W,CSS,5,RYKY,2B0W,CSS,1,RWOY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
37,KBPY,True,4,RGBY,1B1W,LLM,660,GYPY,2B0W,CSS,40,BWPY,2B1W,CSS,5,KBPY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
38,GKKP,True,4,RGBY,0B1W,LLM,976,WYWK,0B1W,CSS,245,KKPG,1B3W,CSS,1,GKKP,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
39,PRYO,True,5,RGBY,0B2W,LLM,936,BOYK,1B1W,CSS,165,KPYG,1B1W,CSS,26,PBYW,2B0W,CSS,1,PRYO,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
40,GBRW,True,5,RGBY,0B3W,LLM,224,WBYR,1B2W,CSS,28,YRYB,0B2W,CSS,4,BWGR,0B4W,CSS,1,GBRW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
41,OWOG,True,5,RGBY,0B1W,LLM,976,KPGK,0B1W,CSS,245,PROP,1B0W,CSS,35,PWYW,1B0W,CSS,5,OWOG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
42,WPBB,True,6,RGBY,1B0W,LLM,500,KKOY,0B0W,CSS,81,RPPR,1B0W,CSS,9,RWWW,0B1W,CSS,2,WGPG,1B1W,CSS,1,WPBB,4B0W,CSS,1,,,,,,,,,,,,,,,,
43,YROK,True,6,RGBY,0B2W,LLM,936,WOYB,0B2W,CSS,208,OBKG,0B2W,CSS,35,BROR,2B0W,CSS,7,YKOR,2B2W,CSS,2,YROK,4B0W,CSS,1,,,,,,,,,,,,,,,,
44,GRKG,True,6,RGBY,0B2W,LLM,936,BOPR,0B1W,CSS,188,WBKG,2B0W,CSS,16,YBKB,1B0W,CSS,3,KRKG,3B0W,CSS,1,GRKG,4B0W,CSS,1,,,,,,,,,,,,,,,,
45,RWPK,True,4,RGBY,1B0W,LLM,500,RWPO,3B0W,CSS,12,RKPO,2B1W,CSS,2,RWPK,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
46,YWGB,True,5,RGBY,0B3W,LLM,224,KBRG,0B2W,CSS,61,GRYO,0B2W,CSS,10,BYPR,0B2W,CSS,1,YWGB,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
47,OWRB,True,4,RGBY,0B2W,LLM,936,WORG,1B2W,CSS,56,GOGR,0B2W,CSS,14,OWRB,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
48,GBGW,True,5,RGBY,0B2W,LLM,936,YWKG,0B2W,CSS,200,GKRP,1B0W,CSS,21,GYGO,2B0W,CSS,3,GBGW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
49,YWPY,True,4,RGBY,1B0W,LLM,500,OOPY,2B0W,CSS,46,YKPY,3B0W,CSS,6,YWPY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
50,GOKY,True,5,RGBY,1B1W,LLM,660,KORY,2B1W,CSS,16,WKRY,1B1W,CSS,4,KGRO,0B3W,CSS,1,GOKY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
51,PRWG,True,5,RGBY,0B2W,LLM,936,YRWO,2B0W,CSS,61,PRWB,3B0W,CSS,4,BRWB,2B0W,CSS,1,PRWG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
52,OYOW,True,6,RGBY,0B1W,LLM,976,BWPP,0B1W,CSS,238,WRWO,0B2W,CSS,30,YOKW,1B2W,CSS,4,OYYW,3B0W,CSS,1,OYOW,4B0W,CSS,1,,,,,,,,,,,,,,,,
53,KBRB,True,6,RGBY,0B2W,LLM,936,GOYP,0B0W,CSS,52,WBRW,2B0W,CSS,6,KBRR,3B0W,CSS,3,KBRK,3B0W,CSS,1,KBRB,4B0W,CSS,1,,,,,,,,,,,,,,,,
54,WPWO,True,5,RGBY,0B0W,LLM,256,WPKP,2B0W,CSS,29,OPOP,1B1W,CSS,4,WOWP,2B2W,CSS,1,WPWO,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
55,BOPO,True,5,RGBY,0B1W,LLM,976,GPWK,0B1W,CSS,174,OOYP,1B2W,CSS,13,PORO,2B1W,CSS,2,BOPO,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
56,WKYR,True,6,RGBY,0B2W,LLM,936,GYWO,0B2W,CSS,200,BOGP,0B0W,CSS,16,YKRW,1B3W,CSS,3,KRYW,1B3W,CSS,1,WKYR,4B0W,CSS,1,,,,,,,,,,,,,,,,
