game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,3,FLUTE,---G-,4,4,LLM,SAITH,---GY,4,4,CSS,PHOTO,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
2,PARTY,True,5,COUNT,----Y,5,5,LLM,TASTE,-G-G-,3,3,CSS,MARTI,-GGG-,2,2,VOI,GARTH,-GGG-,2,2,CSS,PARTY,GGGGG,0,0,VOI,,,,,
3,TRICK,True,4,PRUDE,-G---,4,4,LLM,TRINA,GGG--,2,2,CSS,TRIMS,GGG--,2,2,VOI,TRICK,GGGGG,0,0,CSS,,,,,,,,,,
4,DIRTY,True,4,THUNK,Y----,5,5,LLM,SEPTA,---G-,4,4,CSS,FORTY,--GGG,2,2,VOI,DIRTY,GGGGG,0,0,CSS,,,,,,,,,,
5,USUAL,True,4,FREUD,---Y-,5,5,LLM,TULSA,-YYYY,5,4,CSS,HAULS,-YGYY,4,4,VOI,USUAL,GGGGG,0,0,CSS,,,,,,,,,,
6,TRULY,True,4,SOARS,---Y-,5,5,LLM,DRIER,-G---,4,4,CSS,CRYPT,-GY-Y,4,4,VOI,TRULY,GGGGG,0,0,CSS,,,,,,,,,,
7,SPENT,True,3,STONE,GY-GY,3,3,LLM,SCENT,G-GGG,1,1,CSS,SPENT,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
8,PAUSE,True,4,HANNA,-G---,4,4,LLM,RACES,-G-YY,4,4,CSS,LAPSE,-GYGG,2,2,VOI,PAUSE,GGGGG,0,0,CSS,,,,,,,,,,
9,CRAZY,True,4,SLING,-----,5,5,LLM,HAREM,-YY--,5,5,CSS,DRACO,-GGY-,3,3,VOI,CRAZY,GGGGG,0,0,CSS,,,,,,,,,,
10,BASES,True,5,FORCE,----Y,5,5,LLM,LADEN,-G-G-,3,3,CSS,GATES,-G-GG,2,2,VOI,SAVES,YG-GG,2,2,CSS,BASES,GGGGG,0,0,VOI,,,,,
11,YOUNG,True,3,QUERY,-Y--Y,5,5,LLM,BYNUM,-YYY-,5,4,CSS,YOUNG,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
12,MEANS,True,4,STEEL,Y-Y--,5,5,LLM,READS,-GG-G,2,2,CSS,BEANS,-GGGG,1,1,VOI,MEANS,GGGGG,0,0,CSS,,,,,,,,,,
13,TRUTH,True,4,BLIMP,-----,5,5,LLM,RATES,Y-Y--,5,4,CSS,THORN,GY-Y-,4,4,VOI,TRUTH,GGGGG,0,0,CSS,,,,,,,,,,
14,FIRED,False,6,POOLE,----Y,5,5,LLM,READS,YY-Y-,5,4,CSS,CIDER,-GYGY,3,3,VOI,HIRED,-GGGG,1,1,CSS,MIRED,-GGGG,1,1,VOI,WIRED,-GGGG,1,1,CSS
15,FOLKS,True,5,HAVEN,-----,5,5,LLM,GIRLS,---YG,4,4,CSS,BOLTS,-GG-G,2,2,VOI,FOLDS,GGG-G,1,1,CSS,FOLKS,GGGGG,0,0,VOI,,,,,
16,CHILE,True,4,PORES,---Y-,5,5,LLM,ALENE,-Y--G,4,4,CSS,LILLE,-Y-GG,3,3,VOI,CHILE,GGGGG,0,0,CSS,,,,,,,,,,
17,BLACK,True,3,VENOM,-----,5,5,LLM,PARIS,-Y---,5,5,CSS,BLACK,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
18,GRANT,True,4,STORE,-Y-Y-,5,5,LLM,TRAIT,-GG-G,2,2,CSS,DRAFT,-GG-G,2,2,VOI,GRANT,GGGGG,0,0,CSS,,,,,,,,,,
19,MEALS,True,3,WHEAT,--YY-,5,4,LLM,LANES,YY-YG,4,4,CSS,MEALS,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
20,CREAM,True,3,BIRCH,--YY-,5,5,LLM,CRATE,GGY-Y,3,3,CSS,CREAM,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
21,AWAKE,True,5,SPELL,--Y--,5,5,LLM,DINER,---Y-,5,5,CSS,BEAUT,-YG--,4,4,VOI,KWAME,YGG-G,2,2,CSS,AWAKE,GGGGG,0,0,VOI,,,,,
22,OCCUR,True,3,TIMER,----G,4,4,LLM,LABOR,---YG,4,4,CSS,OCCUR,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
23,YEARS,True,2,BRAVE,-YG-Y,4,4,LLM,YEARS,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,
24,GRADE,True,5,PLANK,--G--,4,4,LLM,BEARS,-YGY-,4,4,CSS,GRATE,GGG-G,1,1,VOI,GRAVE,GGG-G,1,1,CSS,GRADE,GGGGG,0,0,VOI,,,,,
25,CHILL,True,4,BELLY,--YG-,4,4,LLM,STILL,--GGG,2,2,CSS,DRILL,--GGG,2,2,VOI,CHILL,GGGGG,0,0,CSS,,,,,,,,,,
26,FLOOD,True,5,STARE,-----,5,5,LLM,LINGO,Y---Y,5,5,CSS,MOULD,-Y-YG,4,4,VOI,FLOYD,GGG-G,1,1,CSS,FLOOD,GGGGG,0,0,VOI,,,,,
