game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,3,LANES,-----,5,5,LLM_RERANK,CHOIR,-GG--,3,3,LLM_RERANK,PHOTO,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
2,PARTY,True,4,RHINO,Y----,5,5,LLM_RERANK,CARPE,-GGY-,3,3,LLM_RERANK,PARKA,GGG--,2,2,LLM_RERANK,PARTY,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
3,TRICK,True,4,RATES,Y-Y--,5,5,LLM_RERANK,TRUDY,GG---,3,3,LLM_RERANK,TROOP,GG---,3,3,LLM_RERANK,TRICK,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
4,DIRTY,True,3,CRISP,-YY--,5,5,LLM_RERANK,GIRTH,-GGG-,2,2,LLM_RERANK,DIRTY,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
5,USUAL,True,4,SPORT,Y----,5,5,LLM_RERANK,NILES,--Y-Y,5,5,LLM_RERANK,FLUSH,-YGY-,4,4,LLM_RERANK,USUAL,GGGGG,0,0,VOI,,,,,,,,,,
6,TRULY,True,3,PARTY,--YYG,4,4,LLM_RERANK,TRUDY,GGG-G,1,1,LLM_RERANK,TRULY,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
7,SPENT,True,4,LAITY,---Y-,5,5,LLM_RERANK,TRUMP,Y---Y,5,5,LLM_RERANK,DEPOT,-YY-G,4,4,LLM_RERANK,SPENT,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
8,PAUSE,True,4,TRASH,--YG-,4,4,LLM_RERANK,AMUSE,Y-GGG,2,2,LLM_RERANK,CAUSE,-GGGG,1,1,LLM_RERANK,PAUSE,GGGGG,0,0,VOI,,,,,,,,,,
9,CRAZY,True,4,PERIL,--Y--,5,5,LLM_RERANK,COURT,G--Y-,4,4,LLM_RERANK,CRASS,GGG--,2,2,LLM_RERANK,CRAZY,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
10,BASES,True,6,DARES,-G-GG,2,2,LLM_RERANK,GAMES,-G-GG,2,2,LLM_RERANK,LACES,-G-GG,2,2,LLM_RERANK,HAVES,-G-GG,2,2,LLM_RERANK,BAKES,GG-GG,1,1,LLM_RERANK,BASES,GGGGG,0,0,LLM_RERANK
11,YOUNG,True,4,BAITS,-----,5,5,LLM_RERANK,CODER,-G---,4,4,LLM_RERANK,GOOFY,YG--Y,4,4,LLM_RERANK,YOUNG,GGGGG,0,0,VOI,,,,,,,,,,
12,MEANS,True,3,CARPE,-Y--Y,5,5,LLM_RERANK,MENSA,GGYYY,3,2,LLM_RERANK,MEANS,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
13,TRUTH,True,3,TEAMS,G----,4,4,LLM_RERANK,TRULY,GGG--,2,2,LLM_RERANK,TRUTH,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
14,FIRED,True,4,KASEY,---G-,4,4,LLM_RERANK,TRIED,-YYGG,3,3,LLM_RERANK,HIRED,-GGGG,1,1,LLM_RERANK,FIRED,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
15,FOLKS,True,6,PARKS,---GG,3,3,LLM_RERANK,NICKS,---GG,3,3,LLM_RERANK,DESKS,---GG,3,3,LLM_RERANK,BOOKS,-G-GG,2,2,LLM_RERANK,YOLKS,-GGGG,1,1,LLM_RERANK,FOLKS,GGGGG,0,0,VOI
16,CHILE,False,6,PANES,---Y-,5,5,LLM_RERANK,MITRE,-Y--G,4,4,LLM_RERANK,JOLIE,--YYG,4,4,LLM_RERANK,GUILE,--GGG,2,2,LLM_RERANK,EXILE,--GGG,2,2,LLM_RERANK,WHILE,-GGGG,1,1,LLM_RERANK
17,BLACK,True,4,THOSE,-----,5,5,LLM_RERANK,MARCY,-Y-G-,4,4,LLM_RERANK,LUCCA,Y--GY,4,4,LLM_RERANK,BLACK,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
18,GRANT,True,5,CESAR,---YY,5,5,LLM_RERANK,MARRY,-YY--,5,5,LLM_RERANK,TRAWL,YGG--,3,3,LLM_RERANK,KRAFT,-GG-G,2,2,LLM_RERANK,GRANT,GGGGG,0,0,LLM_RERANK,,,,,
19,MEALS,True,4,GALES,-YYYG,4,3,LLM_RERANK,LEADS,YGG-G,2,2,LLM_RERANK,SEALS,-GGGG,1,1,LLM_RERANK,MEALS,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
20,CREAM,True,5,LEAPS,-YY--,5,4,LLM_RERANK,MATER,YY-YY,5,5,LLM_RERANK,BREAM,-GGGG,1,1,LLM_RERANK,DREAM,-GGGG,1,1,LLM_RERANK,CREAM,GGGGG,0,0,VOI,,,,,
