game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,3,AISLE,-----,5,5,LLM_RERANK,THORN,YGG--,3,3,LLM_RERANK,PHOTO,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
2,PARTY,True,4,HOURS,---Y-,5,5,LLM_RERANK,RATED,YGY--,4,4,LLM_RERANK,MARTA,-GGG-,2,2,LLM_RERANK,PARTY,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
3,TRICK,True,3,WRITE,-GGY-,3,3,LLM_RERANK,TRIAL,GGG--,2,2,LLM_RERANK,TRICK,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
4,DIRTY,True,5,PRIME,-YY--,5,5,LLM_RERANK,KARIN,--GY-,4,4,LLM_RERANK,GIRLY,-GG-G,2,2,LLM_RERANK,BIRDY,-GGYG,2,2,LLM_RERANK,DIRTY,GGGGG,0,0,VOI,,,,,
5,USUAL,True,4,VIRAT,---G-,4,4,LLM_RERANK,NASAL,--YGG,3,3,LLM_RERANK,SHOAL,Y--GG,3,3,LLM_RERANK,USUAL,GGGGG,0,0,VOI,,,,,,,,,,
6,TRULY,True,4,CRATE,-G-Y-,4,4,LLM_RERANK,TRUMP,GGG--,2,2,LLM_RERANK,TRUST,GGG--,2,2,LLM_RERANK,TRULY,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
7,SPENT,True,4,LAITY,---Y-,5,5,LLM_RERANK,COUNT,---GG,3,3,LLM_RERANK,BRENT,--GGG,2,2,LLM_RERANK,SPENT,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
8,PAUSE,True,3,PIRLO,G----,4,4,LLM_RERANK,PANTS,GG--Y,3,3,LLM_RERANK,PAUSE,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
9,CRAZY,False,6,DARTS,-YY--,5,5,LLM_RERANK,CRANE,GGG--,2,2,LLM_RERANK,CRACK,GGG--,2,2,LLM_RERANK,CRAIG,GGG--,2,2,LLM_RERANK,CRAMP,GGG--,2,2,LLM_RERANK,CRAWL,GGG--,2,2,LLM_RERANK
10,BASES,False,6,TRIAL,---Y-,5,5,LLM_RERANK,NAMES,-G-GG,2,2,LLM_RERANK,PACES,-G-GG,2,2,LLM_RERANK,SAVES,YG-GG,2,2,LLM_RERANK,EASES,-GGGG,1,1,LLM_RERANK,GASES,-GGGG,1,1,LLM_RERANK
11,YOUNG,True,3,ERUPT,--G--,4,4,LLM_RERANK,SOUND,-GGG-,2,2,LLM_RERANK,YOUNG,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
12,MEANS,True,6,CRYPT,-----,5,5,LLM_RERANK,SEGAL,YG-Y-,4,4,LLM_RERANK,BEANS,-GGGG,1,1,LLM_RERANK,DEANS,-GGGG,1,1,LLM_RERANK,JEANS,-GGGG,1,1,LLM_RERANK,MEANS,GGGGG,0,0,VOI
13,TRUTH,True,6,TAPER,G---Y,4,4,LLM_RERANK,TRICK,GG---,3,3,LLM_RERANK,TRULY,GGG--,2,2,LLM_RERANK,TRURO,GGG--,2,2,LLM_RERANK,TRUST,GGG-Y,2,2,LLM_RERANK,TRUTH,GGGGG,0,0,VOI
14,FIRED,True,6,PARTE,--G-Y,4,4,LLM_RERANK,DERBY,YYG--,4,4,LLM_RERANK,MIRED,-GGGG,1,1,LLM_RERANK,SIRED,-GGGG,1,1,LLM_RERANK,WIRED,-GGGG,1,1,LLM_RERANK,FIRED,GGGGG,0,0,LLM_RERANK
15,FOLKS,True,5,YEATS,----G,4,4,LLM_RERANK,VIRUS,----G,4,4,LLM_RERANK,POOLS,-G-YG,3,3,LLM_RERANK,GOLDS,-GG-G,2,2,LLM_RERANK,FOLKS,GGGGG,0,0,VOI,,,,,
16,CHILE,True,4,TYRES,---Y-,5,5,LLM_RERANK,PLACE,-Y-YG,4,4,LLM_RERANK,LOCKE,Y-Y-G,4,4,LLM_RERANK,CHILE,GGGGG,0,0,VOI,,,,,,,,,,
17,BLACK,True,5,TIERS,-----,5,5,LLM_RERANK,PHONY,-----,5,5,LLM_RERANK,MADAM,-Y---,5,5,LLM_RERANK,QUACK,--GGG,2,2,LLM_RERANK,BLACK,GGGGG,0,0,LLM_RERANK,,,,,
18,GRANT,True,4,BREAD,-G-Y-,4,4,LLM_RERANK,CRAZY,-GG--,3,3,LLM_RERANK,TRAIN,YGG-Y,3,3,LLM_RERANK,GRANT,GGGGG,0,0,VOI,,,,,,,,,,
19,MEALS,True,5,PARSE,-Y-YY,5,4,LLM_RERANK,JEANS,-GG-G,2,2,LLM_RERANK,BEADS,-GG-G,2,2,LLM_RERANK,TEAMS,-GGYG,2,2,LLM_RERANK,MEALS,GGGGG,0,0,VOI,,,,,
20,CREAM,True,3,PARTS,-YY--,5,5,LLM_RERANK,GRAIN,-GY--,4,4,LLM_RERANK,CREAM,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
21,AWAKE,True,5,COATS,--G--,4,4,LLM_RERANK,PLAIN,--G--,4,4,LLM_RERANK,GRAVE,--G-G,3,3,LLM_RERANK,MEADE,--G-G,3,3,LLM_RERANK,AWAKE,GGGGG,0,0,LLM_RERANK,,,,,
22,OCCUR,True,3,CREST,YY---,5,5,LLM_RERANK,RICAN,Y-G--,4,4,LLM_RERANK,OCCUR,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
23,YEARS,True,4,CARTE,-YY-Y,5,4,LLM_RERANK,BREAD,-YYY-,5,4,LLM_RERANK,REALY,YGG-Y,3,3,LLM_RERANK,YEARS,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
24,GRADE,True,2,HERAT,-YYY-,5,4,LLM_RERANK,GRADE,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,,,,,,
