game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,3,NAMES,-----,5,5,LLM_RERANK,COURT,-Y--Y,5,5,LLM_RERANK,PHOTO,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
2,PARTY,True,3,SPORT,-Y-YY,5,3,LLM_RERANK,TRIPP,YY-Y-,5,5,LLM_RERANK,PARTY,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
3,TRICK,True,2,KOREA,Y-Y--,5,5,LLM_RERANK,TRICK,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,,,,,,
4,DIRTY,True,4,PATIO,--YY-,5,5,LLM_RERANK,TRICK,YYY--,5,5,LLM_RERANK,RIGHT,YG--Y,4,4,LLM_RERANK,DIRTY,GGGGG,0,0,VOI,,,,,,,,,,
5,USUAL,True,4,FITCH,-----,5,5,LLM_RERANK,LADEN,YY---,5,5,LLM_RERANK,ALLAY,-Y-G-,4,4,LLM_RERANK,USUAL,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
6,TRULY,True,2,CRYPT,-GY-Y,4,4,LLM_RERANK,TRULY,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,,,,,,
7,SPENT,True,4,ARIEL,---Y-,5,5,LLM_RERANK,STONE,GY-GY,3,3,LLM_RERANK,SCENT,G-GGG,1,1,LLM_RERANK,SPENT,GGGGG,0,0,VOI,,,,,,,,,,
8,PAUSE,True,4,TROIS,----Y,5,5,LLM_RERANK,USUAL,-YGY-,4,4,LLM_RERANK,CAUSE,-GGGG,1,1,LLM_RERANK,PAUSE,GGGGG,0,0,VOI,,,,,,,,,,
9,CRAZY,True,4,PARED,-YY--,5,5,LLM_RERANK,ARTSY,YG--G,3,3,LLM_RERANK,GRAVY,-GG-G,2,2,LLM_RERANK,CRAZY,GGGGG,0,0,VOI,,,,,,,,,,
10,BASES,False,6,EARLY,YG---,4,4,LLM_RERANK,CAUSE,-G-YY,4,3,LLM_RERANK,GAMES,-G-GG,2,2,LLM_RERANK,WAVES,-G-GG,2,2,LLM_RERANK,BAKES,GG-GG,1,1,LLM_RERANK,BATES,GG-GG,1,1,LLM_RERANK
11,YOUNG,True,4,CROAT,--Y--,5,5,LLM_RERANK,DOYLE,-GY--,4,4,LLM_RERANK,BOBBY,-G--Y,4,4,LLM_RERANK,YOUNG,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
12,MEANS,True,5,PROST,---Y-,5,5,LLM_RERANK,BASES,-Y-YG,4,4,LLM_RERANK,DEALS,-GG-G,2,2,LLM_RERANK,JEANS,-GGGG,1,1,LLM_RERANK,MEANS,GGGGG,0,0,VOI,,,,,
13,TRUTH,True,4,CRATE,-G-G-,3,3,LLM_RERANK,BROTH,-G-GG,2,2,LLM_RERANK,FRITH,-G-GG,2,2,LLM_RERANK,TRUTH,GGGGG,0,0,VOI,,,,,,,,,,
