game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GPBR,True,5,RGBW,1B2W,LLM,204,PRGW,0B3W,CSS,33,KGWR,1B1W,VOI,6,WPBR,3B0W,CSS,1,GPBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
2,RYGO,True,5,RGBW,1B1W,LLM,660,RRYG,1B2W,CSS,22,KGYR,0B3W,VOI,5,RPGY,2B1W,CSS,1,RYGO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
3,OYGW,True,4,RGYO,0B3W,LLM,224,YROW,1B2W,CSS,28,YORY,0B2W,VOI,4,OYGW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
4,YKBP,True,5,RGBW,1B0W,LLM,500,RKOO,1B0W,CSS,95,PKYW,1B2W,VOI,2,YPOW,1B1W,CSS,1,YKBP,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
5,YOOO,True,4,RGBW,0B0W,LLM,256,KOOP,2B0W,CSS,29,YOOY,3B0W,VOI,2,YOOO,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
6,BGPK,True,5,RGBW,1B1W,LLM,660,RROB,0B1W,CSS,187,YBPW,1B1W,VOI,27,PKRW,0B2W,CSS,3,BGPK,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
7,GWRK,True,3,RGBW,0B3W,LLM,224,BRWY,0B2W,CSS,61,GWRK,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,GYGR,True,6,RGBW,0B2W,LLM,936,YPWG,0B2W,CSS,200,GBKY,1B1W,VOI,32,GOYR,2B1W,CSS,2,GYRR,3B0W,VOI,1,GYGR,4B0W,CSS,1,,,,,,,,,,,,,,,,
9,PPRR,True,6,RGBW,0B1W,LLM,976,KWYY,0B0W,CSS,114,PPOG,2B0W,VOI,17,PBOO,1B0W,CSS,3,PPPR,3B0W,VOI,1,PPRR,4B0W,CSS,1,,,,,,,,,,,,,,,,
10,RORO,True,5,RGYB,1B0W,LLM,500,POKB,1B0W,CSS,62,KGKW,0B0W,VOI,13,YOYO,2B0W,CSS,2,RORO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
11,RYPO,True,6,RGBW,1B0W,LLM,500,KOYW,0B2W,CSS,90,PYBK,1B1W,VOI,15,OGPK,1B1W,CSS,3,OKBO,1B0W,VOI,1,RYPO,4B0W,CSS,1,,,,,,,,,,,,,,,,
12,GYKK,True,6,RGYP,0B2W,LLM,936,KWPG,0B2W,CSS,200,GRKB,2B0W,VOI,23,GROW,1B0W,CSS,7,PRKK,2B0W,VOI,1,GYKK,4B0W,CSS,1,,,,,,,,,,,,,,,,
13,YYKK,True,5,RGBW,0B0W,LLM,256,POKP,1B0W,CSS,18,YOOY,1B1W,VOI,4,KYKY,2B2W,CSS,1,YYKK,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
14,YWPG,True,5,RGBW,0B2W,LLM,936,BPWK,0B2W,CSS,200,PBOG,1B1W,VOI,31,WYPG,2B2W,CSS,1,YWPG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
15,RYYG,True,5,RGBW,1B1W,LLM,660,KYGW,1B1W,CSS,108,BBYW,1B0W,VOI,17,GWWW,0B1W,CSS,2,RYYG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
16,YGYO,True,5,RGBW,1B0W,LLM,500,OYBK,0B2W,CSS,90,KPYW,1B0W,VOI,10,KGGO,2B0W,CSS,1,YGYO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
17,PWWO,True,5,RGYB,0B0W,LLM,256,WKOW,0B3W,CSS,20,KOWP,1B2W,VOI,3,PWWK,3B0W,CSS,1,PWWO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
18,YOGW,True,5,RGBY,0B2W,LLM,936,GORK,1B1W,CSS,165,GYPO,0B3W,VOI,11,WOYG,1B3W,CSS,1,YOGW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
19,KGYK,True,7,RGYB,2B0W,LLM,216,RGKW,1B1W,CSS,52,KGYP,3B0W,VOI,5,KGYY,3B0W,CSS,3,KGYO,3B0W,VOI,2,KGYG,3B0W,CSS,1,KGYK,4B0W,VOI,1,,,,,,,,,,,,
20,OYOP,True,5,RGBW,0B0W,LLM,256,OOYK,1B2W,CSS,40,KOKY,0B2W,VOI,6,OKOP,3B0W,CSS,2,OYOP,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
21,RRPW,True,6,RGBW,2B0W,LLM,216,RGOP,1B1W,CSS,52,KGPW,2B0W,VOI,8,RPPW,3B0W,CSS,3,RWPW,3B0W,VOI,2,RRPW,4B0W,CSS,1,,,,,,,,,,,,,,,,
22,BOYY,True,5,RGBW,0B1W,LLM,976,PYKG,0B1W,CSS,174,KORO,1B0W,VOI,24,BBYO,2B1W,CSS,1,BOYY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
23,PPRP,True,6,RGBW,0B1W,LLM,976,GOKP,1B0W,CSS,112,BYKY,0B0W,VOI,16,WPPP,2B1W,CSS,2,PRPP,2B2W,VOI,1,PPRP,4B0W,CSS,1,,,,,,,,,,,,,,,,
24,WYOY,True,7,RGBW,0B1W,LLM,976,KWYP,0B2W,CSS,228,YPRO,0B2W,VOI,42,POGK,0B1W,CSS,5,BYPY,2B0W,VOI,2,OYWY,2B2W,CSS,1,WYOY,4B0W,VOI,1,,,,,,,,,,,,
