game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GPBR,True,5,RRGG,0B2W,LLM,216,KGYR,1B1W,CSS,58,OGRP,0B3W,VOI,10,GWOR,2B0W,CSS,3,GPBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
2,RYGO,True,5,ROYW,1B2W,LLM,204,YORP,0B3W,CSS,38,RYBO,3B0W,VOI,3,RYOO,3B0W,CSS,2,RYGO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
3,OYGW,True,6,RRRR,0B0W,LLM,2401,OOYB,1B1W,CSS,376,KOWO,0B2W,VOI,53,OPBW,2B0W,CSS,8,OKBG,1B1W,VOI,2,OYGW,4B0W,CSS,1,,,,,,,,,,,,,,,,
4,YKBP,True,4,RGBY,1B1W,LLM,660,RYYW,0B1W,CSS,174,YGGP,2B0W,VOI,16,YKBP,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
5,YOOO,True,7,RRRR,0B0W,LLM,2401,KPYK,0B1W,CSS,616,YGOO,3B0W,VOI,12,YGOW,2B0W,CSS,4,YBOO,3B0W,VOI,2,YYOO,3B0W,CSS,1,YOOO,4B0W,VOI,1,,,,,,,,,,,,
6,BGPK,True,5,RGBO,1B1W,LLM,660,RKPG,1B2W,CSS,29,RPGR,0B2W,VOI,7,KGPB,2B2W,CSS,1,BGPK,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
7,GWRK,True,6,RRRR,1B0W,LLM,1372,WOYR,0B2W,CSS,399,RPOK,1B1W,VOI,77,RGKY,0B3W,CSS,9,YKRK,2B0W,VOI,2,GWRK,4B0W,CSS,1,,,,,,,,,,,,,,,,
8,GYGR,True,6,RRYY,0B2W,LLM,216,YOPR,1B1W,CSS,58,YGRW,0B3W,VOI,10,BYGR,3B0W,CSS,3,KYGR,3B0W,VOI,1,GYGR,4B0W,CSS,1,,,,,,,,,,,,,,,,
9,PPRR,True,6,RGBY,0B1W,LLM,976,WKKB,0B0W,CSS,114,PPRO,3B0W,VOI,7,PRRO,2B1W,CSS,2,OPRO,2B0W,VOI,1,PPRR,4B0W,CSS,1,,,,,,,,,,,,,,,,
10,RORO,True,5,RGBY,1B0W,LLM,500,RKWP,1B0W,CSS,62,OKKY,0B1W,VOI,13,RORR,3B0W,CSS,2,RORO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
11,RYPO,True,6,RGBO,2B0W,LLM,216,RGWY,1B1W,CSS,52,RKYO,2B1W,VOI,5,RYRO,3B0W,CSS,2,RYOO,3B0W,VOI,1,RYPO,4B0W,CSS,1,,,,,,,,,,,,,,,,
12,GYKK,True,5,RGBK,1B1W,LLM,660,OYBR,1B0W,CSS,81,GPBB,1B0W,VOI,11,GYWK,3B0W,CSS,3,GYKK,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
13,YYKK,True,5,RGBY,0B1W,LLM,976,YKKP,2B1W,CSS,23,PYKP,2B0W,VOI,6,KRKP,1B1W,CSS,1,YYKK,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
14,YWPG,True,6,RGBO,0B1W,LLM,976,OWWK,1B0W,CSS,159,GYWY,0B3W,VOI,6,YWGG,3B0W,CSS,2,YWGP,2B2W,VOI,1,YWPG,4B0W,CSS,1,,,,,,,,,,,,,,,,
15,RYYG,True,6,RGBY,1B2W,LLM,204,RRYG,3B0W,CSS,6,ROYG,3B0W,VOI,4,RKYG,3B0W,CSS,3,RWYG,3B0W,VOI,2,RYYG,4B0W,CSS,1,,,,,,,,,,,,,,,,
16,YGYO,True,6,ROYG,1B2W,LLM,204,GPYO,2B1W,CSS,9,BGYO,3B0W,VOI,4,KGYO,3B0W,CSS,3,OGYO,3B0W,VOI,2,YGYO,4B0W,CSS,1,,,,,,,,,,,,,,,,
17,PWWO,True,5,RGBY,0B0W,LLM,256,KKWP,1B1W,CSS,46,OKKO,1B0W,VOI,6,OPWW,1B3W,CSS,1,PWWO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
18,YOGW,True,4,RYBO,0B2W,LLM,936,OOGB,2B0W,CSS,76,OWGY,1B3W,VOI,1,YOGW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
19,KGYK,True,4,ROYW,1B0W,LLM,500,POKO,0B1W,CSS,158,KBYB,2B0W,VOI,16,KGYK,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
20,OYOP,True,6,RRRR,0B0W,LLM,2401,BKOB,1B0W,CSS,378,GKPW,0B1W,VOI,65,BYGY,1B0W,CSS,10,POOY,1B3W,VOI,1,OYOP,4B0W,CSS,1,,,,,,,,,,,,,,,,
21,RRPW,True,5,RGBY,1B0W,LLM,500,WGOP,0B2W,CSS,90,RPWK,1B2W,VOI,9,ROKW,2B0W,CSS,2,RRPW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
22,BOYY,True,6,RRRR,0B0W,LLM,2401,OYPK,0B2W,CSS,582,WPOO,0B1W,VOI,119,PBKG,0B1W,CSS,17,YOYB,2B2W,VOI,2,BOYY,4B0W,CSS,1,,,,,,,,,,,,,,,,
23,PPRP,True,5,RGBY,0B1W,LLM,976,WWRO,1B0W,CSS,166,PWKG,1B0W,VOI,21,BOKO,0B0W,CSS,4,PPRP,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
24,WYOY,True,5,RGBY,1B0W,LLM,500,OGKO,0B1W,CSS,124,PWBK,0B1W,VOI,20,RROP,1B0W,CSS,1,WYOY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
25,OYOO,True,5,RGBY,0B1W,LLM,976,PKWB,0B0W,CSS,21,OORO,2B1W,VOI,4,GOOO,2B1W,CSS,1,OYOO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
26,BYKG,True,5,RYGO,1B1W,LLM,660,ROBW,0B1W,CSS,147,YYOP,1B0W,VOI,24,KYWG,2B1W,CSS,1,BYKG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
27,YYOY,True,6,ROYP,0B2W,LLM,936,WKOY,2B0W,CSS,61,WGRY,1B0W,VOI,15,YKPY,2B0W,CSS,2,YBOY,3B0W,VOI,1,YYOY,4B0W,CSS,1,,,,,,,,,,,,,,,,
28,WYRW,True,5,RGBG,0B1W,LLM,1160,PRKK,0B1W,CSS,287,OPOB,0B0W,VOI,32,WWRY,2B2W,CSS,3,WYRW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
29,GWRW,True,5,RYBO,0B1W,LLM,976,WGKB,0B2W,CSS,228,GRPK,1B1W,VOI,40,PWOK,1B0W,CSS,7,GWRW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
30,GYPK,True,6,RGBY,0B2W,LLM,936,PBRO,0B1W,CSS,188,YWYB,0B1W,VOI,34,WRKG,0B2W,CSS,5,KYGP,1B3W,VOI,1,GYPK,4B0W,CSS,1,,,,,,,,,,,,,,,,
31,PRWR,True,7,RRRR,2B0W,LLM,294,RRPK,1B2W,CSS,64,PRRY,2B1W,VOI,9,PRBR,3B0W,CSS,3,PROR,3B0W,VOI,2,PRGR,3B0W,CSS,1,PRWR,4B0W,VOI,1,,,,,,,,,,,,
32,GOYR,True,4,RGYB,1B2W,LLM,204,PBYG,1B1W,CSS,40,RYKG,0B3W,VOI,8,GOYR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
33,WWKO,True,3,RGBO,1B0W,LLM,500,WGYW,1B1W,CSS,78,WWKO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,WORG,True,6,RRRR,1B0W,LLM,1372,OYWR,0B3W,CSS,156,WRPY,1B1W,VOI,35,YROK,0B2W,CSS,7,WGRO,2B2W,VOI,1,WORG,4B0W,CSS,1,,,,,,,,,,,,,,,,
35,OGPP,True,3,RGBY,1B0W,LLM,500,RKPW,1B0W,CSS,62,OGPP,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,RWOY,True,3,RRYY,2B0W,LLM,242,KROY,2B1W,CSS,20,RWOY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,KBPY,True,6,RGBY,1B1W,LLM,660,BGOK,0B2W,CSS,141,OPBR,0B2W,VOI,23,RWGO,0B0W,CSS,2,PBKY,2B2W,VOI,1,KBPY,4B0W,CSS,1,,,,,,,,,,,,,,,,
