game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GPBR,True,6,RRRR,1B0W,LLM,1372,ORWY,0B1W,CSS,192,KBKR,1B1W,VOI,40,PBRB,0B3W,CSS,5,BPGR,2B2W,VOI,2,GPBR,4B0W,CSS,1,,,,,,,,,,,,,,,,
2,RYGO,True,6,RRRR,1B0W,LLM,1372,BWKR,0B1W,CSS,192,PPRO,1B1W,VOI,40,YROO,1B2W,CSS,6,ROGO,3B0W,VOI,1,RYGO,4B0W,CSS,1,,,,,,,,,,,,,,,,
3,OYGW,True,6,RGYB,0B2W,LLM,936,YOWR,0B3W,CSS,52,KROY,0B2W,VOI,12,WYBO,1B2W,CSS,2,BWRO,0B2W,VOI,1,OYGW,4B0W,CSS,1,,,,,,,,,,,,,,,,
4,YKBP,True,6,RGBY,1B1W,LLM,660,KWBR,1B1W,CSS,108,YKBK,3B0W,VOI,8,YOBK,2B1W,CSS,2,YKBB,3B0W,VOI,1,YKBP,4B0W,CSS,1,,,,,,,,,,,,,,,,
5,YOOO,True,6,RRRR,0B0W,LLM,2401,BPOG,1B0W,CSS,256,YKWG,1B0W,VOI,25,KKOO,2B0W,CSS,2,YYOO,3B0W,VOI,1,YOOO,4B0W,CSS,1,,,,,,,,,,,,,,,,
6,BGPK,True,6,RRRR,0B0W,LLM,2401,BKOO,1B1W,CSS,376,OGOY,1B0W,VOI,46,PWOK,1B1W,CSS,7,BWKY,1B1W,VOI,1,BGPK,4B0W,CSS,1,,,,,,,,,,,,,,,,
7,GWRK,True,8,RRRR,1B0W,LLM,1372,YWRG,2B1W,CSS,48,YGRY,1B1W,VOI,14,WPRG,1B2W,CSS,4,GWRB,3B0W,VOI,3,GWRW,3B0W,CSS,2,GWRO,3B0W,VOI,1,GWRK,4B0W,CSS,1,,,,,,,,
8,GYGR,True,6,RRRR,1B0W,LLM,1372,BBOR,1B0W,CSS,125,KWPR,1B0W,VOI,8,YYYR,2B0W,CSS,3,GGYR,2B2W,VOI,2,GYGR,4B0W,CSS,1,,,,,,,,,,,,,,,,
9,PPRR,True,6,RYGB,0B1W,LLM,976,YPPO,1B1W,CSS,154,PBPK,1B1W,VOI,26,PKRO,2B0W,CSS,5,PPRW,3B0W,VOI,2,PPRR,4B0W,CSS,1,,,,,,,,,,,,,,,,
10,RORO,True,6,RGYB,1B0W,LLM,500,WGWP,0B0W,CSS,81,YKYO,1B0W,VOI,12,RRRO,3B0W,CSS,2,RROO,2B2W,VOI,1,RORO,4B0W,CSS,1,,,,,,,,,,,,,,,,
11,RYPO,True,5,RGBY,1B1W,LLM,660,KGGB,0B0W,CSS,72,RYWR,2B0W,VOI,6,RYYP,2B1W,CSS,1,RYPO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
12,GYKK,True,5,RGYB,0B2W,LLM,936,YWPR,0B1W,CSS,188,BYOK,2B0W,VOI,17,BRKK,2B0W,CSS,4,GYKK,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
13,YYKK,True,7,RRRR,0B0W,LLM,2401,GKBO,0B1W,CSS,444,YPYG,1B1W,VOI,85,WYYB,1B1W,CSS,13,POYW,0B1W,VOI,2,YYKY,3B0W,CSS,1,YYKK,4B0W,VOI,1,,,,,,,,,,,,
14,YWPG,True,5,RRRR,0B0W,LLM,2401,BOGW,0B2W,CSS,582,WGWP,0B3W,VOI,8,PWYG,2B2W,CSS,1,YWPG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
15,RYYG,True,5,RRRR,1B0W,LLM,1372,ROGP,1B1W,CSS,258,RBYO,2B0W,VOI,22,RGYK,2B1W,CSS,2,RYYG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
16,YGYO,True,5,RRYY,1B1W,LLM,456,PRKR,0B0W,CSS,72,OYYW,1B2W,VOI,16,YOYB,2B1W,CSS,1,YGYO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
17,PWWO,True,7,RRRR,0B0W,LLM,2401,GPGW,0B2W,CSS,366,PWKP,2B0W,VOI,49,BWOP,1B2W,CSS,6,PWYO,3B0W,VOI,2,PWYB,2B0W,CSS,1,PWWO,4B0W,VOI,1,,,,,,,,,,,,
18,YOGW,True,6,RRRR,0B0W,LLM,2401,WKYW,1B1W,CSS,376,WWOG,0B3W,VOI,16,OPWW,1B1W,CSS,4,KOGW,3B0W,VOI,1,YOGW,4B0W,CSS,1,,,,,,,,,,,,,,,,
19,KGYK,True,5,RGYB,2B0W,LLM,216,RKPB,0B1W,CSS,18,KGYW,3B0W,VOI,5,KGYG,3B0W,CSS,3,KGYK,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
20,OYOP,True,4,RGOB,1B0W,LLM,500,RWWP,1B0W,CSS,95,YKOP,2B1W,VOI,6,OYOP,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
21,RRPW,True,4,RRRR,2B0W,LLM,294,ORRW,2B1W,CSS,34,RPRW,2B2W,VOI,1,RRPW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
