game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,4,RAPES,--Y--,5,5,CSS_TRUE,PLUMP,G----,4,4,LLM,POINT,GY--Y,4.0,4.0,CSS_TRUE,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,58,98.96962160241604,58,16,72.41379310344827,16.0,1.0,93.75,1.0,1.0,0.0,,,,,,,0
2,PARTY,True,3,CARBS,-GG--,3,3,CSS_TRUE,HARPY,-GGYG,2,2,LLM,PARTY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,81,98.56102327233968,81,2,97.53086419753086,2.0,1.0,50.0,,,,,,,,,,0
3,TRICK,True,4,SIREN,-YY--,5,5,CSS_TRUE,CLAIM,Y--Y-,5,5,LLM,BRICK,-GGGG,1.0,1.0,CSS_TRUE,TRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,83,98.52549298276782,83,4,95.18072289156626,4.0,3.0,25.0,3.0,1.0,66.66666666666666,,,,,,,1
4,DIRTY,True,4,GAMES,-----,5,5,CSS_TRUE,CRANE,-Y---,5,5,LLM,TYROL,YYG--,4.0,4.0,CSS_TRUE,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,550,90.2291703677385,550,67,87.81818181818181,67.0,1.0,98.50746268656717,1.0,1.0,0.0,,,,,,,2
5,USUAL,True,4,AIRED,Y----,5,5,CSS_TRUE,STARE,Y-Y--,5,4,LLM,LUKAS,YY-GY,4.0,4.0,CSS_TRUE,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,617,89.0389056670812,617,82,86.709886547812,82.0,1.0,98.78048780487804,1.0,1.0,0.0,,,,,,,2
6,TRULY,True,3,REALS,Y--G-,4,4,CSS_TRUE,TROLL,GG-G-,2,2,LLM,TRULY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,14,99.75128797299698,14,1,92.85714285714286,1.0,1.0,0.0,,,,,,,,,,0
7,SPENT,True,3,EARLY,Y----,5,5,CSS_TRUE,STARE,GY--Y,4,4,LLM,SPENT,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,582,89.66068573458874,582,11,98.10996563573885,11.0,1.0,90.9090909090909,,,,,,,,,,2
8,PAUSE,True,2,RAKES,-G-YY,4,4,CSS_TRUE,PAUSE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,5629,16,99.71575768342512,16,1,93.75,,,,,,,,,,,,,0
9,CRAZY,True,3,YEARS,Y-GY-,4,4,CSS_TRUE,GRAVY,-GG-G,2,2,LLM,CRAZY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,5,99.91117427607034,5,3,40.0,3.0,1.0,66.66666666666666,,,,,,,,,,0
10,BASES,True,4,LOSER,--GG-,3,3,CSS_TRUE,CASES,-GGGG,1,1,LLM,VASES,-GGGG,1.0,1.0,CSS_TRUE,BASES,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,27,99.52034109077988,27,4,85.18518518518519,4.0,3.0,25.0,3.0,1.0,66.66666666666666,,,,,,,0
11,YOUNG,True,3,DANES,--Y--,5,5,CSS_TRUE,CRANE,---G-,4,4,LLM,YOUNG,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,165,97.06875111032154,165,38,76.96969696969697,38.0,1.0,97.36842105263158,,,,,,,,,,2
12,MEANS,True,6,TIRES,---YG,4,4,CSS_TRUE,CRANE,--GGY,3,3,LLM,BEANS,-GGGG,1.0,1.0,CSS_TRUE,JEANS,-GGGG,1.0,1.0,LLM,DEANS,-GGGG,1.0,1.0,CSS_TRUE,MEANS,GGGGG,0.0,0.0,LLM,5629,102,98.18795523183516,102,6,94.11764705882352,6.0,4.0,33.33333333333333,4.0,3.0,25.0,3.0,2.0,33.33333333333333,2.0,1.0,50.0,2
13,TRUTH,True,5,SELMA,-----,5,5,CSS_TRUE,CRANE,-G---,4,4,LLM,PROTO,-G-G-,3.0,3.0,CSS_TRUE,FRITZ,-G-G-,3.0,3.0,LLM,TRUTH,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,492,91.25954876532244,492,38,92.27642276422765,38.0,4.0,89.47368421052632,4.0,1.0,75.0,1.0,1.0,0.0,,,,2
