game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,5,TIRES,Y----,5,5,CSS_TRUE,STICK,-Y---,5,5,LLM,LUTON,--YY-,5.0,4.0,CSS_TRUE,BOOTY,-YGG-,3.0,3.0,LLM,PHOTO,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,128,97.72606146740095,128,96,25.0,96.0,6.0,93.75,6.0,1.0,83.33333333333334,1.0,1.0,0.0,,,,2
2,PARTY,True,2,PANEL,GG---,3,3,CSS_TRUE,PARTY,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,5629,29,99.48481080120804,29,1,96.55172413793105,,,,,,,,,,,,,0
3,TRICK,True,5,PARSE,--Y--,5,5,CSS_TRUE,HOUSE,-----,5,5,LLM,BRINK,-GG-G,2.0,2.0,CSS_TRUE,CRICK,-GGGG,1.0,1.0,LLM,TRICK,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,174,96.90886480724818,174,32,81.60919540229885,32.0,3.0,90.625,3.0,2.0,33.33333333333333,2.0,1.0,50.0,,,,3
4,DIRTY,True,5,AROSE,-Y---,5,5,CSS_TRUE,CHIRP,--YY-,5,4,LLM,RIGID,YG--Y,4.0,4.0,CSS_TRUE,BIRDY,-GGYG,2.0,2.0,LLM,DIRTY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,52,99.07621247113164,52,12,76.92307692307693,12.0,2.0,83.33333333333334,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
5,USUAL,True,4,SIENA,Y---Y,5,5,CSS_TRUE,HOUSE,--GY-,4,4,LLM,PAULS,-YGYY,4.0,4.0,CSS_TRUE,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,209,96.28708473974062,209,3,98.5645933014354,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,,,,2
6,TRULY,True,3,TIRES,G-Y--,4,4,CSS_TRUE,TRACK,GG---,3,3,LLM,TRULY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,25,99.55587138035176,25,9,64.0,9.0,1.0,88.88888888888889,,,,,,,,,,0
7,SPENT,True,3,RAIDS,----Y,5,5,CSS_TRUE,SPACE,GG--Y,3,3,LLM,SPENT,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,207,96.32261502931247,207,3,98.55072463768116,3.0,1.0,66.66666666666666,,,,,,,,,,1
8,PAUSE,True,5,ROLES,---YY,5,5,CSS_TRUE,HOUSE,--GGG,2,2,LLM,ABUSE,Y-GGG,2.0,2.0,CSS_TRUE,CAUSE,-GGGG,1.0,1.0,LLM,PAUSE,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,131,97.67276603304316,131,4,96.94656488549616,4.0,2.0,50.0,2.0,1.0,50.0,1.0,1.0,0.0,,,,1
9,CRAZY,True,5,TAILS,-Y---,5,5,CSS_TRUE,STAIN,--G--,4,4,LLM,GRACE,-GGY-,3.0,3.0,CSS_TRUE,CRAMP,GGG--,2.0,2.0,LLM,CRAZY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,347,93.83549475928228,347,93,73.19884726224784,93.0,3.0,96.7741935483871,3.0,2.0,33.33333333333333,2.0,1.0,50.0,,,,3
10,BASES,False,6,SAVOR,YG---,4,4,CSS_TRUE,SPACE,Y-Y-Y,5,4,LLM,MATES,-G-GG,2.0,2.0,CSS_TRUE,HALES,-G-GG,2.0,2.0,LLM,DAWES,-G-GG,2.0,2.0,CSS_TRUE,GAZES,-G-GG,2.0,2.0,LLM,5629,195,96.53579676674366,195,50,74.35897435897436,50.0,24.0,52.0,24.0,13.0,45.83333333333333,13.0,7.0,46.15384615384615,7.0,5.0,28.57142857142857,2
11,YOUNG,True,4,TAILS,-----,5,5,CSS_TRUE,HOUSE,-GG--,3,3,LLM,GOURD,YGG--,3.0,3.0,CSS_TRUE,YOUNG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,625,88.89678450879374,625,9,98.56,9.0,1.0,88.88888888888889,1.0,1.0,0.0,,,,,,,1
12,MEANS,True,4,SNARE,YYG-Y,4,4,CSS_TRUE,BEANS,-GGGG,1,1,LLM,JEANS,-GGGG,1.0,1.0,CSS_TRUE,MEANS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,6,99.8934091312844,6,4,33.33333333333333,4.0,3.0,25.0,3.0,1.0,66.66666666666666,,,,,,,0
13,TRUTH,True,4,SLANT,----Y,5,5,CSS_TRUE,HOUSE,Y-G--,4,4,LLM,THUMP,GYG--,3.0,3.0,CSS_TRUE,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,207,96.32261502931247,207,3,98.55072463768116,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,,,,2
14,FIRED,False,6,SENOR,-Y--Y,5,5,CSS_TRUE,HOUSE,----Y,5,5,LLM,AIRED,-GGGG,1.0,1.0,CSS_TRUE,TIRED,-GGGG,1.0,1.0,LLM,MIRED,-GGGG,1.0,1.0,CSS_TRUE,WIRED,-GGGG,1.0,1.0,LLM,5629,196,96.51803162195772,196,83,57.6530612244898,83.0,4.0,95.18072289156626,4.0,3.0,25.0,3.0,2.0,33.33333333333333,2.0,1.0,50.0,3
