game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,3,LEARN,-----,5,5,CSS_TRUE,SOUTH,-Y-GY,4,4,LLM,PHOTO,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,444,92.11227571504708,444,1,99.77477477477478,1.0,1.0,0.0,,,,,,,,,,0
2,PARTY,True,4,IDEAL,---Y-,5,5,CSS_TRUE,START,-YYY-,5,3,LLM,MARTA,-GGG-,2.0,2.0,CSS_TRUE,PARTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,616,89.05667081186711,616,14,97.72727272727272,14.0,3.0,78.57142857142857,3.0,1.0,66.66666666666666,,,,,,,0
3,TRICK,True,5,SADIE,---Y-,5,5,CSS_TRUE,NIGHT,-Y--Y,5,5,LLM,TRILL,GGG--,2.0,2.0,CSS_TRUE,TRIPP,GGG--,2.0,2.0,LLM,TRICK,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,237,95.7896606857346,237,11,95.35864978902954,11.0,2.0,81.81818181818183,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
4,DIRTY,True,3,RATES,Y-Y--,5,5,CSS_TRUE,NORTH,--GG-,3,3,LLM,DIRTY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,60,98.9340913128442,60,2,96.66666666666669,2.0,1.0,50.0,,,,,,,,,,0
5,USUAL,True,4,TRIES,----Y,5,5,CSS_TRUE,SOUND,Y-G--,4,4,LLM,BLUSH,-YGY-,4.0,4.0,CSS_TRUE,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,197,96.5002664771718,197,7,96.4467005076142,7.0,1.0,85.71428571428571,1.0,1.0,0.0,,,,,,,0
6,TRULY,True,4,BATES,--Y--,5,5,CSS_TRUE,RIGHT,Y---Y,5,5,LLM,TYROL,GYY-Y,4.0,3.0,CSS_TRUE,TRULY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,147,97.38852371646828,147,16,89.1156462585034,16.0,1.0,93.75,1.0,1.0,0.0,,,,,,,0
7,SPENT,True,4,CRIES,---YY,5,5,CSS_TRUE,THESE,Y-GY-,4,4,LLM,STEAL,GYG--,3.0,3.0,CSS_TRUE,SPENT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,149,97.35299342689645,149,12,91.94630872483222,12.0,2.0,83.33333333333334,2.0,1.0,50.0,,,,,,,0
8,PAUSE,True,2,SALEH,YG-Y-,4,4,CSS_TRUE,PAUSE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,5629,10,99.82234855214072,10,1,90.0,,,,,,,,,,,,,0
9,CRAZY,True,4,SHARE,--GY-,4,4,CSS_TRUE,TRAIN,-GG--,3,3,LLM,BRADY,-GG-G,2.0,2.0,CSS_TRUE,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,64,98.86303073370048,64,20,68.75,20.0,2.0,90.0,2.0,1.0,50.0,,,,,,,0
10,BASES,True,6,SNARE,Y-Y-Y,5,4,CSS_TRUE,MAKES,-G-GG,2,2,LLM,CATES,-G-GG,2.0,2.0,CSS_TRUE,WAGES,-G-GG,2.0,2.0,LLM,HAVES,-G-GG,2.0,2.0,CSS_TRUE,BASES,GGGGG,0.0,0.0,LLM,5629,97,98.2767809557648,97,43,55.670103092783506,43.0,24.0,44.18604651162791,24.0,14.0,41.66666666666667,14.0,7.0,50.0,7.0,1.0,85.71428571428571,0
