game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,3,GUESS,-----,5,5,LLM,TRIAL,Y----,5,5,CSS,PHOTO,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
2,PARTY,True,5,GUESS,-----,5,5,LLM,MILAN,---Y-,5,5,CSS,BARCA,-GG--,3,3,CSS,DARTH,-GGG-,2,2,CSS,PARTY,GGGGG,0,0,CSS,,,,,
3,TRICK,True,5,GUESS,-----,5,5,LLM,CAROL,Y-Y--,5,5,CSS,BRICK,-GGGG,1,1,CSS,FRICK,-GGGG,1,1,CSS,TRICK,GGGGG,0,0,CSS,,,,,
4,DIRTY,True,5,CRACK,-Y---,5,5,LLM,MOREY,--G-G,3,3,CSS,SURLY,--G-G,3,3,CSS,BIRDY,-GGYG,2,2,CSS,DIRTY,GGGGG,0,0,CSS,,,,,
5,USUAL,True,3,LUMPS,YY--Y,5,5,LLM,SAULT,YYGY-,4,4,CSS,USUAL,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
6,TRULY,True,4,LUMPS,YY---,5,5,LLM,FLUTE,-YGY-,4,4,CSS,VAULT,--GGY,3,3,CSS,TRULY,GGGGG,0,0,CSS,,,,,,,,,,
7,SPENT,True,5,AFTER,--YY-,5,5,LLM,TEENS,Y-GGY,3,3,CSS,SCENT,G-GGG,1,1,CSS,STENT,G-GGG,1,1,CSS,SPENT,GGGGG,0,0,CSS,,,,,
8,PAUSE,True,4,GUESS,-YYG-,4,4,LLM,ROUSE,--GGG,2,2,CSS,AMUSE,Y-GGG,2,2,CSS,PAUSE,GGGGG,0,0,CSS,,,,,,,,,,
9,CRAZY,True,4,GUESS,-----,5,5,LLM,LINDA,----Y,5,5,CSS,CARAT,GYY--,4,3,CSS,CRAZY,GGGGG,0,0,CSS,,,,,,,,,,
10,BASES,True,4,GUESS,--YYG,4,4,LLM,SALES,YG-GG,2,2,CSS,VASES,-GGGG,1,1,CSS,BASES,GGGGG,0,0,CSS,,,,,,,,,,
