game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,4,HAIRS,Y----,5,5,LLM,TOUCH,YY--Y,5,5,CSS_TRUE,ETHNO,-YY-G,4.0,4.0,CSS_TRUE,PHOTO,GGGGG,0.0,0.0,VOI,,,,,,,,,,,5629,100,98.223485521407,100,3,97.0,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,,,,0
2,PARTY,True,4,RAISE,YG---,4,4,LLM,CARTA,-GGG-,2,2,CSS_TRUE,GARTH,-GGG-,2.0,2.0,CSS_TRUE,PARTY,GGGGG,0.0,0.0,VOI,,,,,,,,,,,5629,96,98.29454610055072,96,5,94.79166666666666,5.0,2.0,60.0,2.0,1.0,50.0,,,,,,,0
3,TRICK,True,4,RATES,Y-Y--,5,5,LLM,TROUT,GG---,3,3,CSS_TRUE,TRILL,GGG--,2.0,2.0,CSS_TRUE,TRICK,GGGGG,0.0,0.0,VOI,,,,,,,,,,,5629,60,98.9340913128442,60,4,93.33333333333331,4.0,2.0,50.0,2.0,1.0,50.0,,,,,,,0
4,DIRTY,True,4,SNARE,---Y-,5,5,LLM,BROOD,-Y--Y,5,5,CSS_TRUE,PURDY,--GYG,3.0,3.0,CSS_TRUE,DIRTY,GGGGG,0.0,0.0,VOI,,,,,,,,,,,5629,168,97.01545567596376,168,3,98.21428571428572,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,,,,0
5,USUAL,True,3,LANES,YY--Y,5,5,LLM,STAHL,Y-Y-G,4,3,CSS_TRUE,USUAL,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,28,99.50257594599395,28,1,96.42857142857144,1.0,1.0,0.0,,,,,,,,,,0
6,TRULY,True,3,LANES,Y----,5,5,LLM,YOULL,Y-GG-,3,3,CSS_TRUE,TRULY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,142,97.47734944039794,142,1,99.29577464788731,1.0,1.0,0.0,,,,,,,,,,0
7,SPENT,True,2,SIENA,G-GG-,2,2,LLM,SPENT,GGGGG,0,0,CSS_TRUE,,,,,,,,,,,,,,,,,,,,,5629,6,99.8934091312844,6,1,83.33333333333334,,,,,,,,,,,,,0
8,PAUSE,True,3,AIRES,Y--YY,5,4,LLM,SPATE,YYY-G,4,3,CSS_TRUE,PAUSE,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,75,98.66761414105524,75,2,97.33333333333334,2.0,1.0,50.0,,,,,,,,,,0
9,CRAZY,True,4,RAISE,YY---,5,4,LLM,ORANG,-GG--,3,3,CSS_TRUE,TRACY,-GGYG,2.0,2.0,CSS_TRUE,CRAZY,GGGGG,0.0,0.0,VOI,,,,,,,,,,,5629,147,97.38852371646828,147,22,85.03401360544217,22.0,1.0,95.45454545454544,1.0,1.0,0.0,,,,,,,0
10,BASES,False,6,EARNS,YG--G,3,3,LLM,TALES,-G-GG,2,2,CSS_TRUE,CAGES,-G-GG,2.0,2.0,CSS_TRUE,WAVES,-G-GG,2.0,2.0,VOI,MAKES,-G-GG,2.0,2.0,VOI,FADES,-G-GG,2.0,2.0,VOI,5629,62,98.89856102327234,62,39,37.096774193548384,39.0,24.0,38.46153846153847,24.0,15.0,37.5,15.0,6.0,60.0,6.0,3.0,50.0,0
11,YOUNG,True,3,ARIES,-----,5,5,LLM,MONTY,-GY-Y,4,4,CSS_TRUE,YOUNG,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,265,95.29223663172854,265,1,99.62264150943396,1.0,1.0,0.0,,,,,,,,,,0
12,MEANS,True,3,TEARS,-GG-G,2,2,LLM,LEANS,-GGGG,1,1,CSS_TRUE,MEANS,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,20,99.6446971042814,20,4,80.0,4.0,1.0,75.0,,,,,,,,,,0
13,TRUTH,True,4,DARES,--Y--,5,5,LLM,TRYIN,GG---,3,3,CSS_TRUE,TROUT,GG-YY,3.0,2.0,CSS_TRUE,TRUTH,GGGGG,0.0,0.0,VOI,,,,,,,,,,,5629,164,97.08651625510748,164,8,95.1219512195122,8.0,1.0,87.5,1.0,1.0,0.0,,,,,,,0
14,FIRED,True,3,AIRES,-GGG-,2,2,LLM,MIRED,-GGGG,1,1,CSS_TRUE,FIRED,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,5,99.91117427607034,5,4,20.0,4.0,1.0,75.0,,,,,,,,,,0
15,FOLKS,True,4,ARIES,----G,4,4,LLM,BLOCS,-YY-G,4,4,CSS_TRUE,DOLLS,-GG-G,2.0,2.0,CSS_TRUE,FOLKS,GGGGG,0.0,0.0,VOI,,,,,,,,,,,5629,185,96.71344821460296,185,18,90.27027027027027,18.0,4.0,77.77777777777779,4.0,1.0,75.0,,,,,,,0
