game_id,target_word,model_name,prompt_type,attempt_number,guess,feedback,win,attempts_to_win,timestamp,prompt,cot_trace,raw_response,is_valid_word,is_error,candidates_before,candidates_after,candidate_reduction_rate,information_gain_bits,violated_green_constraint,violated_yellow_constraint,violated_gray_constraint,total_constraint_violations
0,PHOTO,mistral-small-3.1,chain-of-thought,1,ARISE,-----,False,1,2025-12-11T21:40:01.624587,"You are an expert Wordle player. Use brief, structured reasoning.
Return output in this exact format:
THINKING: <your concise step-by-step reasoning>
FINAL: <ONE 5-letter guess only>

Feedback codes: G=green (correct letter, correct position), Y=yellow (correct letter, wrong position), -=letter not in word.
Each feedback position corresponds to the letter at that position in your guess.
Example: Guess HOUSE → Feedback ----G means H:-, O:-, U:-, S:-, E:G
  (H not in word, O not in word, U not in word, S not in word, E correct at position 5)


Allowed words remaining: 5629
Candidate words: ABOUT, THEIR, THERE, WHICH, WOULD, OTHER, AFTER, FIRST, THINK, COULD, THESE, WHERE, RIGHT, YEARS, BEING, GOING, STILL, NEVER, THOSE, WORLD, GREAT, WHILE, EVERY, STATE, THREE, SINCE, UNDER, THING, HOUSE, PLACE, ..., ZENIT, ARRAS, BANDY, BENDY, BOGAN, CAUSA, COWER, CRIST, CROAT, CUBBY, DALIA, DIKES, DIMER, ESHOP, FLAIL, GARBO, GOGOL, HAMMY, HERAT, HOARE

Constraints:
• Do NOT repeat previous guesses.
• The FINAL line must be exactly ONE valid 5-letter word from the allowed list.
• Keep THINKING concise (1–5 short lines).","Game 1/100 | Target: PHOTO | Attempt 1/6 | Candidates: 5629

1. Start with a word containing common vowels and consonants.
2. This guess should help narrow down the possibilities effectively.
3. ""ARISE"" is a good starting word with common letters.
4. It includes A, R, I, S, E, which are frequent in English words.
5. This will provide good feedback for the next guess.","Game 1/100 | Target: PHOTO | Attempt 1/6 | Candidates: 5629

THINKING:
1. Start with a word containing common vowels and consonants.
2. This guess should help narrow down the possibilities effectively.
3. ""ARISE"" is a good starting word with common letters.
4. It includes A, R, I, S, E, which are frequent in English words.
5. This will provide good feedback for the next guess.

FINAL: ARISE",True,False,5629,265,0.9529,4.4088,False,False,False,0
0,PHOTO,mistral-small-3.1,chain-of-thought,2,WOULD,-Y---,False,2,2025-12-11T21:40:02.004400,"You are an expert Wordle player. Use brief, structured reasoning.
Return output in this exact format:
THINKING: <your concise step-by-step reasoning>
FINAL: <ONE 5-letter guess only>

Feedback codes: G=green (correct letter, correct position), Y=yellow (correct letter, wrong position), -=letter not in word.
Each feedback position corresponds to the letter at that position in your guess.
Example: Guess HOUSE → Feedback ----G means H:-, O:-, U:-, S:-, E:G
  (H not in word, O not in word, U not in word, S not in word, E correct at position 5)

Previous attempts:
- Guess: ARISE  Feedback: -----
  Per letter: A:-  R:-  I:-  S:-  E:-

Allowed words remaining: 265
Candidate words: WOULD, COULD, FOUND, YOUNG, KNOWN, MONTH, BLOOD, FUNNY, PHOTO, TOUCH, DOUBT, FULLY, BLOCK, COUNT, MOUTH, LUCKY, TOUGH, YOUTH, LUNCH, BUNCH, MOUNT, BOUND, CLOUD, CLOCK, DUTCH, BUDDY, KNOCK, OUGHT, FLOOD, POUND, ..., OOMPH, GODOT, GWYNN, KNOTT, KONDO, DOWNY, JOONG, THUNK, BYUNG, GOWDY, LOCUM, MUCHO, HOOCH, KOOKY, LOLOL, MUMBO, FUTON, GLOBO, CUBBY, GOGOL

Constraints:
• Do NOT repeat previous guesses.
• The FINAL line must be exactly ONE valid 5-letter word from the allowed list.
• Keep THINKING concise (1–5 short lines).","Game 1/100 | Target: PHOTO | Attempt 2/6 | Candidates: 265

- No green or yellow letters.
- Guess a common word with no repeated letters.
- Aim to maximize information gain.
- Try a word with common vowels and consonants.","Game 1/100 | Target: PHOTO | Attempt 2/6 | Candidates: 265

THINKING:
- No green or yellow letters.
- Guess a common word with no repeated letters.
- Aim to maximize information gain.
- Try a word with common vowels and consonants.

FINAL: WOULD",True,False,265,17,0.9358,3.9624,False,False,False,0
0,PHOTO,mistral-small-3.1,chain-of-thought,3,KNOCK,--G--,False,3,2025-12-11T21:40:04.680763,"You are an expert Wordle player. Use brief, structured reasoning.
Return output in this exact format:
THINKING: <your concise step-by-step reasoning>
FINAL: <ONE 5-letter guess only>

Feedback codes: G=green (correct letter, correct position), Y=yellow (correct letter, wrong position), -=letter not in word.
Each feedback position corresponds to the letter at that position in your guess.
Example: Guess HOUSE → Feedback ----G means H:-, O:-, U:-, S:-, E:G
  (H not in word, O not in word, U not in word, S not in word, E correct at position 5)

Previous attempts:
- Guess: ARISE  Feedback: -----
  Per letter: A:-  R:-  I:-  S:-  E:-
- Guess: WOULD  Feedback: -Y---
  Per letter: W:-  O:Y  U:-  L:-  D:-

Allowed words remaining: 17
Candidate words: PHOTO, KNOCK, MCCOY, KYOTO, PHONY, THONG, CHONG, PHNOM, OHHHH, CHOCK, KNOPF, HMONG, ZHONG, OFCOM, CHOCO, KYOKO, KNOTT

Constraints:
• Do NOT repeat previous guesses.
• The FINAL line must be exactly ONE valid 5-letter word from the allowed list.
• Keep THINKING concise (1–5 short lines).","Game 1/100 | Target: PHOTO | Attempt 3/6 | Candidates: 17

- O is in the word but not in the first or second position.
- Eliminate words without O: PHOTO, PHONY, THONG, PHNOM, OHHHH, CHONG, CHOCK, CHOCO, KNOTT.
- Remaining candidate words: KNOCK, MCCOY, KYOTO, HMONG, ZHONG, OFCOM, KNOPF, KYOKO.","Game 1/100 | Target: PHOTO | Attempt 3/6 | Candidates: 17

THINKING:
- O is in the word but not in the first or second position.
- Eliminate words without O: PHOTO, PHONY, THONG, PHNOM, OHHHH, CHONG, CHOCK, CHOCO, KNOTT.
- Remaining candidate words: KNOCK, MCCOY, KYOTO, HMONG, ZHONG, OFCOM, KNOPF, KYOKO.

FINAL: KNOCK",True,False,17,1,0.9412,4.0875,False,False,False,0
0,PHOTO,mistral-small-3.1,chain-of-thought,4,PHOTO,GGGGG,True,4,2025-12-11T21:40:06.216705,"You are an expert Wordle player. Use brief, structured reasoning.
Return output in this exact format:
THINKING: <your concise step-by-step reasoning>
FINAL: <ONE 5-letter guess only>

Feedback codes: G=green (correct letter, correct position), Y=yellow (correct letter, wrong position), -=letter not in word.
Each feedback position corresponds to the letter at that position in your guess.
Example: Guess HOUSE → Feedback ----G means H:-, O:-, U:-, S:-, E:G
  (H not in word, O not in word, U not in word, S not in word, E correct at position 5)

Previous attempts:
- Guess: ARISE  Feedback: -----
  Per letter: A:-  R:-  I:-  S:-  E:-
- Guess: WOULD  Feedback: -Y---
  Per letter: W:-  O:Y  U:-  L:-  D:-
- Guess: KNOCK  Feedback: --G--
  Per letter: K:-  N:-  O:G  C:-  K:-

Allowed words remaining: 1
Candidate words: PHOTO

Constraints:
• Do NOT repeat previous guesses.
• The FINAL line must be exactly ONE valid 5-letter word from the allowed list.
• Keep THINKING concise (1–5 short lines).","Game 1/100 | Target: PHOTO | Attempt 4/6 | Candidates: 1

- E, A, R, I, S, W, U, L, D, K, N, C not in word.
- O is in position 3.
- PHOTO is the only remaining valid word.","Game 1/100 | Target: PHOTO | Attempt 4/6 | Candidates: 1

THINKING:
- E, A, R, I, S, W, U, L, D, K, N, C not in word.
- O is in position 3.
- PHOTO is the only remaining valid word.

FINAL: PHOTO",True,False,1,1,0.0000,0.0000,False,False,False,0
1,PARTY,mistral-small-3.1,chain-of-thought,1,STATE,--YG-,False,1,2025-12-11T21:40:07.762437,"You are an expert Wordle player. Use brief, structured reasoning.
Return output in this exact format:
THINKING: <your concise step-by-step reasoning>
FINAL: <ONE 5-letter guess only>

Feedback codes: G=green (correct letter, correct position), Y=yellow (correct letter, wrong position), -=letter not in word.
Each feedback position corresponds to the letter at that position in your guess.
Example: Guess HOUSE → Feedback ----G means H:-, O:-, U:-, S:-, E:G
  (H not in word, O not in word, U not in word, S not in word, E correct at position 5)


Allowed words remaining: 5629
Candidate words: ABOUT, THEIR, THERE, WHICH, WOULD, OTHER, AFTER, FIRST, THINK, COULD, THESE, WHERE, RIGHT, YEARS, BEING, GOING, STILL, NEVER, THOSE, WORLD, GREAT, WHILE, EVERY, STATE, THREE, SINCE, UNDER, THING, HOUSE, PLACE, ..., ZENIT, ARRAS, BANDY, BENDY, BOGAN, CAUSA, COWER, CRIST, CROAT, CUBBY, DALIA, DIKES, DIMER, ESHOP, FLAIL, GARBO, GOGOL, HAMMY, HERAT, HOARE

Constraints:
• Do NOT repeat previous guesses.
• The FINAL line must be exactly ONE valid 5-letter word from the allowed list.
• Keep THINKING concise (1–5 short lines).","Game 2/100 | Target: PARTY | Attempt 1/6 | Candidates: 5629

1. Prioritize common vowels and consonants.
2. Avoid words with repeated letters.
3. Focus on high-frequency words.
4. Use words with a mix of vowel and consonant positions.
5. Consider common word endings.","Game 2/100 | Target: PARTY | Attempt 1/6 | Candidates: 5629

THINKING:
1. Prioritize common vowels and consonants.
2. Avoid words with repeated letters.
3. Focus on high-frequency words.
4. Use words with a mix of vowel and consonant positions.
5. Consider common word endings.

FINAL: STATE",True,False,5629,0,1.0000,12.4587,False,False,False,0
1,PARTY,mistral-small-3.1,chain-of-thought,2,ANITA,Y--G-,False,2,2025-12-11T21:40:08.264789,"You are an expert Wordle player. Use brief, structured reasoning.
Return output in this exact format:
THINKING: <your concise step-by-step reasoning>
FINAL: <ONE 5-letter guess only>

Feedback codes: G=green (correct letter, correct position), Y=yellow (correct letter, wrong position), -=letter not in word.
Each feedback position corresponds to the letter at that position in your guess.
Example: Guess HOUSE → Feedback ----G means H:-, O:-, U:-, S:-, E:G
  (H not in word, O not in word, U not in word, S not in word, E correct at position 5)

Previous attempts:
- Guess: STATE  Feedback: --YG-
  Per letter: S:-  T:-  A:Y  T:G  E:-

Allowed words remaining: 35
Candidate words: PARTY, FAITH, HAITI, MARTY, ANITA, FACTO, MALTA, QUOTA, WALTZ, GUPTA, JUNTA, GARTH, MARTA, DARTH, AUNTY, NAFTA, BAFTA, BANTU, VOLTA, PANTY, PUNTA, AORTA, PORTA, CARTA, AMITY, BARTH, MANTA, CANTO, PARTI, LAITY, CACTI, MARTI, KANTO, YALTA, PONTA

Constraints:
• Do NOT repeat previous guesses.
• The FINAL line must be exactly ONE valid 5-letter word from the allowed list.
• Keep THINKING concise (1–5 short lines).","Game 2/100 | Target: PARTY | Attempt 2/6 | Candidates: 0

1. A and T are in the word.
2. Focus on placing A first.
3. Try a word with A in the second position.
4. Avoid repeating any letters that have already been ruled out (S, E).","Game 2/100 | Target: PARTY | Attempt 2/6 | Candidates: 0

THINKING:
1. A and T are in the word.
2. Focus on placing A first.
3. Try a word with A in the second position.
4. Avoid repeating any letters that have already been ruled out (S, E).

FINAL: ANITA",True,False,0,0,0.0000,0.0000,False,False,True,1
1,PARTY,mistral-small-3.1,chain-of-thought,3,PARTY,GGGGG,True,3,2025-12-11T21:40:09.902762,"You are an expert Wordle player. Use brief, structured reasoning.
Return output in this exact format:
THINKING: <your concise step-by-step reasoning>
FINAL: <ONE 5-letter guess only>

Feedback codes: G=green (correct letter, correct position), Y=yellow (correct letter, wrong position), -=letter not in word.
Each feedback position corresponds to the letter at that position in your guess.
Example: Guess HOUSE → Feedback ----G means H:-, O:-, U:-, S:-, E:G
  (H not in word, O not in word, U not in word, S not in word, E correct at position 5)

Previous attempts:
- Guess: STATE  Feedback: --YG-
  Per letter: S:-  T:-  A:Y  T:G  E:-
- Guess: ANITA  Feedback: Y--G-
  Per letter: A:Y  N:-  I:-  T:G  A:-

Allowed words remaining: 7
Candidate words: PARTY, MARTY, FACTO, WALTZ, GARTH, DARTH, BARTH

Constraints:
• Do NOT repeat previous guesses.
• The FINAL line must be exactly ONE valid 5-letter word from the allowed list.
• Keep THINKING concise (1–5 short lines).","Game 2/100 | Target: PARTY | Attempt 3/6 | Candidates: 0

1. A is in the word at position 2.
2. T is green at position 4.
3. S, E, N, I are not in the word.
4. PARTY and MARTY both fit the constraints.","Game 2/100 | Target: PARTY | Attempt 3/6 | Candidates: 0

THINKING:
1. A is in the word at position 2.
2. T is green at position 4.
3. S, E, N, I are not in the word.
4. PARTY and MARTY both fit the constraints.

FINAL: PARTY",True,False,0,0,0.0000,0.0000,False,False,True,1
2,TRICK,mistral-small-3.1,chain-of-thought,1,ABOUT,----Y,False,1,2025-12-11T21:40:11.767251,"You are an expert Wordle player. Use brief, structured reasoning.
Return output in this exact format:
THINKING: <your concise step-by-step reasoning>
FINAL: <ONE 5-letter guess only>

Feedback codes: G=green (correct letter, correct position), Y=yellow (correct letter, wrong position), -=letter not in word.
Each feedback position corresponds to the letter at that position in your guess.
Example: Guess HOUSE → Feedback ----G means H:-, O:-, U:-, S:-, E:G
  (H not in word, O not in word, U not in word, S not in word, E correct at position 5)


Allowed words remaining: 5629
Candidate words: ABOUT, THEIR, THERE, WHICH, WOULD, OTHER, AFTER, FIRST, THINK, COULD, THESE, WHERE, RIGHT, YEARS, BEING, GOING, STILL, NEVER, THOSE, WORLD, GREAT, WHILE, EVERY, STATE, THREE, SINCE, UNDER, THING, HOUSE, PLACE, ..., ZENIT, ARRAS, BANDY, BENDY, BOGAN, CAUSA, COWER, CRIST, CROAT, CUBBY, DALIA, DIKES, DIMER, ESHOP, FLAIL, GARBO, GOGOL, HAMMY, HERAT, HOARE

Constraints:
• Do NOT repeat previous guesses.
• The FINAL line must be exactly ONE valid 5-letter word from the allowed list.
• Keep THINKING concise (1–5 short lines).","Game 3/100 | Target: TRICK | Attempt 1/6 | Candidates: 5629

Start with a word that has common vowels and consonants.
  Focus on 'E', 'O', 'A', 'R', 'T', and 'S' as they are frequent.
  Avoid repeating previous guesses.
  Choose a word with a mix of vowels and consonants.","Game 3/100 | Target: TRICK | Attempt 1/6 | Candidates: 5629

THINKING: Start with a word that has common vowels and consonants.
  Focus on 'E', 'O', 'A', 'R', 'T', and 'S' as they are frequent.
  Avoid repeating previous guesses.
  Choose a word with a mix of vowels and consonants.

FINAL: ABOUT",True,False,5629,246,0.9563,4.5161,False,False,False,0
2,TRICK,mistral-small-3.1,chain-of-thought,2,STEVE,-Y---,False,2,2025-12-11T21:40:13.079660,"You are an expert Wordle player. Use brief, structured reasoning.
Return output in this exact format:
THINKING: <your concise step-by-step reasoning>
FINAL: <ONE 5-letter guess only>

Feedback codes: G=green (correct letter, correct position), Y=yellow (correct letter, wrong position), -=letter not in word.
Each feedback position corresponds to the letter at that position in your guess.
Example: Guess HOUSE → Feedback ----G means H:-, O:-, U:-, S:-, E:G
  (H not in word, O not in word, U not in word, S not in word, E correct at position 5)

Previous attempts:
- Guess: ABOUT  Feedback: ----Y
  Per letter: A:-  B:-  O:-  U:-  T:Y

Allowed words remaining: 246
Candidate words: THEIR, THERE, THINK, THESE, STILL, THREE, THING, TIMES, WHITE, THIRD, TRIED, STYLE, TERMS, TITLE, WRITE, SMITH, PETER, TYPES, TWICE, ENTER, FIFTH, ITEMS, TELLS, STICK, SITES, STEPS, STEEL, STEVE, TIRED, TREES, ..., FRETS, PELTS, STEWS, TYWIN, MITRE, FENTY, MIRTH, PITHY, FRITH, KNITS, TINTS, DITTY, INTHE, STEYN, WIRTH, PETEY, RETRY, THINS, WYETH, METED

Constraints:
• Do NOT repeat previous guesses.
• The FINAL line must be exactly ONE valid 5-letter word from the allowed list.
• Keep THINKING concise (1–5 short lines).","Game 3/100 | Target: TRICK | Attempt 2/6 | Candidates: 246

- T is not in position 5 (T:Y).
- Try a word with T in a different position.
- Choose a word that covers many remaining possibilities.","Game 3/100 | Target: TRICK | Attempt 2/6 | Candidates: 246

THINKING:
- T is not in position 5 (T:Y).
- Try a word with T in a different position.
- Choose a word that covers many remaining possibilities.

FINAL: STEVE",True,False,246,45,0.8171,2.4507,False,False,False,0
2,TRICK,mistral-small-3.1,chain-of-thought,3,THINK,G-G-G,False,3,2025-12-11T21:40:13.612938,"You are an expert Wordle player. Use brief, structured reasoning.
Return output in this exact format:
THINKING: <your concise step-by-step reasoning>
FINAL: <ONE 5-letter guess only>

Feedback codes: G=green (correct letter, correct position), Y=yellow (correct letter, wrong position), -=letter not in word.
Each feedback position corresponds to the letter at that position in your guess.
Example: Guess HOUSE → Feedback ----G means H:-, O:-, U:-, S:-, E:G
  (H not in word, O not in word, U not in word, S not in word, E correct at position 5)

Previous attempts:
- Guess: ABOUT  Feedback: ----Y
  Per letter: A:-  B:-  O:-  U:-  T:Y
- Guess: STEVE  Feedback: -Y---
  Per letter: S:-  T:Y  E:-  V:-  E:-

Allowed words remaining: 45
Candidate words: THINK, THING, THIRD, FIFTH, DIRTY, TRICK, THICK, PITCH, FIFTY, WITCH, NINTH, WIDTH, KITTY, MITCH, DITCH, THIGH, TYING, WITTY, TRYIN, FRITZ, HITCH, FILTH, TIMMY, FITCH, TIMID, FIRTH, NIFTY, TITTY, TILLY, TWINK, GIRTH, TRIPP, TRILL, NITTY, MINTY, TWIRL, GLITZ, THICC, TWILL, TYWIN, MIRTH, PITHY, FRITH, DITTY, WIRTH

Constraints:
• Do NOT repeat previous guesses.
• The FINAL line must be exactly ONE valid 5-letter word from the allowed list.
• Keep THINKING concise (1–5 short lines).","Game 3/100 | Target: TRICK | Attempt 3/6 | Candidates: 45

- ""T"" and ""E"" are in the word but not in the first or last positions.
- O, U, S, V are not in the word.
- Need to test for T and E in the middle positions.
- ""THINK"" contains T and E in the middle positions.","Game 3/100 | Target: TRICK | Attempt 3/6 | Candidates: 45

THINKING:
- ""T"" and ""E"" are in the word but not in the first or last positions.
- O, U, S, V are not in the word.
- Need to test for T and E in the middle positions.
- ""THINK"" contains T and E in the middle positions.
FINAL: THINK",True,False,45,1,0.9778,5.4919,False,False,False,0
