game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,4,SEUSS,-----,5,5,LLM,MORIN,-Y---,5,5,CSS,CLOTH,--GGY,3,3,CSS,PHOTO,GGGGG,0,0,CSS,,,,,,,,,,
2,PARTY,True,5,SLICE,-----,5,5,LLM,MANOR,-G--Y,4,4,CSS,BARRA,-GG--,3,3,CSS,DARTH,-GGG-,2,2,CSS,PARTY,GGGGG,0,0,CSS,,,,,
3,TRICK,True,4,TULSI,G---Y,4,4,LLM,TRAIN,GG-Y-,3,3,CSS,TRIPE,GGG--,2,2,CSS,TRICK,GGGGG,0,0,CSS,,,,,,,,,,
4,DIRTY,True,3,GRAVE,-Y---,5,5,LLM,CORDS,--GY-,4,4,CSS,DIRTY,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
5,USUAL,True,3,GLASS,-YYY-,5,5,LLM,SALEM,YYY--,5,4,CSS,USUAL,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
6,TRULY,True,4,COYLE,--YG-,4,4,LLM,DALLY,---GG,3,3,CSS,BURLY,-YYGG,3,3,CSS,TRULY,GGGGG,0,0,CSS,,,,,,,,,,
7,SPENT,True,4,GRIDS,----Y,5,5,LLM,SHALE,G---Y,4,4,CSS,STEEN,GYG-Y,3,3,CSS,SPENT,GGGGG,0,0,CSS,,,,,,,,,,
8,PAUSE,True,4,AEROS,YY--Y,5,5,LLM,STALE,Y-Y-G,4,4,CSS,CAUSE,-GGGG,1,1,CSS,PAUSE,GGGGG,0,0,CSS,,,,,,,,,,
9,CRAZY,True,5,ATTIC,Y---Y,5,5,LLM,CLANS,G-G--,3,3,CSS,CHARM,G-GY-,3,3,CSS,CRAZE,GGGG-,1,1,CSS,CRAZY,GGGGG,0,0,CSS,,,,,
10,BASES,False,6,SIVAN,Y--Y-,5,5,LLM,TALES,-G-GG,2,2,CSS,MARES,-G-GG,2,2,CSS,CAGES,-G-GG,2,2,CSS,WAKES,-G-GG,2,2,CSS,HADES,-G-GG,2,2,CSS
11,YOUNG,True,5,CREDO,----Y,5,5,LLM,TOOLS,-G---,4,4,CSS,GOHAN,YG--Y,4,4,CSS,BOING,-G-GG,2,2,CSS,YOUNG,GGGGG,0,0,CSS,,,,,
12,MEANS,True,3,TOMES,--YYG,4,4,LLM,MEARS,GGG-G,1,1,CSS,MEANS,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
13,TRUTH,True,3,THROW,GYY--,4,4,LLM,TRASH,GG--G,2,2,CSS,TRUTH,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
14,FIRED,False,6,SIZED,-G-GG,2,2,LLM,RILED,YG-GG,2,2,CSS,MIRED,-GGGG,1,1,CSS,AIRED,-GGGG,1,1,CSS,WIRED,-GGGG,1,1,CSS,HIRED,-GGGG,1,1,CSS
15,FOLKS,True,4,SWEPT,Y----,5,5,LLM,KILOS,Y-GYG,3,3,CSS,YOLKS,-GGGG,1,1,CSS,FOLKS,GGGGG,0,0,CSS,,,,,,,,,,
16,CHILE,True,4,BROAD,-----,5,5,LLM,CITES,GY-Y-,4,3,CSS,CLINE,GYG-G,2,2,CSS,CHILE,GGGGG,0,0,CSS,,,,,,,,,,
17,BLACK,True,3,GRASD,--G--,4,4,LLM,CLANK,YGG-G,2,2,CSS,BLACK,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
18,GRANT,True,4,BENDS,--Y--,5,5,LLM,ARIAN,YG--Y,4,3,CSS,FRANK,-GGG-,2,2,CSS,GRANT,GGGGG,0,0,CSS,,,,,,,,,,
19,MEALS,True,6,FIXED,---Y-,5,5,LLM,LEASE,YGGY-,3,3,CSS,REALS,-GGGG,1,1,CSS,SEALS,-GGGG,1,1,CSS,HEALS,-GGGG,1,1,CSS,MEALS,GGGGG,0,0,CSS
20,CREAM,True,4,SPOTS,-----,5,5,LLM,ARDEN,YG-Y-,4,4,CSS,BRACE,-GYYY,4,4,CSS,CREAM,GGGGG,0,0,CSS,,,,,,,,,,
21,AWAKE,True,5,ALVIN,G----,4,4,LLM,AREAS,G-YY-,4,4,CSS,AGATE,G-G-G,2,2,CSS,AMAZE,G-G-G,2,2,CSS,AWAKE,GGGGG,0,0,CSS,,,,,
22,OCCUR,True,4,SADLY,-----,5,5,LLM,NORTE,-YY--,5,5,CSS,BROOM,-YY--,5,5,CSS,OCCUR,GGGGG,0,0,CSS,,,,,,,,,,
23,YEARS,False,6,TESTS,-G--G,3,3,LLM,REELS,YG--G,3,3,CSS,HERBS,-GY-G,3,3,CSS,GEARS,-GGGG,1,1,CSS,FEARS,-GGGG,1,1,CSS,MEARS,-GGGG,1,1,CSS
