game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,4,SWIFT,----Y,5,5,LLM,MATCH,--Y-Y,5,5,LLM,THORN,YGG--,3,3,CSS_TRUE,PHOTO,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,349,93.79996446971045,349,16,95.41547277936962,16,1,93.75,1.0,1.0,0.0,,,,,,,0
2,PARTY,True,3,RAISE,YG---,4,4,LLM,PARRY,GGG-G,1,1,LLM,PARTY,GGGGG,0,0,CSS_TRUE,,,,,,,,,,,,,,,,5629,96,98.29454610055072,96,1,98.95833333333334,1,1,0.0,,,,,,,,,,0
3,TRICK,True,5,COULD,Y----,5,5,LLM,GUESS,-----,5,5,LLM,PINCH,-Y-G-,4,4,CSS_TRUE,FRICK,-GGGG,1.0,1.0,CSS_TRUE,TRICK,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,209,96.28708473974062,209,69,66.98564593301435,69,4,94.20289855072464,4.0,2.0,50.0,2.0,1.0,50.0,,,,2
4,DIRTY,True,4,COULD,----Y,5,5,LLM,TOUCH,Y----,5,5,LLM,DIETS,GG-G-,2,2,CSS_TRUE,DIRTY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,302,94.63492627464912,302,24,92.05298013245032,24,2,91.66666666666666,2.0,1.0,50.0,,,,,,,4
5,USUAL,True,3,COULD,--GY-,4,4,LLM,SLUMP,YYG--,4,4,LLM,USUAL,GGGGG,0,0,CSS_TRUE,,,,,,,,,,,,,,,,5629,32,99.43151536685023,32,1,96.875,1,1,0.0,,,,,,,,,,0
6,TRULY,True,3,COULD,--GG-,3,3,LLM,PAULA,--GG-,3,3,LLM,TRULY,GGGGG,0,0,CSS_TRUE,,,,,,,,,,,,,,,,5629,12,99.78681826256884,12,3,75.0,3,1,66.66666666666666,,,,,,,,,,0
7,SPENT,True,4,WORDS,----Y,5,5,LLM,GUESS,--GY-,4,4,LLM,STEEL,GYG--,3,3,CSS_TRUE,SPENT,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,431,92.34322259726416,431,39,90.95127610208816,39,2,94.87179487179486,2.0,1.0,50.0,,,,,,,1
8,PAUSE,True,4,WORDS,----Y,5,5,LLM,SINCE,Y---G,4,4,LLM,PHASE,G-YGG,2,2,CSS_TRUE,PAUSE,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,431,92.34322259726416,431,20,95.3596287703016,20,1,95.0,1.0,1.0,0.0,,,,,,,0
9,CRAZY,True,4,SINCE,---Y-,5,5,LLM,BEGIN,-----,5,5,LLM,LYCRA,-YYYY,5,4,CSS_TRUE,CRAZY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,116,97.93924320483212,116,101,12.93103448275862,101,1,99.009900990099,1.0,1.0,0.0,,,,,,,4
10,BASES,True,3,LARGE,-G--Y,4,4,LLM,BASED,GGGG-,1,1,LLM,BASES,GGGGG,0,0,CSS_TRUE,,,,,,,,,,,,,,,,5629,109,98.06359921833364,109,1,99.08256880733946,1,1,0.0,,,,,,,,,,0
11,YOUNG,True,3,COULD,-GG--,3,3,LLM,TOUGH,-GGY-,3,3,LLM,YOUNG,GGGGG,0,0,CSS_TRUE,,,,,,,,,,,,,,,,5629,32,99.43151536685023,32,1,96.875,1,1,0.0,,,,,,,,,,0
12,MEANS,True,5,COULD,-----,5,5,LLM,TREND,--YG-,4,4,LLM,SHINE,Y--GY,4,4,CSS_TRUE,JEANS,-GGGG,1.0,1.0,CSS_TRUE,MEANS,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,1556,72.35743471309291,1556,36,97.68637532133675,36,4,88.88888888888889,4.0,2.0,50.0,2.0,1.0,50.0,,,,1
13,TRUTH,True,4,COULD,--G--,4,4,LLM,SQUAT,--G-Y,4,4,LLM,THUMP,GYG--,3,3,CSS_TRUE,TRUTH,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,82,98.54325812755374,82,8,90.2439024390244,8,1,87.5,1.0,1.0,0.0,,,,,,,0
14,FIRED,False,6,GIVEN,-G-G-,3,3,LLM,COULD,----G,4,4,LLM,MIRED,-GGGG,1,1,CSS_TRUE,AIRED,-GGGG,1.0,1.0,CSS_TRUE,TIRED,-GGGG,1.0,1.0,CSS_TRUE,SIRED,-GGGG,1.0,1.0,CSS_TRUE,5629,103,98.1701900870492,103,18,82.52427184466019,18,6,66.66666666666666,6.0,5.0,16.666666666666664,5.0,4.0,20.0,4.0,3.0,25.0,2
15,FOLKS,True,5,START,Y----,5,5,LLM,GUESS,----G,4,4,LLM,LIONS,Y-Y-G,4,4,CSS_TRUE,FOLDS,GGG-G,1.0,1.0,CSS_TRUE,FOLKS,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,500,91.117427607035,500,116,76.8,116,10,91.3793103448276,10.0,1.0,90.0,1.0,1.0,0.0,,,,0
16,CHILE,True,5,GUESS,--Y--,5,5,LLM,COULD,G--G-,3,3,LLM,CALLE,G--GG,2,2,CSS_TRUE,CYCLE,G--GG,2.0,2.0,CSS_TRUE,CHILE,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,1121,80.08527269497246,1121,4,99.64317573595004,4,2,50.0,2.0,1.0,50.0,1.0,1.0,0.0,,,,2
17,BLACK,True,4,USING,-----,5,5,LLM,CARDS,YY---,5,5,LLM,LEACH,Y-GG-,3,3,CSS_TRUE,BLACK,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,1219,78.34428850595133,1219,26,97.86710418375718,26,2,92.3076923076923,2.0,1.0,50.0,,,,,,,1
18,GRANT,True,3,START,--GYG,3,3,LLM,RAFTS,YY-Y-,5,3,LLM,GRANT,GGGGG,0,0,CSS_TRUE,,,,,,,,,,,,,,,,5629,7,99.87564398649847,7,2,71.42857142857143,2,1,50.0,,,,,,,,,,3
19,MEALS,True,3,START,Y-G--,4,4,LLM,LAEKS,YYY-G,4,4,LLM,MEALS,GGGGG,0,0,CSS_TRUE,,,,,,,,,,,,,,,,5629,79,98.59655356191152,79,3,96.20253164556962,3,1,66.66666666666666,,,,,,,,,,1
20,CREAM,True,3,COULD,G----,4,4,LLM,GREAT,-GGG-,2,2,LLM,CREAM,GGGGG,0,0,CSS_TRUE,,,,,,,,,,,,,,,,5629,137,97.5661751643276,137,1,99.27007299270072,1,1,0.0,,,,,,,,,,1
21,AWAKE,True,5,START,--G--,4,4,LLM,EXACT,Y-G--,4,4,LLM,NEALE,--G-G,3,3,CSS_TRUE,AGAPE,G-G-G,2.0,2.0,CSS_TRUE,AWAKE,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,133,97.63723574347132,133,38,71.42857142857143,38,9,76.31578947368422,9.0,2.0,77.77777777777779,2.0,1.0,50.0,,,,1
22,OCCUR,True,3,COULD,YYY--,5,4,LLM,SCOUR,-GYGG,2,2,LLM,OCCUR,GGGGG,0,0,CSS_TRUE,,,,,,,,,,,,,,,,5629,6,99.8934091312844,6,1,83.33333333333334,1,1,0.0,,,,,,,,,,0
23,YEARS,False,6,STAGE,Y-G-Y,4,4,LLM,REAMS,YGG-G,2,2,LLM,WEARS,-GGGG,1,1,CSS_TRUE,FEARS,-GGGG,1.0,1.0,CSS_TRUE,PEARS,-GGGG,1.0,1.0,CSS_TRUE,BEARS,-GGGG,1.0,1.0,CSS_TRUE,5629,34,99.39598507727838,34,7,79.41176470588235,7,6,14.285714285714285,6.0,5.0,16.666666666666664,5.0,4.0,20.0,4.0,3.0,25.0,0
24,GRADE,True,3,COULD,----Y,5,5,LLM,SMILE,----G,4,4,LLM,GRADE,GGGGG,0,0,CSS_TRUE,,,,,,,,,,,,,,,,5629,302,94.63492627464912,302,17,94.37086092715232,17,1,94.11764705882352,,,,,,,,,,2
