game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,4,YATES,--Y--,5,5,CSS_REPAIR,TURIN,Y----,5,5,CSS_REPAIR,CLOTH,--GGY,3,3,LLM,PHOTO,GGGGG,0,0,LLM,,,,,,,,,,
2,PARTY,True,4,HAIRS,-G-Y-,4,4,CSS_REPAIR,GARDE,-GG--,3,3,CSS_REPAIR,PARMA,GGG--,2,2,LLM,PARTY,GGGGG,0,0,LLM,,,,,,,,,,
3,TRICK,True,4,REALS,Y----,5,5,CSS_REPAIR,HURON,--Y--,5,5,CSS_REPAIR,CRYPT,YG--Y,4,4,CSS_REPAIR,TRICK,GGGGG,0,0,LLM,,,,,,,,,,
4,DIRTY,True,5,GIVEN,-G---,4,4,LLM,MISTY,-G-GG,2,2,CSS_REPAIR,WITTY,-G-GG,2,2,LLM,FIFTY,-G-GG,2,2,LLM,DIRTY,GGGGG,0,0,LLM,,,,,
5,USUAL,True,4,BASED,-YY--,5,5,LLM,CHATS,--Y-Y,5,5,LLM,SONIA,Y---Y,5,5,CSS_REPAIR,USUAL,GGGGG,0,0,CSS_REPAIR,,,,,,,,,,
6,TRULY,True,3,SAINT,----Y,5,5,CSS_REPAIR,TOURE,G-GY-,3,3,CSS_REPAIR,TRULY,GGGGG,0,0,CSS_REPAIR,,,,,,,,,,,,,,,
7,SPENT,True,4,BASED,--YY-,5,5,LLM,GUESS,--GY-,4,4,LLM,STERN,GYG-Y,3,3,LLM,SPENT,GGGGG,0,0,CSS_REPAIR,,,,,,,,,,
8,PAUSE,True,3,CESAR,-YYY-,5,5,CSS_REPAIR,SALEH,YG-Y-,4,4,CSS_REPAIR,PAUSE,GGGGG,0,0,CSS_REPAIR,,,,,,,,,,,,,,,
9,CRAZY,True,5,SORRY,--Y-G,4,4,LLM,READY,Y-G-G,3,3,LLM,GRAVY,-GG-G,2,2,LLM,TRACY,-GGYG,2,2,CSS_REPAIR,CRAZY,GGGGG,0,0,LLM,,,,,
10,BASES,True,3,ASTRA,YY---,5,4,LLM,SALES,YG-GG,2,2,CSS_REPAIR,BASES,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
11,YOUNG,True,4,GALES,Y----,5,5,CSS_REPAIR,RINGO,--YYY,5,4,CSS_REPAIR,ZHONG,--YGG,3,3,CSS_REPAIR,YOUNG,GGGGG,0,0,LLM,,,,,,,,,,
12,MEANS,True,3,PARTS,-Y--G,4,4,CSS_REPAIR,CLAMS,--GYG,3,3,LLM,MEANS,GGGGG,0,0,CSS_REPAIR,,,,,,,,,,,,,,,
13,TRUTH,True,4,LANES,-----,5,5,CSS_REPAIR,GIRTH,--YGG,3,3,CSS_REPAIR,BROTH,-G-GG,2,2,LLM,TRUTH,GGGGG,0,0,CSS_REPAIR,,,,,,,,,,
14,FIRED,True,5,AIRES,-GGG-,2,2,CSS_REPAIR,HIRED,-GGGG,1,1,LLM,WIRED,-GGGG,1,1,LLM,MIRED,-GGGG,1,1,LLM,FIRED,GGGGG,0,0,LLM,,,,,
15,FOLKS,True,6,BASED,--Y--,5,5,LLM,SPILT,Y--Y-,5,5,CSS_REPAIR,GLOWS,-YY-G,4,4,LLM,LOCKS,YG-GG,2,2,LLM,YOLKS,-GGGG,1,1,LLM,FOLKS,GGGGG,0,0,CSS_REPAIR
16,CHILE,True,6,SEDAN,-Y---,5,5,CSS_REPAIR,RIFLE,-Y-GG,3,3,CSS_REPAIR,EXILE,--GGG,2,2,LLM,GUILE,--GGG,2,2,LLM,WHILE,-GGGG,1,1,LLM,CHILE,GGGGG,0,0,LLM
