game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,4,USING,-----,5,5,LLM,WHERE,-G---,4,4,LLM,CHOCO,-GG-G,2,2,LLM,PHOTO,GGGGG,0,0,LLM,,,,,,,,,,
2,PARTY,True,3,BASED,-G---,4,4,LLM,MARTA,-GGG-,2,2,CSS_REPAIR,PARTY,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
3,TRICK,True,4,BASED,-----,5,5,LLM,WHICH,--GG-,3,3,LLM,CRICK,-GGGG,1,1,LLM,TRICK,GGGGG,0,0,LLM,,,,,,,,,,
4,DIRTY,True,4,AFTER,--Y-Y,5,5,LLM,TURNS,Y-G--,4,4,LLM,BIRTH,-GGG-,2,2,LLM,DIRTY,GGGGG,0,0,LLM,,,,,,,,,,
5,USUAL,True,3,CRATE,--Y--,5,5,LLM,ASIAN,-G-G-,3,3,CSS_REPAIR,USUAL,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
6,TRULY,True,3,BASED,-----,5,5,LLM,LUCKY,YY--G,4,4,LLM,TRULY,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
7,SPENT,True,3,OFTEN,--YYY,5,4,LLM,TENSE,YYYY-,5,4,LLM,SPENT,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
8,PAUSE,True,5,GIVEN,---Y-,5,5,LLM,THESE,---GG,3,3,LLM,MOOSE,---GG,3,3,LLM,CURSE,-Y-GG,3,3,LLM,PAUSE,GGGGG,0,0,LLM,,,,,
9,CRAZY,False,6,GUESS,-----,5,5,LLM,TRAIN,-GG--,3,3,CSS_REPAIR,CRABB,GGG--,2,2,LLM,CRACK,GGG--,2,2,LLM,CRAWL,GGG--,2,2,LLM,CRAMP,GGG--,2,2,LLM
10,BASES,True,5,GUESS,--YYG,4,4,LLM,SEARS,YYY-G,4,4,LLM,CASES,-GGGG,1,1,LLM,VASES,-GGGG,1,1,LLM,BASES,GGGGG,0,0,LLM,,,,,
11,YOUNG,True,4,GUESS,YY---,5,5,LLM,MOGUL,-GYY-,4,4,LLM,DOUGH,-GGY-,3,3,LLM,YOUNG,GGGGG,0,0,LLM,,,,,,,,,,
12,MEANS,True,4,BASED,-YYY-,5,5,LLM,STARE,Y-G-Y,4,4,CSS_REPAIR,LEAPS,-GG-G,2,2,LLM,MEANS,GGGGG,0,0,LLM,,,,,,,,,,
13,TRUTH,True,4,CRATE,-G-G-,3,3,LLM,PROTO,-G-G-,3,3,LLM,BRITS,-G-G-,3,3,LLM,TRUTH,GGGGG,0,0,LLM,,,,,,,,,,
