game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GRBR,True,5,WYBB,1B0W,LLM,182,GROB,2B1W,VOI,10,GGRB,1B2W,VOI,2,RRGB,1B3W,VOI,1,GRBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
2,RGBY,True,4,GGWB,1B1W,LLM,230,GRBR,1B2W,VOI,14,RGBO,3B0W,VOI,1,RGBY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
3,BYYW,True,4,GBGY,0B2W,LLM,222,RGBO,0B1W,VOI,20,BWYW,3B0W,VOI,2,BYYW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
4,BGWY,True,5,GWBB,0B3W,LLM,44,BGOW,2B1W,VOI,6,BGWR,3B0W,VOI,2,BGWG,3B0W,VOI,1,BGWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
5,BROG,True,4,GBWW,0B2W,LLM,222,RGBY,0B3W,VOI,27,ORGB,1B3W,VOI,2,BROG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
6,GGWY,True,4,YWOG,0B3W,LLM,136,BGWY,3B0W,VOI,5,BGWO,2B0W,VOI,3,GGWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
7,RWOW,True,6,WYBB,0B1W,LLM,276,BROG,1B1W,VOI,60,ORRY,0B2W,VOI,8,YOYG,0B1W,VOI,2,RWOO,3B0W,VOI,1,RWOW,4B0W,VOI,1,,,,,,,,,,,,,,,,
8,WGRR,True,3,RWBB,0B2W,LLM,222,BROG,0B2W,VOI,43,WGRR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,ROWO,True,4,YWRO,1B2W,LLM,132,RWOW,1B2W,VOI,18,RRWO,3B0W,VOI,3,ROWO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
10,WYYY,True,5,GWOR,0B1W,LLM,152,BYYW,2B1W,VOI,12,BYWB,1B1W,VOI,4,BOYY,2B0W,VOI,1,WYYY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
11,ORRR,True,6,YORG,1B1W,LLM,252,ROWO,0B2W,VOI,43,WGRR,2B0W,VOI,8,WYRW,1B0W,VOI,3,WGOG,0B1W,VOI,2,ORRR,4B0W,VOI,1,,,,,,,,,,,,,,,,
12,RGOW,True,5,WGBG,1B1W,LLM,230,GROG,1B2W,VOI,19,YOGG,0B2W,VOI,4,RGOB,3B0W,VOI,1,RGOW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
13,RGOG,True,5,GORR,0B3W,LLM,44,RGOW,3B0W,VOI,5,RGOB,3B0W,VOI,3,RGOO,3B0W,VOI,2,RGOG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
14,RWGW,True,5,GOWO,0B2W,LLM,222,RGOB,1B1W,VOI,52,WGRR,0B3W,VOI,5,RWGG,3B0W,VOI,3,RWGW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
15,BRBY,True,5,GGBO,1B0W,LLM,182,WGRR,0B1W,VOI,37,YRYO,1B1W,VOI,6,GYYY,1B0W,VOI,2,BRBY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
16,BGGB,True,5,WBYR,0B1W,LLM,152,YOGG,1B1W,VOI,30,GGGB,3B0W,VOI,2,GGGW,2B0W,VOI,1,BGGB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
17,OOOB,True,4,GBRY,0B1W,LLM,152,ROWO,1B1W,VOI,33,OWWG,1B0W,VOI,4,OOOB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
18,WOGB,True,5,YBYY,0B1W,LLM,308,BGWR,0B3W,VOI,45,RYGW,1B1W,VOI,16,ORGB,2B1W,VOI,2,WOGB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
19,RGYR,True,4,ROOG,1B1W,LLM,230,RGWY,2B1W,VOI,11,RYGY,1B2W,VOI,2,RGYR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
20,WGWY,True,3,GWWR,1B2W,LLM,84,RWGG,0B2W,VOI,14,WGWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,GWGW,True,4,WBYR,0B1W,LLM,152,GGGW,3B0W,VOI,7,GGGB,2B0W,VOI,5,GWGW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
22,YWWG,True,3,GWBY,1B2W,LLM,132,WGWY,1B3W,VOI,3,YWWG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,BRYG,True,6,GOBR,0B3W,LLM,136,RGOW,0B2W,VOI,29,BRGB,2B1W,VOI,4,BBGO,1B1W,VOI,2,BRRG,3B0W,VOI,1,BRYG,4B0W,VOI,1,,,,,,,,,,,,,,,,
24,OGYG,True,4,WBGW,0B1W,LLM,276,GYYY,1B1W,VOI,35,RGYR,2B0W,VOI,3,OGYG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
25,WYYR,True,5,WGYW,2B0W,LLM,105,OGYG,1B0W,VOI,26,WYYY,3B0W,VOI,4,WYYB,3B0W,VOI,1,WYYR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
26,BYOW,True,6,RYBR,1B1W,LLM,230,WYYB,1B2W,VOI,15,YWYR,0B2W,VOI,10,BYWW,3B0W,VOI,4,BYGW,3B0W,VOI,1,BYOW,4B0W,VOI,1,,,,,,,,,,,,,,,,
27,RRBG,True,4,GOBR,1B2W,LLM,132,GRGB,1B2W,VOI,18,GBRY,0B3W,VOI,5,RRBG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
28,GYRB,True,4,GYRG,3B0W,LLM,20,GWRG,2B0W,VOI,12,RYRG,2B1W,VOI,3,GYRB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
29,ORRG,True,4,GGOY,0B2W,LLM,222,YWGB,0B1W,VOI,16,OYYO,1B0W,VOI,1,ORRG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
30,YGBR,True,5,GBWG,0B2W,LLM,222,BYOW,0B2W,VOI,43,RGBY,2B2W,VOI,2,RGYB,1B3W,VOI,1,YGBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
