game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GRBR,True,5,BOYO,0B1W,LLM,276,WWGB,0B2W,VOI,42,GBRR,2B2W,VOI,2,RBRG,0B4W,VOI,1,GRBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
2,RGBY,True,5,GBYW,0B3W,LLM,136,YGWR,1B2W,VOI,20,WGGY,2B0W,VOI,3,WGRB,1B2W,VOI,1,RGBY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
3,BYYW,True,6,YBGO,0B2W,LLM,312,GRBR,0B1W,VOI,58,WYWG,1B1W,VOI,9,ROWY,0B2W,VOI,3,WWOB,0B2W,VOI,1,BYYW,4B0W,VOI,1,,,,,,,,,,,,,,,,
4,BGWY,True,7,BBBY,2B0W,LLM,123,RGBY,2B1W,VOI,16,RBBG,0B2W,VOI,4,BGOY,3B0W,VOI,3,BGGY,3B0W,VOI,2,BGYY,3B0W,VOI,1,BGWY,4B0W,VOI,1,,,,,,,,,,,,
5,BROG,True,4,GBYO,0B3W,LLM,136,BGWY,1B1W,VOI,28,ORBY,1B2W,VOI,3,BROG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
6,GGWY,True,4,ROGG,0B2W,LLM,222,GRBR,1B0W,VOI,43,ORWW,1B0W,VOI,2,GGWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
7,RWOW,True,4,GGOR,1B1W,LLM,230,BGGY,0B0W,VOI,20,OWWR,1B3W,VOI,1,RWOW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
8,WGRR,True,5,YBYO,0B0W,LLM,81,GGWW,1B1W,VOI,16,WRRW,2B1W,VOI,2,RRGW,0B4W,VOI,1,WGRR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
9,ROWO,True,4,GBWY,1B0W,LLM,108,OWWR,1B2W,VOI,6,WRWW,1B1W,VOI,1,ROWO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
10,WYYY,True,4,GWGR,0B1W,LLM,276,BYYW,2B1W,VOI,15,BGYY,2B0W,VOI,1,WYYY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
