game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,3,FETCH,--Y-Y,5,5,LLM,THAIS,YG---,4,4,VOI,PHOTO,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
2,PARTY,True,4,DELTA,---GY,4,4,LLM,THATS,--YG-,4,4,VOI,PARTI,GGGG-,1,1,VOI,PARTY,GGGGG,0,0,VOI,,,,,,,,,,
3,TRICK,True,5,SCALE,-Y---,5,5,LLM,CINCO,-Y-G-,4,4,VOI,BUICK,--GGG,2,2,VOI,PRICK,-GGGG,1,1,VOI,TRICK,GGGGG,0,0,VOI,,,,,
4,DIRTY,True,4,GREET,-Y--Y,5,5,LLM,PARTY,--GGG,2,2,VOI,FORTY,--GGG,2,2,VOI,DIRTY,GGGGG,0,0,VOI,,,,,,,,,,
5,USUAL,True,4,ALTER,YY---,5,5,LLM,MALLS,-YY-Y,5,5,VOI,SHOAL,Y--GG,3,3,VOI,USUAL,GGGGG,0,0,VOI,,,,,,,,,,
6,TRULY,True,4,STEAK,-Y---,5,5,LLM,PHOTO,---Y-,5,5,VOI,TUNIC,GY---,4,4,VOI,TRULY,GGGGG,0,0,VOI,,,,,,,,,,
7,SPENT,True,5,CHAIN,----Y,5,5,LLM,BORNE,---GY,4,4,VOI,GLENS,--GGY,3,3,VOI,STENT,G-GGG,1,1,VOI,SPENT,GGGGG,0,0,VOI,,,,,
8,PAUSE,True,4,SMART,Y-Y--,5,5,LLM,USUAL,-YGY-,4,4,VOI,CAUSE,-GGGG,1,1,VOI,PAUSE,GGGGG,0,0,VOI,,,,,,,,,,
9,CRAZY,True,4,SHEET,-----,5,5,LLM,BRIAN,-G-Y-,4,4,VOI,DRAMA,-GG--,3,3,VOI,CRAZY,GGGGG,0,0,VOI,,,,,,,,,,
10,BASES,True,5,COUCH,-----,5,5,LLM,PARTY,-G---,4,4,VOI,SALIM,YG---,4,4,VOI,BASED,GGGG-,1,1,VOI,BASES,GGGGG,0,0,VOI,,,,,
11,YOUNG,True,4,RADIO,----Y,5,5,LLM,STONE,--YG-,4,4,VOI,JONNY,-G-GY,3,3,VOI,YOUNG,GGGGG,0,0,VOI,,,,,,,,,,
12,MEANS,True,3,SHARE,Y-G-Y,4,4,LLM,MEALS,GGG-G,1,1,VOI,MEANS,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
13,TRUTH,True,5,TRAIN,GG---,3,3,LLM,TRULY,GGG--,2,2,VOI,TRUCK,GGG--,2,2,VOI,TRUST,GGG-Y,2,2,VOI,TRUTH,GGGGG,0,0,VOI,,,,,
