game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,3,HOUSE,YY---,5,4,LLM,CHOIR,-GG--,3,3,CSS,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,43,99.236098774205,43,6,86.04651162790698,6,1,83.33333333333334,,,,,,,,,
2,PARTY,True,4,HOUSE,-----,5,5,LLM,DARIN,-GG--,3,3,CSS,MARTY,-GGGG,1.0,1.0,LLM,PARTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,29,95.82132564841498,29,1,96.55172413793103,1,1,0.0,,,,,,
3,TRICK,True,4,HOUSE,-----,5,5,LLM,TANIA,G--Y-,4,4,CSS,TWILL,G-G--,3.0,3.0,LLM,TRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,8,98.84726224783861,8,2,75.0,2,1,50.0,,,,,,
4,DIRTY,True,4,HOUSE,-----,5,5,LLM,TALIA,Y--Y-,5,5,CSS,BRITT,-YYG-,4.0,4.0,LLM,DIRTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,14,97.98270893371757,14,1,92.85714285714286,1,1,0.0,,,,,,
5,USUAL,True,3,HOUSE,--GY-,4,4,LLM,SAULT,YYGY-,4,4,CSS,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,47,99.1650381950613,47,1,97.87234042553192,1,1,0.0,,,,,,,,,
6,TRULY,True,5,HOUSE,--G--,4,4,LLM,BRUNT,-GG-Y,3,3,CSS,TRUCK,GGG--,2.0,2.0,LLM,TRUDY,GGG-G,1.0,1.0,CSS,TRULY,GGGGG,0.0,0.0,LLM,,,,,,5629,50,99.1117427607035,50,4,92.0,4,3,25.0,3,1,66.66666666666666,1,1,0.0,,,
7,SPENT,True,4,HOUSE,---YY,5,5,LLM,EARLS,Y---Y,5,5,CSS,STEED,GYG--,3.0,3.0,LLM,SPENT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,463,91.77473796411441,463,28,93.9524838012959,28,3,89.28571428571429,3,1,66.66666666666666,,,,,,
8,PAUSE,True,3,HOUSE,--GGG,2,2,LLM,CAUSE,-GGGG,1,1,CSS,PAUSE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,6,99.89340913128441,6,1,83.33333333333334,1,1,0.0,,,,,,,,,
9,CRAZY,False,6,HOUSE,-----,5,5,LLM,TRAIN,-GG--,3,3,CSS,CRAMP,GGG--,2.0,2.0,LLM,CRAWL,GGG--,2.0,2.0,CSS,CRACK,GGG--,2.0,2.0,LLM,CRABB,GGG--,2.0,2.0,CSS,5629,694,87.67098951856458,694,15,97.8386167146974,15,4,73.33333333333333,4,3,25.0,3,2,33.33333333333333,2,1,50.0
10,BASES,True,5,HOUSE,---YY,5,4,LLM,DALES,-G-GG,2,2,CSS,RATES,-G-GG,2.0,2.0,LLM,CASES,-GGGG,1.0,1.0,CSS,BASES,GGGGG,0.0,0.0,LLM,,,,,,5629,463,91.77473796411441,463,56,87.90496760259178,56,37,33.92857142857143,37,4,89.1891891891892,4,1,75.0,,,
