game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,4,WHICH,-G---,4,4,LLM,SHANE,-G---,4,4,CSS,THUMB,YG---,4.0,4.0,LLM,PHOTO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,105,98.13465979747735,105,6,94.28571428571428,6,1,83.33333333333334,1,1,0.0,,,,,,
2,PARTY,True,4,BASED,-G---,4,4,LLM,RAMAN,YG---,4,4,CSS,HARPY,-GGYG,2.0,2.0,LLM,PARTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,318,94.35068395807426,318,28,91.19496855345912,28,2,92.85714285714286,2,1,50.0,,,,,,
3,TRICK,True,3,CRATE,YG-Y-,4,4,LLM,TRUCK,GG-GG,1,1,CSS,TRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,2,99.96446971042813,2,1,50.0,1,1,0.0,,,,,,,,,
4,DIRTY,True,4,AFTER,--Y-Y,5,5,LLM,TRICK,YYY--,5,5,CSS,MIRTH,-GGG-,2.0,2.0,LLM,DIRTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,98,98.25901581097885,98,10,89.79591836734694,10,1,90.0,1,1,0.0,,,,,,
5,USUAL,True,5,BASED,-YY--,5,5,LLM,SHANK,Y-Y--,5,4,CSS,ROJAS,---GY,4.0,4.0,LLM,ISLAM,-GYG-,3.0,3.0,CSS,USUAL,GGGGG,0.0,0.0,LLM,,,,,,5629,255,95.46988807958785,255,33,87.05882352941177,33,3,90.9090909090909,3,1,66.66666666666666,1,1,0.0,,,
6,TRULY,True,4,BASED,-----,5,5,LLM,PHOTO,---Y-,5,5,CSS,TRUNK,GGG--,2.0,2.0,LLM,TRULY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,547,90.28246580209628,547,32,94.14990859232175,32,1,96.875,1,1,0.0,,,,,,
7,SPENT,True,4,GUESS,--GY-,4,4,LLM,STEAL,GYG--,3,3,CSS,SCENT,G-GGG,1.0,1.0,LLM,SPENT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,62,98.89856102327234,62,6,90.32258064516128,6,1,83.33333333333334,1,1,0.0,,,,,,
8,PAUSE,True,4,HAPPY,-GY--,4,4,LLM,PARTI,GG---,3,3,CSS,PALED,GG-Y-,3.0,3.0,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,66,98.82750044412862,66,29,56.060606060606055,29,1,96.55172413793103,1,1,0.0,,,,,,
9,CRAZY,True,6,CRATE,GGG--,2,2,LLM,CRAPS,GGG--,2,2,CSS,CRANK,GGG--,2.0,2.0,LLM,CRABB,GGG--,2.0,2.0,CSS,CRAWL,GGG--,2.0,2.0,LLM,CRAZY,GGGGG,0.0,0.0,CSS,5629,11,99.80458340735477,11,6,45.45454545454545,6,4,33.33333333333333,4,3,25.0,3,2,33.33333333333333,2,1,50.0
10,BASES,True,4,GUESS,--YYG,4,4,LLM,SHOES,Y--GG,3,3,CSS,CASES,-GGGG,1.0,1.0,LLM,BASES,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,52,99.07621247113164,52,10,80.76923076923077,10,3,70.0,3,1,66.66666666666666,,,,,,
