game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,4,GRIDD,-----,5,5,LLM,STALE,-Y---,5,5,CSS,TOOTH,-YGGY,3.0,3.0,LLM,PHOTO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,1848,67.17001243560135,1848,33,98.21428571428571,33,1,96.96969696969697,1,1,0.0,,,,,,
2,PARTY,True,4,AROSE,YY---,5,4,LLM,DARIA,-GG--,3,3,CSS,CARRY,-GG-G,2.0,2.0,LLM,PARTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,178,96.83780422810446,178,15,91.57303370786516,15,2,86.66666666666667,2,1,50.0,,,,,,
3,TRICK,True,4,TALES,G----,4,4,LLM,THUMB,G----,4,4,CSS,TWINK,G-G-G,2.0,2.0,LLM,TRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,56,99.00515189198792,56,16,71.42857142857143,16,1,93.75,1,1,0.0,,,,,,
4,DIRTY,True,4,SHREW,--G--,4,4,LLM,PARTY,--GGG,2,2,CSS,MORTY,--GGG,2.0,2.0,LLM,DIRTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,165,97.06875111032154,165,3,98.18181818181819,3,1,66.66666666666666,1,1,0.0,,,,,,
5,USUAL,True,4,SPRIT,Y----,5,5,LLM,MOLES,--Y-Y,5,5,CSS,FLUSH,-YGY-,4.0,4.0,LLM,USUAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,496,91.18848818617872,496,9,98.18548387096774,9,1,88.88888888888889,1,1,0.0,,,,,,
6,TRULY,True,5,GIVEN,-----,5,5,LLM,TORAH,G-Y--,4,4,CSS,TRUST,GGG--,2.0,2.0,LLM,TRUDY,GGG-G,1.0,1.0,CSS,TRULY,GGGGG,0.0,0.0,LLM,,,,,,5629,1299,76.92307692307693,1299,7,99.46112394149345,7,4,42.857142857142854,4,1,75.0,1,1,0.0,,,
7,SPENT,True,4,BOARD,-----,5,5,LLM,TUNIS,Y-Y-Y,5,5,CSS,STEEN,GYG-Y,3.0,3.0,LLM,SPENT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,900,84.011369692663,900,5,99.44444444444444,5,2,60.0,2,1,50.0,,,,,,
8,PAUSE,True,5,SHYLY,Y----,5,5,LLM,NAMES,-G-YY,4,4,CSS,TASTE,-GY-G,3.0,3.0,LLM,CAUSE,-GGGG,1.0,1.0,CSS,PAUSE,GGGGG,0.0,0.0,LLM,,,,,,5629,931,83.46065020429917,931,8,99.140708915145,8,4,50.0,4,1,75.0,1,1,0.0,,,
9,CRAZY,True,5,AILES,Y----,5,5,LLM,GARTH,-YY--,5,5,CSS,BRAWD,-GG--,3.0,3.0,LLM,CRANK,GGG--,2.0,2.0,CSS,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,5629,459,91.84579854325813,459,38,91.72113289760348,38,8,78.94736842105263,8,2,75.0,2,1,50.0,,,
10,BASES,True,2,BASED,GGGG-,1,1,LLM,BASES,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,5629,2,99.96446971042813,2,1,50.0,,,,,,,,,,,,
11,YOUNG,True,4,RAISE,-----,5,5,LLM,TONTO,-GY--,4,4,CSS,BOUND,-GGG-,2.0,2.0,LLM,YOUNG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,265,95.29223663172854,265,8,96.98113207547169,8,1,87.5,1,1,0.0,,,,,,
12,MEANS,True,3,LASER,-YYY-,5,5,LLM,MEATS,GGG-G,1,1,CSS,MEANS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,76,98.64984899626931,76,1,98.68421052631578,1,1,0.0,,,,,,,,,
13,TRUTH,True,4,BEING,-----,5,5,LLM,CLARY,---Y-,5,5,CSS,HURTS,YYYG-,4.0,4.0,LLM,TRUTH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,1133,79.8720909575413,1133,75,93.38040600176522,75,1,98.66666666666667,1,1,0.0,,,,,,
14,FIRED,False,6,REBUS,YY---,5,5,LLM,AIRED,-GGGG,1,1,CSS,HIRED,-GGGG,1.0,1.0,LLM,WIRED,-GGGG,1.0,1.0,CSS,MIRED,-GGGG,1.0,1.0,LLM,TIRED,-GGGG,1.0,1.0,CSS,5629,340,93.9598507727838,340,5,98.52941176470588,5,4,20.0,4,3,25.0,3,2,33.33333333333333,2,1,50.0
15,FOLKS,True,4,BREED,-----,5,5,LLM,TANKS,---GG,3,3,CSS,SCOWS,--Y-G,4.0,4.0,LLM,FOLKS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,1582,71.89554094865873,1582,19,98.79898862199748,19,2,89.47368421052632,2,1,50.0,,,,,,
16,CHILE,True,5,QUART,-----,5,5,LLM,YOLKS,--Y--,5,5,CSS,LEVEL,YY---,5.0,5.0,LLM,CLINE,GYG-G,2.0,2.0,CSS,CHILE,GGGGG,0.0,0.0,LLM,,,,,,5629,1221,78.30875821637946,1221,75,93.85749385749385,75,12,84.0,12,1,91.66666666666666,1,1,0.0,,,
17,BLACK,True,4,EARLS,-Y-Y-,5,5,LLM,ALBAN,YGY--,4,4,CSS,BLATT,GGG--,2.0,2.0,LLM,BLACK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,127,97.7438266121869,127,2,98.4251968503937,2,1,50.0,1,1,0.0,,,,,,
18,GRANT,True,5,SPRIG,--Y-Y,5,5,LLM,ANGER,YYY-Y,5,5,CSS,GRANS,GGGG-,1.0,1.0,LLM,GRAND,GGGG-,1.0,1.0,CSS,GRANT,GGGGG,0.0,0.0,LLM,,,,,,5629,75,98.66761414105525,75,3,96.0,3,2,33.33333333333333,2,1,50.0,1,1,0.0,,,
19,MEALS,True,2,EARLS,YY-GG,3,2,LLM,MEALS,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,5629,4,99.92893942085628,4,1,75.0,,,,,,,,,,,,
20,CREAM,True,4,LATER,-Y-YY,5,5,LLM,GRADE,-GY-Y,4,4,CSS,FREAK,-GGG-,2.0,2.0,LLM,CREAM,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,84,98.50772783798189,84,11,86.90476190476191,11,3,72.72727272727273,3,1,66.66666666666666,,,,,,
21,AWAKE,True,4,STORN,-----,5,5,LLM,ALICE,G---G,3,3,CSS,AGAPE,G-G-G,2.0,2.0,LLM,AWAKE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,690,87.7420500977083,690,5,99.27536231884058,5,2,60.0,2,1,50.0,,,,,,
22,OCCUR,True,5,RATES,Y----,5,5,LLM,GROIN,-YY--,5,5,CSS,WORRY,-YY--,5.0,5.0,LLM,HUMOR,-Y-YG,4.0,4.0,CSS,OCCUR,GGGGG,0.0,0.0,LLM,,,,,,5629,166,97.05098596553562,166,25,84.93975903614458,25,4,84.0,4,1,75.0,1,1,0.0,,,
23,YEARS,True,4,ATOMY,Y---Y,5,5,LLM,FREYA,-YYYY,5,5,CSS,PAYER,-YYYY,5.0,4.0,LLM,YEARS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,56,99.00515189198792,56,5,91.07142857142857,5,2,60.0,2,1,50.0,,,,,,
24,GRADE,True,2,BREED,-GY-Y,4,4,LLM,GRADE,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,5629,11,99.80458340735477,11,1,90.9090909090909,,,,,,,,,,,,
25,CHILL,True,6,GUESS,-----,5,5,LLM,KORAN,-----,5,5,CSS,WHICH,-GGY-,3.0,3.0,LLM,CHILD,GGGG-,1.0,1.0,CSS,CHILS,GGGG-,1.0,1.0,LLM,CHILL,GGGGG,0.0,0.0,CSS,5629,1270,77.43826612186889,1270,71,94.40944881889763,71,5,92.95774647887323,5,2,60.0,2,2,0.0,2,1,50.0
26,FLOOD,True,4,SPUDS,---Y-,5,5,LLM,FATED,G---G,3,3,CSS,FLOOR,GGGG-,1.0,1.0,LLM,FLOOD,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,470,91.6503819506129,470,3,99.36170212765958,3,1,66.66666666666666,1,1,0.0,,,,,,
27,APPLY,True,3,AIRES,G----,4,4,LLM,ALBAN,GY---,4,4,CSS,APPLY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,66,98.82750044412862,66,9,86.36363636363636,9,1,88.88888888888889,,,,,,,,,
28,SMILE,True,5,BASED,--YY-,5,5,LLM,SPENT,G-Y--,4,4,CSS,SEAER,GY---,4.0,4.0,LLM,SOMME,G-Y-G,3.0,3.0,CSS,SMILE,GGGGG,0.0,0.0,LLM,,,,,,5629,260,95.3810623556582,260,28,89.23076923076924,28,8,71.42857142857143,8,1,87.5,1,1,0.0,,,
29,KNOCK,True,4,ARISE,-----,5,5,LLM,FLOOD,--G--,4,4,CSS,CHOCK,--GGG,2.0,2.0,LLM,KNOCK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,265,95.29223663172854,265,10,96.22641509433963,10,1,90.0,1,1,0.0,,,,,,
30,SLEEP,True,6,SPRIG,GY---,4,4,LLM,SHAPE,G--YY,4,4,CSS,SWEEP,G-GGG,1.0,1.0,LLM,STEEP,G-GGG,1.0,1.0,CSS,SLEET,GGGG-,1.0,1.0,LLM,SLEEP,GGGGG,0.0,0.0,CSS,5629,38,99.32492449813466,38,4,89.47368421052632,4,2,50.0,2,1,50.0,1,1,0.0,1,1,0.0
31,BRICK,True,3,BREED,GG---,3,3,LLM,BRAUN,GG---,3,3,CSS,BRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,35,99.37821993249246,35,11,68.57142857142857,11,1,90.9090909090909,,,,,,,,,
32,WROTE,True,3,TASER,Y--YY,5,5,LLM,NOTRE,-YYYG,4,3,CSS,WROTE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,39,99.30715935334872,39,1,97.43589743589743,1,1,0.0,,,,,,,,,
33,RATED,True,5,GUESS,--Y--,5,5,LLM,LOIRE,---YY,5,5,CSS,GRIND,-Y--G,4.0,4.0,LLM,PARED,-GYGG,2.0,2.0,CSS,RATED,GGGGG,0.0,0.0,LLM,,,,,,5629,1121,80.08527269497246,1121,122,89.11685994647635,122,12,90.1639344262295,12,4,66.66666666666666,4,1,75.0,,,
34,ALERT,True,4,RAISE,YY--Y,5,5,LLM,CREAM,-YGY-,4,4,CSS,AVERY,G-GG-,2.0,2.0,LLM,ALERT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,67,98.80973529934269,67,4,94.02985074626866,4,1,75.0,1,1,0.0,,,,,,
