game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,4,DARES,-----,5,5,LLM,COLIN,-Y---,5,5,CSS,OUGHT,Y--YY,5.0,5.0,LLM,PHOTO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,432,92.32545745247823,432,9,97.91666666666666,9,1,88.88888888888889,1,1,0.0,,,,,,
2,PARTY,True,4,SIREN,--G--,4,4,LLM,MORAY,--GYG,3,3,CSS,DARCY,-GG-G,2.0,2.0,LLM,PARTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,123,97.81488719133061,123,13,89.43089430894308,13,6,53.84615384615385,6,1,83.33333333333334,,,,,,
3,TRICK,True,4,RATES,Y-Y--,5,5,LLM,TROUT,GG---,3,3,CSS,TRIPP,GGG--,2.0,2.0,LLM,TRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,60,98.9340913128442,60,4,93.33333333333333,4,2,50.0,2,1,50.0,,,,,,
4,DIRTY,True,3,RAIDS,Y-YY-,5,5,LLM,DIMER,GG--Y,3,3,CSS,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,16,99.71575768342512,16,1,93.75,1,1,0.0,,,,,,,,,
5,USUAL,True,4,RAISE,-Y-Y-,5,5,LLM,SLATS,YYY--,5,4,CSS,ASLAM,-GYG-,3.0,3.0,LLM,USUAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,156,97.22863741339492,156,3,98.07692307692307,3,1,66.66666666666666,1,1,0.0,,,,,,
6,TRULY,True,4,YATES,Y-Y--,5,5,LLM,MORTY,--YYG,4,4,CSS,TRUDY,GGG-G,1.0,1.0,LLM,TRULY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,28,99.50257594599397,28,2,92.85714285714286,2,1,50.0,1,1,0.0,,,,,,
7,SPENT,True,5,RONDA,--Y--,5,5,LLM,GLENS,--GGY,3,3,CSS,STENT,G-GGG,1.0,1.0,LLM,SCENT,G-GGG,1.0,1.0,CSS,SPENT,GGGGG,0.0,0.0,LLM,,,,,,5629,196,96.51803162195772,196,4,97.95918367346938,4,2,50.0,2,1,50.0,1,1,0.0,,,
8,PAUSE,True,4,CARON,-G---,4,4,LLM,SALEH,YG-Y-,4,4,CSS,WASTE,-GY-G,3.0,3.0,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,401,92.87617694084207,401,5,98.75311720698254,5,1,80.0,1,1,0.0,,,,,,
9,CRAZY,True,4,HEROS,--Y--,5,5,LLM,DRAIN,-GG--,3,3,CSS,TRACY,-GGYG,2.0,2.0,LLM,CRAZY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,232,95.87848640966425,232,21,90.94827586206897,21,1,95.23809523809523,1,1,0.0,,,,,,
10,BASES,False,6,STORE,Y---Y,5,5,LLM,LANES,-G-GG,2,2,CSS,GAMES,-G-GG,2.0,2.0,LLM,CAVES,-G-GG,2.0,2.0,CSS,DAWES,-G-GG,2.0,2.0,LLM,BAKES,GG-GG,1.0,1.0,CSS,5629,266,95.27447148694262,266,37,86.09022556390977,37,24,35.13513513513514,24,12,50.0,12,6,50.0,6,2,66.66666666666666
11,YOUNG,True,4,TEAMS,-----,5,5,LLM,COLIN,-G--Y,4,4,CSS,DONOR,-GY--,4.0,4.0,LLM,YOUNG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,496,91.18848818617872,496,25,94.95967741935483,25,1,96.0,1,1,0.0,,,,,,
12,MEANS,True,6,ROUSE,---YY,5,5,LLM,TALES,-Y-YG,4,4,CSS,DEANS,-GGGG,1.0,1.0,LLM,JEANS,-GGGG,1.0,1.0,CSS,BEANS,-GGGG,1.0,1.0,LLM,MEANS,GGGGG,0.0,0.0,CSS,5629,388,93.10712382305915,388,18,95.36082474226805,18,3,83.33333333333334,3,2,33.33333333333333,2,1,50.0,1,1,0.0
13,TRUTH,True,5,OATES,--Y--,5,5,LLM,GRUNT,-GG-Y,3,3,CSS,TRULY,GGG--,2.0,2.0,LLM,TRUCK,GGG--,2.0,2.0,CSS,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,5629,92,98.36560667969444,92,5,94.56521739130434,5,3,40.0,3,2,33.33333333333333,2,1,50.0,,,
14,FIRED,False,6,STARE,---YY,5,4,LLM,ELDER,--YGY,4,4,CSS,CRIED,-YYGG,3.0,3.0,LLM,HIRED,-GGGG,1.0,1.0,CSS,MIRED,-GGGG,1.0,1.0,LLM,WIRED,-GGGG,1.0,1.0,CSS,5629,213,96.21602416059692,213,13,93.89671361502347,13,4,69.23076923076923,4,3,25.0,3,2,33.33333333333333,2,1,50.0
15,FOLKS,True,5,READS,----G,4,4,LLM,BOLTS,-GG-G,2,2,CSS,SOLIS,-GG-G,2.0,2.0,LLM,YOLKS,-GGGG,1.0,1.0,CSS,FOLKS,GGGGG,0.0,0.0,LLM,,,,,,5629,268,95.23894119737076,268,6,97.76119402985076,6,3,50.0,3,1,66.66666666666666,1,1,0.0,,,
16,CHILE,True,5,TRANS,-----,5,5,LLM,BOYLE,---GG,3,3,CSS,PELLE,---GG,3.0,3.0,LLM,WHILE,-GGGG,1.0,1.0,CSS,CHILE,GGGGG,0.0,0.0,LLM,,,,,,5629,533,90.5311778290993,533,11,97.93621013133207,11,3,72.72727272727273,3,1,66.66666666666666,1,1,0.0,,,
