game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,3,HOUSE,YY---,5,4,LLM,CHOIR,-GG--,3,3,CSS,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,43,99.236098774205,43,6,86.04651162790698,6,1,83.33333333333334,,,,,,,,,
2,PARTY,True,4,HOUSE,-----,5,5,LLM,TILDA,Y---Y,5,5,CSS,PATTY,GG-GG,1.0,1.0,LLM,PARTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,23,96.68587896253602,23,2,91.30434782608695,2,1,50.0,,,,,,
3,TRICK,True,4,HOUSE,-----,5,5,LLM,TRYIN,GG-Y-,3,3,CSS,TRIAL,GGG--,2.0,2.0,LLM,TRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,6,99.13544668587896,6,2,66.66666666666666,2,1,50.0,,,,,,
4,DIRTY,True,3,HOUSE,-----,5,5,LLM,TRINA,YYY--,5,5,CSS,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,694,87.67098951856458,694,1,99.85590778097982,1,1,0.0,,,,,,,,,
5,USUAL,True,3,HOUSE,--GY-,4,4,LLM,SAULT,YYGY-,4,4,CSS,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,47,99.1650381950613,47,1,97.87234042553192,1,1,0.0,,,,,,,,,
6,TRULY,True,3,HOUSE,--G--,4,4,LLM,BRUNT,-GG-Y,3,3,CSS,TRULY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,50,99.1117427607035,50,4,92.0,4,1,75.0,,,,,,,,,
7,SPENT,True,4,HOUSE,---YY,5,5,LLM,RAKES,---YY,5,5,CSS,SPELL,GGG--,2.0,2.0,LLM,SPENT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,463,91.77473796411441,463,17,96.32829373650108,17,2,88.23529411764706,2,1,50.0,,,,,,
8,PAUSE,True,4,HOUSE,--GGG,2,2,LLM,AMUSE,Y-GGG,2,2,CSS,CAUSE,-GGGG,1.0,1.0,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,6,99.89340913128441,6,2,66.66666666666666,2,1,50.0,1,1,0.0,,,,,,
9,CRAZY,True,5,HOUSE,-----,5,5,LLM,DARIN,-YY--,5,5,CSS,CRACK,GGG--,2.0,2.0,LLM,CRAWL,GGG--,2.0,2.0,CSS,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,5629,694,87.67098951856458,694,32,95.38904899135446,32,5,84.375,5,4,20.0,4,1,75.0,,,
10,BASES,False,6,HOUSE,---YY,5,4,LLM,REELS,-Y--G,4,4,CSS,STEEL,Y--G-,4.0,4.0,LLM,NAMES,-G-GG,2.0,2.0,CSS,WAVES,-G-GG,2.0,2.0,LLM,CAGES,-G-GG,2.0,2.0,CSS,5629,463,91.77473796411441,463,102,77.96976241900649,102,65,36.27450980392157,65,23,64.61538461538461,23,15,34.78260869565217,15,5,66.66666666666666
11,YOUNG,True,3,HOUSE,-GG--,3,3,LLM,MOUND,-GGG-,2,2,CSS,YOUNG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,18,99.68022739385326,18,2,88.88888888888889,2,1,50.0,,,,,,,,,
12,MEANS,True,6,HOUSE,---YY,5,5,LLM,STEER,Y-Y--,5,5,CSS,LEVIS,-G--G,3.0,3.0,LLM,BENDS,-GY-G,3.0,3.0,CSS,JEANS,-GGGG,1.0,1.0,LLM,MEANS,GGGGG,0.0,0.0,CSS,5629,463,91.77473796411441,463,50,89.20086393088553,50,13,74.0,13,3,76.92307692307693,3,1,66.66666666666666,1,1,0.0
