game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,4,HOUSE,YY---,5,4,LLM,CHOIR,-GG--,3,3,CSS,PHONY,GGG--,2.0,2.0,LLM,PHOTO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,43,99.236098774205,43,6,86.04651162790698,6,1,83.33333333333334,1,1,0.0,,,,,,
2,PARTY,True,4,HOUSE,-----,5,5,LLM,LATIN,-GY--,4,4,CSS,MARTY,-GGGG,1.0,1.0,LLM,PARTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,15,97.8386167146974,15,1,93.33333333333333,1,1,0.0,,,,,,
3,TRICK,True,4,HOUSE,-----,5,5,LLM,PARTY,--YY-,5,5,CSS,TRILL,GGG--,2.0,2.0,LLM,TRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,5,99.27953890489914,5,1,80.0,1,1,0.0,,,,,,
4,DIRTY,True,4,HOUSE,-----,5,5,LLM,TRICK,YYY--,5,5,CSS,MITRA,-GYY-,4.0,4.0,LLM,DIRTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,7,98.9913544668588,7,1,85.71428571428571,1,1,0.0,,,,,,
5,USUAL,True,4,HOUSE,--GY-,4,4,LLM,SAULT,YYGY-,4,4,CSS,STALE,Y-YY-,5.0,3.0,LLM,USUAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,47,99.1650381950613,47,1,97.87234042553192,1,1,0.0,1,1,0.0,,,,,,
6,TRULY,True,5,HOUSE,--G--,4,4,LLM,BRUNT,-GG-Y,3,3,CSS,TRUCK,GGG--,2.0,2.0,LLM,TRUDY,GGG-G,1.0,1.0,CSS,TRULY,GGGGG,0.0,0.0,LLM,,,,,,5629,50,99.1117427607035,50,4,92.0,4,3,25.0,3,1,66.66666666666666,1,1,0.0,,,
7,SPENT,True,5,HOUSE,---YY,5,5,LLM,AIRES,---YY,5,5,CSS,SPELL,GGG--,2.0,2.0,LLM,SPEND,GGGG-,1.0,1.0,CSS,SPENT,GGGGG,0.0,0.0,LLM,,,,,,5629,463,91.77473796411441,463,17,96.32829373650108,17,3,82.35294117647058,3,1,66.66666666666666,1,1,0.0,,,
8,PAUSE,True,3,HOUSE,--GGG,2,2,LLM,ABUSE,Y-GGG,2,2,CSS,PAUSE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,6,99.89340913128441,6,2,66.66666666666666,2,1,50.0,,,,,,,,,
9,CRAZY,True,4,HOUSE,-----,5,5,LLM,DIRTY,--Y-G,4,4,CSS,GRAVY,-GG-G,2.0,2.0,LLM,CRAZY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,6,99.13544668587896,6,1,83.33333333333334,1,1,0.0,,,,,,
10,BASES,True,6,HOUSE,---YY,5,4,LLM,SLEPT,Y-Y--,5,5,CSS,STAGE,Y-Y-Y,5.0,4.0,LLM,CASED,-GGG-,2.0,2.0,CSS,CASES,-GGGG,1.0,1.0,LLM,BASES,GGGGG,0.0,0.0,CSS,5629,463,91.77473796411441,463,150,67.60259179265658,150,56,62.66666666666667,56,4,92.85714285714286,4,3,25.0,3,1,66.66666666666666
11,YOUNG,True,4,HOUSE,-GG--,3,3,LLM,MOUND,-GGG-,2,2,CSS,COUNT,-GGG-,2.0,2.0,LLM,YOUNG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,18,99.68022739385326,18,2,88.88888888888889,2,1,50.0,1,1,0.0,,,,,,
12,MEANS,True,4,HOUSE,---YY,5,5,LLM,EASES,YY--G,4,3,CSS,YEARS,-GG-G,2.0,2.0,LLM,MEANS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,463,91.77473796411441,463,44,90.49676025917927,44,20,54.54545454545454,20,1,95.0,,,,,,
13,TRUTH,True,4,HOUSE,Y-G--,4,4,LLM,THUNK,GYG--,3,3,CSS,SLANT,----Y,5.0,5.0,LLM,TRUTH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,14,99.75128797299698,14,1,92.85714285714286,1,1,0.0,1,1,0.0,,,,,,
14,FIRED,True,5,HOUSE,----Y,5,5,LLM,RATED,Y--GG,3,3,CSS,GREED,-Y-GG,3.0,3.0,LLM,WIRED,-GGGG,1.0,1.0,CSS,FIRED,GGGGG,0.0,0.0,LLM,,,,,,5629,654,88.38159531000179,654,12,98.1651376146789,12,3,75.0,3,2,33.33333333333333,2,1,50.0,,,
15,FOLKS,True,5,HOUSE,-G-Y-,4,4,LLM,COOLS,-G-YG,3,3,CSS,LOANS,YG--G,3.0,3.0,LLM,FOLDS,GGG-G,1.0,1.0,CSS,FOLKS,GGGGG,0.0,0.0,LLM,,,,,,5629,160,97.1575768342512,160,15,90.625,15,9,40.0,9,1,88.88888888888889,1,1,0.0,,,
16,CHILE,True,4,HOUSE,Y---G,4,4,LLM,THINE,-GG-G,2,2,CSS,CHIME,GGG-G,1.0,1.0,LLM,CHILE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,23,99.59140166992361,23,3,86.95652173913044,3,1,66.66666666666666,1,1,0.0,,,,,,
17,BLACK,True,4,HOUSE,-----,5,5,LLM,CAIRN,YY---,5,5,CSS,FLACK,-GGGG,1.0,1.0,LLM,BLACK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,4,99.42363112391931,4,1,75.0,1,1,0.0,,,,,,
18,GRANT,True,5,HOUSE,-----,5,5,LLM,FLACK,--G--,4,4,CSS,BRAID,-GG--,3.0,3.0,LLM,GRAVY,GGG--,2.0,2.0,CSS,GRANT,GGGGG,0.0,0.0,LLM,,,,,,5629,694,87.67098951856458,694,51,92.65129682997119,51,6,88.23529411764706,6,1,83.33333333333334,1,1,0.0,,,
19,MEALS,True,3,HOUSE,---YY,5,5,LLM,MEARS,GGG-G,1,1,CSS,MEALS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,463,91.77473796411441,463,3,99.35205183585313,3,1,66.66666666666666,,,,,,,,,
20,CREAM,True,6,HOUSE,----Y,5,5,LLM,WIRED,--YY-,5,4,CSS,BREAK,-GGG-,2.0,2.0,LLM,TREAT,-GGG-,2.0,2.0,CSS,STEAK,--GG-,3.0,3.0,LLM,CREAM,GGGGG,0.0,0.0,CSS,5629,654,88.38159531000179,654,53,91.89602446483181,53,3,94.33962264150944,3,1,66.66666666666666,1,1,0.0,1,1,0.0
21,AWAKE,True,6,HOUSE,----G,4,4,LLM,RAINE,-Y--G,4,4,CSS,APPLE,G---G,3.0,3.0,LLM,AGATE,G-G-G,2.0,2.0,CSS,AMAZE,G-G-G,2.0,2.0,LLM,AWAKE,GGGGG,0.0,0.0,CSS,5629,286,94.91916859122402,286,29,89.86013986013987,29,6,79.3103448275862,6,2,66.66666666666666,2,1,50.0,1,1,0.0
22,OCCUR,True,4,HOUSE,-YY--,5,5,LLM,TUMOR,-Y-YG,4,4,CSS,FLOUR,--YGG,3.0,3.0,LLM,OCCUR,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,55,99.02291703677385,55,3,94.54545454545455,3,1,66.66666666666666,1,1,0.0,,,,,,
23,YEARS,True,4,HOUSE,---YY,5,5,LLM,MEANS,-GG-G,2,2,CSS,READS,YGG-G,2.0,2.0,LLM,YEARS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,463,91.77473796411441,463,25,94.60043196544277,25,8,68.0,8,1,87.5,,,,,,
24,GRADE,True,5,HOUSE,----G,4,4,LLM,AGILE,YY--G,4,4,CSS,GRAZE,GGG-G,1.0,1.0,LLM,GRAVE,GGG-G,1.0,1.0,CSS,GRADE,GGGGG,0.0,0.0,LLM,,,,,,5629,286,94.91916859122402,286,14,95.1048951048951,14,5,64.28571428571429,5,4,20.0,4,1,75.0,,,
25,CHILL,True,3,HOUSE,Y----,5,5,LLM,CHART,GG---,3,3,CSS,CHILL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,132,97.65500088825723,132,8,93.93939393939394,8,1,87.5,,,,,,,,,
26,FLOOD,True,5,HOUSE,-Y---,5,5,LLM,CARON,---G-,4,4,CSS,PILOT,--YG-,4.0,4.0,LLM,BLOOM,-GGG-,2.0,2.0,CSS,FLOOD,GGGGG,0.0,0.0,LLM,,,,,,5629,290,94.8481080120803,290,11,96.20689655172414,11,4,63.63636363636363,4,1,75.0,1,1,0.0,,,
